Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
68,Claudio Baeza,cl CHI,"MF,DF",Toluca,31-133,1993,11.3,0,4,1,25.0,0.35,0.09,0.00,0.00,21.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
69,Kevin Balanta,co COL,DF,Tijuana,28-007,1997,7.6,0,3,1,33.3,0.40,0.13,0.00,0.00,12.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
70,Fidel Barajas,mx MEX,"MF,FW",Guadalajara,19-030,2006,1.0,0,4,1,25.0,4.14,1.03,0.00,0.00,21.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
71,Víctor Barajas,mx MEX,DF,León,22-053,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
72,Diego Barbosa,mx MEX,DF,Toluca,28-222,1996,10.8,0,6,0,0.0,0.56,0.00,0.00,,23.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
73,Diego Barbosa,mx MEX,DF,Tijuana,28-222,1996,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
74,Jaine Barreiro,co COL,DF,León,30-320,1994,33.7,1,25,7,28.0,0.74,0.21,0.04,0.14,14.5,0,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
75,Pablo Barrera,mx MEX,"MF,FW",Querétaro,37-318,1987,23.4,5,27,8,29.6,1.16,0.34,0.15,0.50,20.3,3,1,1,2.8,2.0,0.07,+2.2,+2.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
76,Sergio Barreto,ar ARG,DF,Pachuca,26-015,1999,18.2,0,6,0,0.0,0.33,0.00,0.00,,13.9,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
77,Bruno Barticciotto,cl CHI,FW,Santos,23-363,2001,7.4,6,25,9,36.0,3.36,1.21,0.24,0.67,15.6,0,0,0,3.1,3.1,0.13,+2.9,+2.9,Matches
78,Abraham Bass,mx MEX,MF,Atlas,23-269,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
79,Borja Bastón,es ESP,FW,Pachuca,32-253,1992,3.9,0,6,0,0.0,1.53,0.00,0.00,,16.5,0,0,1,1.6,0.8,0.13,-1.6,-0.8,Matches
80,Alán Bautista,mx MEX,"MF,FW",Pachuca,22-180,2002,9.9,1,11,4,36.4,1.11,0.40,0.09,0.25,22.7,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
81,Paul Bellón,mx MEX,DF,León,27-335,1997,28.3,1,8,3,37.5,0.28,0.11,0.13,0.33,11.5,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
82,Fernando Beltrán,mx MEX,"MF,FW",Guadalajara,26-362,1998,20.4,1,23,9,39.1,1.13,0.44,0.04,0.11,23.8,0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
83,Nicolás Benedetti,co COL,"FW,MF",Mazatlán,28-010,1997,14.2,4,24,8,33.3,1.69,0.56,0.13,0.38,24.2,5,1,1,2.3,1.6,0.06,+1.7,+1.4,Matches
84,Darío Benedetto,ar ARG,FW,Querétaro,34-353,1990,4.7,0,17,5,29.4,3.58,1.05,0.00,0.00,15.9,1,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
85,Pablo Bennevendo Peña,mx MEX,DF,UNAM,25-122,2000,27.0,1,10,2,20.0,0.37,0.07,0.10,0.50,17.3,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches
86,Jorge Berlanga,mx MEX,DF,Pachuca,21-291,2003,11.2,0,1,0,0.0,0.09,0.00,0.00,,28.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
87,Germán Berterame,mx MEX,FW,Monterrey,26-173,1998,26.0,13,81,39,48.1,3.12,1.50,0.16,0.33,13.8,0,0,0,14.6,14.5,0.18,-1.6,-1.5,Matches
88,Unai Bilbao,es ESP,DF,Tijuana,31-090,1994,26.2,1,14,4,28.6,0.54,0.15,0.07,0.25,15.4,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
89,Alfonso Blanco Antúnez,mx MEX,GK,León,37-278,1987,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
90,Domingo Blanco,ar ARG,"FW,MF",Tijuana,30-013,1995,16.7,3,42,13,31.0,2.52,0.78,0.07,0.23,18.2,0,0,0,3.1,3.1,0.07,-0.1,-0.1,Matches
91,Rodrigo Bogarín,py PAR,"MF,FW",Querétaro,27-346,1997,7.9,1,7,2,28.6,0.89,0.25,0.14,0.50,26.1,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
92,Mateusz Bogusz,pl POL,"MF,FW",Cruz Azul,23-256,2001,8.0,1,24,7,29.2,2.99,0.87,0.04,0.14,19.7,3,0,0,2.5,2.5,0.11,-1.5,-1.5,Matches
93,Franck Boli,ci CIV,FW,Atlético,31-149,1993,9.0,4,34,12,35.3,3.76,1.33,0.09,0.25,14.6,0,1,1,5.5,4.7,0.14,-1.5,-1.7,Matches
94,Léo Bonatini,br BRA,FW,Atlético,31-038,1994,11.8,3,19,6,31.6,1.62,0.51,0.11,0.33,13.9,0,1,1,4.2,3.4,0.18,-1.2,-1.4,Matches
95,Cristian Borja,co COL,DF,América,32-076,1993,14.7,1,5,2,40.0,0.34,0.14,0.20,0.50,19.4,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
96,Frank Boya,cm CMR,MF,Tijuana,28-308,1996,8.2,2,12,5,41.7,1.46,0.61,0.17,0.40,25.9,0,0,0,0.5,0.5,0.04,+1.5,+1.5,Matches
97,Juan Brigido,mx MEX,"FW,MF",Pachuca,23-218,2001,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
98,Antonio Briseño,mx MEX,DF,Toluca,31-089,1994,3.2,1,2,1,50.0,0.62,0.31,0.50,1.00,6.9,0,0,0,0.3,0.3,0.17,+0.7,+0.7,Matches
99,Antonio Briseño,mx MEX,DF,Guadalajara,31-089,1994,6.0,0,5,0,0.0,0.83,0.00,0.00,,11.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
100,Isaác Brizuela,mx MEX,"MF,DF",Guadalajara,34-250,1990,1.4,0,2,0,0.0,1.42,0.00,0.00,,21.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
101,Juan Brunetta,ar ARG,MF,UANL,27-358,1997,24.7,10,84,23,27.4,3.41,0.93,0.12,0.43,21.9,8,0,0,9.6,9.6,0.11,+0.4,+0.4,Matches
102,Gustavo Cabral,ar ARG,DF,Pachuca,39-203,1985,12.1,0,5,0,0.0,0.41,0.00,0.00,,12.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
103,Luciano Cabral,cl CHI,"FW,MF",León,30-009,1995,11.9,1,9,1,11.1,0.76,0.08,0.11,1.00,15.7,0,0,0,1.0,1.0,0.12,0.0,0.0,Matches
104,Sebastián Cáceres,uy URU,DF,América,25-260,1999,9.1,0,4,1,25.0,0.44,0.11,0.00,0.00,10.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
105,Jhonder Cádiz,ve VEN,FW,León,29-280,1995,23.3,12,91,41,45.1,3.91,1.76,0.12,0.27,15.2,0,1,2,12.9,11.3,0.13,-0.9,-0.3,Matches
106,José Caicedo,co COL,MF,UNAM,22-347,2002,31.9,2,39,13,33.3,1.22,0.41,0.05,0.15,22.8,0,0,0,1.7,1.7,0.04,+0.3,+0.3,Matches
107,Cristian Calderón,mx MEX,DF,América,27-346,1997,18.3,1,9,3,33.3,0.49,0.16,0.11,0.33,20.6,2,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
108,Francisco Calvo,cr CRC,DF,FC Juárez,32-301,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
