Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
766,Gastón Togni,ar ARG,FW,Defensa y Just,27-227,1997,9.8,43,4.48,30,4,2,5,1,1,1,0.10,1,0,0,0,0,0,Matches
767,Franco Toloza,ar ARG,FW,San Martín de San Juan,30-361,1994,5.9,11,1.86,9,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
768,Santiago Toloza,ar ARG,"FW,MF",Platense,22-189,2002,0.6,7,7.78,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
769,Diego Tonetto,ar ARG,MF,Ind. Rivadavia,36-151,1988,3.2,4,1.25,2,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
770,Elías Torres,ar ARG,FW,Aldosivi,24-039,2001,14.5,43,2.96,35,0,1,2,3,2,6,0.41,6,0,0,0,0,0,Matches
771,Gonzalo Trindade,ar ARG,"DF,MF",Cen. Córdoba–SdE,20-356,2004,1.8,2,1.09,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
772,Nicolás Tripichio,ar ARG,MF,San Lorenzo,29-120,1996,10.7,9,0.84,8,0,0,0,1,0,1,0.09,0,0,0,0,1,0,Matches
773,Mariano Troilo,ar ARG,DF,Belgrano,21-317,2003,12.8,5,0.39,3,0,0,1,1,0,1,0.08,1,0,0,0,0,0,Matches
774,Agustín Urzi,ar ARG,"FW,MF",Huracán,25-001,2000,4.5,23,5.07,13,0,2,1,7,0,1,0.22,1,0,0,0,0,0,Matches
775,Sebastián Valdez,ar ARG,DF,Independiente,29-180,1995,14.3,5,0.35,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
776,Matías Valenti,ar ARG,DF,Ind. Rivadavia,22-244,2002,4.5,2,0.45,0,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
777,Jeremías Vallejos,ar ARG,DF,Sarmiento,22-021,2003,2.8,3,1.05,1,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
778,Lautaro Vargas,ar ARG,DF,Unión,20-093,2005,8.4,32,3.83,23,0,3,1,3,2,2,0.24,1,0,0,0,1,0,Matches
779,Ignacio Vázquez,ar ARG,DF,Platense,27-324,1997,16.0,25,1.56,14,3,0,5,1,2,0,0.00,0,0,0,0,0,0,Matches
780,Kevin Vázquez,ar ARG,MF,Vélez Sarsfield,24-047,2001,3.4,6,1.74,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
781,Cristian Vega,ar ARG,"MF,FW",Cen. Córdoba–SdE,31-230,1993,1.3,3,2.23,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
