Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
110,Hugo Camberos,mx MEX,"FW,MF",Guadalajara,18-288,2006,9.7,31,20,15,13,3,13,23,56.5,10,17,2,15,8,39,5,0,Matches
111,Diber Cambindo,co COL,FW,Necaxa,29-077,1996,24.0,11,7,1,8,2,6,8,75.0,2,15,1,14,5,16,17,0,Matches
112,Diego Campillo,mx MEX,MF,FC Juárez,23-198,2001,24.5,31,19,15,16,0,17,40,42.5,23,26,5,21,40,71,50,2,Matches
113,Omar Campos,mx MEX,DF,Cruz Azul,22-289,2002,1.6,2,2,1,0,1,1,3,33.3,2,2,0,2,1,3,6,0,Matches
114,Sergio Canales,es ESP,"MF,FW",Monterrey,34-078,1991,29.3,22,13,6,14,2,9,33,27.3,24,21,3,18,11,33,1,0,Matches
115,Luis Cañamar,mx MEX,DF,Atlético,22-354,2002,1.0,4,3,3,1,0,0,0,,0,2,0,2,0,4,1,0,Matches
116,Camilo Cándido,uy URU,"DF,MF",Cruz Azul,29-337,1995,2.5,11,9,6,5,0,10,14,71.4,4,3,1,2,2,13,7,0,Matches
117,Luis Cárdenas,mx MEX,GK,Monterrey,31-232,1993,10.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,2,Matches
118,Rafael Carioca,br BRA,MF,UANL,35-321,1989,15.7,34,21,15,14,5,15,29,51.7,14,9,2,7,9,43,6,0,Matches
119,Jan Carmona,mx MEX,"MF,FW",FC Juárez,21-014,2004,1.2,0,0,0,0,0,0,1,0.0,1,3,0,3,2,2,3,0,Matches
120,Héctor Carranza,mx MEX,MF,Santos,21-122,2004,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
121,Adalberto Carrasquilla,pa PAN,MF,UNAM,26-158,1998,11.2,8,7,3,3,2,2,8,25.0,6,13,2,11,7,15,4,0,Matches
122,Jordan Carrillo,mx MEX,"MF,FW",Santos,23-156,2001,15.4,33,15,15,13,5,21,35,60.0,14,14,2,12,7,40,5,0,Matches
123,Stephano Carrillo,mx MEX,"FW,MF",Santos,19-059,2006,4.5,2,2,1,1,0,0,2,0.0,2,1,0,1,1,3,1,0,Matches
124,Guilherme Carvalho,br BRA,MF,FC Juárez,25-228,1999,24.2,39,21,18,19,2,13,49,26.5,36,31,6,25,29,68,36,0,Matches
125,Kevin Castañeda,mx MEX,"MF,FW",Tijuana,25-189,1999,21.9,15,8,4,7,4,3,12,25.0,9,10,0,10,10,25,10,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
126,Christian Castillo,cl CHI,FW,Querétaro,28-153,1996,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
