Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
89,Vito van Crooy,nl NED,"MF,FW",NEC Nijmegen,29-096,1996,19.0,658,25,111,277,275,50,656,13,2,15.4,8,61.5,318,1659,661,20,15,5,32,6,367,69,Matches
90,Alessio da Cruz,cv CPV,FW,Fortuna Sittard,28-107,1997,13.2,331,6,27,153,153,47,331,12,2,16.7,8,66.7,175,1004,349,15,10,9,39,9,231,56,Matches
91,Ro-Zangelo Daal,nl NED,FW,AZ Alkmaar,21-084,2004,0.5,25,0,3,14,8,0,25,1,1,100.0,0,0.0,21,192,97,3,4,0,0,1,23,4,Matches
92,Jasper Dahlhaus,nl NED,"DF,FW",Fortuna Sittard,23-159,2001,17.4,1021,63,344,401,293,26,1021,44,24,54.5,17,38.6,453,3072,1446,49,19,6,43,20,483,97,Matches
93,Matteo Dams,be BEL,DF,PSV Eindhoven,21-057,2004,10.2,831,34,214,418,204,13,831,7,6,85.7,1,14.3,431,1866,1082,20,17,2,9,3,553,65,Matches
94,Damil Dankerlui,sr SUR,"DF,FW",Almere City,28-254,1996,1.8,125,5,46,39,40,5,125,1,0,0.0,1,100.0,43,214,119,2,3,0,5,2,44,7,Matches
95,Argyrios Darelas,gr GRE,"MF,FW",NEC Nijmegen,21-201,2003,0.5,19,1,3,12,4,0,19,0,0,,0,,9,37,13,0,0,0,1,0,10,1,Matches
96,Brynjolfur Darri Willumsson,is ISL,"FW,MF",Groningen,24-266,2000,9.9,366,1,25,159,185,47,366,19,4,21.1,12,63.2,180,766,278,6,10,3,44,25,271,59,Matches
97,Jari De Busser,be BEL,GK,Go Ahead Eag,25-196,1999,14.0,671,586,669,2,0,0,671,0,0,,0,,433,1847,1057,0,0,0,1,1,409,0,Matches
98,Brian De Keersmaecker,be BEL,MF,Heracles Almelo,24-364,2000,27.6,1538,83,379,921,263,25,1535,56,26,46.4,28,50.0,818,4842,2154,42,36,2,50,16,873,42,Matches
99,Mats Deijl,nl NED,DF,Go Ahead Eag,27-294,1997,31.0,1744,127,584,748,418,65,1742,22,11,50.0,9,40.9,798,3210,1547,28,22,2,16,11,997,94,Matches
100,Maxim Dekker,nl NED,DF,AZ Alkmaar,21-014,2004,5.5,424,49,153,248,26,1,424,1,1,100.0,0,0.0,302,1871,1190,12,11,0,1,1,323,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
101,Logan Delaurier Chaubet,fr FRA,FW,Almere City,23-013,2002,6.2,224,3,31,78,121,18,224,19,8,42.1,10,52.6,147,1008,456,10,13,2,24,15,150,32,Matches
102,Branco van den Boomen,nl NED,MF,Ajax,29-288,1995,7.0,590,17,94,337,162,3,589,9,6,66.7,3,33.3,359,1583,739,7,14,0,6,5,419,13,Matches
103,Damian van der Haar,nl NED,DF,Zwolle,21-109,2004,19.9,1168,61,407,501,265,22,1168,12,5,41.7,7,58.3,458,2017,995,17,13,1,25,7,611,79,Matches
104,Mickey van der Hart,nl NED,GK,Heerenveen,30-326,1994,18.0,858,641,841,17,0,0,858,0,0,,0,,615,2612,1373,0,0,0,0,0,577,0,Matches
105,Mike van der Hoorn,nl NED,DF,Utrecht,32-202,1992,26.4,1851,281,935,818,108,59,1851,4,1,25.0,2,50.0,1005,5035,2759,18,18,2,8,5,1174,12,Matches
106,Djevencio van der Kust,sr SUR,DF,Sparta R'dam,24-005,2001,10.3,632,47,241,237,158,15,632,6,0,0.0,4,66.7,304,1486,702,11,9,2,17,3,343,55,Matches
107,Richard van der Venne,nl NED,"MF,FW",RKC Waalwijk,32-354,1992,8.2,339,8,66,143,133,17,339,6,2,33.3,4,66.7,163,616,299,9,4,2,21,6,202,31,Matches
108,Silvester van der Water,nl NED,"FW,MF",RKC Waalwijk,28-217,1996,6.9,266,10,59,93,121,16,266,21,9,42.9,10,47.6,129,748,320,13,8,4,22,6,144,39,Matches
109,David van der Werff,nl NED,MF,Groningen,20-247,2004,0.2,13,0,1,4,8,5,13,1,0,0.0,1,100.0,10,23,2,0,1,0,1,1,10,5,Matches
110,Anthony Descotte,be BEL,"FW,MF",Utrecht,21-275,2003,4.4,155,0,16,79,61,20,154,8,4,50.0,4,50.0,89,623,223,5,9,3,18,9,111,20,Matches
111,Sergiño Dest,us USA,DF,PSV Eindhoven,24-183,2000,2.0,144,5,35,58,51,4,144,12,8,66.7,4,33.3,69,332,145,3,3,1,8,2,88,4,Matches
112,Matisse Didden,be BEL,DF,Utrecht,23-209,2001,4.6,320,48,153,162,7,4,320,0,0,,0,,165,731,353,0,0,0,2,0,169,0,Matches
113,Thomas Didillon,fr FRA,GK,Willem II,29-158,1995,31.0,1177,1093,1176,2,0,0,1177,0,0,,0,,637,3119,1735,0,0,0,1,0,555,0,Matches
114,Mitchell Dijks,nl NED,DF,Fortuna Sittard,32-085,1993,17.2,1005,38,309,484,229,9,1005,59,29,49.2,26,44.1,514,3116,1589,35,30,5,16,4,571,44,Matches
115,Elijah Dijkstra,nl NED,DF,AZ Alkmaar,18-273,2006,1.0,69,3,17,35,18,3,69,1,0,0.0,1,100.0,41,290,160,2,2,1,1,1,39,4,Matches
116,Julius Dirksen,nl NED,"DF,MF",Go Ahead Eag,22-092,2003,0.8,50,7,25,14,11,1,50,1,0,0.0,1,100.0,26,91,43,0,1,0,0,0,30,0,Matches
117,Nick Doodeman,nl NED,"FW,MF",Willem II,28-195,1996,14.5,538,20,112,154,275,17,538,10,4,40.0,6,60.0,276,1451,697,24,18,3,17,2,331,93,Matches
118,Couhaib Driouech,ma MAR,FW,PSV Eindhoven,23-018,2002,3.0,218,1,16,55,148,28,218,14,5,35.7,8,57.1,152,1268,720,32,15,12,7,3,174,69,Matches
119,Joel Drommel,nl NED,GK,PSV Eindhoven,28-170,1996,0.5,26,22,26,0,0,0,26,0,0,,0,,11,48,12,0,0,0,0,0,17,0,Matches
120,Laros Duarte,cv CPV,MF,Groningen,28-066,1997,0.2,31,0,1,19,11,0,31,1,0,0.0,1,100.0,19,94,51,0,5,0,0,2,22,0,Matches
121,Oliver Edvardsen,no NOR,FW,Ajax,26-047,1999,3.2,139,6,21,56,64,21,139,5,3,60.0,2,40.0,78,337,199,7,5,3,10,2,96,31,Matches
122,Oliver Edvardsen,no NOR,"FW,MF",Go Ahead Eag,26-047,1999,9.9,390,17,80,138,180,42,390,33,16,48.5,14,42.4,247,1356,737,24,18,11,33,21,277,56,Matches
123,Victor Edvardsen,se SWE,"FW,MF",Go Ahead Eag,29-111,1996,27.4,874,24,90,350,445,111,874,35,14,40.0,20,57.1,524,2307,1080,41,25,10,44,28,639,177,Matches
124,Espen van Ee,nl NED,MF,Heerenveen,21-304,2003,23.5,1544,46,332,885,345,14,1544,32,12,37.5,17,53.1,820,3820,1623,23,33,1,43,26,1001,43,Matches
125,Mike Eerdhuijzen,nl NED,DF,Sparta R'dam,24-296,2000,28.2,2337,352,1128,1132,88,28,2337,15,11,73.3,3,20.0,1298,6771,4461,30,18,1,15,6,1513,10,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
126,Roshon van Eijma,cw CUW,DF,RKC Waalwijk,26-330,1998,17.9,1066,206,635,421,14,7,1066,2,1,50.0,0,0.0,541,3097,1479,10,1,0,8,5,600,1,Matches
127,Carel Eiting,nl NED,MF,Sparta R'dam,27-083,1998,9.8,491,29,92,236,168,16,491,10,2,20.0,7,70.0,201,1063,525,11,12,2,11,6,251,25,Matches
128,Carel Eiting,nl NED,MF,Twente,27-083,1998,6.5,528,9,89,250,193,12,528,8,5,62.5,2,25.0,249,1095,610,18,16,2,6,2,322,21,Matches
129,Hjalmar Ekdal,se SWE,DF,Groningen,26-196,1998,11.0,716,76,335,361,21,8,716,6,4,66.7,2,33.3,364,1949,961,10,4,0,4,2,434,1,Matches
130,Úmaro Embaló,pt POR,FW,Fortuna Sittard,23-364,2001,0.1,4,0,0,0,4,1,4,0,0,,0,,4,16,5,0,0,0,1,0,4,2,Matches
131,Noam Emeran,fr FRA,"DF,MF",Groningen,22-223,2002,0.7,39,1,11,21,10,1,39,0,0,,0,,15,70,44,1,1,1,3,1,18,4,Matches
132,Mario Engels,de GER,"FW,MF",Heracles Almelo,31-195,1993,23.3,704,17,87,242,385,76,704,49,16,32.7,29,59.2,381,2543,1193,59,31,28,44,37,421,137,Matches
133,Alonzo Engwanda,be BEL,"MF,DF",Utrecht,22-098,2003,11.1,544,29,151,309,89,2,544,13,5,38.5,8,61.5,233,890,366,5,7,0,15,6,256,12,Matches
134,Ante Erceg,hr CRO,"FW,MF",Fortuna Sittard,35-144,1989,3.2,107,2,8,51,50,11,107,8,3,37.5,3,37.5,55,256,83,1,0,2,11,10,77,12,Matches
135,Luca Everink,nl NED,DF,Go Ahead Eag,24-085,2001,0.6,41,7,25,11,5,1,41,2,1,50.0,1,50.0,9,24,7,0,0,0,1,0,14,2,Matches
136,Juan Familia-Castillo,nl NED,DF,RKC Waalwijk,25-112,2000,14.4,853,64,312,302,247,6,853,20,10,50.0,10,50.0,414,2239,1129,34,16,0,20,8,470,60,Matches
137,Kevin Felida,cw CUW,"MF,FW",RKC Waalwijk,25-175,1999,4.7,275,6,67,132,78,7,275,10,4,40.0,5,50.0,154,961,588,17,11,1,10,5,172,16,Matches
138,Saná Fernandes,pt POR,"FW,MF",NAC Breda,19-056,2006,5.2,258,3,35,117,118,18,258,24,11,45.8,13,54.2,168,1392,766,19,16,9,14,16,186,34,Matches
139,Nick Fichtinger,nl NED,MF,Zwolle,21-029,2004,9.5,519,44,180,248,95,7,519,4,2,50.0,2,50.0,209,980,495,6,8,0,11,7,275,12,Matches
140,Kolbeinn Finnsson,is ISL,DF,Utrecht,25-253,1999,1.0,62,8,30,20,13,0,62,0,0,,0,,22,134,73,1,2,0,2,0,24,3,Matches
141,Kian Fitz-Jim,nl NED,MF,Ajax,21-304,2003,12.7,728,18,117,347,271,37,728,32,17,53.1,13,40.6,419,2074,1065,24,20,3,27,17,506,63,Matches
142,Ryan Flamingo,nl NED,DF,PSV Eindhoven,22-125,2002,29.7,3024,194,1101,1823,112,33,3024,5,3,60.0,1,20.0,1883,10063,5501,24,14,0,14,3,2220,10,Matches
143,Sherel Floranus,cw CUW,DF,Almere City,26-255,1998,2.0,135,14,51,67,17,0,135,2,0,0.0,2,100.0,64,424,266,2,3,0,3,2,73,5,Matches
144,Sherel Floranus,cw CUW,DF,Zwolle,26-255,1998,17.0,1051,82,406,448,204,12,1051,18,6,33.3,12,66.7,395,1603,741,15,9,0,23,6,501,50,Matches
145,Carlos Forbs,pt POR,FW,Ajax,21-047,2004,0.4,17,0,1,7,10,3,17,3,1,33.3,2,66.7,14,139,89,5,3,1,2,0,13,3,Matches
146,Ryan Fosso,ch SUI,MF,Fortuna Sittard,22-322,2002,26.3,1311,70,358,770,200,11,1311,32,18,56.3,12,37.5,696,3251,1302,17,21,3,34,21,809,19,Matches
147,Oscar Fraulo,dk DEN,MF,Utrecht,21-150,2003,16.3,756,30,146,418,202,37,756,24,9,37.5,10,41.7,378,2228,961,22,19,4,25,22,406,58,Matches
148,Anton Gaaei,dk DEN,DF,Ajax,22-167,2002,17.8,1248,42,290,521,448,35,1248,17,5,29.4,10,58.8,669,3968,2082,63,35,10,24,12,795,145,Matches
149,Matt Garbett,nz NZL,"FW,MF",NAC Breda,23-022,2002,6.4,232,6,41,129,66,8,232,15,7,46.7,7,46.7,130,737,368,10,5,2,18,16,151,22,Matches
150,Anselmo García MacNulty,ie IRL,DF,Zwolle,22-075,2003,31.0,2214,332,1201,936,86,29,2214,5,4,80.0,1,20.0,1183,5435,2962,20,19,0,13,5,1507,16,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
151,Stijn van Gassel,nl NED,GK,NEC Nijmegen,28-199,1996,2.0,91,80,90,1,0,0,91,0,0,,0,,48,392,290,0,0,0,0,0,28,0,Matches
152,Lutsharel Geertruida,nl NED,DF,Feyenoord,24-291,2000,3.0,209,6,42,132,35,9,209,5,1,20.0,4,80.0,131,516,269,1,3,2,1,1,151,8,Matches
153,Liam van Gelderen,nl NED,DF,RKC Waalwijk,24-043,2001,27.0,1548,255,825,639,95,9,1548,18,6,33.3,12,66.7,778,4845,2512,29,17,2,18,11,845,21,Matches
154,Djomar Giersthove,nl NED,DF,Feyenoord,20-061,2005,0.1,10,0,2,7,1,1,10,0,0,,0,,7,33,9,0,0,0,0,0,8,0,Matches
155,Teun Gijselhart,nl NED,MF,Zwolle,20-029,2005,0.3,17,2,10,7,0,0,17,0,0,,0,,4,27,11,0,0,0,2,0,7,0,Matches
156,Santiago Giménez,mx MEX,FW,Feyenoord,24-017,2001,8.5,207,5,10,70,128,62,205,25,8,32.0,15,60.0,130,586,208,7,4,4,22,15,149,51,Matches
157,Mika Godts,be BEL,FW,Ajax,19-332,2005,16.8,833,12,83,301,468,101,833,101,48,47.5,49,48.5,572,4791,2297,75,41,35,43,34,634,160,Matches
158,Wouter Goes,nl NED,DF,AZ Alkmaar,20-329,2004,20.8,1593,147,662,885,60,17,1593,10,5,50.0,4,40.0,1012,5513,3510,33,16,0,11,2,1128,5,Matches
159,Facundo González,uy URU,DF,Feyenoord,21-333,2003,0.9,57,7,31,19,7,2,57,0,0,,0,,39,245,172,2,2,0,2,0,42,0,Matches
160,Roberto González,es ESP,"MF,FW",NEC Nijmegen,24-119,2001,10.9,450,5,43,227,185,40,450,33,9,27.3,22,66.7,248,1367,565,21,13,3,17,12,317,42,Matches
161,Tristan Gooijer,nl NED,DF,Zwolle,20-245,2004,0.3,18,7,13,5,0,0,18,0,0,,0,,11,32,13,0,0,0,0,0,11,0,Matches
162,Marvin da Graça,lu LUX,DF,Almere City,30-077,1995,6.0,313,34,136,127,52,10,313,6,3,50.0,2,33.3,158,703,331,5,3,0,1,1,154,14,Matches
163,Simon Graves Jensen,dk DEN,DF,Zwolle,25-348,1999,22.7,1612,241,800,783,31,11,1612,4,3,75.0,1,25.0,838,3698,2182,12,5,0,7,0,1052,4,Matches
164,Leo Greiml,at AUT,DF,NAC Breda,23-306,2001,26.7,1775,351,1009,700,73,28,1775,3,1,33.3,2,66.7,904,4126,2181,16,7,0,9,3,1048,2,Matches
165,Dario Grujcic,at AUT,"DF,MF",Fortuna Sittard,25-351,1999,2.9,204,32,94,88,22,4,204,2,1,50.0,1,50.0,83,370,218,3,5,1,4,0,100,2,Matches
166,Baptiste Guillaume,be BEL,"FW,MF",Almere City,29-323,1995,4.3,166,3,9,66,92,35,166,2,1,50.0,1,50.0,62,187,94,2,1,1,10,4,126,17,Matches
167,Eser Gürbüz,nl NED,FW,Heerenveen,18-060,2007,1.5,99,4,17,30,54,9,99,18,9,50.0,8,44.4,56,374,145,5,4,2,6,3,57,25,Matches
168,Rodrigo Guth,br BRA,DF,Fortuna Sittard,24-176,2000,27.5,1757,282,914,725,124,73,1757,4,2,50.0,1,25.0,925,4791,2233,11,6,1,16,7,1096,12,Matches
169,Jonathan de Guzmán,nl NED,MF,Sparta R'dam,37-234,1987,0.4,31,0,7,16,8,1,31,0,0,,0,,17,75,44,1,1,1,0,0,22,0,Matches
170,Anis Hadj Moussa,dz ALG,"FW,MF",Feyenoord,23-083,2002,19.4,1024,8,80,344,614,120,1024,107,42,39.3,61,57.0,636,5122,2713,105,47,68,45,35,708,193,Matches
171,Alen Halilović,hr CRO,"MF,FW",Fortuna Sittard,28-321,1996,19.7,856,8,113,442,314,38,855,42,22,52.4,19,45.2,467,2742,1255,37,31,10,27,22,543,60,Matches
172,Denzel Hall,nl NED,DF,Heerenveen,23-348,2001,6.2,512,20,196,243,80,4,512,2,1,50.0,1,50.0,244,1191,624,4,7,0,7,0,282,9,Matches
173,Sébastien Haller,ci CIV,FW,Utrecht,30-317,1994,12.2,490,19,38,246,211,69,490,14,4,28.6,8,57.1,253,999,303,8,9,0,47,20,355,59,Matches
174,Dávid Hancko,sk SVK,DF,Feyenoord,27-143,1997,29.0,2667,271,1104,1321,257,79,2667,27,12,44.4,14,51.9,1643,8876,5760,58,47,3,11,12,1920,54,Matches
175,Kornelius Hansen,no NOR,"FW,MF",Almere City,23-364,2001,20.2,680,22,112,234,350,74,680,66,19,28.8,41,62.1,417,2587,1147,45,23,15,59,30,436,130,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
176,Sontje Hansen,nl NED,"FW,MF",NEC Nijmegen,22-358,2002,18.5,760,15,105,326,354,84,760,73,37,50.7,31,42.5,497,3584,1692,74,34,33,70,34,551,149,Matches
177,Quilindschy Hartman,nl NED,DF,Feyenoord,23-172,2001,6.2,481,17,135,246,103,7,481,6,3,50.0,3,50.0,259,1348,797,12,10,0,6,1,293,22,Matches
178,Jorrel Hato,nl NED,DF,Ajax,19-059,2006,26.0,1780,75,509,886,395,65,1780,23,7,30.4,16,69.6,935,4259,1926,38,30,7,28,23,1132,83,Matches
179,Mike Hauptmeijer,nl NED,GK,Zwolle,28-048,1997,4.0,152,144,152,0,0,0,152,0,0,,0,,91,481,303,0,0,0,0,0,68,0,Matches
180,Thom Haye,id IDN,MF,Almere City,30-085,1995,19.7,1208,45,231,648,345,6,1208,24,9,37.5,14,58.3,573,2804,1382,23,26,2,14,17,620,28,Matches
181,Jordan Henderson,eng ENG,MF,Ajax,34-322,1990,17.8,1652,74,327,984,353,12,1652,14,6,42.9,8,57.1,980,4261,2189,31,28,1,10,6,1197,29,Matches
182,Lucas Vennegoor of Hesselink,nl NED,"FW,MF",Twente,19-052,2006,0.7,25,1,1,12,12,6,25,1,0,0.0,0,0.0,12,26,7,0,1,0,3,0,20,6,Matches
183,Mees Hilgers,id IDN,DF,Twente,23-357,2001,18.4,1219,126,577,588,65,18,1219,5,3,60.0,2,40.0,732,4562,3105,22,15,0,11,1,801,5,Matches
184,Mees Hoedemakers,nl NED,MF,NEC Nijmegen,27-076,1998,19.2,1214,65,364,705,154,13,1214,12,6,50.0,6,50.0,607,3188,1394,15,16,3,19,5,758,15,Matches
185,Justin Hoogma,nl NED,DF,Heracles Almelo,26-328,1998,2.8,198,35,114,77,8,4,198,1,1,100.0,0,0.0,102,620,402,3,0,0,0,0,122,2,Matches
186,Sydney van Hooijdonk,nl NED,FW,NAC Breda,25-088,2000,9.8,292,12,27,140,126,39,292,11,4,36.4,7,63.6,156,566,180,5,7,4,15,7,218,53,Matches
187,Nikolai Hopland,no NOR,DF,Heerenveen,20-285,2004,25.9,1990,222,891,1013,96,30,1990,20,13,65.0,5,25.0,1150,5849,3293,24,15,0,12,10,1353,2,Matches
188,Siebe Horemans,be BEL,DF,Utrecht,26-337,1998,26.2,1698,122,634,715,360,21,1698,32,15,46.9,16,50.0,703,2768,1103,18,16,2,17,5,860,80,Matches
189,Jizz Hornkamp,nl NED,"FW,MF",Heracles Almelo,27-059,1998,15.3,470,25,42,245,187,48,469,25,11,44.0,14,56.0,218,936,372,10,11,2,42,18,291,56,Matches
190,Jeroen Houwen,nl NED,GK,RKC Waalwijk,29-076,1996,24.0,998,830,992,7,0,0,998,0,0,,0,,576,2955,1600,0,0,0,0,0,497,0,Matches
191,Johan Hove,no NOR,MF,Groningen,24-240,2000,19.4,1021,45,175,629,224,21,1021,17,9,52.9,7,41.2,488,1747,669,8,7,3,19,11,629,32,Matches
192,Joël Ideho,nl NED,FW,Sparta R'dam,21-292,2003,1.9,91,1,11,42,40,7,91,10,4,40.0,5,50.0,50,408,141,6,5,2,10,6,54,10,Matches
193,Younes Taha El Idrissi,ma MAR,FW,Twente,,,1.6,103,0,9,23,72,6,103,7,0,0.0,7,100.0,70,436,215,7,7,1,4,6,75,30,Matches
194,Mohammed Ihattaren,nl NED,"MF,FW",RKC Waalwijk,23-082,2002,14.5,901,17,121,355,438,58,900,57,24,42.1,33,57.9,550,3448,1822,66,37,30,29,26,605,106,Matches
195,Hwang In-beom,kr KOR,MF,Feyenoord,28-227,1996,16.2,1136,31,199,618,327,13,1136,17,6,35.3,9,52.9,600,3115,1339,22,33,4,15,12,781,48,Matches
196,Zidane Iqbal,iq IRQ,MF,Utrecht,22-008,2003,16.1,964,38,208,597,172,2,964,18,13,72.2,5,27.8,622,3295,1531,15,26,0,21,8,662,11,Matches
197,Luka Ivanušec,hr CRO,"FW,MF",Feyenoord,26-160,1998,5.4,281,6,32,119,133,25,281,22,7,31.8,14,63.6,178,1078,489,19,14,8,10,11,207,39,Matches
198,Joey Jacobs,nl NED,DF,Almere City,25-025,2000,11.7,614,91,321,254,44,8,614,3,2,66.7,1,33.3,276,1463,653,3,1,0,6,0,313,3,Matches
199,Alireza Jahanbakhsh,ir IRN,"FW,MF",Heerenveen,31-267,1993,16.1,985,31,116,421,458,78,984,63,22,34.9,38,60.3,537,2540,1265,33,27,10,40,15,689,158,Matches
200,Alexander Jakobsen,eg EGY,"FW,MF",RKC Waalwijk,31-048,1994,0.8,48,1,12,16,20,3,48,4,0,0.0,4,100.0,26,150,69,2,1,0,1,4,30,5,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
201,Dean James,id IDN,DF,Go Ahead Eag,25-005,2000,18.3,1106,66,319,405,393,23,1106,20,9,45.0,10,50.0,509,2623,1366,36,33,4,18,6,614,81,Matches
202,Dominik Janošek,cz CZE,MF,NAC Breda,26-326,1998,12.2,836,14,143,463,237,11,835,21,9,42.9,10,47.6,460,2015,796,13,11,1,16,14,543,46,Matches
203,Dies Janse,nl NED,DF,Ajax,19-108,2006,3.0,310,8,76,205,30,4,310,2,2,100.0,0,0.0,220,1404,932,13,8,0,2,1,244,3,Matches
204,Ali Jasim,iq IRQ,"FW,MF",Almere City,21-105,2004,2.5,147,0,17,47,85,21,147,9,2,22.2,7,77.8,105,751,379,11,8,10,10,9,107,19,Matches
205,Victor Jensen,dk DEN,MF,Utrecht,25-086,2000,11.1,464,12,75,230,162,47,464,9,2,22.2,7,77.8,225,1151,475,13,11,4,23,10,282,50,Matches
206,Owen Johnson,nl NED,MF,Fortuna Sittard,19-244,2005,0.0,2,0,0,0,2,1,2,0,0,,0,,1,1,0,0,0,0,1,0,2,2,Matches
207,Miliano Jonathans,nl NED,"FW,MF",Utrecht,21-030,2004,2.3,118,4,16,42,62,7,118,8,1,12.5,4,50.0,76,500,218,8,8,3,9,3,86,27,Matches
208,Luuk de Jong,nl NED,FW,PSV Eindhoven,34-251,1990,24.2,973,38,75,376,528,201,969,14,5,35.7,9,64.3,393,1119,377,8,14,6,60,22,713,163,Matches
209,Tika de Jonge,nl NED,MF,Groningen,22-055,2003,13.8,846,46,196,477,176,12,846,39,21,53.8,16,41.0,390,2057,951,18,19,1,24,12,439,17,Matches
210,Patrick Joosten,nl NED,"MF,FW",Willem II,29-021,1996,7.2,279,4,33,108,140,21,279,11,2,18.2,8,72.7,173,1052,545,16,12,5,20,10,205,45,Matches
211,Mauro Júnior,br BRA,"DF,MF",PSV Eindhoven,25-364,1999,19.3,1653,51,365,805,503,42,1653,55,29,52.7,25,45.5,951,5058,2718,52,38,11,23,9,1092,120,Matches
212,Hidde Jurjus,nl NED,GK,Groningen,31-085,1994,1.0,48,32,45,3,0,0,48,0,0,,0,,30,159,67,0,0,0,0,0,31,0,Matches
213,Daniël van Kaam,nl NED,MF,Heracles Almelo,24-316,2000,11.6,618,21,122,331,170,9,618,9,1,11.1,7,77.8,320,1778,764,13,15,0,10,5,362,18,Matches
214,Junior Kadile,fr FRA,"FW,MF",Almere City,22-140,2002,22.2,895,24,140,318,452,101,895,97,35,36.1,59,60.8,541,3981,1928,69,33,27,73,47,619,174,Matches
215,Jochem van de Kamp,nl NED,"MF,FW",Almere City,21-184,2003,22.2,1020,38,227,549,250,28,1020,31,17,54.8,9,29.0,420,1925,807,17,14,5,19,15,501,46,Matches
216,Ahmetcan Kaplan,tr TUR,DF,Ajax,22-109,2003,6.2,576,62,213,324,41,6,576,4,3,75.0,1,25.0,371,1995,1197,7,8,0,4,4,437,1,Matches
217,Daniel Karlsbakk,no NOR,FW,Heerenveen,22-028,2003,3.0,90,8,11,38,41,15,90,3,1,33.3,2,66.7,46,239,75,4,7,2,13,4,61,26,Matches
218,Souffian El Karouani,ma MAR,DF,Utrecht,24-198,2000,30.0,1969,80,518,771,701,38,1969,38,15,39.5,21,55.3,855,4787,2611,89,59,6,27,21,913,172,Matches
219,Rick Karsdorp,nl NED,DF,PSV Eindhoven,30-083,1995,7.5,661,16,156,377,131,3,661,2,1,50.0,1,50.0,371,1411,621,9,7,1,1,3,490,25,Matches
220,Neraysho Kasanwirjo,nl NED,DF,Feyenoord,23-076,2002,1.3,130,8,44,78,8,1,130,0,0,,0,,76,353,193,1,1,0,0,0,90,2,Matches
221,Denso Kasius,nl NED,DF,AZ Alkmaar,22-211,2002,13.1,926,45,259,336,347,36,926,39,18,46.2,21,53.8,512,3628,1766,51,41,22,17,8,543,102,Matches
222,Adam Kayed,ps PLE,"MF,DF",NAC Breda,23-064,2002,5.1,254,8,54,113,92,20,254,18,8,44.4,10,55.6,120,713,421,16,11,5,7,12,151,30,Matches
223,Dennis Kaygin,de GER,"MF,FW",Willem II,21-033,2004,1.5,87,4,21,47,19,2,87,3,0,0.0,3,100.0,47,204,70,0,1,1,6,1,57,6,Matches
224,Emilio Kehrer,de GER,"FW,MF",Willem II,23-046,2002,8.2,308,18,52,111,148,23,308,25,11,44.0,13,52.0,172,1015,559,18,10,9,23,9,189,57,Matches
225,Fabian de Keijzer,nl NED,GK,Heracles Almelo,24-360,2000,31.0,1279,1051,1266,13,0,0,1279,0,0,,0,,708,3065,1743,0,0,0,0,0,669,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
226,Boy Kemper,nl NED,DF,NAC Breda,25-318,1999,24.7,1407,97,467,625,335,39,1407,23,10,43.5,9,39.1,607,3507,1882,49,44,3,39,11,723,78,Matches
