Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
65,Tanner Beason,us USA,DF,NE Revolution,28-042,1997,5,4,414,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
66,Adam Beaudry,us USA,GK,Colorado Rapids,19-016,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
67,Simon Becher,us USA,"FW,MF",St. Louis,25-288,1999,11,4,452,5.0,1,0,1,1,0,0,2,0,2.5,2.5,0.3,2.9,9,7,40,0.20,0.00,0.20,0.20,0.20,0.51,0.06,0.57,0.51,0.57,Matches
68,Alejandro Bedoya,us USA,"MF,FW",Philadelphia Union,38-005,1987,6,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,5,8,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Matches
69,Jon Bell,jm JAM,DF,Seattle Sounders,27-251,1997,7,4,372,4.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,18,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
70,Ramiro Benetti,br BRA,MF,FC Dallas,31-347,1993,11,11,900,10.0,0,0,0,0,0,0,5,0,0.0,0.0,0.5,0.5,5,60,11,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
71,Christian Benteke,be BEL,FW,D.C. United,34-152,1990,10,10,809,9.0,6,1,7,5,1,2,3,0,6.8,5.3,1.1,6.4,6,17,46,0.67,0.11,0.78,0.56,0.67,0.75,0.13,0.88,0.59,0.71,Matches
72,Sebastian Berhalter,us USA,MF,Vancouver W'caps,23-352,2001,11,8,753,8.4,1,2,3,1,0,0,3,0,0.6,0.6,2.6,3.3,6,76,30,0.12,0.24,0.36,0.12,0.36,0.08,0.32,0.39,0.08,0.39,Matches
73,Federico Bernardeschi,it ITA,"FW,MF",Toronto FC,31-077,1994,11,11,969,10.8,2,2,4,1,1,1,3,0,2.7,1.9,2.2,4.1,39,45,85,0.19,0.19,0.37,0.09,0.28,0.25,0.20,0.46,0.18,0.38,Matches
74,Miguel Berry,es ESP,FW,LA Galaxy,27-230,1997,7,3,316,3.5,0,2,2,0,0,0,0,0,0.5,0.5,0.7,1.2,2,2,13,0.00,0.57,0.57,0.00,0.57,0.15,0.19,0.34,0.15,0.34,Matches
