Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
110,Hugo Camberos,mx MEX,"FW,MF",Guadalajara,18-288,2006,9.7,32,3.31,16,5,2,4,5,0,3,0.31,2,0,0,1,0,0,Matches
111,Diber Cambindo,co COL,FW,Necaxa,29-077,1996,24.0,51,2.13,33,0,4,10,3,1,7,0.29,2,0,1,3,0,1,Matches
112,Diego Campillo,mx MEX,MF,FC Juárez,23-198,2001,24.5,50,2.04,43,2,5,0,0,0,3,0.12,2,0,1,0,0,0,Matches
113,Omar Campos,mx MEX,DF,Cruz Azul,22-289,2002,1.6,4,2.57,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
114,Sergio Canales,es ESP,"MF,FW",Monterrey,34-078,1991,29.3,151,5.15,92,36,9,7,6,1,16,0.55,10,3,1,2,0,0,Matches
115,Luis Cañamar,mx MEX,DF,Atlético,22-354,2002,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
116,Camilo Cándido,uy URU,"DF,MF",Cruz Azul,29-337,1995,2.5,12,4.70,10,1,1,0,0,0,2,0.78,2,0,0,0,0,0,Matches
117,Luis Cárdenas,mx MEX,GK,Monterrey,31-232,1993,10.0,2,0.20,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
118,Rafael Carioca,br BRA,MF,UANL,35-321,1989,15.7,35,2.23,32,1,0,1,1,0,2,0.13,2,0,0,0,0,0,Matches
119,Jan Carmona,mx MEX,"MF,FW",FC Juárez,21-014,2004,1.2,1,0.87,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
120,Héctor Carranza,mx MEX,MF,Santos,21-122,2004,0.1,2,25.71,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
121,Adalberto Carrasquilla,pa PAN,MF,UNAM,26-158,1998,11.2,47,4.19,34,7,4,1,1,0,4,0.36,2,1,0,0,1,0,Matches
122,Jordan Carrillo,mx MEX,"MF,FW",Santos,23-156,2001,15.4,77,4.99,35,18,8,2,14,0,5,0.32,2,1,1,0,1,0,Matches
123,Stephano Carrillo,mx MEX,"FW,MF",Santos,19-059,2006,4.5,6,1.33,3,0,1,1,1,0,1,0.22,0,0,0,0,1,0,Matches
