Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2411,Leo Skiri Østigård,no NOR,DF,Hoffenheim,de Bundesliga,25-157,1999,8.3,7,0.84,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2412,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33-364,1991,23.3,3,0.13,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2413,Andreas Skov Olsen,dk DEN,"FW,DF",Wolfsburg,de Bundesliga,25-126,1999,5.1,27,5.26,19,4,1,2,1,0,1,0.19,0,1,0,0,0,0,Matches
2414,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,28-349,1996,9.5,37,3.90,20,13,1,2,1,0,5,0.53,4,0,1,0,0,0,Matches
2415,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,30-082,1995,4.2,6,1.41,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2416,Steven Skrzybski,de GER,"FW,MF",Holstein Kiel,de Bundesliga,32-167,1992,12.4,43,3.47,27,2,2,8,3,1,3,0.24,2,1,0,0,0,0,Matches
2417,Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,22-362,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2418,William Smallbone,ie IRL,MF,Southampton,eng Premier League,25-072,2000,7.2,15,2.09,11,3,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2419,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34-005,1991,15.7,20,1.28,15,1,1,0,2,1,2,0.13,1,0,0,0,1,0,Matches
2420,Eric Smith,se SWE,"DF,MF",St. Pauli,de Bundesliga,28-116,1997,29.4,66,2.24,33,27,0,4,1,1,2,0.07,2,0,0,0,0,0,Matches
2421,Justin Smith,ca CAN,MF,Espanyol,es La Liga,22-089,2003,2.3,2,0.86,2,0,0,0,0,0,1,0.43,1,0,0,0,0,0,Matches
2422,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24-280,2000,21.0,65,3.10,50,0,3,7,2,3,11,0.52,9,0,1,0,0,1,Matches
2423,Ivan Smolčić,hr CRO,DF,Como,it Serie A,24-260,2000,6.0,6,1.00,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2424,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,30-014,1995,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2425,Simon Sohm,ch SUI,MF,Parma,it Serie A,24-023,2001,30.6,74,2.41,63,2,3,1,3,2,3,0.10,3,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2426,Alex Sola,es ESP,"MF,FW",Getafe,es La Liga,25-329,1999,11.4,26,2.28,17,0,6,0,3,0,2,0.18,2,0,0,0,0,0,Matches
2427,Arnau Solà,es ESP,MF,Villarreal,es La Liga,22-030,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2428,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,27-232,1997,23.5,37,1.57,25,0,0,9,2,1,8,0.34,6,0,0,1,1,0,Matches
2429,Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,26-239,1998,7.5,10,1.33,9,0,1,0,0,0,1,0.13,1,0,0,0,0,0,Matches
2430,Carlos Soler,es ESP,"MF,FW",West Ham,eng Premier League,28-122,1997,15.0,46,3.08,29,7,2,5,2,1,2,0.13,2,0,0,0,0,0,Matches
2431,Julio Soler,ar ARG,FW,Bournemouth,eng Premier League,20-077,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2432,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-086,2000,15.6,30,1.93,24,1,4,0,0,1,3,0.19,1,0,2,0,0,0,Matches
2433,Jhon Solis,co COL,MF,Girona,es La Liga,20-213,2004,5.2,6,1.14,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2434,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-138,1988,31.0,6,0.19,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2435,David Soria,es ESP,GK,Getafe,es La Liga,32-030,1993,34.0,7,0.21,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2436,Juan Soriano,es ESP,GK,Leganés,es La Liga,27-254,1997,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2437,Borna Sosa,hr CRO,DF,Torino,it Serie A,27-103,1998,13.1,24,1.83,17,2,2,1,0,2,1,0.08,1,0,0,0,0,0,Matches
2438,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,eng Premier League,25-246,1999,3.0,14,4.63,11,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2439,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-136,2003,13.1,36,2.75,26,9,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2440,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,34-191,1990,19.7,52,2.64,43,0,4,2,3,0,3,0.15,3,0,0,0,0,0,Matches
2441,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25-335,1999,9.3,35,3.78,23,0,5,3,4,0,4,0.43,3,0,0,0,1,0,Matches
2442,Riccardo Sottil,it ITA,"FW,MF",Milan,it Serie A,25-335,1999,1.3,4,3.05,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2443,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,30-066,1995,25.0,43,1.72,35,0,0,5,2,1,3,0.12,2,0,0,0,1,0,Matches
2444,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,22-019,2003,15.9,76,4.77,52,14,3,5,2,0,5,0.31,3,0,0,1,1,0,Matches
2445,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,26-066,1999,21.8,34,1.56,26,0,5,1,2,0,3,0.14,3,0,0,0,0,0,Matches
2446,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,24-206,2000,18.1,45,2.48,31,0,3,4,7,0,8,0.44,5,0,1,1,1,0,Matches
2447,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-087,1997,20.7,57,2.76,52,0,0,1,2,2,3,0.15,3,0,0,0,0,0,Matches
2448,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,22-304,2002,11.3,6,0.53,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
2449,Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,22-304,2002,8.9,9,1.01,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2450,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,24-268,2000,16.8,26,1.55,20,1,4,1,0,0,5,0.30,3,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2451,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,32-040,1993,14.0,36,2.58,29,4,2,0,1,0,3,0.21,3,0,0,0,0,0,Matches
2452,Marco Sportiello,it ITA,GK,Milan,it Serie A,32-359,1992,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2453,Anton Stach,de GER,"MF,DF",Hoffenheim,de Bundesliga,26-170,1998,26.8,56,2.09,45,1,3,3,3,1,4,0.15,4,0,0,0,0,0,Matches
2454,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-177,1996,22.7,58,2.55,47,0,1,3,4,3,14,0.62,11,0,1,0,1,1,Matches
2455,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,25-032,2000,8.1,19,2.36,18,0,1,0,0,0,4,0.50,3,0,1,0,0,0,Matches
2456,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,23-068,2002,15.2,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2457,Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,22-161,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2458,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29-337,1995,25.2,18,0.71,16,0,0,1,0,1,1,0.04,1,0,0,0,0,0,Matches
2459,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,30-020,1995,21.4,11,0.51,9,1,0,0,1,0,2,0.09,2,0,0,0,0,0,Matches
2460,Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,20-157,2004,20.0,34,1.70,27,0,3,2,2,0,8,0.40,4,0,2,1,1,0,Matches
2461,Jason Steele,eng ENG,GK,Brighton,eng Premier League,34-259,1990,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2462,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,20-248,2004,10.5,10,0.95,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
2463,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,29-045,1996,2.4,9,3.75,3,4,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
2464,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,31-097,1994,13.4,13,0.97,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2465,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,23-062,2002,9.5,12,1.27,9,1,2,0,0,0,6,0.63,4,0,2,0,0,0,Matches
2466,Raheem Sterling,eng ENG,"FW,MF",Arsenal,eng Premier League,30-147,1994,4.9,18,3.71,14,0,2,2,0,0,3,0.62,3,0,0,0,0,0,Matches
2467,Enzo Sternal,fr FRA,"FW,MF",Marseille,fr Ligue 1,17-341,2007,0.3,1,3.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2468,Finley Stevens,wls WAL,DF,St. Pauli,de Bundesliga,22-024,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2469,Ross Stewart,sct SCO,FW,Southampton,eng Premier League,28-297,1996,3.2,2,0.63,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2470,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,24-030,2001,30.3,110,3.63,87,17,2,0,3,1,10,0.33,8,2,0,0,0,0,Matches
2471,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,31-250,1993,16.8,103,6.13,57,30,5,2,9,0,8,0.48,7,1,0,0,0,0,Matches
2472,Stoichkov,es ESP,"MF,FW",Alavés,es La Liga,31-180,1993,7.8,28,3.60,17,0,2,3,4,2,2,0.26,1,0,0,1,0,0,Matches
2473,Petar Stojanović,si SVN,MF,Empoli,it Serie A,29-209,1995,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2474,Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,24-136,2000,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2475,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,30-341,1994,6.1,8,1.31,8,0,0,0,0,0,2,0.33,2,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2476,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-087,2000,27.4,40,1.46,31,1,1,3,2,2,5,0.18,5,0,0,0,0,0,Matches
2477,Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,28-016,1997,26.1,101,3.87,69,22,2,3,3,2,4,0.15,4,0,0,0,0,0,Matches
2478,Cristhian Stuani,uy URU,FW,Girona,es La Liga,38-204,1986,8.3,12,1.45,8,0,1,3,0,0,3,0.36,2,0,0,1,0,0,Matches
2479,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,32-047,1993,25.8,14,0.54,12,0,0,2,0,0,2,0.08,2,0,0,0,0,0,Matches
2480,Denis Suárez,es ESP,MF,Villarreal,es La Liga,31-118,1994,5.9,25,4.26,17,6,0,2,0,0,2,0.34,2,0,0,0,0,0,Matches
2481,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,27-268,1997,23.8,81,3.40,59,18,1,0,2,1,11,0.46,8,2,1,0,0,0,Matches
2482,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,22-238,2002,17.5,48,2.74,38,0,2,5,2,1,5,0.29,5,0,0,0,0,0,Matches
2483,Yukinari Sugawara,jp JPN,"DF,MF",Southampton,eng Premier League,24-310,2000,16.3,39,2.39,30,5,1,3,0,0,1,0.06,1,0,0,0,0,0,Matches
2484,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,29-243,1995,9.8,12,1.22,11,0,0,0,1,0,1,0.10,1,0,0,0,0,0,Matches
2485,Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,21-347,2003,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2486,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,23-078,2002,13.1,28,2.14,15,1,9,2,1,0,3,0.23,1,0,1,1,0,0,Matches
2487,Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,23-186,2001,8.7,35,4.01,21,3,5,0,5,1,1,0.11,1,0,0,0,0,0,Matches
2488,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,22-331,2002,22.0,71,3.23,47,10,5,2,5,2,3,0.14,1,0,0,0,1,1,Matches
2489,Suso,es ESP,"FW,MF",Sevilla,es La Liga,31-166,1993,2.5,22,8.80,11,5,5,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2490,Zion Suzuki,jp JPN,GK,Parma,it Serie A,22-256,2002,33.8,9,0.27,8,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
2491,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26-119,1999,13.5,29,2.14,13,9,1,1,4,1,5,0.37,1,0,1,0,2,1,Matches
2492,Daniel Svensson,se SWE,"DF,FW",Dortmund,de Bundesliga,23-081,2002,6.7,15,2.24,13,2,0,0,0,0,2,0.30,2,0,0,0,0,0,Matches
2493,Marin Šverko,hr CRO,DF,Venezia,it Serie A,27-089,1998,11.6,13,1.12,9,2,0,0,1,1,1,0.09,0,1,0,0,0,0,Matches
2494,Mile Svilar,rs SRB,GK,Roma,it Serie A,25-250,1999,34.0,5,0.15,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2495,Michael Svoboda,at AUT,DF,Venezia,it Serie A,26-201,1998,14.6,16,1.10,14,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2496,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,21-092,2004,12.7,27,2.12,19,0,2,5,1,0,5,0.39,4,0,1,0,0,0,Matches
2497,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,22-130,2002,10.5,3,0.28,2,0,0,1,0,0,1,0.09,0,0,0,1,0,0,Matches
2498,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,31-123,1994,12.3,20,1.62,12,6,1,1,0,0,2,0.16,0,2,0,0,0,0,Matches
2499,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,es La Liga,31-045,1994,16.5,20,1.21,14,0,1,1,4,0,5,0.30,2,0,1,0,2,0,Matches
2500,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35-016,1990,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2501,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,eng Premier League,29-222,1995,10.9,9,0.83,7,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2502,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,24-191,2000,25.1,108,4.31,84,5,4,12,2,1,14,0.56,11,0,0,3,0,0,Matches
2503,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-150,1995,14.8,26,1.76,15,0,4,5,2,0,5,0.34,2,0,2,1,0,0,Matches
2504,Musa Al-Taamari,jo JOR,"FW,MF",Montpellier,fr Ligue 1,27-328,1997,12.4,35,2.82,21,0,5,4,5,0,5,0.40,2,0,1,1,1,0,Matches
2505,Musa Al-Taamari,jo JOR,"FW,MF",Rennes,fr Ligue 1,27-328,1997,5.6,22,3.93,16,0,2,1,2,1,1,0.18,1,0,0,0,0,0,Matches
2506,Haris Tabakovic,ba BIH,FW,Hoffenheim,de Bundesliga,30-318,1994,8.9,15,1.69,11,0,0,4,0,0,2,0.23,1,0,0,1,0,0,Matches
2507,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,32-246,1992,18.1,23,1.27,19,0,0,2,2,0,6,0.33,3,0,0,1,2,0,Matches
2508,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,29-082,1996,30.0,27,0.90,22,0,2,2,1,0,5,0.17,4,0,0,1,0,0,Matches
2509,Adrien Tameze,cm CMR,"MF,DF",Torino,it Serie A,31-089,1994,7.2,8,1.11,6,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2510,Axel Tapé,fr FRA,DF,Paris S-G,fr Ligue 1,17-267,2007,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2511,Renato Tapia,pe PER,"MF,DF",Leganés,es La Liga,29-280,1995,22.2,14,0.63,11,0,1,0,1,1,3,0.13,3,0,0,0,0,0,Matches
2512,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,26-091,1999,25.2,34,1.35,29,1,1,2,1,0,6,0.24,6,0,0,0,0,0,Matches
2513,Florian Tardieu,fr FRA,MF,Saint-Étienne,fr Ligue 1,33-012,1992,10.9,40,3.66,34,2,0,1,2,1,4,0.37,3,1,0,0,0,0,Matches
2514,Mehdi Taremi,ir IRN,FW,Inter,it Serie A,32-290,1992,6.7,25,3.76,19,0,1,3,2,0,2,0.30,1,0,0,1,0,0,Matches
2515,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,29-228,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2516,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,22-349,2002,11.0,20,1.82,18,1,0,0,0,1,2,0.18,2,0,0,0,0,0,Matches
2517,James Tarkowski,eng ENG,DF,Everton,eng Premier League,32-166,1992,32.5,38,1.17,32,2,0,4,0,0,4,0.12,4,0,0,0,0,0,Matches
2518,César Tárrega,es ESP,DF,Valencia,es La Liga,23-067,2002,29.6,10,0.34,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2519,Nuno Tavares,pt POR,DF,Lazio,it Serie A,25-098,2000,17.2,58,3.37,44,3,7,2,2,0,11,0.64,7,1,2,0,1,0,Matches
2520,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,eng Premier League,26-043,1999,18.6,85,4.58,58,12,3,8,4,0,11,0.59,5,3,0,2,1,0,Matches
2521,Charlie Taylor,eng ENG,DF,Southampton,eng Premier League,31-228,1993,3.0,2,0.68,2,0,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches
2522,Jack Taylor,ie IRL,MF,Ipswich Town,eng Premier League,26-315,1998,8.5,21,2.46,14,1,2,2,0,2,2,0.23,2,0,0,0,0,0,Matches
2523,Loum Tchaouna,fr FRA,"FW,MF",Lazio,it Serie A,21-238,2003,7.3,25,3.40,20,1,0,2,0,2,6,0.82,5,0,0,1,0,0,Matches
2524,Jackson Tchatchoua,cm CMR,"DF,MF",Hellas Verona,it Serie A,23-232,2001,32.2,56,1.74,50,3,1,2,0,0,2,0.06,2,0,0,0,0,0,Matches
2525,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,22-162,2002,19.6,33,1.68,27,5,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2526,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,es La Liga,25-097,2000,26.3,32,1.22,31,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2527,Álvaro Tejero,es ESP,"MF,DF",Espanyol,es La Liga,28-288,1996,12.9,46,3.58,23,19,1,1,1,1,8,0.62,4,2,1,1,0,0,Matches
2528,Martín Tejón,es ESP,"MF,DF",Valencia,es La Liga,21-022,2004,0.5,1,1.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2529,Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,20-007,2005,6.2,15,2.42,10,1,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches
2530,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,20-007,2005,2.8,4,1.41,3,1,0,0,0,0,2,0.70,2,0,0,0,0,0,Matches
2531,Nathan Tella,ng NGA,"MF,FW",Leverkusen,de Bundesliga,25-303,1999,13.8,29,2.10,20,0,3,4,2,0,6,0.44,5,0,1,0,0,0,Matches
2532,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,29-072,1996,29.3,46,1.57,26,9,2,2,6,1,2,0.07,1,0,0,0,1,0,Matches
2533,Casper Tengstedt,dk DEN,"FW,MF",Hellas Verona,it Serie A,24-337,2000,15.5,23,1.48,16,0,1,4,2,0,3,0.19,2,0,0,1,0,0,Matches
2534,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,33-004,1992,6.5,1,0.15,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2535,Filippo Terracciano,it ITA,"DF,MF",Milan,it Serie A,22-085,2003,6.0,4,0.67,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2536,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,35-057,1990,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2537,Ramón Terrats,es ESP,"MF,FW",Villarreal,es La Liga,24-198,2000,1.5,4,2.73,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
2538,Ramón Terrats,es ESP,"MF,FW",Getafe,es La Liga,24-198,2000,10.1,24,2.37,16,4,1,1,2,0,1,0.10,1,0,0,0,0,0,Matches
2539,Martin Terrier,fr FRA,"MF,FW",Leverkusen,de Bundesliga,28-061,1997,6.5,21,3.24,16,1,0,2,2,0,3,0.46,3,0,0,0,0,0,Matches
2540,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,23-222,2001,11.9,12,1.01,6,2,1,1,1,1,1,0.08,0,0,0,0,1,0,Matches
2541,Kenny Tete,nl NED,DF,Fulham,eng Premier League,29-207,1995,16.7,32,1.91,24,0,2,3,2,1,3,0.18,3,0,0,0,0,0,Matches
2542,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,31-216,1993,8.3,28,3.36,21,3,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches
2543,Jordan Teze,nl NED,DF,Monaco,fr Ligue 1,25-216,1999,5.0,16,3.21,16,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2544,Florian Thauvin,fr FRA,"FW,MF",Udinese,it Serie A,32-098,1993,21.7,93,4.28,63,13,5,8,3,1,9,0.41,4,1,0,4,0,0,Matches
2545,Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,24-344,2000,27.0,39,1.44,27,1,0,6,3,2,7,0.26,6,0,0,1,0,0,Matches
2546,Norman Theuerkauf,de GER,MF,Heidenheim,de Bundesliga,38-100,1987,0.2,1,4.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2547,Thiago,br BRA,FW,Brentford,eng Premier League,23-312,2001,1.5,2,1.36,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2548,Malick Thiaw,de GER,DF,Milan,it Serie A,23-269,2001,19.2,21,1.09,19,0,0,2,0,0,1,0.05,1,0,0,0,0,0,Matches
2549,Denis Thomalla,de GER,MF,Heidenheim,de Bundesliga,32-261,1992,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2550,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,23-328,2001,9.7,12,1.24,8,3,0,0,0,1,1,0.10,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2551,Sorba Thomas,wls WAL,"FW,MF",Nantes,fr Ligue 1,25-255,1999,12.9,46,3.57,34,11,0,1,0,0,5,0.39,5,0,0,0,0,0,Matches
2552,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,31-145,1993,26.2,97,3.70,75,9,0,7,3,3,6,0.23,4,0,0,2,0,0,Matches
2553,Morten Thorsby,no NOR,MF,Genoa,it Serie A,28-364,1996,20.1,53,2.63,46,0,0,4,2,1,2,0.10,2,0,0,0,0,0,Matches
2554,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,24-039,2001,22.8,52,2.28,44,0,2,4,1,1,10,0.44,9,0,0,1,0,0,Matches
2555,Marcus Thuram,fr FRA,FW,Inter,it Serie A,27-271,1997,24.4,87,3.56,64,0,7,7,8,1,15,0.61,10,0,2,1,2,0,Matches
2556,Cheikh Tidiane Niasse,sn SEN,MF,Hellas Verona,it Serie A,25-105,2000,7.4,10,1.35,8,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
2557,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,27-362,1997,33.3,119,3.57,78,31,3,4,2,1,12,0.36,9,3,0,0,0,0,Matches
2558,Kieran Tierney,sct SCO,"DF,FW",Arsenal,eng Premier League,27-333,1997,2.0,8,3.98,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2559,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,27-299,1997,17.1,39,2.28,29,1,2,5,2,0,4,0.23,2,0,1,1,0,0,Matches
2560,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,23-321,2001,26.9,52,1.94,46,1,3,0,1,1,9,0.34,8,0,1,0,0,0,Matches
2561,Jean-Clair Todibo,fr FRA,DF,West Ham,eng Premier League,25-125,1999,16.5,5,0.30,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
