Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
708,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,27-355,1997,22.2,22,0.99,15,0,0,5,0,2,1,0.04,1,0,0,0,0,0,Matches
709,Krépin Diatta,sn SEN,DF,Monaco,fr Ligue 1,26-068,1999,4.9,8,1.64,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
710,Kandet Diawara,gn GUI,FW,Le Havre,fr Ligue 1,25-083,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
711,Mahamadou Diawara,fr FRA,MF,Le Havre,fr Ligue 1,20-076,2005,6.2,14,2.24,13,0,0,1,0,0,1,0.16,1,0,0,0,0,0,Matches
712,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,20-076,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
713,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,25-274,1999,14.2,50,3.52,38,0,5,5,1,1,12,0.85,7,0,1,3,0,1,Matches
714,Daniel Díaz,es ESP,MF,Real Sociedad,es La Liga,18-316,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
715,Luis Díaz,co COL,FW,Liverpool,eng Premier League,28-111,1997,24.7,116,4.69,87,0,16,9,4,0,16,0.65,13,0,1,0,2,0,Matches
716,Pedro Díaz,es ESP,MF,Rayo Vallecano,es La Liga,26-333,1998,11.5,37,3.22,22,7,4,4,0,0,4,0.35,1,0,2,1,0,0,Matches
717,Tyler Dibling,eng ENG,"FW,MF",Southampton,eng Premier League,19-053,2006,19.4,56,2.89,34,1,11,5,5,0,4,0.21,2,0,1,1,0,0,Matches
718,Diego,es ESP,"FW,MF",Leganés,es La Liga,25-016,2000,10.2,11,1.08,7,0,0,2,2,0,1,0.10,0,0,0,0,1,0,Matches
719,Justin Diehl,de GER,"FW,DF",Stuttgart,de Bundesliga,20-158,2004,1.2,4,3.46,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
720,Bamba Dieng,sn SEN,FW,Angers,fr Ligue 1,25-042,2000,5.9,6,1.02,4,0,1,0,1,0,1,0.17,0,0,0,0,1,0,Matches
721,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,31-109,1994,14.3,10,0.70,9,0,0,1,0,0,2,0.14,1,0,0,1,0,0,Matches
722,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31-288,1993,25.1,63,2.51,39,18,1,4,0,1,5,0.20,5,0,0,0,0,0,Matches
723,Kembo Diliwidi,fr FRA,DF,Lens,fr Ligue 1,19-090,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
724,Federico Dimarco,it ITA,"DF,FW",Inter,it Serie A,27-175,1997,22.3,90,4.07,52,26,2,8,2,0,12,0.54,9,2,0,1,0,0,Matches
725,Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,31-130,1993,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
726,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,24-164,2000,3.3,6,1.85,2,0,0,2,2,0,1,0.31,1,0,0,0,0,0,Matches
727,Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,23-142,2001,13.3,43,3.23,36,0,3,1,2,1,5,0.38,5,0,0,0,0,0,Matches
728,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,24-025,2001,18.6,19,1.02,17,0,0,2,0,0,5,0.27,3,0,0,2,0,0,Matches
729,Yan Diomandé,ci CIV,"FW,MF",Leganés,es La Liga,18-171,2006,2.3,10,4.35,9,0,1,0,0,0,1,0.43,1,0,0,0,0,0,Matches
730,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,32-135,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
731,Issa Diop,fr FRA,DF,Fulham,eng Premier League,28-115,1997,14.9,6,0.40,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
732,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,19-357,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
733,Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,24-329,2000,11.3,44,3.92,34,4,0,2,4,0,7,0.62,5,1,0,0,1,0,Matches
734,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,21-352,2003,22.1,76,3.44,56,1,11,5,2,1,2,0.09,2,0,0,0,0,0,Matches
735,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,25-169,1999,32.0,5,0.16,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
736,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,27-226,1997,6.3,11,1.76,9,0,0,1,0,1,1,0.16,1,0,0,0,0,0,Matches
737,Axel Disasi,fr FRA,DF,Aston Villa,eng Premier League,27-054,1998,5.4,9,1.65,7,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
738,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,27-054,1998,4.0,2,0.49,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
739,Roman Dixon,eng ENG,DF,Everton,eng Premier League,20-129,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
740,Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,25-261,1999,6.4,11,1.72,4,0,1,1,5,0,1,0.16,0,0,0,0,1,0,Matches
741,Djené,tg TOG,"DF,MF",Getafe,es La Liga,33-124,1991,27.3,21,0.77,18,1,0,0,1,1,1,0.04,1,0,0,0,0,0,Matches
742,Nasser Djiga,bf BFA,"DF,FW",Wolves,eng Premier League,22-170,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
743,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,32-074,1993,26.5,28,1.06,21,0,0,7,0,0,6,0.23,4,0,0,2,0,0,Matches
744,Marko Dmitrović,rs SRB,GK,Leganés,es La Liga,33-100,1992,27.0,5,0.19,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
745,Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26-322,1998,28.9,98,3.39,62,1,11,9,12,3,16,0.55,11,1,1,1,1,1,Matches
746,Dodô,br BRA,DF,Fiorentina,it Serie A,26-168,1998,31.6,70,2.21,51,2,4,3,8,2,10,0.32,6,0,2,0,2,0,Matches
747,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26-308,1998,32.0,31,0.97,20,0,0,8,2,1,4,0.12,2,0,0,2,0,0,Matches
748,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,33-108,1992,21.8,24,1.10,18,3,1,1,1,0,3,0.14,3,0,0,0,0,0,Matches
749,Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,22-342,2002,15.5,68,4.38,52,1,12,1,2,0,13,0.84,10,0,3,0,0,0,Matches
750,Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,19-123,2006,2.1,3,1.47,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
751,Álex Domínguez,es ESP,GK,Toulouse,fr Ligue 1,26-278,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
752,Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,21-227,2003,12.8,34,2.65,24,0,5,0,4,1,6,0.47,5,0,1,0,0,0,Matches
753,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,24-082,2001,10.0,5,0.50,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
754,Israel Domínguez,es ESP,FW,Sevilla,es La Liga,21-362,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
755,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26-310,1998,18.5,31,1.67,23,1,0,2,3,2,0,0.00,0,0,0,0,0,0,Matches
756,Sergi Dominguez,es ESP,DF,Barcelona,es La Liga,20-033,2005,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
757,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,26-068,1999,22.2,2,0.09,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
758,Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,20-190,2004,6.5,13,2.00,12,0,0,0,1,0,1,0.15,0,0,0,0,1,0,Matches
759,Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,20-190,2004,20.4,58,2.84,38,2,4,4,9,1,7,0.34,5,0,0,1,1,0,Matches
760,Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,20-014,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
761,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,27-109,1998,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
762,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,27-109,1998,13.5,32,2.38,20,9,0,0,1,2,2,0.15,2,0,0,0,0,0,Matches
763,Alberto Dossena,it ITA,DF,Como,it Serie A,26-203,1998,20.3,11,0.54,9,0,1,1,0,0,2,0.10,1,0,0,1,0,0,Matches
764,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,32-123,1993,26.9,54,2.00,48,0,3,2,0,1,2,0.07,1,0,0,0,0,1,Matches
765,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,25-116,2000,5.0,9,1.79,5,0,0,2,1,1,3,0.60,1,0,0,1,1,0,Matches
766,Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,20-008,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
767,Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19-335,2005,18.2,105,5.76,83,1,14,4,3,0,22,1.21,15,0,4,1,2,0,Matches
768,Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,22-199,2002,28.5,42,1.47,29,2,4,4,1,2,4,0.14,4,0,0,0,0,0,Matches
769,Douglas,br BRA,MF,Nantes,fr Ligue 1,28-111,1997,23.6,29,1.23,23,2,1,3,0,0,3,0.13,2,0,0,1,0,0,Matches
770,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,21-284,2003,27.3,21,0.77,18,0,0,0,1,2,4,0.15,4,0,0,0,0,0,Matches
771,Issa Doumbia,ci CIV,MF,Venezia,it Serie A,21-200,2003,9.3,15,1.62,13,0,1,0,0,1,2,0.22,2,0,0,0,0,0,Matches
772,Kamory Doumbia,ml MLI,"MF,FW",Brest,fr Ligue 1,22-075,2003,12.3,51,4.14,32,11,2,1,3,2,6,0.49,2,1,1,1,0,1,Matches
773,Amidou Doumbouya,fr FRA,DF,Nice,fr Ligue 1,17-272,2007,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
774,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,25-275,1999,4.5,11,2.43,8,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
775,Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,25-275,1999,7.8,11,1.41,5,0,2,1,3,0,1,0.13,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
776,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27-317,1997,25.1,49,1.95,41,0,4,4,0,0,6,0.24,3,0,2,1,0,0,Matches
777,Flynn Downes,eng ENG,MF,Southampton,eng Premier League,26-104,1999,20.9,30,1.44,26,2,0,1,0,1,2,0.10,1,1,0,0,0,0,Matches
778,Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,23-199,2001,5.4,17,3.13,11,4,1,1,0,0,3,0.55,2,0,1,0,0,0,Matches
779,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,23-090,2002,13.9,8,0.58,8,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
780,Patrick Drewes,de GER,GK,Bochum,de Bundesliga,32-089,1993,21.0,2,0.10,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
781,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,20-059,2005,4.0,6,1.51,6,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
782,Domingos Duarte,pt POR,DF,Getafe,es La Liga,30-055,1995,17.0,8,0.47,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
783,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,36-109,1989,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
784,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,31-058,1994,24.9,92,3.69,51,33,1,6,0,1,10,0.40,8,1,0,1,0,0,Matches
785,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,30-150,1994,24.6,68,2.76,42,16,2,3,4,1,6,0.24,4,2,0,0,0,0,Matches
786,Duk,cv CPV,"MF,FW",Leganés,es La Liga,25-077,2000,0.9,4,4.50,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
787,Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,29-016,1996,19.9,53,2.67,37,5,3,3,4,1,4,0.20,2,0,0,1,1,0,Matches
788,Alfred Duncan,gh GHA,MF,Venezia,it Serie A,32-055,1993,10.6,32,3.01,25,4,1,2,0,0,2,0.19,1,0,0,1,0,0,Matches
789,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,33-164,1991,22.1,19,0.86,17,0,0,2,0,0,3,0.14,2,0,0,1,0,0,Matches
790,Jáder Durán,co COL,FW,Aston Villa,eng Premier League,21-142,2003,7.1,18,2.54,9,0,0,4,3,2,1,0.14,0,0,0,0,0,1,Matches
791,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,23-344,2001,12.8,24,1.87,20,0,2,1,1,0,3,0.23,3,0,0,0,0,0,Matches
792,Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,18-364,2006,3.1,7,2.26,3,0,0,0,4,0,1,0.32,0,0,0,0,1,0,Matches
793,Hugo Duro,es ESP,FW,Valencia,es La Liga,25-175,1999,21.8,27,1.24,19,0,1,4,3,0,3,0.14,1,0,0,1,1,0,Matches
794,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,27-296,1997,6.0,5,0.84,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
795,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,31-170,1993,15.7,84,5.34,47,19,1,6,11,0,8,0.51,5,1,0,0,2,0,Matches
796,Stefan Džodić,rs SRB,"DF,MF",Montpellier,fr Ligue 1,20-050,2005,2.1,2,0.95,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
797,Adam Dźwigała,pl POL,"DF,MF",St. Pauli,de Bundesliga,29-221,1995,3.5,4,1.15,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
798,Aron Dønnum,no NOR,"DF,MF",Toulouse,fr Ligue 1,27-014,1998,28.9,88,3.05,59,17,3,5,3,1,11,0.38,8,2,0,1,0,0,Matches
799,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,26-054,1999,1.0,3,3.00,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
800,Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,it Serie A,29-139,1995,0.7,1,1.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
801,Ederson,br BRA,GK,Manchester City,eng Premier League,31-260,1993,22.8,6,0.26,6,0,0,0,0,0,4,0.18,4,0,0,0,0,0,Matches
802,Éderson,br BRA,MF,Atalanta,it Serie A,25-301,1999,29.5,93,3.15,74,2,5,6,2,4,10,0.34,9,0,0,1,0,0,Matches
803,Noah Edjouma,fr FRA,"MF,FW",Toulouse,fr Ligue 1,19-212,2005,1.9,5,2.62,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
804,George Edmundson,eng ENG,DF,Ipswich Town,eng Premier League,27-246,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
805,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,eng Premier League,27-108,1998,1.3,1,0.78,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
806,Odsonne Édouard,fr FRA,FW,Leicester City,eng Premier League,27-108,1998,0.3,2,6.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
807,Samuel Edozie,eng ENG,"DF,FW",Southampton,eng Premier League,22-096,2003,0.7,4,5.54,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
808,Ronnie Edwards,eng ENG,DF,Southampton,eng Premier League,22-037,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
809,Johannes Eggestein,de GER,FW,St. Pauli,de Bundesliga,26-361,1998,20.3,43,2.12,36,0,0,4,2,1,4,0.20,4,0,0,0,0,0,Matches
810,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,28-147,1996,28.6,46,1.61,37,0,1,3,4,1,5,0.17,5,0,0,0,0,0,Matches
811,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29-344,1995,25.8,48,1.86,37,3,1,3,3,1,2,0.08,1,0,0,1,0,0,Matches
812,Chidera Ejuke,ng NGA,FW,Sevilla,es La Liga,27-122,1998,10.5,39,3.70,23,5,8,0,3,0,2,0.19,2,0,0,0,0,0,Matches
813,Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,18-174,2006,8.2,20,2.45,15,0,0,2,3,0,2,0.24,1,0,0,1,0,0,Matches
814,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22-318,2002,25.5,94,3.69,58,0,14,18,4,0,11,0.43,8,0,2,0,1,0,Matches
815,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,25-029,2000,18.9,35,1.85,27,2,2,2,1,1,6,0.32,4,0,1,1,0,0,Matches
816,Jacques Ekomie,ga GAB,DF,Angers,fr Ligue 1,21-258,2003,6.8,3,0.44,2,0,0,0,0,1,1,0.15,1,0,0,0,0,0,Matches
817,Emmanuel Ekong,se SWE,"MF,FW",Empoli,it Serie A,22-313,2002,2.1,6,2.90,3,0,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
818,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,31-042,1994,5.7,12,2.11,10,0,0,2,0,0,3,0.53,3,0,0,0,0,0,Matches
819,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,fr Ligue 1,23-109,2002,25.6,34,1.33,32,1,0,1,0,0,4,0.16,4,0,0,0,0,0,Matches
820,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,23-007,2002,23.8,87,3.66,49,19,5,6,8,0,14,0.59,10,2,1,0,1,0,Matches
821,Meschak Elia,cd COD,FW,Nantes,fr Ligue 1,27-271,1997,1.9,6,3.18,3,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
822,Mikael Ellertsson,is ISL,"DF,MF",Venezia,it Serie A,23-054,2002,24.7,45,1.82,31,1,4,3,5,1,5,0.20,4,0,0,0,1,0,Matches
823,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,22-030,2003,2.2,12,5.43,9,3,0,0,0,0,2,0.90,2,0,0,0,0,0,Matches
824,Elif Elmas,mk MKD,"FW,MF",Torino,it Serie A,25-222,1999,9.5,25,2.65,17,0,3,3,2,0,3,0.32,1,0,1,1,0,0,Matches
825,Elif Elmas,mk MKD,MF,RB Leipzig,de Bundesliga,25-222,1999,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
826,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,31-037,1994,13.2,10,0.76,10,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
827,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,28-216,1996,22.2,14,0.63,13,0,0,1,0,0,4,0.18,3,0,0,1,0,0,Matches
828,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32-362,1992,16.5,42,2.54,24,10,1,1,6,0,1,0.06,1,0,0,0,0,0,Matches
829,Breel Embolo,ch SUI,"FW,MF",Monaco,fr Ligue 1,28-079,1997,19.5,50,2.57,39,0,2,4,3,2,9,0.46,5,0,1,2,1,0,Matches
830,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,22-090,2003,25.5,32,1.26,25,0,3,1,3,0,4,0.16,3,0,1,0,0,0,Matches
831,Emerson,br BRA,DF,Milan,it Serie A,26-110,1999,15.3,33,2.16,29,0,0,2,2,0,1,0.07,1,0,0,0,0,0,Matches
832,Yunus Emre Konak,tr TUR,"FW,MF",Brentford,eng Premier League,19-114,2006,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
833,Julio Enciso,py PAR,"FW,MF",Ipswich Town,eng Premier League,21-101,2004,7.9,23,2.92,12,4,4,2,0,1,4,0.51,2,1,1,0,0,0,Matches
834,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,21-101,2004,3.3,12,3.69,5,1,3,1,2,0,0,0.00,0,0,0,0,0,0,Matches
835,Wataru Endo,jp JPN,MF,Liverpool,eng Premier League,32-084,1993,1.9,3,1.58,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
836,Endrick,br BRA,FW,Real Madrid,es La Liga,18-287,2006,2.5,6,2.35,4,0,1,0,1,0,2,0.78,0,0,1,0,1,0,Matches
837,Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,24-086,2001,12.2,23,1.89,19,1,1,0,1,1,2,0.16,2,0,0,0,0,0,Matches
838,Arne Engels,be BEL,"MF,FW",Augsburg,de Bundesliga,21-238,2003,0.9,1,1.14,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
839,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,33-079,1992,11.0,45,4.07,29,14,0,2,0,0,6,0.54,4,2,0,0,0,0,Matches
840,Martin Erlic,hr CRO,DF,Bologna,it Serie A,27-100,1998,3.4,4,1.18,2,0,0,1,1,0,1,0.30,0,0,0,0,1,0,Matches
841,Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,30-103,1995,9.2,8,0.87,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
842,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,33-119,1992,8.2,9,1.10,4,4,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
843,Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22-306,2002,23.3,71,3.05,47,3,6,8,6,1,5,0.21,0,0,2,2,1,0,Matches
844,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19-356,2005,0.4,2,5.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
845,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,27-101,1998,17.4,25,1.44,13,1,2,4,5,0,3,0.17,2,0,1,0,0,0,Matches
846,Dario Essugo,pt POR,MF,Las Palmas,es La Liga,20-051,2005,18.9,33,1.75,22,0,3,3,3,2,1,0.05,1,0,0,0,0,0,Matches
847,Estanis,es ESP,FW,Bologna,it Serie A,21-253,2003,0.1,3,30.00,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
848,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,29-171,1995,7.2,12,1.68,7,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
849,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,27-103,1998,23.7,50,2.11,33,13,0,2,2,0,4,0.17,3,0,0,0,1,0,Matches
850,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,es La Liga,22-259,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
851,Karl Etta,cm CMR,MF,Villarreal,es La Liga,21-202,2003,0.0,1,30.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
852,Evanilson,br BRA,FW,Bournemouth,eng Premier League,25-210,1999,22.9,56,2.45,35,0,3,9,9,0,8,0.35,2,0,1,1,4,0,Matches
853,Jake Evans,,FW,Leicester City,eng Premier League,,,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
854,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,37-121,1988,3.2,2,0.62,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
855,Edu Expósito,es ESP,MF,Espanyol,es La Liga,28-276,1996,7.2,28,3.91,10,11,2,2,3,0,2,0.28,0,2,0,0,0,0,Matches
856,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26-309,1998,26.0,119,4.58,62,24,11,12,9,1,9,0.35,8,1,0,0,0,0,Matches
857,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,23-138,2001,19.2,62,3.22,41,0,9,8,3,1,6,0.31,4,0,0,2,0,0,Matches
858,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,22-110,2003,10.6,16,1.50,10,0,0,4,1,1,0,0.00,0,0,0,0,0,0,Matches
859,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,40-016,1985,11.9,3,0.25,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
860,Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,23-182,2001,18.1,51,2.82,35,1,5,3,6,1,7,0.39,6,0,1,0,0,0,Matches
