Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
934,Shiō Fukuda,jp JPN,"FW,MF",Gladbach,de Bundesliga,21-026,2004,0.6,1,1,1,100.0,1.76,1.76,1.00,1.00,20.5,0,0,0,0.3,0.3,0.35,+0.7,+0.7,Matches
935,Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,28-257,1996,11.6,1,26,9,34.6,2.24,0.78,0.04,0.11,17.9,2,0,0,2.4,2.4,0.09,-1.4,-1.4,Matches
936,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,32-084,1993,6.5,3,13,5,38.5,1.99,0.76,0.23,0.60,10.4,0,0,0,1.9,1.9,0.15,+1.1,+1.1,Matches
937,Kyogo Furuhashi,jp JPN,FW,Rennes,fr Ligue 1,30-104,1995,1.4,0,1,0,0.0,0.73,0.00,0.00,,22.7,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches
938,Manuel Fuster,es ESP,"FW,MF",Las Palmas,es La Liga,27-194,1997,8.8,2,17,6,35.3,1.93,0.68,0.12,0.33,22.8,0,0,0,0.7,0.7,0.04,+1.3,+1.3,Matches
939,Matteo Gabbia,it ITA,DF,Milan,it Serie A,25-195,1999,20.0,1,11,3,27.3,0.55,0.15,0.09,0.33,12.1,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
940,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,20-129,2004,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
941,Alessandro Gabrielloni,it ITA,"FW,MF",Como,it Serie A,30-298,1994,1.6,1,5,2,40.0,3.19,1.28,0.20,0.50,17.7,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
942,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,24-364,2000,10.7,2,29,6,20.7,2.71,0.56,0.07,0.33,16.9,1,0,0,4.8,4.8,0.17,-2.8,-2.8,Matches
943,Roberto Gagliardini,it ITA,"MF,DF",Monza,it Serie A,31-027,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
944,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,25-362,1999,18.1,9,50,20,40.0,2.77,1.11,0.18,0.45,15.1,0,0,0,6.4,6.4,0.13,+2.6,+2.6,Matches
945,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,30-166,1994,17.3,0,8,0,0.0,0.46,0.00,0.00,,23.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
946,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,31-271,1993,13.2,0,9,1,11.1,0.68,0.08,0.00,0.00,22.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
947,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,25-087,2000,17.2,3,20,4,20.0,1.16,0.23,0.15,0.75,20.0,0,0,0,2.7,2.7,0.13,+0.3,+0.3,Matches
948,Antonino Gallo,it ITA,DF,Lecce,it Serie A,25-119,2000,26.0,0,7,2,28.6,0.27,0.08,0.00,0.00,23.8,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
949,Gauthier Gallon,fr FRA,GK,Rennes,fr Ligue 1,32-011,1993,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
950,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,35-192,1989,2.3,1,4,1,25.0,1.74,0.43,0.25,1.00,21.7,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
951,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,35-220,1989,31.0,0,27,5,18.5,0.87,0.16,0.00,0.00,25.2,0,0,0,1.1,1.1,0.04,-1.1,-1.1,Matches
952,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,26-077,1999,2.7,0,7,0,0.0,2.61,0.00,0.00,,11.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
953,Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,it Serie A,28-316,1996,3.6,0,4,1,25.0,1.10,0.28,0.00,0.00,11.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
954,Facundo Garcés,ar ARG,DF,Alavés,es La Liga,25-241,1999,3.5,0,1,0,0.0,0.28,0.00,0.00,,13.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
955,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,27-310,1997,14.4,3,14,4,28.6,0.97,0.28,0.21,0.75,22.5,2,0,0,0.9,0.9,0.06,+2.1,+2.1,Matches
956,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32-189,1992,25.2,3,59,21,35.6,2.34,0.83,0.05,0.14,17.1,0,0,0,6.3,6.3,0.11,-3.3,-3.3,Matches
957,Andrés García,es ESP,"DF,MF",Aston Villa,eng Premier League,22-086,2003,3.5,0,2,0,0.0,0.57,0.00,0.00,,26.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
958,Eric García,es ESP,"MF,DF",Barcelona,es La Liga,24-115,2001,13.7,1,12,6,50.0,0.87,0.44,0.08,0.17,10.8,0,0,0,1.8,1.8,0.15,-0.8,-0.8,Matches
959,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,25-263,1999,19.3,0,12,3,25.0,0.62,0.16,0.00,0.00,17.7,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
960,Joan García,es ESP,GK,Espanyol,es La Liga,24-000,2001,33.0,0,1,1,100.0,0.03,0.03,0.00,0.00,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
961,Pablo Garcia,es ESP,FW,Betis,es La Liga,18-262,2006,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
962,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,31-294,1993,24.5,5,22,9,40.9,0.90,0.37,0.23,0.56,15.4,3,0,0,3.0,3.0,0.14,+2.0,+2.0,Matches
963,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,29-113,1996,8.6,2,8,2,25.0,0.93,0.23,0.25,1.00,14.2,0,0,0,1.5,1.5,0.19,+0.5,+0.5,Matches
964,Unai García,es ESP,DF,Osasuna,es La Liga,33-090,1992,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
965,Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,eng Premier League,20-307,2004,22.8,5,81,28,34.6,3.55,1.23,0.06,0.18,17.1,0,0,0,7.0,7.0,0.09,-2.0,-2.0,Matches
966,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,24-052,2001,14.7,0,7,2,28.6,0.48,0.14,0.00,0.00,24.1,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
967,Yarek Gasiorowski,es ESP,DF,Valencia,es La Liga,20-112,2005,10.5,0,3,0,0.0,0.29,0.00,0.00,,7.6,0,0,0,1.1,1.1,0.38,-1.1,-1.1,Matches
968,Federico Gatti,it ITA,DF,Juventus,it Serie A,26-314,1998,24.3,1,25,9,36.0,1.03,0.37,0.04,0.11,14.4,0,0,0,2.5,2.5,0.10,-1.5,-1.5,Matches
969,Gavi,es ESP,"MF,FW",Barcelona,es La Liga,20-272,2004,9.9,1,9,1,11.1,0.91,0.10,0.11,1.00,14.5,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches
970,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,33-122,1992,32.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
971,Jean-Philippe Gbamin,ci CIV,MF,Nantes,fr Ligue 1,29-221,1995,2.4,0,2,0,0.0,0.83,0.00,0.00,,8.0,0,0,0,0.5,0.5,0.26,-0.5,-0.5,Matches
972,Mory Gbane,ci CIV,"DF,MF",Reims,fr Ligue 1,24-130,2000,10.5,0,4,2,50.0,0.38,0.19,0.00,0.00,24.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
973,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24-110,2001,23.9,3,47,24,51.1,1.96,1.00,0.06,0.13,15.7,0,0,0,5.1,5.1,0.11,-2.1,-2.1,Matches
974,David de Gea,es ESP,GK,Fiorentina,it Serie A,34-178,1990,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
975,Viggo Gebel,de GER,MF,RB Leipzig,de Bundesliga,17-163,2007,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
976,Lutsharel Geertruida,nl NED,DF,RB Leipzig,de Bundesliga,24-290,2000,16.3,1,8,1,12.5,0.49,0.06,0.13,1.00,15.2,0,0,0,1.1,1.1,0.14,-0.1,-0.1,Matches
977,Dennis Geiger,de GER,"MF,FW",Hoffenheim,de Bundesliga,26-328,1998,7.3,0,5,1,20.0,0.68,0.14,0.00,0.00,24.2,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
978,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,24-317,2000,2.0,0,2,0,0.0,1.00,0.00,0.00,,12.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
979,Valentin Gendrey,fr FRA,DF,Hoffenheim,de Bundesliga,24-317,2000,15.7,1,10,5,50.0,0.64,0.32,0.10,0.20,19.1,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
980,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,25-348,1999,2.5,0,6,0,0.0,2.43,0.00,0.00,,21.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
981,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,19-089,2006,1.1,1,3,1,33.3,2.62,0.87,0.33,1.00,15.0,0,0,0,0.2,0.2,0.07,+0.8,+0.8,Matches
982,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,de Bundesliga,31-052,1994,14.9,1,13,4,30.8,0.87,0.27,0.08,0.25,16.2,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
983,Max Geschwill,de GER,DF,Holstein Kiel,de Bundesliga,23-301,2001,13.7,1,9,2,22.2,0.65,0.15,0.11,0.50,12.8,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
984,Daniele Ghilardi,it ITA,DF,Hellas Verona,it Serie A,22-118,2003,19.5,0,10,4,40.0,0.51,0.20,0.00,0.00,13.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
985,Lautaro Gianetti,ar ARG,DF,Udinese,it Serie A,31-172,1993,9.6,1,2,2,100.0,0.21,0.21,0.50,0.50,13.9,0,0,0,0.1,0.0,0.00,+0.9,+1.0,Matches
986,Dimitris Giannoulis,gr GRE,DF,Augsburg,de Bundesliga,29-199,1995,26.4,1,12,4,33.3,0.45,0.15,0.08,0.25,15.9,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
987,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,eng Premier League,25-097,2000,27.2,5,53,18,34.0,1.95,0.66,0.09,0.28,17.0,3,0,0,4.7,4.7,0.09,+0.3,+0.3,Matches
988,Samuel Gigot,fr FRA,DF,Lazio,it Serie A,31-204,1993,6.6,2,4,3,75.0,0.61,0.46,0.50,0.67,8.5,0,0,0,1.3,1.3,0.33,+0.7,+0.7,Matches
989,Armin Gigovic,ba BIH,MF,Holstein Kiel,de Bundesliga,23-028,2002,19.4,5,24,9,37.5,1.24,0.46,0.21,0.56,19.4,1,0,0,1.6,1.6,0.07,+3.4,+3.4,Matches
990,Bryan Gil,es ESP,"FW,MF",Girona,es La Liga,24-082,2001,19.1,3,32,15,46.9,1.67,0.78,0.09,0.20,19.0,0,0,0,2.3,2.3,0.07,+0.7,+0.7,Matches
991,Mario Gila,es ESP,DF,Lazio,it Serie A,24-248,2000,27.2,1,11,3,27.3,0.40,0.11,0.09,0.33,15.2,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
992,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,23-327,2001,1.1,0,1,0,0.0,0.92,0.00,0.00,,25.5,1,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
993,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,23-327,2001,10.5,0,6,0,0.0,0.57,0.00,0.00,,25.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
994,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,28-074,1997,28.2,0,14,1,7.1,0.50,0.04,0.00,0.00,15.1,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
995,Santiago Giménez,mx MEX,FW,Milan,it Serie A,24-016,2001,6.7,3,20,7,35.0,2.99,1.05,0.15,0.43,13.8,0,0,1,4.0,3.2,0.16,-1.0,-0.2,Matches
996,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,21-019,2004,14.2,3,26,7,26.9,1.83,0.49,0.12,0.43,23.9,2,0,0,1.3,1.3,0.05,+1.7,+1.7,Matches
997,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,31-105,1994,25.5,2,22,4,18.2,0.86,0.16,0.09,0.50,11.2,0,0,0,2.7,2.7,0.12,-0.7,-0.7,Matches
998,Jamie Gittens,eng ENG,"FW,MF",Dortmund,de Bundesliga,20-269,2004,19.6,8,52,24,46.2,2.65,1.22,0.15,0.33,17.1,0,0,0,3.6,3.6,0.07,+4.4,+4.4,Matches
999,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,29-294,1995,12.7,6,44,16,36.4,3.46,1.26,0.14,0.38,15.4,0,0,1,7.1,6.3,0.14,-1.1,-0.3,Matches
1000,Ben Godfrey,eng ENG,DF,Ipswich Town,eng Premier League,27-109,1998,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1001,Ben Godfrey,eng ENG,DF,Atalanta,it Serie A,27-109,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1002,Martial Godo,eng ENG,FW,Fulham,eng Premier League,22-051,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1003,Saba Goglichidze,ge GEO,DF,Empoli,it Serie A,20-313,2004,26.3,0,6,0,0.0,0.23,0.00,0.00,,17.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1004,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,31-183,1993,26.1,1,11,5,45.5,0.42,0.19,0.09,0.20,9.1,0,0,0,2.5,2.5,0.22,-1.5,-1.5,Matches
1005,Michael Golding,eng ENG,MF,Leicester City,eng Premier League,18-346,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1006,Pierluigi Gollini,it ITA,GK,Genoa,it Serie A,30-047,1995,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1007,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,28-339,1996,12.8,3,24,9,37.5,1.87,0.70,0.13,0.33,21.4,0,0,0,2.3,2.3,0.10,+0.7,+0.7,Matches
1008,André Gomes,pt POR,MF,Lille,fr Ligue 1,31-278,1993,14.2,0,11,3,27.3,0.78,0.21,0.00,0.00,24.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
1009,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,24-246,2000,8.2,1,8,2,25.0,0.98,0.24,0.13,0.50,21.8,2,0,1,1.7,0.9,0.11,-0.7,+0.1,Matches
1010,João Gomes,br BRA,MF,Wolves,eng Premier League,24-081,2001,30.9,3,33,7,21.2,1.07,0.23,0.09,0.43,18.1,0,0,0,2.7,2.7,0.08,+0.3,+0.3,Matches
1011,Rodrigo Gomes,pt POR,"DF,FW",Wolves,eng Premier League,21-301,2003,7.5,2,6,3,50.0,0.80,0.40,0.33,0.67,17.3,0,0,0,0.6,0.6,0.09,+1.4,+1.4,Matches
1012,Toti Gomes,pt POR,DF,Wolves,eng Premier League,26-108,1999,26.0,0,7,2,28.6,0.27,0.08,0.00,0.00,11.6,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
1013,Carlos Gómez,co COL,"MF,DF",Rennes,fr Ligue 1,22-234,2002,3.9,2,7,4,57.1,1.79,1.03,0.29,0.50,19.0,0,0,0,0.2,0.2,0.03,+1.8,+1.8,Matches
1014,Dani Gómez,es ESP,FW,Valencia,es La Liga,26-278,1998,5.9,2,14,6,42.9,2.37,1.02,0.14,0.33,12.1,0,0,0,2.7,2.7,0.19,-0.7,-0.7,Matches
1015,Diego Gómez,py PAR,MF,Brighton,eng Premier League,22-038,2003,4.9,0,5,0,0.0,1.02,0.00,0.00,,21.5,2,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
1016,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,27-346,1997,5.8,0,3,2,66.7,0.52,0.35,0.00,0.00,11.9,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
1017,Moi Gómez,es ESP,"MF,FW",Osasuna,es La Liga,30-315,1994,8.8,0,6,1,16.7,0.68,0.11,0.00,0.00,19.2,1,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
1018,Sergi Gómez,es ESP,DF,Espanyol,es La Liga,33-037,1992,7.2,0,2,1,50.0,0.28,0.14,0.00,0.00,8.7,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
1019,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,es La Liga,24-242,2000,27.5,2,16,9,56.3,0.58,0.33,0.13,0.22,25.1,5,0,0,1.3,1.3,0.08,+0.7,+0.7,Matches
1020,Unai Gómez,es ESP,"MF,FW",Athletic Club,es La Liga,21-344,2003,11.4,1,16,3,18.8,1.41,0.26,0.06,0.33,17.6,1,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
1021,Tidiam Gomis,fr FRA,"MF,DF",RB Leipzig,de Bundesliga,18-269,2006,0.9,0,4,1,25.0,4.39,1.10,0.00,0.00,18.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1022,Fabio González,es ESP,MF,Las Palmas,es La Liga,28-081,1997,0.6,0,2,0,0.0,3.40,0.00,0.00,,16.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1023,Nicolás González,es ESP,MF,Manchester City,eng Premier League,23-121,2002,7.2,0,7,0,0.0,0.97,0.00,0.00,,19.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1024,Nicolás González,ar ARG,"FW,MF",Juventus,it Serie A,27-028,1998,16.2,2,37,17,45.9,2.28,1.05,0.05,0.12,16.0,0,0,0,3.3,3.3,0.09,-1.3,-1.3,Matches
1025,Peter González,do DOM,"MF,FW",Getafe,es La Liga,22-283,2002,4.4,0,10,3,30.0,2.27,0.68,0.00,0.00,21.3,2,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1026,Urko González,es ESP,MF,Espanyol,es La Liga,24-045,2001,10.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1027,Urko González,es ESP,MF,Real Sociedad,es La Liga,24-045,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1028,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,24-069,2001,24.4,6,55,16,29.1,2.25,0.65,0.09,0.31,16.6,1,1,2,8.0,6.4,0.12,-2.0,-1.4,Matches
1029,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,30-087,1995,13.5,4,30,11,36.7,2.23,0.82,0.13,0.36,20.3,0,0,0,2.7,2.7,0.09,+1.3,+1.3,Matches
1030,Mathieu Gorgelin,fr FRA,GK,Le Havre,fr Ligue 1,34-272,1990,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1031,Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,28-273,1996,14.6,0,2,1,50.0,0.14,0.07,0.00,0.00,22.2,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
1032,Robin Gosens,de GER,DF,Fiorentina,it Serie A,30-303,1994,24.6,5,22,8,36.4,0.90,0.33,0.23,0.63,14.4,0,0,0,1.7,1.7,0.08,+3.3,+3.3,Matches
1033,Robin Gosens,de GER,DF,Union Berlin,de Bundesliga,30-303,1994,1.0,0,1,0,0.0,1.00,0.00,0.00,,23.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1034,Mario Götze,de GER,"MF,FW",Eint Frankfurt,de Bundesliga,32-335,1992,17.1,3,8,5,62.5,0.47,0.29,0.38,0.60,10.1,0,0,0,2.9,2.9,0.37,+0.1,+0.1,Matches
1035,Amine Gouiri,dz ALG,"FW,MF",Marseille,fr Ligue 1,25-077,2000,8.7,7,43,19,44.2,4.92,2.18,0.16,0.37,15.4,0,0,0,6.0,6.0,0.14,+1.0,+1.0,Matches
1036,Amine Gouiri,dz ALG,"MF,FW",Rennes,fr Ligue 1,25-077,2000,11.5,3,31,16,51.6,2.69,1.39,0.10,0.19,16.4,0,0,0,3.5,3.5,0.11,-0.5,-0.5,Matches
1037,Lucas Gourna-Douath,fr FRA,MF,Roma,it Serie A,21-272,2003,2.1,0,2,0,0.0,0.95,0.00,0.00,,22.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1038,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,33-298,1991,29.7,1,13,3,23.1,0.44,0.10,0.08,0.33,22.3,0,0,1,1.4,0.6,0.05,-0.4,+0.4,Matches
1039,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,26-116,1999,26.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1040,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,32-161,1992,20.5,0,16,4,25.0,0.78,0.20,0.00,0.00,17.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
1041,José Gragera,es ESP,MF,Espanyol,es La Liga,24-155,2000,6.3,0,2,0,0.0,0.32,0.00,0.00,,20.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1042,Samuel Grandsir,fr FRA,"MF,FW",Le Havre,fr Ligue 1,28-263,1996,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1043,Alberto Grassi,it ITA,MF,Empoli,it Serie A,30-058,1995,21.7,1,10,3,30.0,0.46,0.14,0.10,0.33,14.4,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches
1044,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,22-353,2002,32.5,0,18,5,27.8,0.55,0.15,0.00,0.00,24.7,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
1045,Archie Gray,eng ENG,"DF,MF",Tottenham,eng Premier League,19-053,2006,15.5,0,1,1,100.0,0.06,0.06,0.00,0.00,24.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1046,Jack Grealish,eng ENG,"FW,MF",Manchester City,eng Premier League,29-236,1995,8.0,1,15,5,33.3,1.87,0.62,0.07,0.20,16.3,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
1047,Jacob Greaves,eng ENG,DF,Ipswich Town,eng Premier League,24-234,2000,21.5,1,8,4,50.0,0.37,0.19,0.13,0.25,8.3,0,0,0,1.2,1.2,0.16,-0.2,-0.2,Matches
1048,Mason Greenwood,eng ENG,"FW,MF",Marseille,fr Ligue 1,23-215,2001,28.2,18,98,41,41.8,3.48,1.46,0.12,0.29,19.9,2,6,7,14.0,8.4,0.09,+4.0,+3.6,Matches
1049,Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,31-016,1994,6.9,2,16,6,37.5,2.32,0.87,0.13,0.33,13.9,2,0,0,1.8,1.8,0.11,+0.2,+0.2,Matches
1050,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,28-028,1997,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1051,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,34-044,1991,26.0,8,43,14,32.6,1.66,0.54,0.16,0.50,17.8,5,1,2,6.4,4.9,0.11,+1.6,+2.1,Matches
1052,Vincenzo Grifo,it ITA,"FW,MF",Freiburg,de Bundesliga,32-027,1993,24.2,8,60,25,41.7,2.48,1.03,0.13,0.32,20.9,10,0,3,7.8,5.4,0.09,+0.2,+2.6,Matches
1053,Florian Grillitsch,at AUT,MF,Valladolid,es La Liga,29-270,1995,5.3,0,3,2,66.7,0.56,0.37,0.00,0.00,22.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1054,Florian Grillitsch,at AUT,MF,Hoffenheim,de Bundesliga,29-270,1995,6.7,0,6,1,16.7,0.90,0.15,0.00,0.00,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1055,Álex Grimaldo,es ESP,"DF,MF",Leverkusen,de Bundesliga,29-226,1995,27.0,2,42,12,28.6,1.55,0.44,0.05,0.17,21.8,8,0,0,2.4,2.4,0.06,-0.4,-0.4,Matches
1056,Pascal Groß,de GER,"MF,DF",Dortmund,de Bundesliga,33-323,1991,25.0,0,26,7,26.9,1.04,0.28,0.00,0.00,17.4,1,0,0,2.4,2.4,0.09,-2.4,-2.4,Matches
1057,Brajan Gruda,de GER,"FW,MF",Brighton,eng Premier League,20-338,2004,5.6,0,4,2,50.0,0.71,0.36,0.00,0.00,16.8,2,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
1058,Marco Grüll,at AUT,"FW,MF",Werder Bremen,de Bundesliga,26-302,1998,12.2,6,25,10,40.0,2.05,0.82,0.24,0.60,15.9,1,0,0,4.0,4.0,0.16,+2.0,+2.0,Matches
