Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
152,Úmaro Embaló,pt POR,"FW,MF",Vitória,23-364,2001,1.6,2,2,1,1,0,2,3,66.7,1,2,1,1,1,3,0,0,Matches
153,Rui Encarnação,pt POR,GK,Nacional,27-030,1998,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
154,Ricardo Esgaio,pt POR,DF,Sporting CP,31-354,1993,2.6,4,3,1,2,1,1,4,25.0,3,3,0,3,2,6,16,0,Matches
155,Tiago Esgaio,pt POR,DF,Arouca,29-277,1995,24.2,62,34,41,17,4,35,53,66.0,18,30,9,21,36,98,110,0,Matches
156,Dario Essugo,pt POR,MF,Sporting CP,20-052,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
157,Luís Esteves,pt POR,MF,Nacional,27-026,1998,30.2,45,32,18,21,6,19,60,31.7,41,29,5,24,16,61,13,1,Matches
158,Stephen Eustáquio,ca CAN,"MF,DF",Porto,28-135,1996,20.4,53,28,13,27,13,19,39,48.7,20,26,3,23,22,75,39,1,Matches
159,Evanilson,br BRA,FW,Porto,25-211,1999,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
160,Claudio Falcão,br BRA,"DF,MF",Farense,30-306,1994,29.7,102,65,54,41,7,46,74,62.2,28,40,21,19,46,148,156,3,Matches
161,Eduardo Felicíssimo,pt POR,MF,Sporting CP,18-117,2007,2.2,10,6,3,3,4,4,5,80.0,1,2,0,2,5,15,2,0,Matches
162,Nuno Felix,pt POR,MF,Benfica,21-050,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
163,Vando Félix,gw GNB,"FW,MF",Vitória,22-244,2002,5.3,10,3,5,4,1,5,10,50.0,5,6,0,6,7,17,5,0,Matches
164,Jorge Filipe Oliveira Fernandes,pt POR,DF,Vitória,28-033,1997,4.6,7,7,6,1,0,6,9,66.7,3,3,1,2,4,11,16,0,Matches
165,Lucas Fernandes,br BRA,"MF,FW",AVS Futebol,27-227,1997,5.5,5,4,1,4,0,3,6,50.0,3,5,0,5,1,6,5,0,Matches
166,Martim Fernandes,pt POR,DF,Porto,19-107,2006,14.0,23,13,11,8,4,7,18,38.9,11,17,3,14,11,34,15,0,Matches
167,Mateus Fernandes,pt POR,"FW,MF",Sporting CP,20-299,2004,0.3,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches
168,Roger Fernandes,gw GNB,"FW,MF",Braga,19-165,2005,17.3,34,15,16,14,4,14,26,53.8,12,19,0,19,18,52,18,1,Matches
169,Rúben Fernandes,pt POR,DF,Gil Vicente FC,38-364,1986,27.8,17,11,11,6,0,14,18,77.8,4,22,13,9,29,46,132,1,Matches
170,Roberto Férnandez,es ESP,FW,Braga,22-306,2002,5.6,3,1,0,1,2,2,5,40.0,3,6,0,6,0,3,1,0,Matches
171,João Ferreira Barros,pt POR,"MF,FW",Boavista,19-115,2006,2.9,11,9,4,6,1,6,10,60.0,4,2,0,2,4,15,3,0,Matches
172,Filipe Ferreira,pt POR,DF,Boavista,34-220,1990,21.9,27,15,16,9,2,15,24,62.5,9,9,6,3,23,50,69,1,Matches
173,Fernando Ferreira Fonseca,pt POR,"DF,MF",AVS Futebol,28-052,1997,18.2,52,33,32,12,8,39,63,61.9,24,29,7,22,31,83,52,0,Matches
174,João Ferreira,pt POR,DF,Braga,24-044,2001,14.4,30,21,12,15,3,18,28,64.3,10,15,9,6,13,43,63,0,Matches
175,Marcelo dos Santos Ferreira,br BRA,DF,Moreirense,35-282,1989,31.0,47,28,40,6,1,28,41,68.3,13,40,32,8,29,76,197,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,Pedro Ferreira,pt POR,MF,Santa Clara,27-120,1998,19.0,74,47,30,35,9,26,42,61.9,16,29,3,26,35,109,40,0,Matches
177,Tiago Ferreira,pt POR,FW,Estrela,23-048,2002,0.4,3,2,0,1,2,0,0,,0,0,0,0,1,4,0,0,Matches
178,Daniel Figueira,pt POR,GK,Estoril,26-289,1998,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
179,Sidoine Fogning,cm CMR,"DF,MF",Boavista,23-175,2001,10.0,26,16,18,8,0,13,25,52.0,12,13,9,4,11,37,77,3,Matches
180,Tiago Fonseca Morais,pt POR,"FW,MF",Rio Ave,21-244,2003,15.8,26,18,10,9,7,11,26,42.3,15,16,2,14,12,38,8,1,Matches
181,José Fontán,es ESP,DF,Arouca,25-083,2000,27.8,28,13,16,12,0,12,29,41.4,17,44,27,17,26,54,150,1,Matches
182,José Fonte,pt POR,DF,Casa Pia,41-134,1983,21.5,19,12,13,5,1,6,12,50.0,6,28,19,9,22,41,136,4,Matches
183,Lucas França,br BRA,GK,Nacional,29-106,1996,31.5,0,0,0,0,0,0,0,,0,2,0,2,0,0,17,1,Matches
184,André Franco,pt POR,"MF,FW",Porto,27-023,1998,5.3,2,1,1,1,0,1,6,16.7,5,3,0,3,5,7,2,0,Matches
185,Afonso freitas,pt POR,DF,Nacional,25-028,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
186,Iván Fresneda,es ESP,"DF,MF",Sporting CP,20-219,2004,10.6,26,17,10,10,6,13,24,54.2,11,19,4,15,10,36,13,0,Matches
187,Godfried Frimpong,nl NED,DF,Moreirense,25-288,1999,27.2,29,18,19,9,1,16,24,66.7,8,22,7,15,38,67,121,1,Matches
188,Kanya Fujimoto,jp JPN,MF,Gil Vicente FC,25-308,1999,24.7,14,10,3,8,3,6,16,37.5,10,19,6,13,10,24,14,1,Matches
189,Taichi Fukui,jp JPN,MF,Arouca,20-294,2004,23.3,44,29,14,23,7,21,34,61.8,13,20,8,12,26,70,41,0,Matches
190,Rúben Furtado,pt POR,"FW,MF",Braga,19-155,2005,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
191,Tiago Gabriel,pt POR,DF,Estrela,20-130,2004,10.9,19,12,14,5,0,10,14,71.4,4,20,10,10,20,39,64,2,Matches
192,Galeno,br BRA,"FW,DF",Porto,27-195,1997,16.1,17,12,9,2,6,8,16,50.0,8,13,5,8,15,32,22,0,Matches
193,Tiago Galletto,uy URU,MF,AVS Futebol,22-359,2002,0.7,1,0,1,0,0,1,1,100.0,0,2,1,1,0,1,0,0,Matches
194,Nino Galović,hr CRO,DF,Arouca,32-303,1992,1.0,0,0,0,0,0,0,0,,0,2,2,0,1,1,2,0,Matches
195,García,br BRA,DF,Nacional,23-121,2002,30.6,64,51,41,18,5,42,68,61.8,26,35,12,23,41,105,79,2,Matches
196,Fabrício Garcia,cv CPV,"FW,DF",Estoril,24-001,2001,14.1,24,18,13,8,3,9,18,50.0,9,13,0,13,6,30,7,0,Matches
197,Santiago García,es ESP,MF,Gil Vicente FC,23-249,2001,15.1,36,23,14,16,6,18,41,43.9,23,24,5,19,12,48,27,1,Matches
198,Bruno Gaspar,ao ANG,DF,Vitória,32-014,1993,9.6,16,11,8,5,3,6,12,50.0,6,12,0,12,4,20,13,0,Matches
199,Mory Gbane,ci CIV,"MF,DF",Gil Vicente FC,24-131,2000,16.3,43,22,20,23,0,29,37,78.4,8,16,10,6,38,81,62,1,Matches
200,Geovanny,pt POR,MF,Farense,20-295,2004,1.8,3,2,1,2,0,2,5,40.0,3,3,2,1,0,3,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
201,André Geraldes,pt POR,"MF,DF",Casa Pia,34-003,1991,12.9,15,6,12,3,0,9,10,90.0,1,13,4,9,9,24,46,0,Matches
202,Ismaël Gharbi,es ESP,"FW,MF",Braga,21-025,2004,11.5,27,16,7,12,8,15,37,40.5,22,14,0,14,5,32,6,0,Matches
203,Marco van Ginkel,nl NED,"FW,MF",Boavista,32-155,1992,6.1,10,6,6,3,1,2,9,22.2,7,4,1,3,2,12,7,0,Matches
204,José Gomes,pt POR,DF,Nacional,28-289,1996,25.0,29,20,17,9,3,12,23,52.2,11,25,12,13,21,50,117,1,Matches
205,Pedro gomes,pt POR,DF,Boavista,21-335,2003,15.9,41,23,23,15,3,25,36,69.4,11,23,5,18,16,57,51,4,Matches
206,Vítor Gomes,pt POR,MF,Rio Ave,37-131,1987,0.4,1,0,0,0,1,0,1,0.0,1,0,0,0,1,2,6,0,Matches
207,William Gomes,br BRA,"MF,FW",Porto,19-051,2006,1.5,5,4,2,2,1,3,5,60.0,2,3,0,3,1,6,1,0,Matches
208,Victor Gomez,es ESP,DF,Braga,25-034,2000,19.3,39,25,18,16,5,22,40,55.0,18,17,3,14,27,66,65,0,Matches
209,Nuno Gonçalo Moreira,pt POR,"FW,MF",Casa Pia,25-323,1999,16.6,28,19,7,13,8,13,28,46.4,15,11,1,10,6,34,14,0,Matches
210,João Gonçalves,pt POR,GK,Boavista,24-181,2000,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
211,Pedro Gonçalves,pt POR,"FW,MF",Sporting CP,26-311,1998,7.9,10,3,1,5,4,3,10,30.0,7,5,1,4,3,13,0,0,Matches
212,Cristo González,es ESP,MF,Arouca,27-193,1997,2.0,2,1,1,0,1,1,4,25.0,3,1,1,0,0,2,1,0,Matches
213,Juan González,co COL,FW,Estrela,20-282,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
214,Mario González,es ESP,FW,Famalicão,29-069,1996,6.4,2,1,0,1,1,1,3,33.3,2,3,0,3,0,2,5,0,Matches
215,Nicolás González,es ESP,MF,Porto,23-122,2002,16.0,34,19,9,18,7,17,25,68.0,8,10,2,8,6,40,11,0,Matches
216,Jean Gorby,fr FRA,MF,Braga,22-284,2002,13.3,26,11,9,14,3,16,27,59.3,11,12,8,4,21,47,23,0,Matches
217,João Goulart Silva,pt POR,DF,Casa Pia,25-098,2000,29.5,38,24,26,8,4,25,37,67.6,12,36,22,14,31,69,152,2,Matches
218,Tiago Gouveia,pt POR,"FW,DF",Benfica,23-321,2001,0.9,2,2,1,1,0,0,0,,0,1,0,1,0,2,0,0,Matches
219,Pablo Gozalbez,es ESP,MF,Arouca,24-005,2001,7.2,12,6,4,5,3,6,9,66.7,3,8,1,7,3,15,7,0,Matches
220,João Graça,pt POR,"MF,FW",Rio Ave,29-321,1995,5.2,15,7,6,7,2,10,21,47.6,11,12,2,10,2,17,8,0,Matches
221,Samuel Granada,br BRA,FW,AVS Futebol,25-084,2000,2.7,1,1,1,0,0,0,0,,0,1,0,1,0,1,5,0,Matches
222,Jaume Grau,es ESP,MF,AVS Futebol,28-000,1997,20.5,54,36,26,25,3,30,53,56.6,23,33,9,24,32,86,38,2,Matches
223,Marko Grujić,rs SRB,MF,Porto,29-022,1996,0.4,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,Matches
224,Marko Gudžulić,rs SRB,GK,Estrela,22-304,2002,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
225,Rafik Guitane,fr FRA,"FW,MF",Estoril,25-344,1999,8.6,7,5,2,3,2,2,4,50.0,2,9,0,9,1,8,1,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
226,Rafik Guitane,fr FRA,FW,Braga,25-344,1999,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
227,Deniz Gül,tr TUR,FW,Porto,20-307,2004,4.6,0,0,0,0,0,0,2,0.0,2,3,0,3,0,0,1,0,Matches
228,Viktor Gyökeres,se SWE,FW,Sporting CP,26-335,1998,29.2,7,3,0,2,5,4,8,50.0,4,12,2,10,5,12,19,0,Matches
229,Justin de Haas,nl NED,DF,Famalicão,25-093,2000,26.4,37,21,27,9,1,21,29,72.4,8,28,21,7,47,84,158,1,Matches
230,Habraão,br BRA,FW,Santa Clara,23-313,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
231,Tomás Händel,pt POR,MF,Vitória,24-159,2000,27.0,42,23,18,19,5,27,45,60.0,18,17,2,15,37,79,30,0,Matches
232,Conrad Harder,dk DEN,"FW,MF",Sporting CP,20-028,2005,8.6,7,6,0,5,2,4,14,28.6,10,8,0,8,3,10,8,0,Matches
233,Thiago Helguera,uy URU,MF,Braga,19-040,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
234,Gustavo Henrique,br BRA,"MF,FW",Estrela,26-003,1999,2.5,7,4,3,4,0,5,9,55.6,4,4,0,4,2,9,6,0,Matches
235,Morten Hjulmand,dk DEN,MF,Sporting CP,25-314,1999,23.6,50,34,19,26,5,22,39,56.4,17,19,8,11,26,76,27,2,Matches
236,Jordan Holsgrove,sct SCO,MF,Estoril,25-237,1999,24.5,38,22,13,20,5,17,36,47.2,19,26,9,17,30,68,31,1,Matches
237,Lukáš Horníček,cz CZE,GK,Braga,22-296,2002,15.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,8,3,Matches
238,André Horta,pt POR,MF,Braga,28-179,1996,5.6,15,10,3,9,3,7,12,58.3,5,3,0,3,3,18,5,0,Matches
239,Ricardo Horta,pt POR,"MF,FW",Braga,30-232,1994,29.5,40,25,9,20,11,12,36,33.3,24,20,3,17,8,48,22,0,Matches
240,Igor,br BRA,MF,Estrela,22-059,2003,8.9,19,12,7,11,1,12,24,50.0,12,18,5,13,14,33,8,0,Matches
241,André Inácio,br BRA,"MF,FW",Estrela,23-071,2002,7.1,11,4,4,6,1,4,12,33.3,8,8,0,8,2,13,6,0,Matches
242,André Inácio,br BRA,"FW,MF",Rio Ave,23-071,2002,10.1,11,5,5,6,0,8,16,50.0,8,9,0,9,4,15,8,0,Matches
243,Gonçalo Inácio,pt POR,DF,Sporting CP,23-253,2001,23.1,36,22,11,18,7,19,31,61.3,12,23,13,10,30,66,60,1,Matches
244,Isaac,br BRA,FW,Nacional,21-040,2004,13.7,18,13,4,10,4,3,9,33.3,6,9,1,8,1,19,9,1,Matches
245,Ismael,pt POR,MF,Moreirense,26-041,1999,22.5,70,37,32,33,5,24,40,60.0,16,27,11,16,35,105,49,1,Matches
246,Franco Israel,uy URU,GK,Sporting CP,25-013,2000,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1,Matches
247,Ivan Jaime Pajuelo,es ESP,FW,Porto,24-221,2000,4.9,2,1,1,1,0,2,6,33.3,4,3,0,3,2,4,3,0,Matches
248,Jason,es ESP,"FW,MF",Arouca,30-303,1994,23.1,23,12,10,8,5,12,41,29.3,29,19,4,15,10,33,9,1,Matches
249,Jhonatan,br BRA,GK,Rio Ave,33-362,1991,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,3,Matches
250,Diederrick Joel,cm CMR,FW,Nacional,31-150,1993,8.0,4,3,0,1,3,2,3,66.7,1,4,0,4,0,4,5,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
251,Joel Jorquera,es ESP,FW,Moreirense,24-259,2000,3.1,4,2,2,1,1,1,4,25.0,3,4,2,2,0,4,1,0,Matches
252,Luiz Lúcio Reis Júnior,br BRA,GK,Famalicão,24-111,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
253,Samuel Justo,pt POR,MF,Farense,21-033,2004,0.4,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,2,0,Matches
254,Issa Kaboré,bf BFA,DF,Benfica,23-358,2001,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
255,Kaio,br BRA,FW,Vitória,21-079,2004,14.4,23,15,8,7,8,9,30,30.0,21,15,1,14,9,32,3,0,Matches
256,Kaique,br BRA,GK,Farense,22-019,2003,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
257,Osman Kakay,sl SLE,"DF,MF",Boavista,27-253,1997,4.4,10,5,5,3,2,8,10,80.0,2,5,1,4,1,11,15,0,Matches
258,Issiaka Kamate,fr FRA,"FW,MF",AVS Futebol,20-276,2004,3.9,7,5,5,2,0,4,5,80.0,1,1,0,1,5,12,3,0,Matches
259,Kazu,br BRA,DF,Gil Vicente FC,25-048,2000,5.9,6,3,1,2,3,4,9,44.4,5,8,0,8,2,8,15,0,Matches
260,Keliano,ao ANG,MF,Estrela,22-109,2003,10.6,48,27,16,26,6,27,45,60.0,18,13,0,13,12,60,22,1,Matches
261,Kewin,br BRA,GK,Moreirense,29-192,1995,29.0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,26,4,Matches
262,Kikas,pt POR,FW,Estrela,26-230,1998,20.8,6,3,2,3,1,2,6,33.3,4,10,3,7,1,7,14,0,Matches
263,Gustavo Klismahn,br BRA,"MF,FW",Santa Clara,25-163,1999,9.1,19,13,6,9,4,9,20,45.0,11,10,3,7,8,27,12,0,Matches
264,Ruben Kluivert,nl NED,DF,Casa Pia,23-349,2001,13.7,25,15,20,4,1,10,14,71.4,4,18,9,9,11,36,66,2,Matches
265,Koka,eg EGY,"FW,MF",Rio Ave,32-061,1993,1.9,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,6,0,Matches
266,Orkun Kökçü,tr TUR,MF,Benfica,24-127,2000,27.3,39,27,14,20,5,18,36,50.0,18,22,0,22,13,52,10,2,Matches
267,Moussa Koné,sn SEN,"MF,FW",Boavista,28-126,1996,3.3,3,2,1,1,1,0,2,0.0,2,3,0,3,0,3,1,0,Matches
268,Konstantinos Kostoulas,gr GRE,DF,Rio Ave,20-086,2005,1.1,1,0,1,0,0,1,1,100.0,0,2,1,1,2,3,8,0,Matches
269,Vladen Kovačević,ba BIH,GK,Sporting CP,27-024,1998,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
270,Andrian Kraev,bg BUL,MF,Casa Pia,26-080,1999,16.5,36,20,13,15,8,18,36,50.0,18,15,6,9,19,55,25,3,Matches
271,Layvin Kurzawa,fr FRA,"DF,MF",Boavista,32-243,1992,1.9,4,1,3,0,1,4,8,50.0,4,3,0,3,4,8,5,1,Matches
272,Chiheb Labidi,tn TUN,"MF,FW",Nacional,23-338,2001,4.1,13,8,5,4,4,5,11,45.5,6,6,0,6,7,20,6,1,Matches
273,André Lacximicant,pt POR,FW,Estoril,23-351,2001,10.0,6,4,1,3,2,1,8,12.5,7,8,2,6,4,10,12,0,Matches
274,Chico Lamba,pt POR,DF,Arouca,22-056,2003,23.3,33,17,25,6,2,23,26,88.5,3,31,26,5,11,44,128,1,Matches
275,Larra,es ESP,"MF,DF",Casa Pia,27-139,1997,23.1,31,23,18,12,1,18,24,75.0,6,25,6,19,31,62,46,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
276,Leonardo Lelo,pt POR,"MF,DF",Casa Pia,25-036,2000,31.6,58,35,24,21,13,35,59,59.3,24,34,4,30,25,83,83,1,Matches
277,Marcos Leonardo,br BRA,MF,Benfica,22-003,2003,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
278,Guilherme Liberato,br BRA,MF,Moreirense,23-323,2001,0.5,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
279,Otso Liimatta,fi FIN,"FW,MF",Famalicão,20-299,2004,1.3,3,2,1,1,1,2,2,100.0,0,2,0,2,1,4,0,0,Matches
280,Rúben Lima,pt POR,DF,Estrela,35-214,1989,19.8,29,18,16,13,0,14,27,51.9,13,16,9,7,27,56,82,1,Matches
281,Yan Lincon,br BRA,FW,Moreirense,22-234,2002,2.6,1,0,0,1,0,1,2,50.0,1,3,1,2,0,1,3,0,Matches
282,Jérémy Livolant,fr FRA,"FW,MF",Casa Pia,27-116,1998,18.0,11,10,5,5,1,3,11,27.3,8,18,2,16,0,11,13,0,Matches
283,Danny Loader,cm CMR,"FW,MF",Porto,24-250,2000,11.2,9,6,1,4,4,4,13,30.8,9,9,1,8,6,15,7,0,Matches
284,Samuel Lobato,pt POR,"FW,MF",Famalicão,23-198,2001,0.8,3,2,2,1,0,2,4,50.0,2,1,1,0,0,3,1,0,Matches
285,Tom van de Looi,nl NED,MF,Famalicão,25-307,1999,17.5,33,22,14,14,5,12,27,44.4,15,13,6,7,13,46,46,1,Matches
286,Miguel Lopes,pt POR,DF,Estrela,38-137,1986,12.2,21,16,14,7,0,15,28,53.6,13,14,8,6,17,38,96,2,Matches
287,Rony Lopes,pt POR,"MF,FW",Farense,29-128,1995,10.9,10,8,2,6,2,3,9,33.3,6,9,0,9,5,15,9,0,Matches
288,Vasco Lopes,cv CPV,"FW,MF",AVS Futebol,25-245,1999,11.1,14,5,8,4,2,6,12,50.0,6,15,0,15,5,19,5,0,Matches
289,Mamadou Loum,sn SEN,"MF,DF",Arouca,28-126,1996,7.7,15,8,8,6,1,11,21,52.4,10,7,4,3,10,25,37,1,Matches
290,Jonatan Lucca,br BRA,MF,AVS Futebol,30-337,1994,3.0,2,1,1,1,0,1,3,33.3,2,6,2,4,2,4,8,1,Matches
291,Florentino Luís,pt POR,MF,Benfica,25-259,1999,20.2,74,40,24,38,12,30,55,54.5,25,28,4,24,48,122,31,4,Matches
292,Zé Luís,cv CPV,FW,AVS Futebol,34-101,1991,13.5,7,6,4,2,1,2,7,28.6,5,12,3,9,0,7,16,0,Matches
293,Luismi,gq EQG,FW,Moreirense,23-300,2001,15.0,16,10,4,10,2,9,20,45.0,11,22,3,19,3,19,21,0,Matches
294,Vitali Lystsov,ru RUS,DF,Boavista,29-298,1995,5.2,18,10,14,4,0,11,20,55.0,9,8,5,3,8,26,33,0,Matches
295,Rúben Macedo,pt POR,"FW,MF",Nacional,29-057,1996,12.0,9,7,4,2,3,4,12,33.3,8,11,0,11,3,12,9,0,Matches
296,Tiago Machado,pt POR,"FW,MF",Boavista,21-033,2004,1.4,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,Matches
297,Madson,br BRA,FW,Moreirense,25-252,1999,13.0,18,15,8,9,1,9,19,47.4,10,12,0,12,11,29,17,0,Matches
298,Miguel Maga,pt POR,DF,Vitória,22-170,2002,14.0,27,19,13,14,0,17,25,68.0,8,16,4,12,10,37,41,1,Matches
299,Otar Mamageishvili,ge GEO,MF,Famalicão,22-110,2003,0.5,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
300,Eliaquim Mangala,fr FRA,DF,Estoril,34-081,1991,4.7,7,6,5,2,0,5,8,62.5,3,7,6,1,8,15,22,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
301,Ricardo Mangas,pt POR,FW,Vitória,27-047,1998,3.8,3,3,2,0,1,3,4,75.0,1,2,0,2,0,3,8,0,Matches
302,Brian Mansilla,uy URU,"FW,MF",Arouca,22-356,2002,3.1,7,3,4,3,0,4,8,50.0,4,11,1,10,1,8,3,0,Matches
303,Nico Mantl,de GER,GK,Arouca,25-088,2000,29.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,19,5,Matches
304,Manú,ao ANG,"FW,DF",Estrela,19-177,2005,0.5,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0,Matches
305,Manuel Manu,pt POR,MF,Vitória,23-327,2001,7.6,22,16,11,7,4,16,24,66.7,8,6,0,6,11,33,16,0,Matches
306,Manuel Manu,pt POR,MF,Benfica,23-327,2001,1.5,8,4,2,5,1,6,8,75.0,2,0,0,0,6,14,2,1,Matches
307,Maracás,br BRA,DF,Moreirense,31-008,1994,26.6,31,18,24,7,0,17,25,68.0,8,33,26,7,27,58,167,1,Matches
308,Iván Marcano,es ESP,DF,Porto,37-316,1987,8.5,8,4,4,3,1,4,5,80.0,1,5,3,2,10,18,31,0,Matches
309,Adrián Marín,es ESP,DF,Braga,28-116,1997,7.9,18,6,11,7,0,8,16,50.0,8,9,1,8,13,31,29,0,Matches
310,João Mário,pt POR,"FW,MF",Benfica,32-106,1993,1.7,3,2,3,0,0,3,3,100.0,0,3,0,3,0,3,0,0,Matches
311,João Mário Lopes,pt POR,DF,Porto,25-122,2000,17.4,26,16,12,9,5,16,36,44.4,20,13,1,12,8,34,17,1,Matches
312,Uładzisłaŭ Marozaŭ,by BLR,FW,Arouca,24-205,2000,3.1,2,2,0,2,0,0,2,0.0,2,2,1,1,1,3,4,0,Matches
313,Alejandro Marqués,ve VEN,FW,Estoril,24-274,2000,18.3,6,4,1,2,3,0,4,0.0,4,15,1,14,8,14,18,0,Matches
314,Alex Marques,pt POR,DF,Boavista,19-194,2005,1.1,1,1,0,1,0,0,1,0.0,1,2,2,0,1,2,3,0,Matches
315,João Marques,pt POR,"MF,FW",Braga,23-081,2002,0.4,2,1,1,1,0,1,1,100.0,0,4,0,4,0,2,0,0,Matches
316,João Marques,pt POR,"FW,MF",Gil Vicente FC,23-081,2002,4.8,11,9,6,4,1,3,7,42.9,4,5,0,5,3,14,6,0,Matches
317,Gabri Martínez,es ESP,"FW,MF",Braga,22-103,2003,17.0,46,29,22,13,11,32,52,61.5,20,25,1,24,7,53,24,2,Matches
318,Toni Martínez,es ESP,FW,Porto,27-309,1997,0.0,2,0,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches
319,Bernardo Martins,pt POR,"FW,MF",Moreirense,27-152,1997,16.2,32,19,11,15,6,14,46,30.4,32,20,1,19,10,42,19,2,Matches
320,Matheus,br BRA,GK,Braga,32-290,1992,17.0,2,1,2,0,0,2,5,40.0,3,1,0,1,0,2,5,0,Matches
321,Matheusinho,br BRA,"FW,MF",Santa Clara,27-083,1998,0.8,2,2,2,0,0,0,1,0.0,1,0,0,0,0,2,1,0,Matches
322,Marco Matias,pt POR,"FW,MF",Farense,35-360,1989,12.1,15,10,10,5,0,2,14,14.3,12,11,1,10,8,23,8,1,Matches
323,Jordi Mboula,es ESP,"FW,MF",Gil Vicente FC,26-050,1999,12.8,17,9,4,8,5,9,22,40.9,13,12,0,12,7,24,10,0,Matches
324,Tobías Medina,ar ARG,"MF,FW",Rio Ave,21-063,2004,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
325,Mauro Meireles Couto,pt POR,DF,Sporting CP,19-171,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
