Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
624,D.J. Taylor,us USA,DF,Minnesota Utd,27-252,1997,0.7,32,37,86.5,569,203,13,14,92.9,15,17,88.2,3,4,75.0,0,0.0,0.1,0.0,0,1,1,0,5,Matches
625,Robert Taylor,fi FIN,FW,Austin,30-196,1994,0.3,7,13,53.8,124,22,4,8,50.0,2,2,100.0,1,3,33.3,0,0.0,0.0,0.0,1,0,1,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
626,Robert Taylor,fi FIN,"MF,FW",Inter Miami,30-196,1994,2.2,53,66,80.3,699,169,33,38,86.8,13,18,72.2,2,3,66.7,0,0.4,0.7,-0.4,2,1,3,1,7,Matches
627,Carlos Terán,co COL,DF,Chicago Fire,24-223,2000,3.3,163,196,83.2,2943,1326,76,83,91.6,65,76,85.5,17,31,54.8,0,0.0,0.0,0.0,0,3,0,0,8,Matches
628,Cedric Teuchert,de GER,"FW,MF",St. Louis,28-111,1997,5.9,41,68,60.3,740,327,18,28,64.3,16,20,80.0,5,11,45.5,1,0.4,0.4,+0.6,4,6,8,1,12,Matches
629,Odin Thiago Holm,no NOR,"MF,FW",LAFC,22-107,2003,1.1,21,29,72.4,353,114,11,14,78.6,8,8,100.0,2,4,50.0,0,0.3,0.0,-0.3,2,2,0,0,4,Matches
630,Jamal Thiaré,sn SEN,"FW,DF",Atlanta Utd,32-035,1993,1.6,15,26,57.7,200,36,9,13,69.2,6,12,50.0,0,0,,0,0.2,0.7,-0.2,1,1,0,0,0,Matches
631,Andrew Thomas,ru RUS,GK,Seattle Sounders,26-246,1998,1.0,11,16,68.8,234,157,4,4,100.0,4,4,100.0,3,8,37.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
632,Erik Thommy,de GER,"FW,MF",Sporting KC,30-258,1994,5.6,167,204,81.9,2493,398,98,111,88.3,54,62,87.1,9,11,81.8,2,1.3,1.3,+0.7,8,5,9,2,18,Matches
