Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
80,Juninho Capixaba,br BRA,DF,RB Bragantino,27-303,1997,6,6,540,6.0,1,0,1,1,0,0,1,0,1.3,1.3,0.6,1.8,13,35,23,0.17,0.00,0.17,0.17,0.17,0.21,0.09,0.30,0.21,0.30,Matches
81,Johan Carbonero,co COL,FW,Internacional,25-289,1999,3,2,153,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,8,11,19,0.00,0.00,0.00,0.00,0.00,0.17,0.02,0.18,0.17,0.18,Matches
82,Edson Carioca,br BRA,FW,Mirassol,27-305,1997,5,2,222,2.5,1,2,3,1,0,0,1,0,1.1,1.1,0.7,1.9,9,8,14,0.41,0.81,1.22,0.41,1.22,0.46,0.30,0.75,0.46,0.75,Matches
83,Igor Cariús,br BRA,DF,Sport Recife,32-004,1993,4,4,350,3.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,8,17,14,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
84,Carlinhos,br BRA,FW,Vitória,28-082,1997,2,1,103,1.1,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,0,1,1,0.87,0.00,0.87,0.87,0.87,0.97,0.00,0.97,0.97,0.97,Matches
85,Jean Carlos Vicente,br BRA,"MF,FW",Juventude,33-079,1992,4,1,109,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,2,3,6,0.00,0.00,0.00,0.00,0.00,0.12,0.32,0.43,0.12,0.43,Matches
86,André Carrillo,pe PER,MF,Corinthians,33-325,1991,6,6,434,4.8,0,0,0,0,0,0,0,0,0.1,0.1,1.4,1.5,13,31,36,0.00,0.00,0.00,0.00,0.00,0.02,0.29,0.31,0.02,0.31,Matches
87,Gabriel Carvalho,br BRA,FW,Internacional,17-261,2007,2,0,61,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,5,1,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
88,Cássio,br BRA,GK,Cruzeiro,37-333,1987,7,7,630,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
89,Iury de Castilho,br BRA,FW,Mirassol,29-241,1995,6,4,315,3.5,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.5,6,8,20,0.29,0.00,0.29,0.29,0.29,0.09,0.04,0.13,0.09,0.13,Matches
90,Murilo Cerqueira,br BRA,DF,Palmeiras,28-039,1997,2,2,155,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
91,Kayky Chagas,br BRA,"FW,DF",Bahia,21-328,2003,3,0,61,0.7,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.3,3,4,10,1.48,0.00,1.48,1.48,1.48,0.22,0.15,0.37,0.22,0.37,Matches
92,Chico,br BRA,MF,Mirassol,33-353,1991,1,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
93,Chico,br BRA,DF,Sport Recife,26-233,1998,7,7,630,7.0,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,9,25,5,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
94,Christian,br BRA,FW,Cruzeiro,24-137,2000,5,5,368,4.1,1,1,2,1,0,0,2,0,0.5,0.5,0.8,1.3,2,8,29,0.24,0.24,0.49,0.24,0.49,0.13,0.19,0.32,0.13,0.32,Matches
