Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
125,Kevin Castañeda,mx MEX,"MF,FW",Tijuana,25-189,1999,21.9,1523,7,93,851,589,46,1522,38,15,39.5,23,60.5,1004,5421,2587,68,59,8,39,20,1234,115,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
126,Christian Castillo,cl CHI,FW,Querétaro,28-153,1996,0.5,8,1,1,3,4,2,8,0,0,,0,,5,42,26,1,1,0,0,0,5,1,Matches
127,Klever Castillo,mx MEX,FW,Toluca,19-266,2005,0.8,50,0,4,26,21,0,50,2,1,50.0,1,50.0,35,109,50,0,2,0,4,0,38,2,Matches
128,Moises Castillo,co COL,DF,FC Juárez,23-346,2001,21.5,1248,152,684,551,32,6,1248,10,6,60.0,4,40.0,647,3450,1976,19,10,1,19,11,758,4,Matches
129,José Castillo Pérez,mx MEX,DF,Guadalajara,23-154,2001,25.0,1414,75,483,711,232,20,1414,27,15,55.6,12,44.4,721,3047,1527,30,22,2,16,9,818,49,Matches
130,Raúl Castillo,mx MEX,"MF,FW",Puebla,23-154,2001,16.6,795,6,82,380,345,25,795,32,7,21.9,25,78.1,425,2658,1019,32,24,8,41,21,510,73,Matches
131,Christopher Castro,mx MEX,DF,Mazatlán,19-315,2005,1.2,48,2,29,20,0,0,48,2,2,100.0,0,0.0,18,85,16,0,1,0,4,0,23,0,Matches
132,Manuel Castro,uy URU,"MF,FW",FC Juárez,29-220,1995,1.0,42,2,12,17,14,2,42,2,0,0.0,2,100.0,20,119,41,1,2,1,2,1,27,4,Matches
133,Lucas Cavallini,ca CAN,FW,Puebla,32-128,1992,3.6,124,2,3,59,62,23,122,10,1,10.0,7,70.0,67,246,59,2,4,0,11,3,92,17,Matches
134,Alan Cervantes,mx MEX,MF,Santos,27-108,1998,1.0,62,2,19,38,5,1,62,0,0,,0,,38,163,39,0,0,0,1,0,46,2,Matches
135,Alan Cervantes,mx MEX,MF,América,27-108,1998,14.4,930,20,240,583,114,13,930,12,6,50.0,5,41.7,546,2579,1125,11,12,0,13,10,676,14,Matches
136,Luís Cervantes,mx MEX,DF,León,24-085,2001,0.4,22,2,11,6,5,0,22,1,0,0.0,1,100.0,9,27,2,0,0,0,1,0,13,2,Matches
137,Ángel Chávez,mx MEX,DF,Necaxa,20-075,2005,0.1,16,0,6,8,2,0,16,0,0,,0,,11,40,25,1,0,0,0,0,11,0,Matches
138,Mateo Chávez,mx MEX,DF,Guadalajara,20-358,2004,19.9,1258,44,400,550,328,26,1258,43,18,41.9,25,58.1,596,3794,2093,53,33,9,27,18,643,81,Matches
139,Ricardo Chávez Soto,mx MEX,"DF,MF",Atlético,30-167,1994,13.7,848,38,205,367,280,33,848,19,9,47.4,9,47.4,395,2116,1000,34,14,7,20,7,522,100,Matches
140,Ricardo Chávez Soto,mx MEX,DF,Monterrey,30-167,1994,11.3,810,30,187,406,220,19,810,7,3,42.9,4,57.1,440,1868,916,20,15,2,12,5,503,64,Matches
141,Ronaldo Cisneros,mx MEX,FW,Querétaro,28-117,1997,8.2,213,8,21,97,97,32,213,7,3,42.9,4,57.1,115,574,155,4,3,2,21,9,137,33,Matches
142,Matías Cóccaro,uy URU,"FW,MF",Atlas,27-171,1997,2.4,95,4,10,29,56,13,95,4,1,25.0,3,75.0,48,202,76,3,1,3,8,4,69,20,Matches
143,Josué Colmán,py PAR,"MF,FW",Querétaro,26-284,1998,8.4,348,5,44,155,155,14,347,31,13,41.9,18,58.1,189,1309,667,23,21,3,16,11,220,20,Matches
144,Josué Colmán,py PAR,"MF,DF",Mazatlán,26-284,1998,6.1,317,1,15,99,206,20,317,28,13,46.4,15,53.6,198,1331,640,20,22,4,9,16,222,41,Matches
145,Bryan Colula,mx MEX,DF,Mazatlán,29-029,1996,24.5,1447,49,382,704,372,35,1447,12,3,25.0,7,58.3,675,3125,1608,29,24,6,21,15,833,110,Matches
146,Francisco Contreras,mx MEX,"DF,MF",Tijuana,25-324,1999,7.3,577,17,157,324,100,7,577,9,3,33.3,6,66.7,337,1679,680,14,15,3,8,4,368,20,Matches
147,Mario Cordero,mx MEX,FW,Santos,21-156,2003,0.1,8,0,0,6,2,2,8,1,0,0.0,1,100.0,4,9,0,0,0,0,1,0,5,1,Matches
148,Jesús Corona,mx MEX,"FW,MF",Monterrey,32-119,1993,14.6,912,1,51,320,551,77,912,92,40,43.5,49,53.3,623,3891,1812,64,47,31,61,33,732,222,Matches
149,Joe Corona,us USA,MF,Tijuana,34-300,1990,10.9,731,32,166,484,87,13,731,14,8,57.1,6,42.9,441,1904,701,9,10,0,16,5,509,21,Matches
150,José Corona,mx MEX,GK,Tijuana,44-099,1981,10.1,413,290,412,1,0,0,413,0,0,,0,,262,1115,621,0,0,0,0,0,244,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
151,Rogelio Cortéz Pineda,mx MEX,"FW,MF",Necaxa,20-302,2004,1.9,130,0,18,73,42,6,130,6,3,50.0,3,50.0,68,310,161,4,3,0,7,1,82,8,Matches
152,Jordi Cortizo,mx MEX,"MF,FW",Monterrey,28-309,1996,10.2,614,4,63,344,217,26,614,60,32,53.3,27,45.0,418,2237,797,19,21,5,47,29,481,64,Matches
153,Rodolfo Cota,mx MEX,GK,América,37-306,1987,5.5,216,191,216,0,0,0,216,0,0,,0,,136,568,288,0,0,0,1,0,124,0,Matches
154,Cade Cowell,us USA,"FW,MF",Guadalajara,21-203,2003,13.6,505,7,36,140,341,59,505,67,32,47.8,35,52.2,357,2689,1280,56,26,26,51,33,397,156,Matches
155,Aldo Cruz,mx MEX,DF,Atlético,27-223,1997,26.7,1836,115,786,889,169,7,1836,12,3,25.0,9,75.0,1022,6176,3391,39,25,1,21,10,1236,33,Matches
156,Cristián Dajome,co COL,"FW,MF",Santos,31-122,1994,7.6,252,4,39,91,124,20,252,13,5,38.5,8,61.5,142,741,251,14,9,4,17,12,174,50,Matches
157,Jürgen Damm,mx MEX,DF,Atlético,32-179,1992,0.3,20,0,1,12,7,0,20,2,2,100.0,0,0.0,12,83,35,0,0,0,0,0,14,4,Matches
158,Jesús David Murillo,co COL,DF,FC Juárez,31-076,1994,8.7,533,103,343,185,8,5,533,3,1,33.3,2,66.7,268,1339,685,5,2,0,7,1,298,1,Matches
159,José David Ramírez,mx MEX,"MF,DF",León,29-142,1995,13.4,740,32,198,426,125,9,740,11,6,54.5,4,36.4,419,2312,933,13,13,1,21,12,502,33,Matches
160,Víctor Dávila,cl CHI,"FW,MF",América,27-182,1997,12.8,545,10,30,291,228,65,544,11,5,45.5,6,54.5,336,1575,584,18,14,5,39,24,441,78,Matches
161,Diego De Buen,mx MEX,MF,Puebla,33-306,1991,15.9,697,86,252,373,80,14,697,10,5,50.0,3,30.0,281,1175,408,6,6,4,17,6,355,5,Matches
162,Diego De Buen,mx MEX,"MF,DF",Necaxa,33-306,1991,8.1,375,35,146,193,37,7,375,3,2,66.7,1,33.3,157,607,243,2,1,0,2,2,197,9,Matches
163,Sergio De los Ríos,mx MEX,"MF,DF",Pachuca,21-311,2003,1.2,86,2,13,42,34,3,86,5,3,60.0,2,40.0,55,324,161,5,6,2,5,2,65,7,Matches
164,Gustavo Del Prete,ar ARG,"MF,FW",Atlas,28-327,1996,6.2,275,0,29,131,118,13,275,22,8,36.4,14,63.6,148,578,222,3,4,1,14,12,177,27,Matches
165,Gustavo Del Prete,ar ARG,"MF,FW",Mazatlán,28-327,1996,2.6,127,0,11,78,39,6,127,13,5,38.5,8,61.5,74,334,124,5,4,1,5,4,98,8,Matches
166,Everardo Del Villar,mx MEX,DF,Toluca,20-043,2005,8.6,538,54,251,266,24,1,538,2,2,100.0,0,0.0,340,1731,968,8,6,1,4,0,383,5,Matches
167,Diego Delgadillo,mx MEX,FW,Guadalajara,21-104,2004,0.1,1,1,1,0,0,0,1,0,0,,0,,1,5,0,0,0,0,0,0,0,0,Matches
168,Arturo Delgado,mx MEX,GK,FC Juárez,23-076,2002,2.0,86,70,85,1,0,0,86,0,0,,0,,40,162,126,0,0,0,0,0,41,0,Matches
169,Nelson Deossa,co COL,MF,Pachuca,25-088,2000,13.5,866,20,125,522,239,15,866,55,37,67.3,16,29.1,494,3139,1579,39,29,3,31,27,569,26,Matches
170,Nelson Deossa,co COL,"MF,FW",Monterrey,25-088,2000,12.1,705,15,81,402,243,24,705,58,39,67.2,17,29.3,464,2994,1540,41,43,8,33,25,507,47,Matches
171,Benny Díaz,mx MEX,GK,FC Juárez,26-141,1998,11.0,431,347,428,3,0,0,431,1,1,100.0,0,0.0,231,1085,640,0,0,0,0,0,173,0,Matches
172,Nicolás Díaz Huincales,cl CHI,DF,Tijuana,25-350,1999,7.5,449,16,132,232,90,10,449,12,9,75.0,2,16.7,223,880,489,7,8,1,6,2,258,17,Matches
173,Jair Díaz,mx MEX,DF,Mazatlán,26-257,1998,22.7,1198,78,460,573,178,18,1198,23,13,56.5,10,43.5,612,3379,1975,34,35,2,19,7,717,34,Matches
174,Javairô Dilrosun,nl NED,"FW,MF",América,26-317,1998,11.7,564,6,68,222,281,30,564,46,17,37.0,27,58.7,375,2759,1391,49,40,18,32,6,409,88,Matches
175,Willer Ditta,co COL,DF,Cruz Azul,28-102,1997,32.7,2453,208,1033,1267,164,21,2453,19,11,57.9,8,42.1,1422,6998,3718,40,26,2,27,11,1655,23,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
176,Alexei Dominguez,mx MEX,"FW,MF",Pachuca,20-122,2005,1.9,106,0,10,48,50,4,106,6,1,16.7,5,83.3,67,436,219,7,4,1,10,2,68,12,Matches
177,Idekel Domínguez,mx MEX,DF,Atlas,24-337,2000,6.5,308,23,112,125,72,7,308,6,1,16.7,5,83.3,130,556,222,7,3,1,10,6,149,13,Matches
178,Joel Domínguez,mx MEX,MF,Monterrey,20-116,2005,0.0,6,1,2,3,1,1,6,0,0,,0,,2,3,0,0,0,0,0,0,3,0,Matches
179,Jose Domínguez,py PAR,DF,Querétaro,28-289,1996,20.5,953,186,576,364,17,8,953,11,6,54.5,4,36.4,469,1981,985,3,2,1,13,5,538,0,Matches
180,Juan Domínguez,mx MEX,"FW,MF",Toluca,26-187,1998,16.4,823,9,129,350,364,68,823,45,22,48.9,21,46.7,526,3283,1539,47,36,18,38,20,586,113,Matches
181,Julio Domínguez,mx MEX,DF,Atlético,37-178,1987,19.9,1249,164,666,558,31,12,1249,6,2,33.3,4,66.7,755,3438,1687,9,4,0,7,1,920,4,Matches
182,Misael Domínguez,mx MEX,"FW,MF",Querétaro,25-190,1999,0.9,41,0,3,14,24,0,41,7,3,42.9,4,57.1,19,118,40,1,6,0,1,3,26,6,Matches
183,Dória,br BRA,DF,Atlas,30-178,1994,29.0,1594,200,832,687,85,20,1594,7,4,57.1,3,42.9,771,3484,1922,8,10,0,14,5,897,9,Matches
184,Jonathan dos Santos,mx MEX,MF,América,35-009,1990,12.5,1027,53,262,647,129,6,1027,23,11,47.8,11,47.8,615,3124,1551,10,17,0,18,11,755,19,Matches
185,Rodrigo Dourado,br BRA,MF,Atlético,30-322,1994,32.7,1993,104,551,1263,197,45,1993,21,10,47.6,11,52.4,979,5059,2353,27,18,3,32,15,1247,30,Matches
186,Anderson Duarte,uy URU,"MF,FW",Toluca,21-043,2004,1.5,68,1,10,20,38,6,68,9,5,55.6,4,44.4,41,253,91,3,2,0,6,3,46,13,Matches
187,Anderson Duarte,uy URU,"FW,MF",Mazatlán,21-043,2004,6.5,168,2,13,72,87,18,168,28,7,25.0,20,71.4,106,603,221,5,9,2,15,19,110,39,Matches
188,Rubén Duarte,es ESP,DF,UNAM,29-199,1995,25.5,1723,108,624,965,148,10,1723,5,3,60.0,1,20.0,854,4007,2389,26,21,1,10,2,980,13,Matches
189,Jeyson Duran,mx MEX,MF,Cruz Azul,20-099,2005,0.1,7,0,0,3,4,0,7,0,0,,0,,6,54,9,1,0,0,2,0,7,1,Matches
190,Rafael Durán,mx MEX,"MF,FW",Puebla,27-258,1997,1.7,50,1,1,17,32,9,50,4,2,50.0,2,50.0,26,213,58,2,2,1,4,3,27,6,Matches
191,Emmanuel Echeverría,mx MEX,DF,Santos,21-213,2003,24.0,1369,69,436,626,322,28,1369,38,14,36.8,23,60.5,681,4066,2037,63,46,6,49,12,785,108,Matches
192,Rodrigo Echeverría,cl CHI,"MF,FW",León,30-018,1995,13.9,786,34,229,488,80,13,786,10,6,60.0,4,40.0,410,2140,951,9,8,0,15,5,522,21,Matches
193,Edson,br BRA,DF,FC Juárez,27-011,1998,5.8,403,27,148,205,59,0,403,8,4,50.0,4,50.0,191,1205,560,11,9,0,7,4,206,10,Matches
194,José Eduardo Castillo,mx MEX,DF,Pachuca,21-078,2004,1.0,71,0,14,44,13,2,71,1,1,100.0,0,0.0,38,145,76,2,0,1,2,0,43,3,Matches
195,Javier Eduardo López,mx MEX,"MF,FW",Pachuca,30-230,1994,4.7,310,0,19,153,138,19,310,13,6,46.2,7,53.8,199,889,461,14,10,6,11,5,240,33,Matches
196,Jorge Eduardo Sánchez,mx MEX,"DF,FW",Cruz Azul,27-146,1997,25.5,1672,68,410,721,556,77,1671,70,29,41.4,39,55.7,900,4812,2485,60,42,8,50,20,1022,181,Matches
197,Francisco Eduardo Venegas,mx MEX,DF,Querétaro,26-293,1998,21.5,1079,73,424,462,204,25,1079,8,1,12.5,7,87.5,496,2664,1599,29,15,3,6,5,597,37,Matches
198,Luis Enrique Quiñones,co COL,"FW,MF",Puebla,33-313,1991,15.2,836,3,55,405,391,50,835,67,28,41.8,36,53.7,511,2694,1144,32,30,10,46,38,640,102,Matches
199,Luis Enrique Quiñones,co COL,"FW,MF",UANL,33-313,1991,1.9,112,2,21,39,53,8,112,8,3,37.5,5,62.5,55,273,82,1,0,0,7,3,69,24,Matches
200,Robert Ergas,uy URU,DF,UNAM,27-110,1998,25.0,1392,41,299,577,535,40,1392,68,31,45.6,36,52.9,743,3962,1853,64,48,11,52,28,877,183,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
201,Carlos Ernesto Cisneros,mx MEX,"FW,MF",Guadalajara,31-248,1993,3.6,161,4,14,55,95,9,161,11,4,36.4,7,63.6,101,874,371,16,10,1,9,4,106,29,Matches
202,Carlos Ernesto Cisneros,mx MEX,"FW,MF",León,31-248,1993,2.2,86,0,6,33,49,7,86,9,2,22.2,6,66.7,56,366,135,6,5,2,4,2,66,17,Matches
203,Kevin Escamilla,mx MEX,"MF,DF",Querétaro,31-073,1994,22.1,1032,94,349,588,105,10,1032,8,7,87.5,1,12.5,463,2722,1124,5,13,0,16,9,569,11,Matches
204,Alonso Escoboza,mx MEX,"DF,MF",Mazatlán,32-103,1993,9.6,500,18,109,196,202,15,500,11,4,36.4,7,63.6,257,1391,769,26,16,6,8,2,279,44,Matches
205,Dagoberto Espinoza,mx MEX,"DF,MF",América,21-018,2004,11.0,644,33,202,283,164,10,644,27,15,55.6,12,44.4,341,1901,895,22,12,6,21,7,355,57,Matches
206,Luis Espinoza,mx MEX,"DF,FW",Santos,21-101,2004,1.8,97,4,28,49,20,2,97,1,1,100.0,0,0.0,49,226,105,2,1,1,5,1,50,11,Matches
207,Ángel Estrada,mx MEX,MF,León,22-105,2003,14.6,645,27,163,384,108,19,645,29,16,55.2,13,44.8,333,1493,520,9,11,1,26,17,411,27,Matches
208,Oscar Estupiñan,co COL,FW,FC Juárez,28-127,1996,21.1,601,21,53,339,213,71,599,21,5,23.8,14,66.7,303,1230,441,15,9,6,67,33,440,66,Matches
209,José Eulogio,mx MEX,GK,Pachuca,21-083,2004,2.0,43,41,43,0,0,0,43,0,0,,0,,19,93,56,0,0,0,0,0,16,0,Matches
210,Franco Fagúndez,uy URU,"MF,FW",Santos,24-290,2000,9.1,685,20,97,376,220,9,685,35,15,42.9,20,57.1,386,1967,812,14,22,2,18,16,451,28,Matches
211,Lorenzo Faravelli,ar ARG,MF,Cruz Azul,32-037,1993,23.1,1359,14,156,944,267,36,1359,20,14,70.0,6,30.0,793,3292,1467,22,25,2,30,21,1002,65,Matches
212,Juan Fedorco,ar ARG,DF,Puebla,24-158,2000,9.2,368,82,237,119,12,8,368,0,0,,0,,131,473,139,1,0,0,5,0,170,3,Matches
213,Carlos Felipe Rodríguez,mx MEX,GK,UANL,36-032,1989,3.0,82,67,82,0,0,0,82,0,0,,0,,37,143,86,0,0,0,0,0,36,0,Matches
214,Gabriel Fernández,uy URU,FW,Cruz Azul,30-357,1994,7.6,237,10,21,99,120,36,237,12,7,58.3,4,33.3,132,904,308,16,10,4,36,8,170,35,Matches
215,Joaquín Fernández,uy URU,DF,Tijuana,26-103,1999,2.2,103,3,35,40,29,0,103,0,0,,0,,44,174,33,1,2,0,1,1,52,5,Matches
216,Rafael Fernández,mx MEX,DF,Tijuana,24-273,2000,19.5,1446,107,604,716,136,12,1446,23,16,69.6,6,26.1,787,3484,1529,6,11,0,20,9,904,17,Matches
217,Gustavo Ferrareis,br BRA,"DF,MF",Puebla,29-123,1996,23.2,1151,72,316,553,304,25,1151,37,18,48.6,19,51.4,471,2693,1318,38,26,7,31,15,557,73,Matches
218,Álvaro Fidalgo,es ESP,MF,América,28-026,1997,23.8,2015,36,294,1192,559,52,2015,68,38,55.9,29,42.6,1380,8125,4271,106,68,17,29,36,1635,108,Matches
219,Sebastián Fierro,mx MEX,MF,León,23-261,2001,2.1,125,9,36,75,14,0,125,1,0,0.0,1,100.0,60,273,66,0,1,0,5,0,83,2,Matches
220,Iker Fimbres,mx MEX,MF,Monterrey,19-337,2005,14.3,909,10,126,497,291,28,909,37,19,51.4,18,48.6,614,3377,1440,33,29,5,24,14,692,55,Matches
221,Daniel Flores,us USA,DF,Guadalajara,21-359,2003,0.1,7,0,3,4,0,0,7,1,0,0.0,1,100.0,3,5,0,0,0,0,1,0,3,0,Matches
222,Jonathan Flores,mx MEX,DF,UNAM,18-295,2006,1.0,64,3,20,37,7,0,64,2,0,0.0,2,100.0,26,88,44,1,0,0,3,0,30,1,Matches
223,Leonardo Flores,mx MEX,"FW,MF",Atlas,22-014,2003,7.4,299,6,42,115,145,19,299,10,2,20.0,8,80.0,139,693,220,7,7,4,18,10,185,39,Matches
224,Marcelo Flores,mx MEX,"FW,MF",UANL,21-216,2003,11.3,632,10,42,237,359,51,632,48,19,39.6,29,60.4,427,2832,1201,50,27,14,33,24,482,135,Matches
225,Nicolas Fonseca,uy URU,MF,León,26-198,1998,13.3,777,23,189,512,84,4,777,9,7,77.8,2,22.2,424,1879,866,9,7,0,12,10,570,7,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
226,Alexis Francisco Peña,mx MEX,DF,Necaxa,29-112,1996,17.0,882,190,561,310,11,8,882,2,1,50.0,1,50.0,409,1876,978,2,0,1,5,0,510,5,Matches
227,Ramiro Franco,mx MEX,DF,Tijuana,21-192,2003,7.1,403,34,159,208,37,1,403,6,2,33.3,4,66.7,196,831,356,6,5,0,3,4,222,3,Matches
228,Ramiro Franco,mx MEX,DF,Mazatlán,21-192,2003,4.1,227,8,100,116,12,4,227,3,3,100.0,0,0.0,112,580,370,2,1,0,2,1,136,0,Matches
229,Adonis Frías,ar ARG,"DF,MF",León,27-049,1998,9.5,569,47,206,298,68,14,567,9,4,44.4,5,55.6,326,1863,1023,14,8,1,11,2,385,9,Matches
230,Raymundo Fulgencio,mx MEX,"FW,MF",Atlas,25-082,2000,11.7,614,2,63,305,260,11,614,32,17,53.1,12,37.5,337,2046,745,17,20,4,22,15,417,57,Matches
231,Raymundo Fulgencio,mx MEX,FW,UANL,25-082,2000,1.8,95,0,7,48,41,4,95,2,1,50.0,1,50.0,66,412,132,6,4,2,6,2,67,10,Matches
232,Rogelio Funes Mori,mx MEX,FW,UNAM,34-061,1991,13.3,405,8,25,200,182,49,405,11,4,36.4,7,63.6,247,980,340,14,5,8,37,18,321,82,Matches
233,Eduardo Gabriel,br BRA,DF,Pachuca,29-081,1996,14.4,745,77,384,341,26,15,745,3,2,66.7,1,33.3,386,1579,706,3,3,0,10,4,410,1,Matches
234,Benjamín Galdames,mx MEX,"MF,FW",Atlético,24-070,2001,5.6,431,6,60,185,196,12,431,39,15,38.5,23,59.0,268,1545,544,18,17,6,24,21,300,63,Matches
235,José Galindo,mx MEX,"DF,MF",UNAM,27-112,1998,0.6,26,2,12,13,1,1,26,0,0,,0,,6,12,5,0,0,0,0,0,11,0,Matches
236,Jesús Gallardo,mx MEX,DF,Toluca,30-263,1994,28.2,1825,98,526,788,522,65,1825,40,16,40.0,23,57.5,998,4864,2830,80,55,20,23,8,1139,209,Matches
237,Bryan Gamboa,mx MEX,"MF,FW",Cruz Azul,23-053,2002,0.4,22,0,8,9,6,1,22,2,0,0.0,2,100.0,15,62,4,0,0,0,6,1,15,4,Matches
238,Aitor García,es ESP,"FW,MF",FC Juárez,31-041,1994,4.7,232,7,40,94,102,19,232,20,9,45.0,11,55.0,148,1111,630,23,19,9,14,3,164,35,Matches
239,Amaury García,mx MEX,"MF,FW",Cruz Azul,23-137,2001,0.2,16,2,4,11,1,0,16,0,0,,0,,6,23,15,0,1,0,0,1,11,0,Matches
240,Brian García,mx MEX,DF,Toluca,27-186,1997,17.1,1160,46,335,540,299,31,1160,24,12,50.0,12,50.0,619,3850,1797,41,31,8,16,6,669,108,Matches
241,Denzell García,mx MEX,"DF,MF",FC Juárez,21-263,2003,16.6,1109,58,336,595,196,5,1109,37,18,48.6,19,51.4,447,2384,1057,12,7,2,29,21,516,22,Matches
242,Eduardo García,mx MEX,GK,Guadalajara,22-298,2002,2.0,67,53,67,0,0,0,67,0,0,,0,,37,172,98,0,0,0,0,0,29,0,Matches
243,Francisco García,mx MEX,FW,América,21-209,2003,0.2,6,0,0,2,4,1,6,0,0,,0,,5,20,6,0,1,0,1,0,5,2,Matches
244,Gael García,mx MEX,FW,Guadalajara,16-335,2008,0.0,4,0,0,4,0,0,4,0,0,,0,,3,32,15,1,0,0,0,0,4,1,Matches
245,Jorge García,mx MEX,"MF,FW",Cruz Azul,23-103,2002,0.9,37,2,6,22,9,2,37,1,0,0.0,1,100.0,25,118,69,1,2,1,1,2,28,5,Matches
246,José García,mx MEX,DF,FC Juárez,28-317,1996,14.3,821,144,531,285,9,5,821,2,1,50.0,1,50.0,436,2005,1018,1,1,0,3,1,493,1,Matches
247,Luan Garcia,br BRA,DF,Toluca,31-360,1993,24.5,1500,193,797,675,35,17,1500,8,8,100.0,0,0.0,928,4069,2115,11,5,0,5,2,1029,7,Matches
248,Luis García,mx MEX,"MF,FW",Puebla,32-041,1993,1.3,63,7,14,18,32,6,63,3,2,66.7,1,33.3,29,272,94,6,3,0,4,0,34,11,Matches
249,Mateo García,ar ARG,"MF,FW",Atlas,28-237,1996,4.5,282,4,51,154,80,9,282,21,10,47.6,9,42.9,160,1074,437,12,9,0,10,9,176,24,Matches
250,Miguel Garcia,mx MEX,"DF,MF",Atlético,23-203,2001,9.5,699,60,331,336,41,3,699,13,11,84.6,2,15.4,411,2523,1367,10,7,0,8,8,476,4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
251,Bryan Garnica,mx MEX,"FW,DF",Puebla,28-343,1996,2.3,125,5,19,54,54,3,125,11,2,18.2,7,63.6,65,365,156,6,5,2,10,3,74,17,Matches
252,Bryan Garnica,mx MEX,"FW,DF",Necaxa,28-343,1996,11.1,543,17,95,241,212,21,543,27,13,48.1,14,51.9,233,1184,593,17,7,5,15,11,292,70,Matches
253,César Garza,mx MEX,MF,Monterrey,19-308,2005,0.2,11,0,0,9,2,0,11,0,0,,0,,7,35,14,0,0,0,0,0,9,0,Matches
254,Jesús Garza,mx MEX,DF,UANL,24-333,2000,14.0,896,30,215,425,269,12,896,15,8,53.3,7,46.7,474,1879,942,17,19,0,22,5,523,79,Matches
255,Giorgos Giakoumakis,gr GRE,FW,Cruz Azul,30-147,1994,14.8,374,9,13,154,210,76,374,16,11,68.8,4,25.0,226,1008,350,13,10,8,35,21,303,74,Matches
256,André-Pierre Gignac,fr FRA,FW,UANL,39-151,1985,12.3,357,9,18,145,196,64,354,17,9,52.9,6,35.3,210,1134,464,18,9,7,25,8,265,71,Matches
257,Faber Gil,co COL,"FW,MF",Pachuca,30-052,1995,3.1,153,3,9,65,83,17,153,13,6,46.2,7,53.8,117,807,420,21,9,8,20,11,137,36,Matches
258,Said Godínez,mx MEX,MF,Mazatlán,20-191,2004,2.3,97,3,23,61,13,2,97,1,0,0.0,1,100.0,60,307,194,4,1,0,2,1,71,5,Matches
259,Alejandro Gómez,mx MEX,"DF,MF",Tijuana,23-094,2002,22.8,1489,107,546,734,218,26,1489,11,2,18.2,8,72.7,731,2847,1267,21,12,0,25,4,874,52,Matches
260,Diego Gómez,mx MEX,"MF,FW",Necaxa,21-237,2003,5.1,187,15,70,100,19,2,187,4,1,25.0,3,75.0,68,274,115,1,1,1,5,3,95,2,Matches
261,Emiliano Gómez,uy URU,"FW,MF",Puebla,23-229,2001,22.8,703,9,48,277,393,85,702,90,42,46.7,46,51.1,466,3293,1428,57,32,25,78,44,555,146,Matches
262,Luis Gómez,mx MEX,"DF,FW",Santos,18-123,2007,0.3,20,0,2,14,4,1,20,3,1,33.3,2,66.7,13,79,45,2,1,1,0,0,13,1,Matches
263,Miguel Gómez,mx MEX,DF,Guadalajara,22-218,2002,6.2,348,16,87,178,84,6,348,9,4,44.4,5,55.6,186,937,405,8,7,1,11,2,215,26,Matches
264,Jaime Gómez Valencia,mx MEX,"DF,MF",Querétaro,31-292,1993,11.8,586,37,190,294,109,4,586,21,10,47.6,11,52.4,329,1621,694,10,18,2,14,13,351,19,Matches
