Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
911,Pablo Fornals,es ESP,"MF,FW",Betis,es La Liga,29-071,1996,17.1,16,10,9,6,1,6,24,25.0,18,19,1,18,20,36,13,1,Matches
912,Omari Forson,eng ENG,"MF,DF",Monza,it Serie A,20-288,2004,1.3,2,2,1,1,0,1,2,50.0,1,2,0,2,0,2,0,0,Matches
913,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,37-048,1988,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,3,Matches
914,Héctor Fort,es ESP,DF,Barcelona,es La Liga,18-275,2006,6.0,13,8,6,4,3,10,15,66.7,5,11,0,11,7,20,14,0,Matches
915,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32-042,1993,24.9,48,31,29,13,6,24,36,66.7,12,21,5,16,16,64,84,1,Matches
916,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,27-112,1998,13.9,23,14,14,5,4,10,15,66.7,5,22,13,9,17,40,97,3,Matches
917,Fran,es ESP,GK,Real Madrid,es La Liga,19-314,2005,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
918,Matheus França,br BRA,"FW,MF",Crystal Palace,eng Premier League,21-033,2004,0.3,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
919,Alejandro Francés,es ESP,DF,Girona,es La Liga,22-276,2002,10.6,29,21,15,13,1,22,31,71.0,9,12,5,7,15,44,37,0,Matches
920,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,30-022,1995,15.4,32,21,17,10,5,19,30,63.3,11,10,2,8,19,51,28,0,Matches
921,Enric Franquesa,es ESP,"DF,FW",Leganés,es La Liga,28-067,1997,6.8,17,9,9,6,2,9,13,69.2,4,7,1,6,5,22,12,0,Matches
922,Ryan Fraser,sct SCO,"FW,DF",Southampton,eng Premier League,31-069,1994,3.4,6,2,2,4,0,4,6,66.7,2,1,1,0,1,7,9,0,Matches
923,Davide Frattesi,it ITA,MF,Inter,it Serie A,25-194,1999,13.6,17,8,6,10,1,10,18,55.6,8,12,4,8,5,22,14,1,Matches
924,Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,20-070,2005,1.0,4,2,2,2,0,0,1,0.0,1,0,0,0,1,5,4,0,Matches
925,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,24-027,2001,31.5,99,59,22,50,27,33,72,45.8,39,57,15,42,44,143,53,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
926,Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,27-120,1998,5.0,14,8,6,8,0,5,9,55.6,4,4,1,3,8,22,15,1,Matches
927,Remo Freuler,ch SUI,MF,Bologna,it Serie A,33-019,1992,32.0,72,36,26,37,9,32,72,44.4,40,35,4,31,35,107,54,1,Matches
928,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,27-049,1998,22.0,56,38,30,25,1,35,61,57.4,26,37,22,15,32,88,124,1,Matches
929,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,29-142,1995,11.0,15,9,12,3,0,9,16,56.3,7,16,12,4,5,20,57,0,Matches
930,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,24-145,2000,23.9,31,23,13,11,7,15,28,53.6,13,24,0,24,8,39,20,1,Matches
931,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,28-073,1997,24.7,35,19,15,13,7,12,40,30.0,28,20,0,20,17,52,20,1,Matches
932,Darío Fuentes,es ESP,DF,Sevilla,es La Liga,22-112,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
933,Chris Führich,de GER,"MF,FW",Stuttgart,de Bundesliga,27-115,1998,20.8,13,8,3,5,5,11,25,44.0,14,21,2,19,6,19,19,0,Matches
934,Shiō Fukuda,jp JPN,"FW,MF",Gladbach,de Bundesliga,21-026,2004,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
935,Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,28-257,1996,11.6,14,10,6,4,4,6,16,37.5,10,11,1,10,2,16,3,0,Matches
936,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,32-084,1993,6.5,2,2,0,1,1,2,3,66.7,1,1,0,1,0,2,12,0,Matches
937,Kyogo Furuhashi,jp JPN,FW,Rennes,fr Ligue 1,30-104,1995,1.4,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches
938,Manuel Fuster,es ESP,"FW,MF",Las Palmas,es La Liga,27-194,1997,8.8,16,8,3,8,5,14,26,53.8,12,13,3,10,4,20,14,0,Matches
939,Matteo Gabbia,it ITA,DF,Milan,it Serie A,25-195,1999,20.0,19,13,11,7,1,7,9,77.8,2,22,17,5,13,32,82,1,Matches
940,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,20-129,2004,0.9,0,0,0,0,0,0,0,,0,3,2,1,0,0,5,0,Matches
941,Alessandro Gabrielloni,it ITA,"FW,MF",Como,it Serie A,30-298,1994,1.6,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,1,0,Matches
942,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,24-364,2000,10.7,9,6,3,5,1,4,14,28.6,10,8,0,8,5,14,8,0,Matches
943,Roberto Gagliardini,it ITA,"MF,DF",Monza,it Serie A,31-027,1994,2.0,3,2,1,2,0,1,4,25.0,3,1,0,1,2,5,4,0,Matches
944,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,25-362,1999,18.1,26,14,5,12,9,11,23,47.8,12,19,2,17,11,37,16,1,Matches
945,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,30-166,1994,17.3,48,29,29,15,4,24,46,52.2,22,12,3,9,9,57,41,0,Matches
946,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,31-271,1993,13.2,33,20,11,16,6,18,28,64.3,10,8,3,5,11,44,9,2,Matches
947,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,25-087,2000,17.2,42,30,16,16,10,20,46,43.5,26,23,5,18,19,61,23,0,Matches
948,Antonino Gallo,it ITA,DF,Lecce,it Serie A,25-119,2000,26.0,63,41,44,15,4,32,59,54.2,27,29,3,26,20,83,112,0,Matches
949,Gauthier Gallon,fr FRA,GK,Rennes,fr Ligue 1,32-011,1993,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
950,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,35-192,1989,2.3,8,3,5,3,0,3,9,33.3,6,2,0,2,2,10,6,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
951,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,35-220,1989,31.0,124,74,57,51,16,54,90,60.0,36,45,9,36,44,168,30,1,Matches
952,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,26-077,1999,2.7,1,1,0,1,0,1,2,50.0,1,3,1,2,4,5,2,0,Matches
953,Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,it Serie A,28-316,1996,3.6,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,5,0,Matches
954,Facundo Garcés,ar ARG,DF,Alavés,es La Liga,25-241,1999,3.5,2,0,2,0,0,1,2,50.0,1,6,5,1,2,4,28,0,Matches
955,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,27-310,1997,14.4,10,6,3,5,2,5,12,41.7,7,10,1,9,8,18,22,1,Matches
956,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32-189,1992,25.2,31,22,19,8,4,12,28,42.9,16,30,0,30,30,61,39,1,Matches
957,Andrés García,es ESP,"DF,MF",Aston Villa,eng Premier League,22-086,2003,3.5,9,5,5,3,1,4,8,50.0,4,2,0,2,2,11,10,2,Matches
958,Eric García,es ESP,"MF,DF",Barcelona,es La Liga,24-115,2001,13.7,28,16,7,19,2,14,20,70.0,6,20,7,13,10,38,35,0,Matches
959,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,25-263,1999,19.3,36,24,22,10,4,19,33,57.6,14,21,4,17,23,59,61,1,Matches
960,Joan García,es ESP,GK,Espanyol,es La Liga,24-000,2001,33.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,17,4,Matches
961,Pablo Garcia,es ESP,FW,Betis,es La Liga,18-262,2006,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
962,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,31-294,1993,24.5,46,29,17,19,10,23,51,45.1,28,32,2,30,14,60,30,1,Matches
963,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,29-113,1996,8.6,14,11,7,5,2,4,13,30.8,9,5,1,4,8,22,17,0,Matches
964,Unai García,es ESP,DF,Osasuna,es La Liga,33-090,1992,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
965,Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,eng Premier League,20-307,2004,22.8,28,18,10,6,12,11,34,32.4,23,19,0,19,13,41,10,2,Matches
966,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,24-052,2001,14.7,41,27,24,15,2,19,35,54.3,16,15,3,12,17,58,36,0,Matches
967,Yarek Gasiorowski,es ESP,DF,Valencia,es La Liga,20-112,2005,10.5,19,16,16,3,0,9,13,69.2,4,17,6,11,26,45,60,0,Matches
968,Federico Gatti,it ITA,DF,Juventus,it Serie A,26-314,1998,24.3,28,23,18,8,2,14,24,58.3,10,27,18,9,18,46,73,2,Matches
969,Gavi,es ESP,"MF,FW",Barcelona,es La Liga,20-272,2004,9.9,19,15,4,11,4,10,18,55.6,8,13,1,12,10,29,5,0,Matches
970,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,33-122,1992,32.5,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,12,3,Matches
971,Jean-Philippe Gbamin,ci CIV,MF,Nantes,fr Ligue 1,29-221,1995,2.4,2,1,0,2,0,1,4,25.0,3,5,2,3,3,5,2,0,Matches
972,Mory Gbane,ci CIV,"DF,MF",Reims,fr Ligue 1,24-130,2000,10.5,18,10,14,4,0,11,21,52.4,10,11,9,2,17,35,78,1,Matches
973,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24-110,2001,23.9,28,15,6,14,8,12,30,40.0,18,20,0,20,5,33,4,1,Matches
974,David de Gea,es ESP,GK,Fiorentina,it Serie A,34-178,1990,31.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,10,0,Matches
975,Viggo Gebel,de GER,MF,RB Leipzig,de Bundesliga,17-163,2007,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
976,Lutsharel Geertruida,nl NED,DF,RB Leipzig,de Bundesliga,24-290,2000,16.3,35,24,24,11,0,15,31,48.4,16,15,4,11,16,51,56,4,Matches
977,Dennis Geiger,de GER,"MF,FW",Hoffenheim,de Bundesliga,26-328,1998,7.3,22,10,8,12,2,11,17,64.7,6,13,2,11,5,27,6,1,Matches
978,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,24-317,2000,2.0,2,2,1,0,1,1,1,100.0,0,3,1,2,2,4,1,0,Matches
979,Valentin Gendrey,fr FRA,DF,Hoffenheim,de Bundesliga,24-317,2000,15.7,30,12,19,9,2,11,18,61.1,7,19,5,14,15,45,53,0,Matches
980,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,25-348,1999,2.5,7,5,4,1,2,4,8,50.0,4,3,0,3,3,10,4,0,Matches
981,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,19-089,2006,1.1,2,0,2,0,0,2,3,66.7,1,0,0,0,1,3,1,0,Matches
982,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,de Bundesliga,31-052,1994,14.9,23,12,12,10,1,8,26,30.8,18,28,8,20,16,39,41,0,Matches
983,Max Geschwill,de GER,DF,Holstein Kiel,de Bundesliga,23-301,2001,13.7,26,21,13,12,1,14,19,73.7,5,14,9,5,27,53,50,1,Matches
984,Daniele Ghilardi,it ITA,DF,Hellas Verona,it Serie A,22-118,2003,19.5,38,23,24,14,0,22,37,59.5,15,25,12,13,23,61,88,0,Matches
985,Lautaro Gianetti,ar ARG,DF,Udinese,it Serie A,31-172,1993,9.6,22,10,16,5,1,14,20,70.0,6,20,10,10,15,37,46,1,Matches
986,Dimitris Giannoulis,gr GRE,DF,Augsburg,de Bundesliga,29-199,1995,26.4,44,29,26,15,3,25,42,59.5,17,45,11,34,42,86,69,0,Matches
987,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,eng Premier League,25-097,2000,27.2,39,18,14,19,6,15,30,50.0,15,14,4,10,18,57,27,1,Matches
988,Samuel Gigot,fr FRA,DF,Lazio,it Serie A,31-204,1993,6.6,3,2,1,2,0,0,1,0.0,1,6,4,2,13,16,29,0,Matches
989,Armin Gigovic,ba BIH,MF,Holstein Kiel,de Bundesliga,23-028,2002,19.4,22,10,12,7,3,4,19,21.1,15,17,1,16,19,41,30,0,Matches
990,Bryan Gil,es ESP,"FW,MF",Girona,es La Liga,24-082,2001,19.1,34,20,10,15,9,14,30,46.7,16,24,0,24,10,44,9,4,Matches
991,Mario Gila,es ESP,DF,Lazio,it Serie A,24-248,2000,27.2,51,36,32,17,2,34,49,69.4,15,19,13,6,25,76,106,3,Matches
992,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,23-327,2001,1.1,3,3,2,1,0,3,4,75.0,1,1,0,1,0,3,1,0,Matches
993,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,23-327,2001,10.5,19,11,8,6,5,8,16,50.0,8,6,1,5,6,25,18,0,Matches
994,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,28-074,1997,28.2,70,45,47,22,1,37,62,59.7,25,52,19,33,31,101,129,1,Matches
995,Santiago Giménez,mx MEX,FW,Milan,it Serie A,24-016,2001,6.7,5,3,0,4,1,3,4,75.0,1,3,1,2,1,6,11,0,Matches
996,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,21-019,2004,14.2,24,14,8,10,6,13,25,52.0,12,16,6,10,14,38,29,0,Matches
997,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,31-105,1994,25.5,27,16,14,10,3,14,25,56.0,11,32,20,12,14,41,129,5,Matches
998,Jamie Gittens,eng ENG,"FW,MF",Dortmund,de Bundesliga,20-269,2004,19.6,30,19,12,11,7,14,18,77.8,4,16,0,16,10,40,4,0,Matches
999,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,29-294,1995,12.7,19,11,6,6,7,8,12,66.7,4,11,0,11,6,25,9,0,Matches
1000,Ben Godfrey,eng ENG,DF,Ipswich Town,eng Premier League,27-109,1998,1.8,1,0,1,0,0,1,1,100.0,0,1,1,0,2,3,3,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1001,Ben Godfrey,eng ENG,DF,Atalanta,it Serie A,27-109,1998,0.3,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,Matches
1002,Martial Godo,eng ENG,FW,Fulham,eng Premier League,22-051,2003,0.2,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
1003,Saba Goglichidze,ge GEO,DF,Empoli,it Serie A,20-313,2004,26.3,63,37,35,25,3,25,50,50.0,25,34,16,18,33,96,92,3,Matches
1004,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,31-183,1993,26.1,31,19,18,8,5,11,16,68.8,5,18,9,9,27,58,91,3,Matches
1005,Michael Golding,eng ENG,MF,Leicester City,eng Premier League,18-346,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1006,Pierluigi Gollini,it ITA,GK,Genoa,it Serie A,30-047,1995,7.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,1,Matches
1007,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,28-339,1996,12.8,38,24,9,20,9,17,39,43.6,22,16,4,12,12,50,7,0,Matches
1008,André Gomes,pt POR,MF,Lille,fr Ligue 1,31-278,1993,14.2,27,13,9,11,7,11,31,35.5,20,7,1,6,6,33,11,2,Matches
1009,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,24-246,2000,8.2,10,6,4,4,2,2,12,16.7,10,0,0,0,0,10,2,0,Matches
1010,João Gomes,br BRA,MF,Wolves,eng Premier League,24-081,2001,30.9,105,62,53,48,4,42,102,41.2,60,42,4,38,25,130,32,0,Matches
1011,Rodrigo Gomes,pt POR,"DF,FW",Wolves,eng Premier League,21-301,2003,7.5,21,13,12,9,0,10,19,52.6,9,8,1,7,5,26,20,1,Matches
1012,Toti Gomes,pt POR,DF,Wolves,eng Premier League,26-108,1999,26.0,53,38,37,14,2,30,37,81.1,7,28,17,11,23,76,134,5,Matches
1013,Carlos Gómez,co COL,"MF,DF",Rennes,fr Ligue 1,22-234,2002,3.9,8,6,3,4,1,3,9,33.3,6,6,0,6,2,10,2,0,Matches
1014,Dani Gómez,es ESP,FW,Valencia,es La Liga,26-278,1998,5.9,3,2,0,0,3,0,0,,0,1,0,1,2,5,4,0,Matches
1015,Diego Gómez,py PAR,MF,Brighton,eng Premier League,22-038,2003,4.9,17,10,8,7,2,9,18,50.0,9,11,0,11,7,24,9,1,Matches
1016,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,27-346,1997,5.8,13,10,5,7,1,11,16,68.8,5,9,6,3,7,20,20,2,Matches
1017,Moi Gómez,es ESP,"MF,FW",Osasuna,es La Liga,30-315,1994,8.8,13,9,4,7,2,4,8,50.0,4,5,2,3,5,18,7,1,Matches
1018,Sergi Gómez,es ESP,DF,Espanyol,es La Liga,33-037,1992,7.2,8,5,7,1,0,2,3,66.7,1,12,8,4,7,15,36,0,Matches
1019,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,es La Liga,24-242,2000,27.5,65,37,25,28,12,27,52,51.9,25,40,2,38,17,82,27,2,Matches
1020,Unai Gómez,es ESP,"MF,FW",Athletic Club,es La Liga,21-344,2003,11.4,9,5,3,5,1,4,6,66.7,2,9,1,8,2,11,9,0,Matches
1021,Tidiam Gomis,fr FRA,"MF,DF",RB Leipzig,de Bundesliga,18-269,2006,0.9,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0,Matches
1022,Fabio González,es ESP,MF,Las Palmas,es La Liga,28-081,1997,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
1023,Nicolás González,es ESP,MF,Manchester City,eng Premier League,23-121,2002,7.2,15,6,5,6,4,6,11,54.5,5,9,0,9,5,20,17,0,Matches
1024,Nicolás González,ar ARG,"FW,MF",Juventus,it Serie A,27-028,1998,16.2,22,12,10,8,4,9,22,40.9,13,15,4,11,7,29,25,2,Matches
1025,Peter González,do DOM,"MF,FW",Getafe,es La Liga,22-283,2002,4.4,9,5,1,4,4,4,7,57.1,3,6,0,6,1,10,5,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1026,Urko González,es ESP,MF,Espanyol,es La Liga,24-045,2001,10.5,33,19,18,14,1,20,29,69.0,9,20,8,12,7,40,29,0,Matches
1027,Urko González,es ESP,MF,Real Sociedad,es La Liga,24-045,2001,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
1028,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,24-069,2001,24.4,31,17,9,18,4,12,34,35.3,22,24,2,22,6,37,9,2,Matches
1029,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,30-087,1995,13.5,20,11,5,12,3,10,20,50.0,10,21,4,17,17,37,22,1,Matches
1030,Mathieu Gorgelin,fr FRA,GK,Le Havre,fr Ligue 1,34-272,1990,13.0,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,8,2,Matches
1031,Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,28-273,1996,14.6,40,23,26,8,6,25,39,64.1,14,17,2,15,15,55,49,0,Matches
1032,Robin Gosens,de GER,DF,Fiorentina,it Serie A,30-303,1994,24.6,50,29,27,15,8,24,41,58.5,17,28,8,20,16,66,86,0,Matches
1033,Robin Gosens,de GER,DF,Union Berlin,de Bundesliga,30-303,1994,1.0,0,0,0,0,0,0,3,0.0,3,1,0,1,1,1,2,0,Matches
1034,Mario Götze,de GER,"MF,FW",Eint Frankfurt,de Bundesliga,32-335,1992,17.1,41,28,18,20,3,15,36,41.7,21,15,1,14,7,48,8,0,Matches
1035,Amine Gouiri,dz ALG,"FW,MF",Marseille,fr Ligue 1,25-077,2000,8.7,5,5,0,1,4,2,3,66.7,1,6,0,6,0,5,1,0,Matches
1036,Amine Gouiri,dz ALG,"MF,FW",Rennes,fr Ligue 1,25-077,2000,11.5,9,6,4,4,1,2,8,25.0,6,8,0,8,2,11,5,0,Matches
1037,Lucas Gourna-Douath,fr FRA,MF,Roma,it Serie A,21-272,2003,2.1,7,4,4,3,0,2,6,33.3,4,1,1,0,0,7,1,0,Matches
1038,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,33-298,1991,29.7,45,24,24,17,4,24,35,68.6,11,30,13,17,31,76,167,0,Matches
1039,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,26-116,1999,26.7,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,12,2,Matches
1040,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,32-161,1992,20.5,41,21,21,17,3,21,37,56.8,16,22,9,13,23,64,98,2,Matches
1041,José Gragera,es ESP,MF,Espanyol,es La Liga,24-155,2000,6.3,25,16,11,14,0,9,17,52.9,8,9,1,8,5,30,13,0,Matches
1042,Samuel Grandsir,fr FRA,"MF,FW",Le Havre,fr Ligue 1,28-263,1996,0.9,5,5,0,3,2,2,3,66.7,1,2,0,2,0,5,0,0,Matches
1043,Alberto Grassi,it ITA,MF,Empoli,it Serie A,30-058,1995,21.7,36,18,13,18,5,12,18,66.7,6,22,12,10,30,66,39,1,Matches
1044,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,22-353,2002,32.5,65,34,25,29,11,30,51,58.8,21,34,10,24,57,122,56,1,Matches
1045,Archie Gray,eng ENG,"DF,MF",Tottenham,eng Premier League,19-053,2006,15.5,12,6,3,6,3,6,16,37.5,10,19,10,9,12,24,39,2,Matches
1046,Jack Grealish,eng ENG,"FW,MF",Manchester City,eng Premier League,29-236,1995,8.0,9,5,4,2,3,2,5,40.0,3,12,2,10,2,11,5,1,Matches
1047,Jacob Greaves,eng ENG,DF,Ipswich Town,eng Premier League,24-234,2000,21.5,36,19,19,16,1,21,33,63.6,12,36,24,12,18,54,127,2,Matches
1048,Mason Greenwood,eng ENG,"FW,MF",Marseille,fr Ligue 1,23-215,2001,28.2,33,17,10,13,10,16,36,44.4,20,7,0,7,10,43,5,2,Matches
1049,Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,31-016,1994,6.9,3,2,1,0,2,0,4,0.0,4,2,1,1,0,3,10,0,Matches
1050,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,28-028,1997,27.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1051,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,34-044,1991,26.0,30,17,13,13,4,7,29,24.1,22,16,1,15,6,36,23,1,Matches
1052,Vincenzo Grifo,it ITA,"FW,MF",Freiburg,de Bundesliga,32-027,1993,24.2,22,17,10,11,1,11,30,36.7,19,22,2,20,7,29,19,1,Matches
1053,Florian Grillitsch,at AUT,MF,Valladolid,es La Liga,29-270,1995,5.3,8,6,5,3,0,5,13,38.5,8,10,1,9,4,12,5,1,Matches
1054,Florian Grillitsch,at AUT,MF,Hoffenheim,de Bundesliga,29-270,1995,6.7,15,9,5,9,1,8,14,57.1,6,6,2,4,8,23,18,0,Matches
1055,Álex Grimaldo,es ESP,"DF,MF",Leverkusen,de Bundesliga,29-226,1995,27.0,21,12,12,5,4,15,37,40.5,22,22,3,19,15,36,42,3,Matches
1056,Pascal Groß,de GER,"MF,DF",Dortmund,de Bundesliga,33-323,1991,25.0,44,28,11,26,7,15,49,30.6,34,43,12,31,9,53,27,1,Matches
1057,Brajan Gruda,de GER,"FW,MF",Brighton,eng Premier League,20-338,2004,5.6,14,6,6,5,3,7,14,50.0,7,8,0,8,2,16,5,1,Matches
1058,Marco Grüll,at AUT,"FW,MF",Werder Bremen,de Bundesliga,26-302,1998,12.2,10,7,1,3,6,3,16,18.8,13,14,2,12,3,13,9,0,Matches
1059,Albert Grønbaek,dk DEN,"FW,MF",Southampton,eng Premier League,23-346,2001,1.6,4,1,1,1,2,3,10,30.0,7,1,1,0,0,4,1,0,Matches
1060,Albert Grønbaek,dk DEN,"MF,FW",Rennes,fr Ligue 1,23-346,2001,9.0,21,11,10,7,4,10,28,35.7,18,9,1,8,4,25,6,0,Matches
1061,Vicente Guaita,es ESP,GK,Celta Vigo,es La Liga,38-114,1987,29.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20,1,Matches
1062,Sergi Guardiola,es ESP,FW,Rayo Vallecano,es La Liga,33-340,1991,4.0,5,3,0,5,0,2,3,66.7,1,1,0,1,1,6,2,0,Matches
1063,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,es La Liga,33-169,1991,24.0,37,20,12,21,4,18,29,62.1,11,26,10,16,25,62,81,0,Matches
1064,Gabriel Gudmundsson,se SWE,DF,Lille,fr Ligue 1,26-005,1999,18.5,34,23,13,15,6,21,34,61.8,13,15,5,10,15,49,38,3,Matches
1065,Gonçalo Guedes,pt POR,"MF,FW",Wolves,eng Premier League,28-156,1996,8.7,14,4,2,5,7,3,15,20.0,12,9,0,9,5,19,3,0,Matches
1066,Axel Gueguin,fr FRA,FW,Montpellier,fr Ligue 1,20-041,2005,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
1067,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,24-295,2000,32.0,56,31,32,22,2,30,45,66.7,15,53,22,31,25,81,148,2,Matches
