Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 30_level_0
2424,Lewis Orford,eng ENG,MF,West Ham,eng Premier League,19-075,2006,2,49,25,1.6,0.5,0,,0,2,25,3,0.00,0,1,-1,-1.84,-1.30,0.6,1.2,-0.6,-1.08,-0.75,Matches
2425,Gaetano Oristanio,it ITA,"FW,MF",Venezia,it Serie A,22-218,2002,34,2188,64,69.5,24.3,27,73,4,7,33,1,0.74,16,33,-17,-0.70,-0.33,20.5,38.6,-18.0,-0.74,-0.52,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
2426,Aimar Oroz,es ESP,"MF,FW",Osasuna,es La Liga,23-158,2001,33,2609,79,85.3,29.0,31,82,13,2,29,0,1.33,41,38,+3,+0.10,+2.30,34.6,39.8,-5.2,-0.18,+0.88,Matches
2427,Riccardo Orsolini,it ITA,FW,Bologna,it Serie A,28-100,1997,26,1606,62,52.5,17.8,20,73,5,6,24,3,1.65,29,18,+11,+0.62,+0.37,23.8,17.4,+6.4,+0.36,-0.08,Matches
2428,Stefan Ortega,de GER,GK,Manchester City,eng Premier League,32-179,1992,13,1100,85,34.9,12.2,12,90,12,1,20,22,1.69,23,18,+5,+0.41,-0.43,19.1,19.0,+0.1,+0.01,-0.72,Matches
2429,Ángel Ortíz,es ESP,DF,Betis,es La Liga,20-283,2004,4,344,86,11.6,3.8,4,86,3,0,,0,1.75,8,5,+3,+0.78,+0.58,4.7,4.6,+0.1,+0.03,-0.29,Matches
2430,Eneko Ortiz,es ESP,MF,Alavés,es La Liga,21-343,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2431,Pedro Ortiz,es ESP,MF,Sevilla,es La Liga,24-258,2000,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
2432,Asier Osambela,es ESP,MF,Osasuna,es La Liga,21-085,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
2433,Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,es La Liga,19-290,2005,9,257,29,8.7,2.9,1,90,1,8,21,19,0.56,2,3,-1,-0.35,+0.01,4.5,3.6,+0.9,+0.31,+0.51,Matches
2434,Gabriel Osho,ng NGA,DF,Auxerre,fr Ligue 1,26-263,1998,19,1564,82,56.1,17.4,19,82,15,0,,5,1.47,25,21,+4,+0.23,+0.52,24.1,25.8,-1.7,-0.10,+0.76,Matches
2435,Yordan Osorio,ve VEN,DF,Parma,it Serie A,30-359,1994,3,172,57,5.5,1.9,2,77,1,1,18,4,0.33,2,7,-5,-2.62,-2.34,3.3,4.3,-1.0,-0.54,-0.14,Matches
2436,Patrick Osterhage,de GER,MF,Freiburg,de Bundesliga,25-092,2000,28,2087,75,74.8,23.2,25,82,15,3,12,1,1.71,31,34,-3,-0.13,-0.13,31.7,30.2,+1.5,+0.06,0.00,Matches
2437,William Osula,dk DEN,FW,Newcastle Utd,eng Premier League,21-273,2003,12,104,9,3.4,1.2,0,,0,12,9,22,1.50,1,3,-2,-1.73,-2.43,1.7,2.8,-1.1,-0.95,-1.46,Matches
2438,Jibril Othman,tn TUN,FW,Saint-Étienne,fr Ligue 1,21-008,2004,1,5,5,0.2,0.1,0,,0,1,5,0,0.00,0,0,0,0.00,+1.28,0.0,0.1,-0.1,-1.10,-0.02,Matches
2439,Sebastian Otoa,dk DEN,DF,Genoa,it Serie A,20-356,2004,1,21,21,0.7,0.2,1,21,0,0,,5,0.00,0,0,0,0.00,+0.36,0.2,0.1,0.0,+0.19,+0.42,Matches
2440,David Otorbi,es ESP,MF,Valencia,es La Liga,17-200,2007,1,14,14,0.5,0.2,0,,0,1,14,1,0.00,0,0,0,0.00,+0.33,0.0,0.3,-0.3,-2.00,-1.75,Matches
2441,Dango Ouattara,bf BFA,FW,Bournemouth,eng Premier League,23-082,2002,32,2005,63,63.7,22.3,21,81,7,11,27,0,1.56,36,23,+13,+0.58,+0.58,35.9,31.2,+4.7,+0.21,-0.58,Matches
2442,Guimissongui Ouattara,fr FRA,"DF,FW",Strasbourg,fr Ligue 1,19-194,2005,16,459,29,15.9,5.1,3,83,1,13,16,5,1.63,10,5,+5,+0.98,+0.65,8.3,8.9,-0.7,-0.13,+0.07,Matches
2443,Kassoum Ouattara,fr FRA,"DF,FW",Monaco,fr Ligue 1,20-202,2004,12,391,33,13.6,4.3,5,64,0,7,10,13,1.50,8,6,+2,+0.46,-0.34,6.9,6.6,+0.3,+0.06,-1.32,Matches
2444,Remi Oudin,fr FRA,"MF,FW",Lecce,it Serie A,28-167,1996,11,299,27,9.5,3.3,3,53,0,8,18,8,0.82,2,8,-6,-1.81,-0.95,4.0,3.8,+0.2,+0.07,+0.77,Matches
2445,Assan Ouedraogo,de GER,MF,RB Leipzig,de Bundesliga,18-360,2006,3,50,17,1.7,0.6,0,,0,3,17,0,0.33,1,2,-1,-1.80,-2.02,0.8,0.3,+0.5,+0.88,+1.06,Matches
2446,Salah Oulad M'Hand,nl NED,MF,Arsenal,eng Premier League,21-257,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2447,Zinédine Ould Khaled,fr FRA,MF,Angers,fr Ligue 1,25-110,2000,7,248,35,8.9,2.8,3,58,0,4,19,9,0.43,1,6,-5,-1.81,-1.25,1.3,6.1,-4.8,-1.74,-1.25,Matches
2448,Cheick Oumar Conde,gn GUI,MF,Venezia,it Serie A,24-282,2000,8,144,18,4.6,1.6,1,66,0,7,11,8,0.88,0,2,-2,-1.25,-0.68,1.6,2.6,-1.0,-0.62,-0.04,Matches
2449,Jesús Owono,gq EQG,GK,Alavés,es La Liga,24-064,2001,6,487,81,15.9,5.4,5,90,5,1,37,22,0.83,5,7,-2,-0.37,-0.05,5.4,4.4,+1.0,+0.18,+0.37,Matches
2450,Augusto Owusu,it ITA,DF,Juventus,it Serie A,20-096,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
2451,Beres Owusu,fr FRA,DF,Saint-Étienne,fr Ligue 1,21-227,2003,1,90,90,3.1,1.0,1,90,1,0,,1,0.00,0,1,-1,-1.00,+0.29,0.4,2.0,-1.5,-1.51,-0.44,Matches
2452,Elisha Owusu,gh GHA,MF,Auxerre,fr Ligue 1,27-178,1997,26,2183,84,78.2,24.3,26,84,15,0,,0,1.23,33,34,-1,-0.04,-0.19,27.8,40.6,-12.8,-0.53,-0.42,Matches
2453,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,es La Liga,28-013,1997,30,1919,64,64.6,21.3,24,73,6,6,27,2,1.37,21,18,+3,+0.14,+0.83,24.9,19.2,+5.7,+0.27,+0.75,Matches
2454,Daniel Oyegoke,eng ENG,DF,Hellas Verona,it Serie A,22-121,2003,5,103,21,3.3,1.1,0,,0,5,21,8,0.80,1,2,-1,-0.87,+0.07,1.9,1.3,+0.6,+0.54,+1.13,Matches
2455,Salih Özcan,tr TUR,MF,Wolfsburg,de Bundesliga,27-113,1998,11,353,32,12.3,3.9,3,75,2,8,16,7,1.55,5,7,-2,-0.51,-0.62,7.5,6.4,+1.1,+0.29,+0.52,Matches
2456,Salih Özcan,tr TUR,MF,Dortmund,de Bundesliga,27-113,1998,10,382,38,13.3,4.2,3,79,1,7,21,3,2.20,9,6,+3,+0.71,+0.27,8.5,4.1,+4.5,+1.05,+0.57,Matches
2457,Cenk Özkacar,tr TUR,DF,Valladolid,es La Liga,24-210,2000,7,442,63,14.4,4.9,5,75,4,2,35,17,0.14,3,12,-9,-1.83,-0.15,3.7,7.9,-4.2,-0.86,+0.10,Matches
2458,Cenk Özkacar,tr TUR,DF,Valencia,es La Liga,24-210,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2459,Nico O’Reilly,eng ENG,DF,Manchester City,eng Premier League,20-044,2005,8,513,64,16.3,5.7,6,82,4,2,12,19,2.75,12,3,+9,+1.58,+1.07,10.5,5.5,+5.1,+0.89,+0.49,Matches
2460,Fernando Pacheco,es ESP,GK,Espanyol,es La Liga,32-351,1992,0,,,,,0,,0,0,,25,,,,,,,,,,,,Matches
2461,Jon Pacheco,es ESP,DF,Real Sociedad,es La Liga,24-116,2001,13,764,59,25.7,8.5,8,79,6,5,27,11,0.92,4,11,-7,-0.82,-0.91,6.2,10.5,-4.3,-0.51,-0.69,Matches
2462,Willian Pacho,ec ECU,DF,Paris S-G,fr Ligue 1,23-200,2001,27,2042,76,70.9,22.7,22,86,19,5,29,3,2.44,61,24,+37,+1.63,+0.02,61.1,21.6,+39.4,+1.74,+0.17,Matches
2463,Daniele Padelli,it ITA,GK,Udinese,it Serie A,39-191,1985,1,90,90,2.9,1.0,1,90,1,0,,34,3.00,1,0,+1,+1.00,+1.35,2.3,0.8,+1.4,+1.42,+1.81,Matches
2464,Alex Padilla,es ESP,GK,Athletic Club,es La Liga,21-245,2003,5,321,64,10.8,3.6,3,90,3,2,26,8,1.00,4,6,-2,-0.56,-1.44,4.8,5.6,-0.8,-0.21,-0.78,Matches
2465,Simone Pafundi,it ITA,"MF,DF",Udinese,it Serie A,19-079,2006,8,100,13,3.2,1.1,0,,0,8,13,8,0.75,2,2,0,0.00,+0.32,1.9,2.4,-0.5,-0.46,-0.13,Matches
2466,Filippo Pagnucco,it ITA,DF,Juventus,it Serie A,19-084,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2467,Exequiel Palacios,ar ARG,MF,Leverkusen,de Bundesliga,26-211,1998,21,1006,48,36.1,11.2,10,83,5,11,16,6,2.19,24,13,+11,+0.98,-0.02,18.5,11.8,+6.7,+0.60,-0.18,Matches
2468,Tomás Palacios,ar ARG,DF,Monza,it Serie A,22-006,2003,6,302,50,9.9,3.4,3,87,2,3,14,6,0.00,1,9,-8,-2.38,-1.54,2.3,5.7,-3.5,-1.03,-0.43,Matches
2469,Tomás Palacios,ar ARG,DF,Inter,it Serie A,22-006,2003,2,11,6,0.3,0.1,0,,0,2,6,15,3.00,0,0,0,0.00,-1.15,0.0,0.0,0.0,+0.08,-0.78,Matches
2470,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,es La Liga,30-128,1994,31,1804,58,59.0,20.0,21,76,7,10,21,0,1.35,21,24,-3,-0.15,+0.07,23.5,24.8,-1.3,-0.07,+0.16,Matches
2471,Alberto Paleari,it ITA,GK,Torino,it Serie A,32-248,1992,1,90,90,2.9,1.0,1,90,1,0,,34,0.00,2,3,-1,-1.00,-1.00,0.7,2.0,-1.4,-1.35,-1.01,Matches
2472,Marco Palestra,it ITA,DF,Atalanta,it Serie A,20-062,2005,7,104,15,3.4,1.2,0,,0,7,15,22,1.86,1,1,0,0.00,-1.10,1.8,1.6,+0.3,+0.21,-0.50,Matches
2473,João Palhinha,pt POR,MF,Bayern Munich,de Bundesliga,29-299,1995,16,665,42,23.1,7.4,6,73,3,10,23,5,2.56,27,10,+17,+2.30,+0.51,19.6,5.7,+13.9,+1.88,+0.23,Matches
2474,Nicolas Pallois,fr FRA,DF,Nantes,fr Ligue 1,37-227,1987,24,1863,78,66.8,20.7,21,88,19,3,5,5,1.13,26,37,-11,-0.53,-0.14,25.0,38.3,-13.3,-0.64,-0.21,Matches
2475,Matteo Palma,de GER,DF,Udinese,it Serie A,17-052,2008,0,,,,,0,,0,0,,20,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
2476,Alex Palmer,eng ENG,GK,Ipswich Town,eng Premier League,28-267,1996,11,990,90,31.4,11.0,11,90,11,0,,0,0.55,13,27,-14,-1.27,-0.15,9.0,21.5,-12.5,-1.14,-0.07,Matches
2477,Cole Palmer,eng ENG,MF,Chelsea,eng Premier League,22-363,2002,33,2831,86,92.5,31.5,32,87,22,1,32,0,1.82,58,38,+20,+0.64,+1.03,59.1,40.1,+19.1,+0.61,+0.67,Matches
2478,Emerson Palmieri,it ITA,DF,West Ham,eng Premier League,30-274,1994,29,2015,69,65.8,22.4,25,76,6,4,28,3,1.10,31,40,-9,-0.40,+0.46,26.8,35.8,-9.1,-0.40,-0.16,Matches
2479,Joaquín Panichelli,ar ARG,FW,Alavés,es La Liga,22-209,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2480,Mats Pannewig,de GER,MF,Bochum,de Bundesliga,20-188,2004,12,146,12,5.1,1.6,1,45,0,11,9,14,0.08,0,5,-5,-3.08,-2.16,2.2,5.7,-3.5,-2.19,-1.60,Matches
2481,Christos Papadopoulos,gr GRE,MF,Genoa,it Serie A,20-184,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2482,Christos Papadopoulos,gr GRE,MF,Juventus,it Serie A,20-184,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2483,Lysandros Papastylianou,cy CYP,FW,Genoa,it Serie A,19-156,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2484,Lucas Paquetá,br BRA,"MF,FW",West Ham,eng Premier League,27-250,1997,30,2257,75,73.8,25.1,26,82,16,4,32,0,0.90,31,48,-17,-0.68,-0.45,27.5,41.4,-13.8,-0.55,-0.77,Matches
2485,Aitor Paredes,es ESP,DF,Athletic Club,es La Liga,25-005,2000,20,1542,77,51.9,17.1,18,84,13,2,15,9,1.60,31,17,+14,+0.82,+0.19,24.7,17.6,+7.2,+0.42,-0.13,Matches
2486,Kevin Paredes,us USA,DF,Wolfsburg,de Bundesliga,21-362,2003,2,123,62,4.3,1.4,2,62,0,0,,3,0.50,1,3,-2,-1.46,-1.56,1.6,3.3,-1.8,-1.29,-1.17,Matches
2487,Leandro Paredes,ar ARG,MF,Roma,it Serie A,30-309,1994,20,1207,60,39.4,13.4,13,81,9,7,21,11,1.90,27,11,+16,+1.19,+1.14,19.8,14.2,+5.6,+0.42,+0.06,Matches
2488,Daniel Parejo,es ESP,MF,Villarreal,es La Liga,36-018,1989,32,2092,65,68.4,23.2,24,79,11,8,24,0,1.75,48,33,+15,+0.65,+0.83,41.3,27.4,+13.9,+0.60,+0.20,Matches
2489,Iago Parente,es ESP,DF,Valladolid,es La Liga,19-068,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2490,Fabiano Parisi,it ITA,"DF,MF",Fiorentina,it Serie A,24-176,2000,23,938,41,30.7,10.4,9,72,2,14,21,11,1.43,12,11,+1,+0.10,-0.67,11.9,13.3,-1.4,-0.14,-0.45,Matches
2491,Thomas Partey,gh GHA,"MF,DF",Arsenal,eng Premier League,31-325,1993,32,2527,79,80.2,28.1,28,88,22,4,19,2,1.88,47,27,+20,+0.71,-1.17,38.2,25.8,+12.4,+0.44,-1.30,Matches
2492,Mario Pašalić,hr CRO,MF,Atalanta,it Serie A,30-084,1995,30,1823,61,59.6,20.3,22,75,8,8,22,4,1.87,33,18,+15,+0.74,-0.79,33.3,24.0,+9.3,+0.46,-0.59,Matches
2493,Álvaro Pascual,es ESP,FW,Sevilla,es La Liga,23-123,2002,3,115,38,3.9,1.3,0,,0,3,38,2,1.00,2,0,+2,+1.57,+1.91,0.5,0.6,-0.1,-0.20,+0.04,Matches
2494,Felix Passlack,de GER,"DF,MF",Bochum,de Bundesliga,26-340,1998,29,2199,76,76.4,24.4,28,78,13,1,10,0,0.62,19,50,-31,-1.27,-1.00,25.9,43.9,-18.1,-0.74,-0.31,Matches
2495,Patric,es ESP,DF,Lazio,it Serie A,32-017,1993,10,607,61,19.8,6.7,5,89,4,5,32,9,1.40,13,14,-1,-0.15,-0.63,10.8,9.4,+1.4,+0.21,-0.27,Matches
2496,Rui Patrício,pt POR,GK,Atalanta,it Serie A,37-078,1988,2,180,90,5.9,2.0,2,90,2,0,,30,2.00,6,1,+5,+2.50,+1.53,5.2,2.2,+2.9,+1.46,+0.81,Matches
2497,Luan Patrick,br BRA,DF,Hellas Verona,it Serie A,23-104,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
2498,Nathan Patterson,sct SCO,DF,Everton,eng Premier League,23-200,2001,10,347,35,11.0,3.9,3,73,0,7,18,15,1.20,4,6,-2,-0.52,-0.36,3.5,4.4,-0.9,-0.24,-0.07,Matches
2499,Jordi Paulina,nl NED,FW,Dortmund,de Bundesliga,20-223,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2500,Benjamin Pavard,fr FRA,DF,Inter,it Serie A,29-037,1996,23,1584,69,50.3,17.6,18,80,13,5,29,7,1.96,28,16,+12,+0.68,-0.93,28.9,17.1,+11.8,+0.67,-0.39,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
2501,Anthony Pavlesic,au AUS,GK,Bayern Munich,de Bundesliga,19-093,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2502,Aleksandar Pavlovic,de GER,MF,Bayern Munich,de Bundesliga,21-001,2004,19,1332,70,46.3,14.8,17,75,7,2,25,3,2.32,44,12,+32,+2.16,+0.48,31.8,11.2,+20.7,+1.40,-0.56,Matches
2503,Strahinja Pavlović,rs SRB,DF,Milan,it Serie A,23-345,2001,20,1530,77,50.0,17.0,17,89,16,3,8,13,1.55,27,20,+7,+0.41,-0.06,30.1,21.2,+8.8,+0.52,-0.11,Matches
2504,Leonardo Pavoletti,it ITA,"FW,MF",Cagliari,it Serie A,36-159,1988,25,426,17,13.5,4.7,1,74,0,24,15,6,1.00,5,5,0,0.00,+0.50,9.4,5.6,+3.8,+0.79,+1.25,Matches
2505,Martín Payero,ar ARG,MF,Udinese,it Serie A,26-235,1998,24,1319,55,41.9,14.7,15,75,4,9,22,2,1.13,14,19,-5,-0.34,-0.05,14.0,18.8,-4.8,-0.33,+0.02,Matches
2506,Nicolas Pays,fr FRA,"FW,MF",Montpellier,fr Ligue 1,21-270,2003,9,447,50,16.0,5.0,4,82,1,5,24,2,0.00,1,13,-12,-2.42,-1.07,4.0,11.1,-7.1,-1.43,-0.69,Matches
2507,Nicolás Paz,ar ARG,"MF,FW",Como,it Serie A,20-238,2004,32,2428,76,77.1,27.0,27,85,16,5,26,1,1.38,36,34,+2,+0.07,+0.70,32.4,28.5,+3.9,+0.15,+0.37,Matches
2508,Myles Peart-Harris,eng ENG,MF,Brentford,eng Premier League,22-228,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2509,Mads Pedersen,dk DEN,DF,Augsburg,de Bundesliga,28-245,1996,7,235,34,8.4,2.6,2,68,1,5,20,4,1.00,4,8,-4,-1.53,-1.36,3.0,6.3,-3.3,-1.27,-0.93,Matches
2510,Marcus Pedersen,no NOR,DF,Torino,it Serie A,24-292,2000,28,1356,48,43.0,15.1,15,71,5,13,23,5,1.00,14,18,-4,-0.27,-0.42,12.7,20.0,-7.3,-0.48,-0.19,Matches
2511,Alfonso Pedraza,es ESP,"DF,MF",Villarreal,es La Liga,29-025,1996,9,281,31,9.2,3.1,2,79,1,7,18,1,1.56,2,4,-2,-0.64,-1.13,4.5,4.3,+0.2,+0.06,-0.52,Matches
2512,Pedri,es ESP,MF,Barcelona,es La Liga,22-160,2002,33,2574,78,84.1,28.6,31,82,13,2,21,0,2.30,67,26,+41,+1.43,-1.71,62.2,28.6,+33.6,+1.17,-1.33,Matches
2513,Pedro,es ESP,"FW,MF",Lazio,it Serie A,37-280,1987,26,960,37,31.4,10.7,6,66,0,20,28,6,1.85,22,17,+5,+0.47,+0.17,18.7,10.7,+8.0,+0.75,+0.46,Matches
2514,Kévin Pedro,fr FRA,DF,Saint-Étienne,fr Ligue 1,19-072,2006,1,10,10,0.3,0.1,0,,0,1,10,3,0.00,0,0,0,0.00,+1.29,0.0,0.1,-0.1,-0.55,+0.54,Matches
2515,Adrià Pedrosa,es ESP,DF,Sevilla,es La Liga,26-356,1998,27,2027,75,68.2,22.5,24,83,14,3,12,2,1.11,22,24,-2,-0.09,+0.58,23.3,26.3,-3.1,-0.14,+0.33,Matches
2516,Jordan Pefok,us USA,FW,Reims,fr Ligue 1,29-008,1996,5,237,47,8.2,2.6,4,57,0,1,9,0,1.40,2,1,+1,+0.38,+0.79,2.2,3.6,-1.4,-0.52,+0.08,Matches
2517,Jordan Pefok,us USA,FW,Union Berlin,de Bundesliga,29-008,1996,18,908,50,31.5,10.1,10,72,3,8,24,2,1.11,7,11,-4,-0.40,+0.06,11.6,11.5,+0.2,+0.02,+0.44,Matches
2518,Christian Pehlivanov,bg BUL,DF,Lecce,it Serie A,18-184,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2519,David Pejičić,si SVN,MF,Udinese,it Serie A,17-324,2007,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2520,Pejiño,es ESP,FW,Las Palmas,es La Liga,28-279,1996,1,16,16,0.5,0.2,0,,0,1,16,7,1.00,0,0,0,0.00,+0.47,0.1,0.1,0.0,-0.22,+0.57,Matches
2521,Pietro Pellegri,it ITA,FW,Torino,it Serie A,24-048,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2522,Pietro Pellegri,it ITA,FW,Empoli,it Serie A,24-048,2001,11,414,38,13.5,4.6,5,60,0,6,19,2,1.36,3,6,-3,-0.65,+0.16,2.1,5.6,-3.5,-0.75,-0.31,Matches
2523,Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,28-319,1996,24,1581,66,51.7,17.6,19,74,6,5,35,8,1.67,16,22,-6,-0.34,-1.74,22.4,22.2,+0.2,+0.01,-0.77,Matches
2524,Luca Pellegrini,it ITA,DF,Lazio,it Serie A,26-058,1999,19,890,47,29.1,9.9,8,83,6,11,21,5,1.84,18,13,+5,+0.51,+0.22,16.7,9.4,+7.3,+0.74,+0.43,Matches
2525,Mateo Pellegrino,ar ARG,FW,Parma,it Serie A,24-064,2001,10,499,50,15.8,5.5,5,75,1,5,24,2,1.20,8,2,+6,+1.08,+1.76,5.0,3.5,+1.4,+0.26,+0.79,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
2526,Théo Pellenard,fr FRA,DF,Auxerre,fr Ligue 1,31-061,1994,2,45,23,1.6,0.5,0,,0,2,23,10,3.00,1,0,+1,+2.00,+2.03,0.3,0.7,-0.4,-0.84,-0.41,Matches
2527,Andy Pelmard,fr FRA,DF,Lecce,it Serie A,25-053,2000,3,129,43,4.1,1.4,1,90,1,2,20,13,0.33,0,4,-4,-2.79,-1.93,0.8,3.9,-3.1,-2.15,-1.58,Matches
2528,Andy Pelmard,fr FRA,DF,Las Palmas,es La Liga,25-053,2000,4,205,51,6.7,2.3,2,75,1,2,28,2,0.25,3,3,0,0.00,+0.50,2.8,4.0,-1.2,-0.53,+0.28,Matches
2529,Timothee Pembele,fr FRA,DF,Le Havre,fr Ligue 1,22-237,2002,17,1037,61,37.2,11.5,12,82,9,5,10,10,1.00,12,28,-16,-1.39,-0.62,13.1,23.5,-10.4,-0.90,-0.30,Matches
2530,Faris Pemi Moumbagna,cm CMR,FW,Marseille,fr Ligue 1,24-307,2000,1,8,8,0.3,0.1,0,,0,1,8,3,3.00,0,0,0,0.00,-0.74,0.0,0.0,0.0,0.00,-0.43,Matches
2531,Iñaki Peña,es ESP,GK,Barcelona,es La Liga,26-063,1999,15,1306,87,42.7,14.5,14,90,14,1,46,19,1.60,33,18,+15,+1.03,-1.17,34.9,19.1,+15.8,+1.09,-0.52,Matches
2532,Rubén Peña,es ESP,"FW,DF",Osasuna,es La Liga,33-290,1991,23,682,30,22.3,7.6,6,68,1,17,16,9,1.22,7,11,-4,-0.53,-0.38,8.9,12.2,-3.3,-0.44,-0.17,Matches
2533,Nicolas Pépé,ci CIV,"FW,MF",Villarreal,es La Liga,29-340,1995,24,1227,51,40.1,13.6,12,78,4,12,24,0,1.96,24,20,+4,+0.29,-0.15,22.4,19.9,+2.5,+0.18,-0.58,Matches
2534,Peque,es ESP,"MF,FW",Sevilla,es La Liga,22-212,2002,22,971,44,32.7,10.8,12,72,1,10,11,10,1.09,13,13,0,0.00,+0.41,11.8,12.6,-0.8,-0.07,+0.25,Matches
2535,Sergiu Perciun,md MDA,"FW,MF",Torino,it Serie A,19-011,2006,2,60,30,1.9,0.7,0,,0,2,30,3,2.00,2,0,+2,+3.00,+3.09,1.7,0.6,+1.1,+1.71,+2.13,Matches
2536,Óscar Perea,co COL,MF,Strasbourg,fr Ligue 1,19-219,2005,1,7,7,0.2,0.1,0,,0,1,7,10,0.00,1,1,0,0.00,-0.44,0.1,0.0,+0.1,+0.87,+1.06,Matches
2537,Andreas Pereira,br BRA,MF,Fulham,eng Premier League,29-123,1996,31,1879,61,59.7,20.9,23,74,3,8,22,1,1.48,30,28,+2,+0.10,+0.02,28.0,23.9,+4.0,+0.19,+0.09,Matches
2538,Everton Pereira,fr FRA,MF,Nice,fr Ligue 1,18-022,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2539,Mathias Pereira Lage,pt POR,"FW,MF",Brest,fr Ligue 1,28-155,1996,26,1328,51,47.6,14.8,15,79,3,11,13,5,1.54,27,24,+3,+0.20,+0.63,22.3,22.5,-0.2,-0.01,+0.47,Matches
2540,Pedro Pereira,pt POR,DF,Monza,it Serie A,27-102,1998,32,2440,76,79.7,27.1,29,83,17,3,8,1,0.44,21,51,-30,-1.11,-0.53,20.2,38.5,-18.3,-0.67,-0.16,Matches
2541,Ricardo Pereira,pt POR,DF,Leicester City,eng Premier League,31-210,1993,8,342,43,10.9,3.8,4,68,0,4,17,8,0.25,2,6,-4,-1.05,+0.33,2.9,6.1,-3.2,-0.84,+0.24,Matches
2542,Gastón Pereiro,uy URU,MF,Genoa,it Serie A,29-327,1995,2,31,16,1.0,0.3,0,,0,2,16,13,0.50,1,0,+1,+2.90,+3.29,0.6,0.3,+0.3,+0.86,+1.10,Matches
2543,Gastón Pereiro,uy URU,"FW,MF",Cagliari,it Serie A,29-327,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2544,Daniel Peretz,il ISR,GK,Bayern Munich,de Bundesliga,24-298,2000,3,270,90,9.4,3.0,3,90,3,0,,12,2.00,10,5,+5,+1.67,-0.26,7.0,2.8,+4.2,+1.41,-0.31,Matches
2545,Ayoze Pérez,es ESP,FW,Villarreal,es La Liga,31-279,1993,27,1763,65,57.6,19.6,19,82,9,8,27,0,1.81,33,23,+10,+0.51,+0.30,32.2,23.2,+9.0,+0.46,-0.19,Matches
