Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 30_level_0
615,Federico Cassa,it ITA,"MF,FW",Atalanta,it Serie A,19-092,2006,2,14,7,0.5,0.2,0,,0,2,7,4,1.50,0,0,0,0.00,-1.06,1.0,0.2,+0.8,+4.98,+4.30,Matches
616,Tommaso Cassandro,it ITA,DF,Como,it Serie A,25-115,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
617,Dante Cassanova,jm JAM,DF,Tottenham,eng Premier League,20-317,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
618,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,fr Ligue 1,25-104,2000,30,2516,84,87.4,28.0,29,86,18,1,33,0,1.20,35,34,+1,+0.04,+0.28,38.0,29.0,+9.1,+0.33,+0.07,Matches
619,Marco Cassin,it ITA,GK,Udinese,it Serie A,17-027,2008,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
620,Timothy Castagne,be BEL,DF,Fulham,eng Premier League,29-150,1995,24,1649,69,52.3,18.3,17,89,16,7,19,9,1.33,30,28,+2,+0.11,+0.05,23.4,22.2,+1.2,+0.06,-0.19,Matches
621,Valentín Castellanos,ar ARG,FW,Lazio,it Serie A,26-213,1998,25,2024,81,66.1,22.5,24,83,12,1,31,2,2.00,43,24,+19,+0.84,+1.45,36.1,18.8,+17.3,+0.77,+1.00,Matches
622,Jean-Charles Castelletto,cm CMR,"DF,MF",Nantes,fr Ligue 1,30-098,1995,27,2350,87,84.2,26.1,27,87,24,0,,0,0.96,27,38,-11,-0.42,+0.40,31.6,39.6,-8.0,-0.31,+1.68,Matches
623,Castrin,es ESP,FW,Sevilla,es La Liga,22-123,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
624,Santiago Castro,ar ARG,FW,Bologna,it Serie A,20-217,2004,32,2153,67,70.4,23.9,25,80,9,7,21,1,1.81,37,25,+12,+0.50,+0.20,31.9,24.3,+7.7,+0.32,-0.25,Matches
625,Gaetano Castrovilli,it ITA,MF,Monza,it Serie A,28-076,1997,9,466,52,15.2,5.2,5,70,0,4,29,2,0.11,4,9,-5,-0.97,+0.04,3.9,7.5,-3.5,-0.69,-0.05,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
626,Gaetano Castrovilli,it ITA,"MF,FW",Lazio,it Serie A,28-076,1997,9,148,16,4.8,1.6,1,60,0,8,11,10,1.78,3,4,-1,-0.61,-1.01,3.7,3.2,+0.5,+0.31,-0.12,Matches
627,Català,es ESP,DF,Espanyol,es La Liga,20-261,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
628,Danilo Cataldi,it ITA,MF,Fiorentina,it Serie A,30-271,1994,25,1728,69,56.5,19.2,23,73,8,2,21,0,1.64,31,20,+11,+0.57,+0.03,24.0,19.6,+4.4,+0.23,+0.13,Matches
629,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,30-271,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
630,Catena,es ESP,DF,Osasuna,es La Liga,30-188,1994,31,2714,88,88.7,30.2,31,88,28,0,,1,1.39,38,43,-5,-0.17,+0.61,35.1,43.9,-8.8,-0.29,+0.15,Matches
631,Maximiliano Caufriez,be BEL,DF,Valencia,es La Liga,28-077,1997,1,90,90,2.9,1.0,1,90,1,0,,10,1.00,1,1,0,0.00,+0.33,0.7,2.2,-1.5,-1.48,-1.26,Matches
632,Enzo Caumont,fr FRA,MF,Angers,fr Ligue 1,21-052,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
633,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,28-270,1996,18,903,50,30.4,10.0,11,74,2,7,13,6,2.44,20,5,+15,+1.50,+0.62,21.7,9.6,+12.0,+1.20,+0.49,Matches
634,Abdoulie Ceesay,gm GAM,FW,St. Pauli,de Bundesliga,21-119,2004,7,60,9,2.1,0.7,0,,0,7,9,7,0.43,2,1,+1,+1.50,+1.88,1.4,1.4,0.0,-0.01,+0.26,Matches
635,Nidal Celik,ba BIH,DF,Lens,fr Ligue 1,18-291,2006,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
636,Zeki Çelik,tr TUR,DF,Roma,it Serie A,28-076,1997,27,1911,71,62.5,21.2,23,79,14,4,26,3,1.52,19,22,-3,-0.14,-1.71,22.1,23.5,-1.4,-0.07,-1.19,Matches
637,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,29-108,1996,4,97,24,3.5,1.1,1,45,0,3,17,2,0.75,1,2,-1,-0.93,-0.46,1.3,2.7,-1.4,-1.31,-0.76,Matches
638,Alberto Cerri,it ITA,FW,Como,it Serie A,29-018,1996,5,87,17,2.8,1.0,0,,0,5,17,8,0.20,0,4,-4,-4.14,-4.17,1.7,1.2,+0.6,+0.60,+0.55,Matches
639,Franco Cervi,ar ARG,"FW,MF",Celta Vigo,es La Liga,30-343,1994,6,258,43,8.7,2.9,4,60,0,2,10,21,1.17,2,5,-3,-1.05,-1.18,1.8,4.2,-2.4,-0.84,-1.28,Matches
640,Julian Chabot,de GER,DF,Stuttgart,de Bundesliga,27-081,1998,29,2089,72,72.5,23.2,25,82,16,4,12,0,1.45,40,36,+4,+0.17,-0.06,42.3,31.3,+10.9,+0.47,+0.52,Matches
641,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,de Bundesliga,19-353,2005,19,950,50,33.0,10.6,11,78,6,8,12,7,1.47,12,11,+1,+0.09,-0.14,13.6,17.6,-4.0,-0.38,-0.34,Matches
642,Fares Chaïbi,dz ALG,"FW,MF",Eint Frankfurt,de Bundesliga,22-157,2002,23,908,39,32.5,10.1,9,71,1,14,19,4,1.78,18,21,-3,-0.30,-1.40,22.2,15.7,+6.5,+0.64,+0.22,Matches
643,Trevoh Chalobah,eng ENG,DF,Crystal Palace,eng Premier League,25-303,1999,12,1060,88,34.6,11.8,12,88,9,0,,2,1.42,13,13,0,0.00,+0.18,16.6,15.2,+1.4,+0.12,-0.14,Matches
644,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,25-303,1999,11,746,68,24.4,8.3,9,81,8,2,10,1,1.82,10,10,0,0.00,-0.74,12.1,8.8,+3.3,+0.40,-0.21,Matches
645,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,35-036,1990,3,24,8,0.9,0.3,0,,0,3,8,6,2.33,0,1,-1,-3.75,-4.43,0.3,1.0,-0.7,-2.74,-3.25,Matches
646,Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,eng Premier League,28-077,1997,19,712,37,22.6,7.9,8,73,1,11,12,6,0.47,7,16,-9,-1.14,+0.04,7.9,15.9,-7.9,-1.01,+0.11,Matches
647,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,30-133,1994,26,2326,89,83.4,25.8,26,89,25,0,,3,1.38,41,48,-7,-0.27,-0.85,36.7,41.4,-4.7,-0.18,+0.44,Matches
648,Gabriel Charpentier,cg CGO,FW,Parma,it Serie A,25-352,1999,10,271,27,8.6,3.0,0,,0,10,27,0,1.00,5,6,-1,-0.33,+0.07,5.9,5.8,+0.1,+0.04,+0.49,Matches
649,Raúl Chasco,es ESP,DF,Valladolid,es La Liga,21-233,2003,2,130,65,4.2,1.4,1,90,1,1,40,21,1.50,4,4,0,0.00,+1.78,2.7,2.4,+0.3,+0.23,+1.23,Matches
650,Anrie Chase,jp JPN,DF,Stuttgart,de Bundesliga,21-041,2004,12,734,61,25.5,8.2,7,90,7,5,21,3,1.58,16,12,+4,+0.49,+0.41,16.6,13.0,+3.6,+0.44,+0.15,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
651,Pep Chavarría,es ESP,"DF,FW",Rayo Vallecano,es La Liga,27-024,1998,30,2287,76,74.7,25.4,25,86,22,5,25,2,1.30,28,33,-5,-0.20,-0.08,32.0,30.2,+1.8,+0.07,+0.79,Matches
652,Arthur Chaves,br BRA,DF,Hoffenheim,de Bundesliga,24-095,2001,24,2005,84,69.6,22.3,22,87,18,2,42,2,1.17,32,40,-8,-0.36,+0.67,28.4,32.9,-4.5,-0.20,+0.61,Matches
653,Jhoanner Chávez,ec ECU,"DF,MF",Lens,fr Ligue 1,23-009,2002,10,596,60,21.4,6.6,7,82,2,3,8,5,1.80,8,5,+3,+0.45,+0.66,8.3,8.4,-0.1,-0.02,-0.27,Matches
654,Walid Cheddira,ma MAR,FW,Napoli,it Serie A,27-102,1998,1,12,12,0.4,0.1,0,,0,1,12,1,0.00,0,1,-1,-7.50,-8.39,0.1,0.9,-0.8,-5.77,-6.36,Matches
655,Walid Cheddira,ma MAR,FW,Espanyol,es La Liga,27-102,1998,20,612,31,20.6,6.8,5,59,0,15,21,11,1.10,6,8,-2,-0.29,-0.10,6.8,10.9,-4.1,-0.60,+0.04,Matches
656,Chema,es ESP,MF,Real Madrid,es La Liga,20-009,2005,1,8,8,0.3,0.1,0,,0,1,8,3,3.00,0,0,0,0.00,-1.06,0.2,0.0,+0.2,+1.80,+0.95,Matches
657,Théo Chennahi,fr FRA,"MF,DF",Montpellier,fr Ligue 1,20-087,2005,2,8,4,0.3,0.1,0,,0,2,4,20,1.50,0,0,0,0.00,+1.52,0.0,0.9,-0.8,-9.14,-8.31,Matches
658,Sidiki Cherif,fr FRA,FW,Angers,fr Ligue 1,18-140,2006,7,324,46,11.6,3.6,3,81,1,4,21,0,0.86,2,7,-5,-1.39,-0.80,3.9,5.1,-1.3,-0.35,+0.28,Matches
659,Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,21-260,2003,27,1836,68,65.8,20.4,20,80,7,7,33,0,1.85,45,25,+20,+0.98,+0.98,36.3,27.0,+9.3,+0.46,+0.24,Matches
660,Youssef Chermiti,pt POR,"FW,MF",Everton,eng Premier League,20-345,2004,4,45,11,1.4,0.5,0,,0,4,11,7,0.50,1,0,+1,+2.00,+2.23,0.7,0.4,+0.2,+0.47,+0.65,Matches
661,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,23-179,2001,31,2790,90,100.0,31.0,31,90,31,0,,0,1.81,49,32,+17,+0.55,,50.3,39.8,+10.5,+0.34,,Matches
662,Fabio Chiarodia,it ITA,DF,Gladbach,de Bundesliga,19-333,2005,15,289,19,10.0,3.2,2,73,0,13,11,16,1.67,6,8,-2,-0.62,-0.73,6.7,7.6,-0.9,-0.29,+0.07,Matches
663,Julián Chicco,ar ARG,MF,Leganés,es La Liga,27-111,1998,12,204,17,6.9,2.3,1,70,0,11,12,20,1.00,2,6,-4,-1.76,-1.28,2.6,4.5,-2.0,-0.86,-0.15,Matches
664,Leandro Chichizola,ar ARG,GK,Parma,it Serie A,35-038,1990,1,90,90,2.9,1.0,1,90,1,0,,18,0.00,2,3,-1,-1.00,-0.62,0.8,2.5,-1.7,-1.65,-1.28,Matches
665,Alessio Chiesa,it ITA,DF,Como,it Serie A,18-320,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
666,Federico Chiesa,it ITA,FW,Liverpool,eng Premier League,27-191,1997,4,37,9,1.2,0.4,0,,0,4,9,13,2.25,2,1,+1,+2.43,+1.03,1.4,0.9,+0.5,+1.28,-0.06,Matches
667,Alberto Chiesurin,it ITA,MF,Venezia,it Serie A,20-101,2005,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
668,Ben Chilwell,eng ENG,DF,Crystal Palace,eng Premier League,28-134,1996,6,139,23,4.5,1.5,0,,0,6,23,3,1.67,2,2,0,0.00,+0.12,1.8,1.2,+0.6,+0.40,+0.20,Matches
669,Federico Chinetti,it ITA,FW,Como,it Serie A,20-123,2005,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
670,Niccolò Chiorra,it ITA,GK,Empoli,it Serie A,24-049,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
671,Chiquinho,pt POR,MF,Wolves,eng Premier League,25-088,2000,1,7,7,0.2,0.1,0,,0,1,7,0,0.00,0,0,0,0.00,+0.31,0.1,0.0,+0.1,+1.89,+2.27,Matches
672,Chiquinho,pt POR,"MF,FW",Mallorca,es La Liga,25-088,2000,8,146,18,4.9,1.6,1,56,0,7,13,21,1.13,4,2,+2,+1.23,+1.52,3.3,1.6,+1.7,+1.02,+1.12,Matches
673,Tawanda Chirewa,zw ZIM,MF,Wolves,eng Premier League,21-205,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
674,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,27-346,1997,27,2094,78,75.1,23.3,25,81,10,2,29,1,0.93,22,37,-15,-0.64,-0.64,24.3,37.4,-13.2,-0.57,+0.03,Matches
675,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,23-222,2001,22,1593,72,57.1,17.7,20,78,12,2,18,0,0.43,15,43,-28,-1.58,-0.15,20.4,34.4,-14.0,-0.79,+0.15,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
676,Hamza Choudhury,bd BAN,"MF,DF",Leicester City,eng Premier League,27-215,1997,4,131,33,4.2,1.5,1,58,0,3,24,11,0.25,0,5,-5,-3.44,-2.18,0.9,5.3,-4.4,-2.97,-1.99,Matches
677,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,29-024,1996,2,117,59,3.8,1.3,1,90,1,1,27,6,3.00,2,1,+1,+0.77,-0.97,2.5,0.6,+1.9,+1.50,+0.12,Matches
678,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,30-071,1995,29,2117,73,67.2,23.5,27,76,10,2,28,0,1.52,40,28,+12,+0.51,+0.42,40.8,29.9,+10.9,+0.46,+0.12,Matches
679,Carney Chukwuemeka,eng ENG,MF,Dortmund,de Bundesliga,21-196,2003,9,233,26,8.1,2.6,1,69,0,8,21,0,2.44,12,2,+10,+3.86,+3.69,8.8,3.7,+5.1,+1.99,+1.56,Matches
680,Samuel Chukwueze,ng NGA,"FW,MF",Milan,it Serie A,25-347,1999,24,854,36,27.9,9.5,9,73,1,15,13,7,1.33,12,11,+1,+0.11,-0.47,17.0,12.2,+4.7,+0.50,-0.10,Matches
681,Aaron Ciammaglichella,it ITA,MF,Torino,it Serie A,20-098,2005,1,1,1,0.0,0.0,0,,0,1,1,12,3.00,0,0,0,0.00,+0.03,0.2,0.1,+0.1,+9.23,+9.61,Matches
682,Jasper Cillessen,nl NED,GK,Las Palmas,es La Liga,36-012,1989,27,2335,86,76.3,25.9,27,86,25,0,,1,0.96,31,42,-11,-0.42,+0.20,25.0,47.9,-22.9,-0.88,-0.40,Matches
683,Giuseppe Ciocci,it ITA,GK,Cagliari,it Serie A,23-100,2002,0,,,,,0,,0,0,,23,,,,,,,,,,,,Matches
684,Alessandro Circati,au AUS,DF,Parma,it Serie A,21-206,2003,4,360,90,11.4,4.0,4,90,4,0,,5,1.00,6,7,-1,-0.25,+0.17,6.0,7.3,-1.3,-0.33,+0.09,Matches
685,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,31-049,1994,30,1893,63,61.9,21.0,22,77,8,8,25,3,1.30,20,29,-9,-0.43,-0.66,22.9,28.9,-6.0,-0.29,-0.41,Matches
686,Alphadjo Cissè,it ITA,"FW,MF",Hellas Verona,it Serie A,18-194,2006,2,9,5,0.3,0.1,0,,0,2,5,31,0.00,0,0,0,0.00,+0.95,0.0,0.2,-0.1,-1.23,-0.68,Matches
687,Amadou Cissé,gn GUI,FW,Strasbourg,fr Ligue 1,19-066,2006,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
688,Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,21-093,2004,12,948,79,32.9,10.5,12,79,4,0,,6,1.75,15,8,+7,+0.66,+0.94,17.2,9.6,+7.6,+0.73,+0.87,Matches
689,Seydouba Cissé,gn GUI,MF,Leganés,es La Liga,24-083,2001,30,2092,70,70.4,23.2,27,74,8,3,30,2,0.97,20,32,-12,-0.52,+0.20,19.2,36.9,-17.7,-0.76,-0.13,Matches
690,Yoann Cissé,fr FRA,MF,Auxerre,fr Ligue 1,20-142,2004,2,5,3,0.2,0.1,0,,0,2,3,3,0.00,1,1,0,0.00,0.00,0.4,0.6,-0.1,-2.53,-2.10,Matches
691,Patrick Ciurria,it ITA,"MF,DF",Monza,it Serie A,30-084,1995,17,999,59,32.6,11.1,11,81,7,6,18,8,0.29,5,21,-16,-1.44,-0.66,7.7,18.1,-10.3,-0.93,-0.43,Matches
692,Brayden Clarke,wls WAL,DF,Arsenal,eng Premier League,17-305,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
693,Harry Clarke,eng ENG,DF,Ipswich Town,eng Premier League,24-063,2001,7,379,54,12.0,4.2,4,85,3,3,14,5,0.43,4,9,-5,-1.19,-0.02,4.3,9.1,-4.8,-1.13,-0.04,Matches
694,Jack Clarke,eng ENG,"FW,MF",Ipswich Town,eng Premier League,24-162,2000,29,1056,36,33.5,11.7,11,66,1,18,18,3,0.66,14,28,-14,-1.19,-0.03,10.7,25.0,-14.3,-1.22,-0.19,Matches
695,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,de Bundesliga,26-332,1998,25,1887,75,67.6,21.0,22,81,6,3,37,3,1.52,21,17,+4,+0.19,+1.49,17.7,24.5,-6.8,-0.32,+0.31,Matches
696,Jonathan Clauss,fr FRA,"DF,MF",Nice,fr Ligue 1,32-221,1992,26,2129,82,73.9,23.7,25,83,17,1,45,0,1.69,43,26,+17,+0.72,+0.24,39.1,26.4,+12.7,+0.54,-0.11,Matches
697,Silvi Clúa,es ESP,MF,Girona,es La Liga,20-095,2005,4,163,41,5.5,1.8,2,68,0,2,14,7,2.25,3,3,0,0.00,+0.38,2.3,0.8,+1.5,+0.83,+1.04,Matches
698,Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,eng Premier League,34-029,1991,13,483,37,15.8,5.4,5,70,1,8,16,21,1.31,4,11,-7,-1.30,-1.41,7.4,9.8,-2.4,-0.44,-0.78,Matches
699,Conor Coady,eng ENG,DF,Leicester City,eng Premier League,32-068,1993,19,1444,76,45.8,16.0,16,89,13,3,7,13,0.63,12,38,-26,-1.62,-0.51,13.0,33.9,-20.9,-1.30,-0.45,Matches
700,Matteo Cocchi,it ITA,DF,Inter,it Serie A,18-092,2007,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
701,Marcus Coco,fr FRA,DF,Nantes,fr Ligue 1,28-314,1996,19,950,50,34.1,10.6,10,79,2,9,17,5,1.16,13,20,-7,-0.66,-0.27,13.8,18.0,-4.2,-0.40,+0.26,Matches
702,Saúl Coco,gq EQG,DF,Torino,it Serie A,26-084,1999,32,2845,89,90.3,31.6,32,89,29,0,,1,1.19,34,36,-2,-0.06,-0.36,28.3,41.7,-13.5,-0.43,-0.54,Matches
703,Andrea Cogoni,it ITA,DF,Cagliari,it Serie A,18-304,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
704,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,36-205,1988,3,197,66,6.3,2.2,2,90,1,1,18,13,0.67,3,4,-1,-0.46,-0.27,2.7,4.5,-1.8,-0.80,-0.67,Matches
705,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,24-004,2001,34,3060,90,100.0,34.0,34,90,34,0,,0,1.44,58,50,+8,+0.24,,50.9,51.0,0.0,0.00,,Matches
706,Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,21-114,2004,22,1387,63,49.7,15.4,14,84,10,8,27,6,1.95,33,17,+16,+1.04,+0.78,32.0,21.1,+10.9,+0.71,+0.44,Matches
707,Toby Collyer,eng ENG,MF,Manchester Utd,eng Premier League,21-121,2004,6,179,30,5.8,2.0,0,,0,6,30,9,1.67,6,2,+4,+2.01,+2.39,5.2,3.1,+2.2,+1.08,+1.23,Matches
708,Leonardo Colombo,it ITA,MF,Monza,it Serie A,19-334,2005,0,,,,,0,,0,0,,16,,,,,,,,,,,,Matches
709,Lorenzo Colombo,it ITA,"FW,MF",Empoli,it Serie A,23-057,2002,34,2120,62,69.3,23.6,25,73,7,9,32,0,0.74,24,34,-10,-0.42,+1.20,23.0,29.5,-6.4,-0.27,+0.70,Matches
710,Andrea Colpani,it ITA,"FW,MF",Fiorentina,it Serie A,25-358,1999,22,1414,64,46.2,15.7,18,71,2,4,35,1,1.64,26,20,+6,+0.38,-0.33,21.6,15.1,+6.5,+0.42,+0.45,Matches
711,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,22-067,2003,31,2789,90,91.1,31.0,31,90,30,0,,2,1.71,51,38,+13,+0.42,-1.57,52.1,39.5,+12.7,+0.41,-1.67,Matches
712,Florinel Coman,ro ROU,"FW,MF",Cagliari,it Serie A,27-024,1998,9,263,29,8.3,2.9,2,46,0,7,25,2,0.67,3,4,-1,-0.34,+0.09,1.8,2.9,-1.1,-0.36,-0.08,Matches
713,Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,28-325,1996,26,1160,45,40.3,12.9,12,70,2,14,23,0,2.54,47,5,+42,+3.26,+2.26,32.0,7.9,+24.1,+1.86,+0.28,Matches
714,Eray Cömert,ch SUI,"DF,MF",Valladolid,es La Liga,27-089,1998,22,1518,69,49.6,16.9,18,82,11,4,13,6,0.55,12,47,-35,-2.08,-0.73,14.8,33.4,-18.6,-1.10,-0.32,Matches
715,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,28-211,1996,32,2353,74,76.9,26.1,28,82,17,4,16,1,1.72,44,40,+4,+0.15,-0.99,42.2,32.7,+9.4,+0.36,-0.74,Matches
716,Pietro Comi,it ITA,DF,Atalanta,it Serie A,19-327,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
717,Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,20-073,2005,30,1994,66,65.2,22.2,21,87,17,9,18,3,1.87,32,22,+10,+0.45,-0.31,29.7,23.2,+6.4,+0.29,+0.33,Matches
718,Francisco Conceição,pt POR,"FW,MF",Juventus,it Serie A,22-141,2002,22,1112,51,36.3,12.4,10,84,4,12,23,2,1.77,22,14,+8,+0.65,+0.09,21.3,13.0,+8.3,+0.67,+0.36,Matches
719,Diego Conde,es ESP,GK,Villarreal,es La Liga,26-188,1998,21,1872,89,61.2,20.8,21,89,20,0,,8,1.71,37,31,+6,+0.29,-0.24,35.4,23.2,+12.1,+0.58,+0.13,Matches
720,Martín Conde,es ESP,DF,Celta Vigo,es La Liga,22-040,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
721,Tomás Conechny,ar ARG,"FW,MF",Alavés,es La Liga,27-035,1998,19,792,42,25.9,8.8,9,64,1,10,22,8,0.89,11,15,-4,-0.45,-0.18,9.6,10.8,-1.2,-0.14,-0.01,Matches
722,Alois Confais,fr FRA,MF,Le Havre,fr Ligue 1,28-239,1996,1,3,3,0.1,0.0,0,,0,1,3,14,0.00,0,0,0,0.00,+1.00,0.2,0.0,+0.2,+5.49,+6.21,Matches
723,Sirlord Conteh,de GER,"FW,MF",Heidenheim,de Bundesliga,28-299,1996,29,892,31,31.0,9.9,4,58,0,25,26,3,0.69,14,27,-13,-1.31,-0.68,16.5,24.9,-8.4,-0.85,-0.44,Matches
724,Nikita Contini Baranovsky,it ITA,GK,Napoli,it Serie A,28-348,1996,0,,,0.0,0.0,0,,0,0,,26,1.00,1,1,0,,,,,,,,Matches
725,Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,28-090,1997,34,2816,83,89.4,31.3,30,90,29,4,31,0,1.47,47,40,+7,+0.22,-1.39,53.5,42.2,+11.3,+0.36,-0.57,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
726,Copete,es ESP,DF,Mallorca,es La Liga,25-206,1999,23,1379,60,46.4,15.3,14,90,14,9,13,6,1.30,13,18,-5,-0.33,-0.21,15.6,18.3,-2.6,-0.17,-0.24,Matches
727,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,21-127,2003,31,2657,86,84.3,29.5,30,89,29,1,2,1,1.03,27,48,-21,-0.71,+1.48,26.2,41.7,-15.6,-0.53,+0.17,Matches
728,Francis Coquelin,fr FRA,"MF,FW",Nantes,fr Ligue 1,33-356,1991,3,67,22,2.4,0.7,1,45,0,2,11,0,2.00,2,0,+2,+2.69,+3.25,1.6,1.6,0.0,+0.04,+0.63,Matches
729,Tommaso Corazza,it ITA,DF,Bologna,it Serie A,20-309,2004,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
730,Iker Córdoba,es ESP,DF,Valencia,es La Liga,19-174,2005,2,15,8,0.5,0.2,0,,0,2,8,10,0.50,0,0,0,0.00,+0.33,0.3,0.0,+0.2,+1.52,+1.79,Matches
731,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,27-160,1997,20,1330,67,47.7,14.8,16,79,9,4,18,5,2.10,35,17,+18,+1.22,+0.91,26.5,16.0,+10.5,+0.71,+0.53,Matches
732,Maxwel Cornet,ci CIV,FW,Southampton,eng Premier League,28-219,1996,2,72,36,2.3,0.8,1,45,0,1,27,3,0.00,0,4,-4,-5.00,-3.45,0.2,1.7,-1.5,-1.86,-0.52,Matches
733,Maxwel Cornet,ci CIV,"FW,MF",Genoa,it Serie A,28-219,1996,6,237,40,7.7,2.6,2,60,0,4,30,0,1.33,6,4,+2,+0.76,+1.21,4.3,2.3,+2.0,+0.75,+1.07,Matches
734,Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,28-143,1996,11,576,52,20.0,6.4,7,77,3,4,9,8,0.64,3,20,-17,-2.66,-1.72,3.7,20.2,-16.6,-2.59,-1.87,Matches
735,Christian Corradi,it ITA,DF,Hellas Verona,it Serie A,20-072,2005,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
736,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,30-056,1995,27,729,27,23.8,8.1,3,57,0,24,23,3,1.96,17,4,+13,+1.60,+0.99,15.4,5.9,+9.5,+1.18,+0.65,Matches
737,Joaquín Correa,ar ARG,"FW,MF",Inter,it Serie A,30-264,1994,16,516,32,16.4,5.7,4,73,2,12,19,14,2.06,8,5,+3,+0.52,-0.74,8.8,4.7,+4.1,+0.71,-0.19,Matches
