Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
518,Erik Schouten,nl NED,DF,Willem II,33-262,1991,15,1315,88,47.1,14.6,15,88,11,0,,4,0.60,14,30,-16,-1.10,-0.85,10.3,27.2,-16.9,-1.16,-0.52,Matches
519,Jerdy Schouten,nl NED,MF,PSV Eindhoven,28-113,1997,18,1295,72,46.4,14.4,15,81,10,3,26,1,2.06,35,19,+16,+1.11,-1.42,34.2,17.1,+17.2,+1.19,-0.40,Matches
520,Lewis Schouten,nl NED,MF,AZ Alkmaar,21-090,2004,1,1,1,0.0,0.0,0,,0,1,1,1,3.00,0,0,0,0.00,-0.55,0.2,0.0,+0.2,+17.95,+17.44,Matches
521,Jorg Schreuders,nl NED,"MF,FW",Groningen,20-238,2004,29,1681,58,60.3,18.7,20,78,7,9,15,0,1.28,24,22,+2,+0.11,+0.92,20.5,24.3,-3.8,-0.20,+0.02,Matches
522,Maarten Schut,nl NED,GK,Willem II,21-204,2003,0,,,,,0,,0,0,,28,,,,,,,,,,,,Matches
523,Ilias Sebaoui,be BEL,"FW,MF",Heerenveen,23-213,2001,29,1874,65,67.2,20.8,21,76,3,8,36,2,1.31,23,29,-6,-0.29,+0.50,25.3,28.6,-3.2,-0.15,-0.02,Matches
524,Charlie Setford,eng ENG,GK,Ajax,20-359,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
525,Mats Seuntjens,nl NED,"FW,MF",Groningen,33-018,1992,12,653,54,23.4,7.3,9,67,0,3,17,1,1.25,12,11,+1,+0.14,+0.52,10.7,6.7,+3.9,+0.54,+0.98,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
526,Kento Shiogai,jp JPN,FW,NEC Nijmegen,20-040,2005,22,493,22,17.7,5.5,2,75,1,20,17,5,1.05,13,7,+6,+1.10,+1.41,11.3,7.1,+4.3,+0.78,+0.91,Matches
527,Kaj Sierhuis,nl NED,FW,Fortuna Sittard,27-008,1998,8,398,50,14.3,4.4,5,68,0,3,19,0,1.25,2,11,-9,-2.04,-1.70,3.4,8.3,-4.9,-1.11,-0.96,Matches
528,Oskar Siira Sivertsen,no NOR,FW,Go Ahead Eag,21-079,2004,5,55,11,2.0,0.6,0,,0,5,11,6,1.40,1,3,-2,-3.27,-3.44,0.4,1.3,-1.0,-1.56,-1.85,Matches
529,Daley Sinkgraven,nl NED,"MF,FW",Fortuna Sittard,29-305,1995,2,77,39,2.8,0.9,1,63,0,1,14,0,0.00,0,2,-2,-2.34,-1.81,0.5,2.1,-1.6,-1.82,-1.58,Matches
530,Aymen Sliti,nl NED,"FW,MF",Feyenoord,19-042,2006,3,44,15,1.6,0.5,0,,0,3,15,6,3.00,2,0,+2,+4.09,+2.88,0.9,0.7,+0.2,+0.42,-0.37,Matches
531,Gijs Smal,nl NED,"DF,MF",Feyenoord,27-247,1997,22,1170,53,41.9,13.0,12,80,6,10,21,7,2.32,30,15,+15,+1.15,-0.18,23.4,10.8,+12.6,+0.97,+0.32,Matches
532,Levi Smans,nl NED,"MF,FW",Heerenveen,21-041,2004,30,2028,68,72.7,22.5,22,84,13,8,22,1,1.23,26,41,-15,-0.67,-0.78,26.8,30.1,-3.3,-0.15,0.00,Matches
533,Kees Smit,nl NED,"MF,FW",AZ Alkmaar,19-105,2006,15,793,53,28.4,8.8,7,81,4,8,28,8,1.80,10,9,+1,+0.11,-0.61,12.2,7.5,+4.7,+0.54,+0.03,Matches
534,Milan Smit,nl NED,"FW,MF",Go Ahead Eag,22-081,2003,21,768,37,27.5,8.5,8,81,5,13,9,7,1.52,17,15,+2,+0.23,+0.19,12.8,9.9,+2.9,+0.34,+0.12,Matches
535,Joshua Smits,nl NED,GK,Willem II,32-180,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
536,Tijn Smolenaars,nl NED,GK,PSV Eindhoven,20-071,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
537,Kamal Sowah,gh GHA,"MF,FW",NAC Breda,25-116,2000,9,614,68,22.0,6.8,7,82,4,2,20,1,0.67,5,8,-3,-0.44,+0.26,7.7,8.7,-1.0,-0.15,+0.53,Matches
538,Marco Speelman,nl NED,DF,Groningen,18-294,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
539,Mark Spenkelink,nl NED,GK,RKC Waalwijk,28-098,1997,1,90,90,3.2,1.0,1,90,1,0,,9,0.00,1,6,-5,-5.00,-4.10,1.0,3.6,-2.6,-2.58,-1.87,Matches
540,Tommy St. Jago,nl NED,DF,Willem II,25-122,2000,30,2700,90,96.8,30.0,30,90,30,0,,0,0.83,31,47,-16,-0.53,+3.47,22.8,48.1,-25.2,-0.84,+1.32,Matches
541,Finn Stam,nl NED,DF,Groningen,22-022,2003,18,811,45,29.1,9.0,9,75,4,9,16,11,1.11,10,13,-3,-0.33,-0.11,9.2,14.1,-4.8,-0.54,-0.46,Matches
542,Casper Staring,nl NED,MF,NAC Breda,24-093,2001,14,538,38,19.3,6.0,4,81,1,10,21,17,1.14,6,14,-8,-1.34,-0.86,8.3,13.8,-5.5,-0.93,-0.45,Matches
543,Sem Steijn,nl NED,MF,Twente,23-169,2001,30,2492,83,89.3,27.7,29,85,18,1,30,0,1.60,54,41,+13,+0.47,+0.17,46.0,33.3,+12.7,+0.46,+0.56,Matches
544,Calvin Stengs,nl NED,"MF,FW",Feyenoord,26-138,1998,9,530,59,19.0,5.9,5,81,3,4,31,0,1.67,15,6,+9,+1.53,+0.33,12.1,5.3,+6.8,+1.16,+0.46,Matches
545,Sean Steur,nl NED,MF,Ajax,17-114,2008,1,8,8,0.3,0.1,0,,0,1,8,2,3.00,0,0,0,0.00,-1.16,0.0,0.0,0.0,+0.06,-0.95,Matches
546,Finn Stokkers,nl NED,FW,Go Ahead Eag,29-017,1996,16,349,22,12.5,3.9,2,63,0,14,16,2,1.19,6,5,+1,+0.26,+0.18,8.0,5.1,+2.9,+0.76,+0.57,Matches
547,Mathis Suray,be BEL,"FW,MF",Go Ahead Eag,23-283,2001,27,1188,44,42.6,13.2,12,78,1,15,17,4,1.44,15,25,-10,-0.76,-1.49,16.3,19.7,-3.4,-0.26,-0.90,Matches
548,Josip Šutalo,hr CRO,DF,Ajax,25-066,2000,26,2225,86,79.7,24.7,25,88,23,1,27,0,2.27,47,26,+21,+0.85,-1.54,46.7,25.1,+21.6,+0.88,-0.65,Matches
549,Youssuf Sylla,be BEL,"FW,MF",Willem II,22-137,2002,10,162,16,5.8,1.8,0,,0,10,16,3,0.10,0,4,-4,-2.22,-1.67,1.5,4.0,-2.5,-1.37,-0.52,Matches
550,Anas Tahiri,be BEL,MF,Almere City,29-355,1995,23,1545,67,55.4,17.2,20,74,3,3,21,4,0.61,8,33,-25,-1.46,-0.52,15.5,24.7,-9.2,-0.54,-0.02,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
551,Benjamin Tahirovic,ba BIH,MF,Ajax,22-063,2003,1,76,76,2.7,0.8,1,76,0,0,,4,3.00,1,0,+1,+1.18,+0.02,1.9,0.5,+1.4,+1.64,+0.65,Matches
552,Ilias Takidine,be BEL,FW,RKC Waalwijk,24-089,2001,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
553,Juho Talvitie,fi FIN,"FW,MF",Heracles Almelo,20-046,2005,28,1297,46,46.5,14.4,14,72,3,14,21,2,1.21,17,27,-10,-0.69,-0.21,16.8,21.6,-4.8,-0.33,+0.36,Matches
554,Oussama Targhalline,ma MAR,MF,Feyenoord,22-350,2002,4,184,46,6.6,2.0,1,90,1,3,31,1,2.00,4,1,+3,+1.47,+0.22,3.5,0.5,+3.0,+1.45,+0.72,Matches
555,Kenneth Taylor,nl NED,"MF,FW",Ajax,22-354,2002,30,2195,73,78.7,24.4,26,80,9,4,29,0,2.37,47,20,+27,+1.11,-0.25,46.2,21.7,+24.6,+1.01,0.00,Matches
556,Jonah te Fruchte,nl NED,GK,Heracles Almelo,19-041,2006,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
557,Søren Tengstedt,dk DEN,"MF,FW",Go Ahead Eag,24-309,2000,12,422,35,15.1,4.7,4,73,1,8,16,2,1.83,5,6,-1,-0.21,-0.37,6.3,5.0,+1.3,+0.28,+0.03,Matches
558,Dylan Tevreden,nl NED,GK,Sparta R'dam,19-292,2005,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
559,Jordan Teze,nl NED,DF,PSV Eindhoven,25-217,1999,2,40,20,1.4,0.4,0,,0,2,20,0,3.00,3,1,+2,+4.50,+2.67,1.6,0.3,+1.3,+2.98,+1.59,Matches
560,Ryan Thomas,nz NZL,MF,Zwolle,30-136,1994,15,724,48,25.9,8.0,7,82,4,8,19,12,1.00,10,12,-2,-0.25,+0.14,10.5,11.7,-1.2,-0.15,+0.66,Matches
561,Jop Tijink,nl NED,DF,Heracles Almelo,20-095,2005,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
562,Guus Til,nl NED,MF,PSV Eindhoven,27-134,1997,29,1912,66,68.5,21.2,22,79,10,7,24,2,2.21,65,24,+41,+1.93,+0.19,50.3,17.5,+32.8,+1.55,+0.44,Matches
563,Malik Tillman,us USA,"MF,FW",PSV Eindhoven,22-342,2002,23,1645,72,59.0,18.3,19,80,10,4,31,0,2.52,60,17,+43,+2.35,+1.17,42.1,17.2,+24.8,+1.36,-0.12,Matches
564,Quinten Timber,nl NED,MF,Feyenoord,23-322,2001,18,1391,77,49.9,15.5,16,83,11,2,31,0,1.94,34,21,+13,+0.84,-0.83,27.4,14.9,+12.5,+0.81,+0.06,Matches
565,Mickaël Tirpan,be BEL,DF,Willem II,31-194,1993,23,1928,84,69.1,21.4,22,87,17,1,11,0,0.78,19,33,-14,-0.65,-0.03,15.6,32.5,-16.9,-0.79,+0.31,Matches
566,Jens Toornstra,nl NED,MF,Utrecht,36-031,1989,28,1285,46,46.1,14.3,16,65,0,12,21,3,1.96,22,19,+3,+0.21,-0.75,18.1,18.3,-0.2,-0.01,-0.28,Matches
567,Bertrand Traoré,bf BFA,FW,Ajax,29-241,1995,29,1581,55,56.7,17.6,18,66,1,11,35,2,2.34,36,14,+22,+1.25,+0.21,35.0,15.6,+19.4,+1.11,+0.23,Matches
568,Gernot Trauner,at AUT,DF,Feyenoord,33-041,1992,16,1143,71,41.0,12.7,13,81,8,3,31,4,1.88,28,17,+11,+0.87,-0.66,20.5,15.0,+5.5,+0.43,-0.59,Matches
569,Jacob Trenskow,dk DEN,"FW,MF",Heerenveen,24-160,2000,22,1497,68,53.7,16.6,17,80,9,5,28,0,1.23,21,33,-12,-0.72,-0.58,20.6,25.2,-4.7,-0.28,-0.29,Matches
570,Tein Troost,nl NED,GK,NAC Breda,23-110,2002,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
571,Luka Tunjić,de GER,"FW,MF",Fortuna Sittard,19-167,2005,10,298,30,10.7,3.3,1,53,0,9,27,18,0.80,8,5,+3,+0.91,+1.66,4.7,7.0,-2.4,-0.71,-0.47,Matches
572,Fofin Turay,nl NED,MF,Groningen,20-332,2004,1,1,1,0.0,0.0,0,,0,1,1,5,0.00,0,1,-1,-90.00,-89.77,0.0,0.6,-0.6,-51.50,-51.31,Matches
573,Calvin Twigt,nl NED,MF,Go Ahead Eag,22-095,2003,13,446,34,16.0,5.0,4,72,0,9,18,13,1.77,6,6,0,0.00,-0.12,8.1,5.7,+2.4,+0.48,+0.27,Matches
574,Przemysław Tytoń,pl POL,GK,Twente,38-121,1987,2,180,90,6.5,2.0,2,90,2,0,,25,1.50,4,8,-4,-2.00,-2.62,3.2,3.9,-0.7,-0.37,-0.82,Matches
575,Ayase Ueda,jp JPN,FW,Feyenoord,26-237,1998,18,957,53,34.3,10.6,10,78,3,8,23,0,2.11,32,12,+20,+1.88,+0.95,17.9,11.6,+6.3,+0.59,-0.29,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
576,Precious Ugwu,nl NED,DF,Ajax,19-086,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
577,Jesper Uneken,nl NED,FW,PSV Eindhoven,20-269,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
578,Lars Unnerstall,de GER,GK,Twente,34-289,1990,29,2610,90,93.5,29.0,29,90,29,0,,0,1.66,54,36,+18,+0.62,+2.62,47.7,34.6,+13.1,+0.45,+0.82,Matches
579,Naci Ünüvar,nl NED,FW,Twente,21-326,2003,11,390,35,14.0,4.3,3,69,0,8,23,2,1.18,8,6,+2,+0.46,+0.01,6.7,6.5,+0.2,+0.04,-0.41,Matches
580,Kyan Vaesen,be BEL,FW,Willem II,24-022,2001,24,1655,69,59.3,18.4,21,75,5,3,25,0,0.75,18,26,-8,-0.44,+0.52,12.1,29.2,-17.1,-0.93,-0.11,Matches
581,Etienne Vaessen,sr SUR,GK,Groningen,29-283,1995,30,2700,90,96.8,30.0,30,90,30,0,,0,1.23,38,46,-8,-0.27,-0.27,33.8,40.5,-6.7,-0.22,-0.43,Matches
582,Luciano Valente,it ITA,"MF,FW",Groningen,21-213,2003,30,2428,81,87.0,27.0,29,82,8,1,45,0,1.27,34,37,-3,-0.11,+1.13,29.2,35.0,-5.8,-0.21,-0.03,Matches
583,Cherrion Valerius,cw CUW,DF,NAC Breda,19-225,2005,12,936,78,33.5,10.4,12,78,5,0,,1,1.00,7,14,-7,-0.67,-0.04,9.4,14.8,-5.4,-0.52,+0.07,Matches
584,Dave Van Den Berg,nl NED,MF,Zwolle,25-090,2000,29,2039,70,73.1,22.7,24,81,13,5,19,1,1.07,30,40,-10,-0.44,-0.32,22.9,40.2,-17.3,-0.76,-0.46,Matches
585,Jan Van den Bergh,be BEL,DF,NAC Breda,30-215,1994,29,2610,90,93.5,29.0,29,90,29,0,,0,1.07,32,50,-18,-0.62,+0.38,33.1,49.3,-16.2,-0.56,+0.07,Matches
586,Dario Van den Buijs,be BEL,DF,RKC Waalwijk,29-235,1995,14,1110,79,39.8,12.3,13,84,9,1,22,1,0.36,8,30,-22,-1.78,-1.25,10.2,22.4,-12.3,-1.00,-0.38,Matches
587,Tobias Elshout Van Den,nl NED,MF,Feyenoord,18-092,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
588,Alec Van Hoorenbeeck,be BEL,DF,Twente,26-126,1998,17,891,52,31.9,9.9,9,88,8,8,13,14,1.65,20,14,+6,+0.61,+0.23,16.1,11.9,+4.2,+0.42,+0.03,Matches
589,Per Van Loon,,FW,Willem II,,,0,,,,,0,,0,0,,20,,,,,,,,,,,,Matches
590,Syb Van Ottele,nl NED,"DF,MF",Fortuna Sittard,23-092,2002,28,1604,57,57.5,17.8,15,89,14,13,21,2,1.25,21,36,-15,-0.84,-0.61,20.7,31.3,-10.6,-0.60,-0.73,Matches
591,Joey Veerman,nl NED,MF,PSV Eindhoven,26-167,1998,24,1587,66,56.9,17.6,19,77,10,5,23,1,2.17,54,21,+33,+1.87,0.00,44.1,15.8,+28.3,+1.61,+0.46,Matches
592,Odysseus Velanas,nl NED,"FW,MF",Zwolle,26-334,1998,26,1095,42,39.2,12.2,9,87,5,17,18,3,1.12,13,16,-3,-0.25,+0.18,14.0,20.6,-6.6,-0.54,+0.17,Matches
593,Apostolos Vellios,gr GRE,FW,Zwolle,33-117,1992,1,9,9,0.3,0.1,0,,0,1,9,1,0.00,0,0,0,0.00,+0.36,0.0,0.0,0.0,+0.36,+1.00,Matches
594,Dylan Vente,nl NED,FW,Zwolle,25-361,1999,30,2518,84,90.3,28.0,29,86,22,1,34,0,1.13,33,42,-9,-0.32,+0.34,31.2,49.3,-18.1,-0.65,-0.08,Matches
595,Nando Verdoni,nl NED,GK,Go Ahead Eag,20-220,2004,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
596,Calvin Verdonk,id IDN,DF,NEC Nijmegen,28-009,1997,30,2583,86,92.6,28.7,28,90,28,2,32,0,1.13,38,42,-4,-0.14,-1.01,38.5,36.0,+2.4,+0.09,+0.69,Matches
597,Duke Verduin,nl NED,GK,Zwolle,21-187,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
598,Hobie Verhulst,nl NED,GK,AZ Alkmaar,32-033,1993,0,,,,,0,,0,0,,31,,,,,,,,,,,,Matches
599,Kenneth Vermeer,nl NED,GK,Zwolle,39-115,1986,0,,,,,0,,0,0,,31,,,,,,,,,,,,Matches
600,Valentino Vermeulen,nl NED,DF,Willem II,23-289,2001,3,24,8,0.9,0.3,0,,0,3,8,7,1.67,1,0,+1,+3.75,+4.43,0.1,0.7,-0.6,-2.06,-1.19,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
601,Arno Verschueren,be BEL,MF,Sparta R'dam,28-027,1997,20,1658,83,59.4,18.4,20,83,11,0,,0,0.85,15,25,-10,-0.54,-0.94,21.7,23.8,-2.1,-0.11,-0.31,Matches
602,Arno Verschueren,be BEL,"MF,FW",Twente,28-027,1997,11,303,28,10.9,3.4,1,73,0,10,23,0,1.45,7,5,+2,+0.59,+0.16,5.9,5.7,+0.2,+0.06,-0.38,Matches
603,Nick Verschuren,nl NED,DF,Ajax,20-112,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
604,Dion Versluis,nl NED,FW,NAC Breda,22-077,2003,1,18,18,0.6,0.2,0,,0,1,18,2,0.00,0,0,0,0.00,+0.65,0.8,0.3,+0.5,+2.26,+2.84,Matches
605,Niklas Vesterlund,dk DEN,DF,Utrecht,25-333,1999,5,434,87,15.6,4.8,5,87,3,0,,7,1.60,10,12,-2,-0.41,-1.22,8.6,6.0,+2.6,+0.54,+0.48,Matches
606,Nick Viergever,nl NED,DF,Utrecht,35-275,1989,30,2690,90,96.4,29.9,30,90,28,0,,0,1.97,58,40,+18,+0.60,-0.30,43.3,37.6,+5.7,+0.19,+1.50,Matches
607,Ricardo Visus,es ESP,DF,Almere City,24-011,2001,22,1782,81,63.9,19.8,21,82,14,1,63,2,0.73,12,30,-18,-0.91,+0.88,21.8,23.2,-1.4,-0.07,+1.26,Matches
608,Michel Vlap,nl NED,"MF,FW",Twente,27-337,1997,31,2230,72,79.9,24.8,28,76,8,3,37,0,1.65,47,37,+10,+0.40,-0.24,37.5,28.9,+8.6,+0.35,-0.26,Matches
609,Luuk Vogels,nl NED,GK,RKC Waalwijk,21-303,2003,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
610,Patrick Vroegh,nl NED,"DF,MF",RKC Waalwijk,25-157,1999,3,36,12,1.3,0.4,0,,0,3,12,24,1.00,0,0,0,0.00,+1.05,0.2,0.3,-0.2,-0.41,+0.36,Matches
611,Max de Waal,nl NED,"FW,MF",Willem II,23-115,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
612,Wout Weghorst,nl NED,FW,Ajax,32-271,1992,21,924,44,33.1,10.3,8,69,0,13,28,1,2.33,27,11,+16,+1.56,+0.59,20.9,11.0,+9.8,+0.96,-0.07,Matches
613,Daouda Weidmann,ci CIV,MF,RKC Waalwijk,22-001,2003,12,788,66,28.2,8.8,8,81,4,4,36,0,0.33,10,18,-8,-0.91,+0.17,6.7,14.3,-7.6,-0.87,-0.14,Matches
614,Robbin Weijenberg,nl NED,"MF,FW",Go Ahead Eag,20-178,2004,16,178,11,6.4,2.0,1,64,0,15,8,8,1.69,3,7,-4,-2.02,-2.26,3.9,4.3,-0.5,-0.23,-0.52,Matches
615,Timon Wellenreuther,de GER,GK,Feyenoord,29-153,1995,27,2430,90,87.1,27.0,27,90,27,0,,4,2.26,67,25,+42,+1.56,+2.31,47.5,25.0,+22.4,+0.83,+0.39,Matches
616,Jonas Wendlinger,at AUT,GK,Almere City,24-292,2000,0,,,,,0,,0,0,,31,,,,,,,,,,,,Matches
617,Jannes Wieckhoff,de GER,DF,Heracles Almelo,24-276,2000,18,1228,68,44.0,13.6,13,83,7,5,29,12,1.17,19,21,-2,-0.15,+0.78,15.9,20.8,-5.0,-0.36,+0.28,Matches
618,Owen Wijndal,nl NED,DF,Ajax,25-158,1999,7,262,37,9.4,2.9,2,73,0,5,23,13,2.29,5,3,+2,+0.69,-0.52,4.4,2.2,+2.1,+0.73,-0.31,Matches
619,Jordy de Wijs,nl NED,DF,Heerenveen,30-117,1995,3,70,23,2.5,0.8,0,,0,3,23,6,2.00,2,2,0,0.00,+0.46,2.0,1.9,0.0,+0.06,+0.21,Matches
620,Kas de Wit,nl NED,MF,NEC Nijmegen,21-283,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
621,Mees de Wit,nl NED,"DF,FW",AZ Alkmaar,27-018,1998,13,465,36,16.7,5.2,5,74,3,8,12,11,1.00,9,9,0,0.00,-0.66,6.8,6.4,+0.4,+0.08,-0.53,Matches
622,Melle Witteveen,nl NED,MF,Heerenveen,21-315,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
623,Ricky van Wolfswinkel,nl NED,FW,Twente,36-098,1989,23,1362,59,48.8,15.1,13,86,8,10,25,2,1.78,27,21,+6,+0.40,-0.11,24.0,18.3,+5.6,+0.37,-0.05,Matches
624,Xavi Woudstra,nl NED,MF,Heerenveen,20-121,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
625,Luuk Wouters,nl NED,DF,RKC Waalwijk,25-331,1999,11,809,74,29.0,9.0,8,82,6,3,50,5,0.73,13,19,-6,-0.67,+0.51,13.6,17.3,-3.7,-0.41,+0.50,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
626,Redouan El Yaakoubi,nl NED,DF,RKC Waalwijk,29-100,1996,7,403,58,14.4,4.5,4,84,3,3,22,3,0.57,4,9,-5,-1.12,-0.10,3.8,9.6,-5.8,-1.30,-0.62,Matches
627,Marvin Young,nl NED,DF,Sparta R'dam,19-215,2005,23,1901,83,68.1,21.1,21,88,16,2,30,7,1.17,23,22,+1,+0.05,+0.65,27.5,21.9,+5.6,+0.26,+0.79,Matches
628,Vasilios Zagaritis,gr GRE,DF,Almere City,24-001,2001,31,2777,90,99.5,30.9,31,90,28,0,,0,0.65,21,58,-37,-1.20,+5.72,31.2,47.4,-16.2,-0.52,+0.30,Matches
629,Jan Žambůrek,cz CZE,MF,Heracles Almelo,24-081,2001,18,855,48,30.6,9.5,9,76,2,9,19,3,1.00,9,14,-5,-0.53,+0.08,9.1,14.1,-5.0,-0.53,-0.01,Matches
630,Oskar Zawada,pl POL,FW,RKC Waalwijk,29-093,1996,24,1860,78,66.7,20.7,22,81,11,2,42,0,0.75,25,40,-15,-0.73,+0.92,26.5,37.1,-10.6,-0.51,+0.76,Matches
631,Gjivai Zechiël,nl NED,MF,Sparta R'dam,20-338,2004,10,762,76,27.3,8.5,9,82,3,1,27,0,1.50,13,7,+6,+0.71,+1.20,11.6,8.3,+3.3,+0.39,+0.51,Matches
632,Gjivai Zechiël,nl NED,MF,Feyenoord,20-338,2004,9,258,29,9.2,2.9,2,61,0,7,19,8,1.67,8,4,+4,+1.40,+0.15,5.1,2.3,+2.8,+0.97,+0.21,Matches
633,Lequincio Zeefuik,nl NED,"FW,DF",AZ Alkmaar,20-160,2004,3,32,11,1.1,0.4,0,,0,3,11,5,1.00,0,0,0,0.00,-0.55,0.8,0.1,+0.7,+2.08,+1.58,Matches
634,Ramiz Zerrouki,dz ALG,MF,Feyenoord,26-344,1998,20,1076,54,38.6,12.0,12,75,6,8,22,4,2.30,25,17,+8,+0.67,-0.96,23.1,11.2,+11.9,+0.99,+0.34,Matches
635,Jeroen Zoet,nl NED,GK,AZ Alkmaar,34-119,1991,6,540,90,19.4,6.0,6,90,6,0,,20,2.50,8,3,+5,+0.83,+0.35,7.9,3.0,+4.8,+0.81,+0.36,Matches
636,Rúnar Þór Sigurgeirsson,is ISL,"DF,FW",Willem II,25-128,1999,26,1930,74,69.2,21.4,23,82,10,3,13,3,0.77,23,37,-14,-0.65,-0.02,15.5,33.2,-17.8,-0.83,+0.18,Matches
637,Nökkvi Þórisson,is ISL,"FW,MF",Sparta R'dam,25-265,1999,10,130,13,4.7,1.4,0,,0,10,13,3,1.70,3,2,+1,+0.69,+0.90,2.5,2.0,+0.4,+0.31,+0.32,Matches
638,Shiloh ’t Zand,nl NED,"FW,MF",Heracles Almelo,21-356,2003,17,1010,59,36.2,11.2,12,76,5,5,21,4,0.94,11,23,-12,-1.07,-0.77,13.9,23.4,-9.5,-0.85,-0.51,Matches
639,Shiloh ’t Zand,nl NED,MF,Feyenoord,21-356,2003,2,42,21,1.5,0.5,0,,0,2,21,6,2.00,1,0,+1,+2.14,+0.90,0.3,0.1,+0.2,+0.40,-0.39,Matches
