Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
147,Dudu,br BRA,"FW,MF",Nacional,25-268,1999,14.9,32,2.05,21,0,2,5,3,1,3,0.19,2,0,0,1,0,0,Matches
148,Carlos Eduardo,br BRA,"FW,MF",Gil Vicente FC,22-268,2002,2.7,3,1.11,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
149,Marcus Edwards,eng ENG,"MF,FW",Sporting CP,26-153,1998,1.2,8,6.49,5,1,1,0,1,0,1,0.81,0,0,1,0,0,0,Matches
150,Marvin Elimbi,fr FRA,DF,Gil Vicente FC,22-074,2003,3.5,2,0.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
151,Simon Elisor,fr FRA,FW,Famalicão,25-287,1999,5.6,11,1.95,5,0,3,2,1,0,2,0.36,1,0,0,0,1,0,Matches
152,Úmaro Embaló,pt POR,"FW,MF",Vitória,23-364,2001,1.6,1,0.61,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
153,Rui Encarnação,pt POR,GK,Nacional,27-030,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
154,Ricardo Esgaio,pt POR,DF,Sporting CP,31-354,1993,2.6,8,3.14,8,0,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches
155,Tiago Esgaio,pt POR,DF,Arouca,29-277,1995,24.2,33,1.36,31,1,0,0,0,1,2,0.08,2,0,0,0,0,0,Matches
156,Dario Essugo,pt POR,MF,Sporting CP,20-052,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
157,Luís Esteves,pt POR,MF,Nacional,27-026,1998,30.2,111,3.68,86,5,1,10,5,4,7,0.23,5,0,0,1,1,0,Matches
158,Stephen Eustáquio,ca CAN,"MF,DF",Porto,28-135,1996,20.4,52,2.54,40,7,1,4,0,0,6,0.29,3,1,0,2,0,0,Matches
159,Evanilson,br BRA,FW,Porto,25-211,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
160,Claudio Falcão,br BRA,"DF,MF",Farense,30-306,1994,29.7,44,1.48,31,0,1,6,0,6,4,0.13,3,0,0,1,0,0,Matches
161,Eduardo Felicíssimo,pt POR,MF,Sporting CP,18-117,2007,2.2,1,0.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
162,Nuno Felix,pt POR,MF,Benfica,21-050,2004,0.2,2,10.59,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
163,Vando Félix,gw GNB,"FW,MF",Vitória,22-244,2002,5.3,16,3.01,13,0,1,0,2,0,1,0.19,0,0,0,0,1,0,Matches
164,Jorge Filipe Oliveira Fernandes,pt POR,DF,Vitória,28-033,1997,4.6,2,0.43,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
165,Lucas Fernandes,br BRA,"MF,FW",AVS Futebol,27-227,1997,5.5,8,1.45,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
166,Martim Fernandes,pt POR,DF,Porto,19-107,2006,14.0,36,2.68,34,0,2,0,0,0,5,0.37,5,0,0,0,0,0,Matches
167,Mateus Fernandes,pt POR,"FW,MF",Sporting CP,20-299,2004,0.3,3,10.38,1,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
168,Roger Fernandes,gw GNB,"FW,MF",Braga,19-165,2005,17.3,67,3.87,34,13,6,8,5,1,6,0.35,3,1,0,1,0,1,Matches
169,Rúben Fernandes,pt POR,DF,Gil Vicente FC,38-364,1986,27.8,16,0.58,15,0,0,1,0,0,2,0.07,1,0,0,1,0,0,Matches
170,Roberto Férnandez,es ESP,FW,Braga,22-306,2002,5.6,10,1.79,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
171,João Ferreira Barros,pt POR,"MF,FW",Boavista,19-115,2006,2.9,8,2.77,3,1,1,2,0,1,0,0.00,0,0,0,0,0,0,Matches
172,Filipe Ferreira,pt POR,DF,Boavista,34-220,1990,21.9,31,1.42,18,3,2,6,1,1,4,0.18,0,1,1,1,1,0,Matches
173,Fernando Ferreira Fonseca,pt POR,"DF,MF",AVS Futebol,28-052,1997,18.2,37,2.04,26,4,2,0,1,4,0,0.00,0,0,0,0,0,0,Matches
174,João Ferreira,pt POR,DF,Braga,24-044,2001,14.4,25,1.73,19,1,2,0,0,3,1,0.07,1,0,0,0,0,0,Matches
175,Marcelo dos Santos Ferreira,br BRA,DF,Moreirense,35-282,1989,31.0,23,0.74,21,0,0,2,0,0,1,0.03,0,0,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
176,Pedro Ferreira,pt POR,MF,Santa Clara,27-120,1998,19.0,19,1.00,13,0,1,1,1,3,3,0.16,3,0,0,0,0,0,Matches
177,Tiago Ferreira,pt POR,FW,Estrela,23-048,2002,0.4,1,2.31,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
178,Daniel Figueira,pt POR,GK,Estoril,26-289,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
179,Sidoine Fogning,cm CMR,"DF,MF",Boavista,23-175,2001,10.0,8,0.80,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
180,Tiago Fonseca Morais,pt POR,"FW,MF",Rio Ave,21-244,2003,15.8,42,2.65,29,0,5,4,3,1,3,0.19,1,0,2,0,0,0,Matches
181,José Fontán,es ESP,DF,Arouca,25-083,2000,27.8,17,0.61,15,0,0,0,2,0,1,0.04,0,0,0,0,1,0,Matches
182,José Fonte,pt POR,DF,Casa Pia,41-134,1983,21.5,13,0.60,9,1,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
183,Lucas França,br BRA,GK,Nacional,29-106,1996,31.5,3,0.10,2,1,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
184,André Franco,pt POR,"MF,FW",Porto,27-023,1998,5.3,17,3.57,12,3,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
185,Afonso freitas,pt POR,DF,Nacional,25-028,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
186,Iván Fresneda,es ESP,"DF,MF",Sporting CP,20-219,2004,10.6,15,1.41,12,1,1,0,1,0,2,0.19,1,0,0,0,1,0,Matches
187,Godfried Frimpong,nl NED,DF,Moreirense,25-288,1999,27.2,30,1.10,27,1,0,0,1,1,6,0.22,4,1,0,0,1,0,Matches
188,Kanya Fujimoto,jp JPN,MF,Gil Vicente FC,25-308,1999,24.7,71,2.88,51,9,2,8,1,0,10,0.41,7,1,0,2,0,0,Matches
189,Taichi Fukui,jp JPN,MF,Arouca,20-294,2004,23.3,57,2.45,46,3,1,3,4,0,5,0.22,5,0,0,0,0,0,Matches
190,Rúben Furtado,pt POR,"FW,MF",Braga,19-155,2005,0.6,2,3.46,2,0,0,0,0,0,1,1.73,1,0,0,0,0,0,Matches
191,Tiago Gabriel,pt POR,DF,Estrela,20-130,2004,10.9,1,0.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
192,Galeno,br BRA,"FW,DF",Porto,27-195,1997,16.1,60,3.74,38,4,4,4,8,2,6,0.37,3,0,0,0,3,0,Matches
193,Tiago Galletto,uy URU,MF,AVS Futebol,22-359,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
194,Nino Galović,hr CRO,DF,Arouca,32-303,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
195,García,br BRA,DF,Nacional,23-121,2002,30.6,96,3.14,73,14,5,1,2,1,6,0.20,4,2,0,0,0,0,Matches
196,Fabrício Garcia,cv CPV,"FW,DF",Estoril,24-001,2001,14.1,33,2.34,20,1,3,1,6,2,4,0.28,3,0,0,0,0,1,Matches
197,Santiago García,es ESP,MF,Gil Vicente FC,23-249,2001,15.1,24,1.59,22,0,0,1,1,0,4,0.27,3,0,0,0,1,0,Matches
198,Bruno Gaspar,ao ANG,DF,Vitória,32-014,1993,9.6,26,2.70,21,3,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
199,Mory Gbane,ci CIV,"MF,DF",Gil Vicente FC,24-131,2000,16.3,19,1.16,14,1,2,1,0,1,2,0.12,2,0,0,0,0,0,Matches
200,Geovanny,pt POR,MF,Farense,20-295,2004,1.8,2,1.10,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
201,André Geraldes,pt POR,"MF,DF",Casa Pia,34-003,1991,12.9,20,1.55,14,3,1,1,1,0,2,0.15,1,1,0,0,0,0,Matches
202,Ismaël Gharbi,es ESP,"FW,MF",Braga,21-025,2004,11.5,53,4.60,27,11,2,6,7,0,9,0.78,4,2,0,1,2,0,Matches
203,Marco van Ginkel,nl NED,"FW,MF",Boavista,32-155,1992,6.1,13,2.13,9,0,0,3,1,0,0,0.00,0,0,0,0,0,0,Matches
204,José Gomes,pt POR,DF,Nacional,28-289,1996,25.0,42,1.68,35,4,0,3,0,0,2,0.08,1,0,0,1,0,0,Matches
205,Pedro gomes,pt POR,DF,Boavista,21-335,2003,15.9,14,0.88,11,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
206,Vítor Gomes,pt POR,MF,Rio Ave,37-131,1987,0.4,6,13.85,6,0,0,0,0,0,1,2.31,1,0,0,0,0,0,Matches
207,William Gomes,br BRA,"MF,FW",Porto,19-051,2006,1.5,5,3.26,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
208,Victor Gomez,es ESP,DF,Braga,25-034,2000,19.3,47,2.43,39,0,1,2,3,2,9,0.47,8,0,0,0,1,0,Matches
209,Nuno Gonçalo Moreira,pt POR,"FW,MF",Casa Pia,25-323,1999,16.6,52,3.14,31,8,3,4,5,1,9,0.54,4,2,1,1,1,0,Matches
210,João Gonçalves,pt POR,GK,Boavista,24-181,2000,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
211,Pedro Gonçalves,pt POR,"FW,MF",Sporting CP,26-311,1998,7.9,61,7.70,32,18,2,4,4,1,5,0.63,3,0,0,1,0,1,Matches
212,Cristo González,es ESP,MF,Arouca,27-193,1997,2.0,7,3.50,5,1,0,0,1,0,1,0.50,1,0,0,0,0,0,Matches
213,Juan González,co COL,FW,Estrela,20-282,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
214,Mario González,es ESP,FW,Famalicão,29-069,1996,6.4,8,1.25,6,0,0,1,1,0,2,0.31,2,0,0,0,0,0,Matches
215,Nicolás González,es ESP,MF,Porto,23-122,2002,16.0,45,2.81,37,0,2,3,2,1,14,0.88,9,0,1,1,2,1,Matches
216,Jean Gorby,fr FRA,MF,Braga,22-284,2002,13.3,17,1.28,16,0,0,0,1,0,1,0.08,1,0,0,0,0,0,Matches
217,João Goulart Silva,pt POR,DF,Casa Pia,25-098,2000,29.5,10,0.34,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
218,Tiago Gouveia,pt POR,"FW,DF",Benfica,23-321,2001,0.9,7,7.50,5,0,2,0,0,0,1,1.07,1,0,0,0,0,0,Matches
219,Pablo Gozalbez,es ESP,MF,Arouca,24-005,2001,7.2,27,3.75,23,0,0,3,1,0,2,0.28,1,0,0,1,0,0,Matches
220,João Graça,pt POR,"MF,FW",Rio Ave,29-321,1995,5.2,15,2.89,13,0,0,0,1,1,1,0.19,1,0,0,0,0,0,Matches
221,Samuel Granada,br BRA,FW,AVS Futebol,25-084,2000,2.7,4,1.50,2,0,0,1,1,0,1,0.37,1,0,0,0,0,0,Matches
222,Jaume Grau,es ESP,MF,AVS Futebol,28-000,1997,20.5,27,1.31,18,7,1,1,0,0,4,0.19,2,1,1,0,0,0,Matches
223,Marko Grujić,rs SRB,MF,Porto,29-022,1996,0.4,2,5.45,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
224,Marko Gudžulić,rs SRB,GK,Estrela,22-304,2002,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
225,Rafik Guitane,fr FRA,"FW,MF",Estoril,25-344,1999,8.6,37,4.32,29,1,4,1,2,0,4,0.47,4,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
226,Rafik Guitane,fr FRA,FW,Braga,25-344,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
227,Deniz Gül,tr TUR,FW,Porto,20-307,2004,4.6,8,1.62,6,0,0,2,0,0,1,0.20,1,0,0,0,0,0,Matches
228,Viktor Gyökeres,se SWE,FW,Sporting CP,26-335,1998,29.2,148,5.08,91,1,22,17,17,0,28,0.96,13,0,7,2,6,0,Matches
229,Justin de Haas,nl NED,DF,Famalicão,25-093,2000,26.4,10,0.38,9,0,0,1,0,0,2,0.08,2,0,0,0,0,0,Matches
230,Habraão,br BRA,FW,Santa Clara,23-313,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
231,Tomás Händel,pt POR,MF,Vitória,24-159,2000,27.0,63,2.34,55,1,1,2,1,3,6,0.22,5,1,0,0,0,0,Matches
232,Conrad Harder,dk DEN,"FW,MF",Sporting CP,20-028,2005,8.6,33,3.85,20,1,3,8,1,0,7,0.82,5,0,0,2,0,0,Matches
233,Thiago Helguera,uy URU,MF,Braga,19-040,2006,0.1,1,10.00,1,0,0,0,0,0,1,10.00,1,0,0,0,0,0,Matches
234,Gustavo Henrique,br BRA,"MF,FW",Estrela,26-003,1999,2.5,5,1.97,5,0,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches
235,Morten Hjulmand,dk DEN,MF,Sporting CP,25-314,1999,23.6,62,2.63,54,2,0,1,4,1,4,0.17,4,0,0,0,0,0,Matches
236,Jordan Holsgrove,sct SCO,MF,Estoril,25-237,1999,24.5,84,3.43,49,28,0,3,3,1,8,0.33,5,2,0,1,0,0,Matches
237,Lukáš Horníček,cz CZE,GK,Braga,22-296,2002,15.0,2,0.13,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
238,André Horta,pt POR,MF,Braga,28-179,1996,5.6,27,4.78,16,6,1,2,1,1,4,0.71,3,1,0,0,0,0,Matches
239,Ricardo Horta,pt POR,"MF,FW",Braga,30-232,1994,29.5,102,3.46,60,28,1,7,6,0,10,0.34,6,2,0,1,1,0,Matches
240,Igor,br BRA,MF,Estrela,22-059,2003,8.9,17,1.91,14,0,1,2,0,0,2,0.23,1,0,0,1,0,0,Matches
241,André Inácio,br BRA,"MF,FW",Estrela,23-071,2002,7.1,20,2.82,9,1,6,1,3,0,3,0.42,1,0,1,0,1,0,Matches
242,André Inácio,br BRA,"FW,MF",Rio Ave,23-071,2002,10.1,33,3.27,21,1,6,2,3,0,3,0.30,1,0,2,0,0,0,Matches
243,Gonçalo Inácio,pt POR,DF,Sporting CP,23-253,2001,23.1,42,1.82,39,1,0,2,0,0,5,0.22,5,0,0,0,0,0,Matches
244,Isaac,br BRA,FW,Nacional,21-040,2004,13.7,21,1.56,12,0,2,3,3,1,2,0.15,1,0,1,0,0,0,Matches
245,Ismael,pt POR,MF,Moreirense,26-041,1999,22.5,40,1.78,32,0,1,0,5,2,3,0.13,1,0,0,0,2,0,Matches
246,Franco Israel,uy URU,GK,Sporting CP,25-013,2000,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
247,Ivan Jaime Pajuelo,es ESP,FW,Porto,24-221,2000,4.9,17,3.45,13,0,2,0,2,0,5,1.02,4,0,1,0,0,0,Matches
248,Jason,es ESP,"FW,MF",Arouca,30-303,1994,23.1,75,3.25,41,14,5,9,6,0,6,0.26,2,0,1,0,3,0,Matches
249,Jhonatan,br BRA,GK,Rio Ave,33-362,1991,8.0,1,0.12,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
250,Diederrick Joel,cm CMR,FW,Nacional,31-150,1993,8.0,16,2.00,12,0,0,3,1,0,1,0.13,0,0,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
251,Joel Jorquera,es ESP,FW,Moreirense,24-259,2000,3.1,6,1.92,5,1,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches
252,Luiz Lúcio Reis Júnior,br BRA,GK,Famalicão,24-111,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
253,Samuel Justo,pt POR,MF,Farense,21-033,2004,0.4,5,11.25,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
254,Issa Kaboré,bf BFA,DF,Benfica,23-358,2001,0.1,1,6.92,1,0,0,0,0,0,1,6.92,1,0,0,0,0,0,Matches
255,Kaio,br BRA,FW,Vitória,21-079,2004,14.4,48,3.33,35,0,3,2,7,1,6,0.42,3,0,0,2,1,0,Matches
256,Kaique,br BRA,GK,Farense,22-019,2003,4.0,3,0.75,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
257,Osman Kakay,sl SLE,"DF,MF",Boavista,27-253,1997,4.4,4,0.91,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
258,Issiaka Kamate,fr FRA,"FW,MF",AVS Futebol,20-276,2004,3.9,6,1.54,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
259,Kazu,br BRA,DF,Gil Vicente FC,25-048,2000,5.9,4,0.68,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
260,Keliano,ao ANG,MF,Estrela,22-109,2003,10.6,15,1.41,11,1,0,1,1,1,1,0.09,1,0,0,0,0,0,Matches
261,Kewin,br BRA,GK,Moreirense,29-192,1995,29.0,3,0.10,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
262,Kikas,pt POR,FW,Estrela,26-230,1998,20.8,30,1.44,20,1,4,0,4,1,4,0.19,3,0,1,0,0,0,Matches
263,Gustavo Klismahn,br BRA,"MF,FW",Santa Clara,25-163,1999,9.1,34,3.72,20,11,0,0,2,1,5,0.55,3,2,0,0,0,0,Matches
264,Ruben Kluivert,nl NED,DF,Casa Pia,23-349,2001,13.7,10,0.73,8,0,0,0,1,1,2,0.15,1,0,0,0,1,0,Matches
265,Koka,eg EGY,"FW,MF",Rio Ave,32-061,1993,1.9,3,1.61,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
266,Orkun Kökçü,tr TUR,MF,Benfica,24-127,2000,27.3,138,5.05,94,34,0,6,3,1,18,0.66,12,3,0,3,0,0,Matches
267,Moussa Koné,sn SEN,"MF,FW",Boavista,28-126,1996,3.3,4,1.21,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
268,Konstantinos Kostoulas,gr GRE,DF,Rio Ave,20-086,2005,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
269,Vladen Kovačević,ba BIH,GK,Sporting CP,27-024,1998,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
270,Andrian Kraev,bg BUL,MF,Casa Pia,26-080,1999,16.5,17,1.03,13,0,0,3,1,0,2,0.12,0,0,0,2,0,0,Matches
271,Layvin Kurzawa,fr FRA,"DF,MF",Boavista,32-243,1992,1.9,1,0.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
272,Chiheb Labidi,tn TUN,"MF,FW",Nacional,23-338,2001,4.1,13,3.21,10,0,0,0,3,0,0,0.00,0,0,0,0,0,0,Matches
273,André Lacximicant,pt POR,FW,Estoril,23-351,2001,10.0,18,1.80,12,0,3,2,1,0,3,0.30,3,0,0,0,0,0,Matches
274,Chico Lamba,pt POR,DF,Arouca,22-056,2003,23.3,21,0.90,18,0,1,1,1,0,3,0.13,3,0,0,0,0,0,Matches
275,Larra,es ESP,"MF,DF",Casa Pia,27-139,1997,23.1,43,1.86,22,5,4,3,7,2,4,0.17,3,0,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
276,Leonardo Lelo,pt POR,"MF,DF",Casa Pia,25-036,2000,31.6,86,2.72,46,34,1,2,2,1,8,0.25,3,4,0,0,1,0,Matches
277,Marcos Leonardo,br BRA,MF,Benfica,22-003,2003,0.9,3,3.29,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
278,Guilherme Liberato,br BRA,MF,Moreirense,23-323,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
279,Otso Liimatta,fi FIN,"FW,MF",Famalicão,20-299,2004,1.3,3,2.23,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
280,Rúben Lima,pt POR,DF,Estrela,35-214,1989,19.8,20,1.01,15,5,0,0,0,0,3,0.15,2,1,0,0,0,0,Matches
281,Yan Lincon,br BRA,FW,Moreirense,22-234,2002,2.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
282,Jérémy Livolant,fr FRA,"FW,MF",Casa Pia,27-116,1998,18.0,45,2.49,29,6,5,0,5,0,9,0.50,4,1,2,0,2,0,Matches
283,Danny Loader,cm CMR,"FW,MF",Porto,24-250,2000,11.2,27,2.30,22,0,2,2,1,0,2,0.17,2,0,0,0,0,0,Matches
284,Samuel Lobato,pt POR,"FW,MF",Famalicão,23-198,2001,0.8,1,1.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
285,Tom van de Looi,nl NED,MF,Famalicão,25-307,1999,17.5,31,1.77,24,1,1,3,1,1,6,0.34,5,1,0,0,0,0,Matches
286,Miguel Lopes,pt POR,DF,Estrela,38-137,1986,12.2,3,0.25,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
287,Rony Lopes,pt POR,"MF,FW",Farense,29-128,1995,10.9,40,3.68,19,15,1,2,2,1,1,0.09,1,0,0,0,0,0,Matches
288,Vasco Lopes,cv CPV,"FW,MF",AVS Futebol,25-245,1999,11.1,29,2.60,24,1,2,2,0,0,3,0.27,3,0,0,0,0,0,Matches
289,Mamadou Loum,sn SEN,"MF,DF",Arouca,28-126,1996,7.7,13,1.68,9,0,1,0,2,1,0,0.00,0,0,0,0,0,0,Matches
290,Jonatan Lucca,br BRA,MF,AVS Futebol,30-337,1994,3.0,4,1.33,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
291,Florentino Luís,pt POR,MF,Benfica,25-259,1999,20.2,32,1.58,30,0,0,2,0,0,4,0.20,3,0,0,1,0,0,Matches
292,Zé Luís,cv CPV,FW,AVS Futebol,34-101,1991,13.5,28,2.07,17,0,1,8,2,0,3,0.22,0,0,0,1,2,0,Matches
293,Luismi,gq EQG,FW,Moreirense,23-300,2001,15.0,34,2.27,24,1,2,6,0,1,3,0.20,2,0,0,1,0,0,Matches
294,Vitali Lystsov,ru RUS,DF,Boavista,29-298,1995,5.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
295,Rúben Macedo,pt POR,"FW,MF",Nacional,29-057,1996,12.0,31,2.58,13,8,1,2,6,1,2,0.17,1,1,0,0,0,0,Matches
296,Tiago Machado,pt POR,"FW,MF",Boavista,21-033,2004,1.4,3,2.21,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
297,Madson,br BRA,FW,Moreirense,25-252,1999,13.0,41,3.15,28,5,1,2,5,0,4,0.31,2,0,0,0,2,0,Matches
298,Miguel Maga,pt POR,DF,Vitória,22-170,2002,14.0,27,1.92,23,2,1,0,1,0,6,0.43,6,0,0,0,0,0,Matches
299,Otar Mamageishvili,ge GEO,MF,Famalicão,22-110,2003,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
300,Eliaquim Mangala,fr FRA,DF,Estoril,34-081,1991,4.7,2,0.42,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
301,Ricardo Mangas,pt POR,FW,Vitória,27-047,1998,3.8,6,1.59,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
302,Brian Mansilla,uy URU,"FW,MF",Arouca,22-356,2002,3.1,12,3.88,7,1,3,0,0,1,0,0.00,0,0,0,0,0,0,Matches
303,Nico Mantl,de GER,GK,Arouca,25-088,2000,29.0,3,0.10,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
304,Manú,ao ANG,"FW,DF",Estrela,19-177,2005,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
305,Manuel Manu,pt POR,MF,Vitória,23-327,2001,7.6,33,4.37,28,0,1,2,0,2,1,0.13,1,0,0,0,0,0,Matches
306,Manuel Manu,pt POR,MF,Benfica,23-327,2001,1.5,2,1.32,1,0,0,0,1,0,1,0.66,1,0,0,0,0,0,Matches
307,Maracás,br BRA,DF,Moreirense,31-008,1994,26.6,9,0.34,5,0,1,3,0,0,1,0.04,0,0,0,1,0,0,Matches
308,Iván Marcano,es ESP,DF,Porto,37-316,1987,8.5,7,0.83,5,2,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
309,Adrián Marín,es ESP,DF,Braga,28-116,1997,7.9,16,2.03,13,1,1,0,0,1,6,0.76,5,0,1,0,0,0,Matches
310,João Mário,pt POR,"FW,MF",Benfica,32-106,1993,1.7,8,4.68,5,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
311,João Mário Lopes,pt POR,DF,Porto,25-122,2000,17.4,61,3.40,52,0,6,1,2,0,5,0.28,3,0,2,0,0,0,Matches
312,Uładzisłaŭ Marozaŭ,by BLR,FW,Arouca,24-205,2000,3.1,1,0.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
313,Alejandro Marqués,ve VEN,FW,Estoril,24-274,2000,18.3,25,1.37,13,0,2,3,5,2,3,0.16,2,0,0,0,1,0,Matches
314,Alex Marques,pt POR,DF,Boavista,19-194,2005,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
315,João Marques,pt POR,"MF,FW",Braga,23-081,2002,0.4,2,4.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
