Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
118,Tom Bradshaw,wls WAL,FW,Oxford United,32-281,1992,11,359,33,8.7,4.0,4,64,0,7,15,0,1.36,1,4,-3,-0.75,-0.44,3.1,5.6,-2.5,-0.63,-0.11,Matches
119,Tom Bradshaw,wls WAL,FW,Millwall,32-281,1992,11,450,41,10.9,5.0,4,74,0,7,22,3,0.45,6,6,0,0.00,+0.05,7.4,5.1,+2.3,+0.47,+0.44,Matches
120,Robbie Brady,ie IRL,"DF,FW",Preston,33-110,1992,29,1638,56,39.6,18.2,17,77,7,12,28,2,1.00,22,26,-4,-0.22,+0.03,24.1,26.4,-2.3,-0.12,+0.02,Matches
121,Cohen Bramall,eng ENG,"DF,FW",Portsmouth,29-032,1996,12,460,38,11.1,5.1,4,84,2,8,16,5,1.42,4,4,0,0.00,+0.32,4.7,7.4,-2.7,-0.53,-0.26,Matches
122,Cameron Brannagan,eng ENG,MF,Oxford United,28-360,1996,33,2900,88,70.0,32.2,33,88,29,0,,0,1.36,37,45,-8,-0.25,+0.33,27.9,45.0,-17.1,-0.53,-0.02,Matches
123,Ben Brereton,cl CHI,"FW,MF",Sheffield Utd,26-016,1999,17,984,58,23.8,10.9,13,70,1,4,20,0,1.82,15,11,+4,+0.37,-0.29,14.6,14.5,+0.1,0.00,-0.45,Matches
124,Rhian Brewster,eng ENG,"MF,FW",Sheffield Utd,25-033,2000,36,1558,43,37.6,17.3,16,72,3,20,20,5,2.00,22,13,+9,+0.52,-0.11,22.9,16.6,+6.3,+0.37,+0.03,Matches
125,Aidan Bridge,eng ENG,MF,Norwich City,20-044,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
126,Callum Brittain,eng ENG,DF,Blackburn,27-053,1998,33,2659,81,64.2,29.5,30,87,26,3,19,1,1.48,39,33,+6,+0.20,+0.26,37.5,38.3,-0.8,-0.03,+0.05,Matches
127,Harvey Broad,,DF,Coventry City,,,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
128,Andre Brooks,eng ENG,"FW,MF",Sheffield Utd,21-257,2003,22,951,43,23.0,10.6,10,70,1,12,21,18,2.00,12,8,+4,+0.38,-0.27,14.2,10.6,+3.6,+0.34,-0.01,Matches
129,Nathan Broome,eng ENG,GK,Swansea City,23-121,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
130,Ciaron Brown,nir NIR,DF,Oxford United,27-110,1998,41,3611,88,87.2,40.1,41,88,40,0,,0,1.10,41,58,-17,-0.42,-0.59,36.5,59.7,-23.3,-0.58,-0.41,Matches
131,Dejaune Brown,,FW,Derby County,,,15,387,26,9.3,4.3,3,61,0,12,17,13,0.87,6,5,+1,+0.23,+0.45,3.3,5.8,-2.5,-0.59,-0.58,Matches
132,Jacob Brown,sct SCO,"FW,MF",Luton Town,27-024,1998,29,1217,42,29.4,13.5,11,66,1,18,28,1,0.97,14,20,-6,-0.44,+0.11,14.7,18.2,-3.5,-0.26,-0.18,Matches
133,Alan Browne,ie IRL,"MF,DF",Sunderland,30-019,1995,22,1212,55,29.3,13.5,13,83,8,9,15,4,1.73,16,9,+7,+0.52,+0.30,14.1,14.1,-0.1,0.00,-0.28,Matches
134,Josh Brownhill,eng ENG,"MF,FW",Burnley,29-136,1995,42,3474,83,83.9,38.6,39,87,27,3,23,0,2.14,60,16,+44,+1.14,-0.08,48.3,31.7,+16.5,+0.43,+0.17,Matches
135,Joe Bryan,eng ENG,DF,Millwall,31-229,1993,39,3275,84,79.1,36.4,37,88,34,2,4,1,1.44,37,39,-2,-0.05,-0.05,39.8,39.2,+0.5,+0.01,-0.30,Matches
136,Solomon Brynn,eng ENG,GK,Middlesbrough,24-186,2000,6,509,85,12.3,5.7,6,85,5,0,,16,1.83,16,9,+7,+1.24,+1.21,10.2,8.7,+1.4,+0.26,0.00,Matches
137,John Buckley,eng ENG,MF,Blackburn,25-203,1999,23,855,37,20.7,9.5,8,81,2,15,14,19,1.26,12,13,-1,-0.11,-0.27,11.3,11.9,-0.5,-0.06,-0.02,Matches
138,Mustapha Bundu,sl SLE,"FW,MF",Plymouth Argyle,28-066,1997,37,2302,62,55.6,25.6,27,77,9,10,23,5,0.97,34,40,-6,-0.23,+1.28,24.5,40.4,-16.0,-0.62,+0.71,Matches
139,Wouter Burger,nl NED,MF,Stoke City,24-077,2001,39,3002,77,72.5,33.4,37,79,18,2,32,2,1.21,31,43,-12,-0.36,+0.04,35.6,49.5,-13.9,-0.42,+0.23,Matches
140,Delano Burgzorg,sr SUR,"FW,MF",Middlesbrough,26-178,1998,42,2187,52,52.8,24.3,23,81,9,19,18,3,1.36,38,32,+6,+0.25,+0.15,35.6,32.9,+2.7,+0.11,-0.31,Matches
141,Reece Burke,eng ENG,DF,Luton Town,28-244,1996,17,852,50,20.6,9.5,10,70,5,7,21,3,1.71,15,13,+2,+0.21,+0.92,10.6,11.0,-0.4,-0.04,+0.11,Matches
142,Finley Burns,eng ENG,"DF,MF",Hull City,21-321,2003,9,311,35,7.5,3.5,4,73,1,5,4,18,1.67,2,4,-2,-0.58,-0.39,2.2,3.5,-1.3,-0.38,-0.39,Matches
143,Jack Burroughs,sct SCO,MF,Coventry City,24-044,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
144,Harrison Burrows,eng ENG,DF,Sheffield Utd,23-112,2002,43,3460,80,83.6,38.4,39,86,31,4,22,3,2.00,53,31,+22,+0.57,-0.09,49.4,38.4,+11.0,+0.29,-0.37,Matches
145,Mason Burstow,eng ENG,"FW,MF",Hull City,21-273,2003,31,953,31,23.0,10.6,8,67,1,23,18,13,1.23,12,10,+2,+0.19,+0.53,9.5,13.4,-3.9,-0.37,-0.45,Matches
146,Sam Byram,eng ENG,DF,Leeds United,31-230,1993,36,1409,39,34.0,15.7,16,78,6,20,8,8,2.33,32,9,+23,+1.47,+0.09,29.3,8.8,+20.5,+1.31,+0.02,Matches
147,Ben Cabango,wls WAL,DF,Swansea City,24-339,2000,45,4032,90,97.4,44.8,45,90,43,0,,0,1.33,50,54,-4,-0.09,+0.74,55.3,55.8,-0.5,-0.01,+0.61,Matches
148,Jefferson Cáceres,pe PER,FW,Sheffield Utd,22-255,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
149,Alex Cairns,eng ENG,GK,Leeds United,32-120,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
150,Tyrese Campbell,eng ENG,FW,Sheffield Utd,25-127,1999,33,1580,48,38.2,17.6,20,64,0,13,24,4,1.97,28,12,+16,+0.91,+0.52,27.2,17.1,+10.2,+0.58,+0.38,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
151,Ted Cann,eng ENG,GK,West Brom,24-138,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
152,Thomas Cannon,ie IRL,FW,Stoke City,22-127,2002,22,1857,84,44.9,20.6,22,84,16,0,,0,0.95,21,25,-4,-0.19,+0.32,24.5,36.0,-11.5,-0.56,-0.14,Matches
153,Thomas Cannon,ie IRL,FW,Sheffield Utd,22-127,2002,15,682,45,16.5,7.6,7,72,1,8,22,1,1.67,8,12,-4,-0.53,-1.33,10.3,11.1,-0.8,-0.11,-0.54,Matches
154,Todd Cantwell,eng ENG,"MF,FW",Blackburn,27-066,1998,37,2479,67,59.9,27.5,27,82,11,10,26,0,1.38,28,26,+2,+0.07,-0.09,33.3,33.0,+0.3,+0.01,+0.14,Matches
155,Theo Carroll,eng ENG,MF,Preston,17-317,2007,1,4,4,0.1,0.0,0,,0,1,4,7,0.00,0,0,0,0.00,+0.24,0.0,0.0,0.0,0.00,+0.14,Matches
156,Hayden Carter,eng ENG,DF,Blackburn,25-138,1999,16,1363,85,32.9,15.1,16,85,13,0,,3,1.25,19,18,+1,+0.07,-0.06,14.4,15.9,-1.5,-0.10,-0.08,Matches
157,Finley Cartwright,eng ENG,MF,Middlesbrough,18-065,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
158,Eiran Cashin,ie IRL,DF,Derby County,23-176,2001,21,1786,85,43.1,19.8,21,85,19,0,,0,1.10,24,27,-3,-0.15,+0.04,22.4,23.8,-1.4,-0.07,-0.01,Matches
159,Žan Celar,si SVN,FW,QPR,26-051,1999,19,944,50,22.8,10.5,10,73,4,9,24,0,0.95,7,13,-6,-0.57,-0.46,12.1,15.1,-2.9,-0.28,-0.18,Matches
160,Ilias Chair,ma MAR,"MF,FW",QPR,27-186,1997,28,1698,61,41.0,18.9,20,75,6,8,26,0,1.14,19,19,0,0.00,+0.37,20.2,20.3,-0.1,-0.01,+0.22,Matches
161,Giorgi Chakvetadze,ge GEO,"MF,FW",Watford,25-248,1999,39,3281,84,79.3,36.5,37,87,25,2,35,0,1.28,44,48,-4,-0.11,+0.31,46.2,49.8,-3.6,-0.10,+0.68,Matches
162,Nathaniel Chalobah,eng ENG,MF,Sheffield Weds,30-143,1994,16,444,28,10.7,4.9,4,47,0,12,21,7,1.69,12,3,+9,+1.82,+2.26,8.8,7.6,+1.2,+0.25,+0.27,Matches
163,Calum Chambers,eng ENG,"DF,MF",Cardiff City,30-104,1995,41,3513,86,84.9,39.0,41,86,34,0,,0,0.98,42,60,-18,-0.46,+0.54,38.4,51.2,-12.8,-0.33,+0.31,Matches
164,Samuel Chambers,eng ENG,FW,Leeds United,17-259,2007,1,17,17,0.4,0.2,0,,0,1,17,6,3.00,0,0,0,0.00,-1.42,0.1,0.0,+0.1,+0.59,-0.71,Matches
165,Pierce Charles,nir NIR,GK,Sheffield Weds,19-287,2005,8,720,90,17.4,8.0,8,90,8,0,,36,0.88,7,10,-3,-0.37,-0.22,11.3,10.2,+1.0,+0.13,+0.15,Matches
166,Shea Charles,nir NIR,"MF,DF",Sheffield Weds,21-180,2003,43,3631,84,87.7,40.3,42,85,32,1,45,0,1.28,49,55,-6,-0.15,+0.38,52.7,53.6,-1.0,-0.02,-0.21,Matches
167,Ismaila Cheick Coulibaly,ml MLI,MF,Sheffield Utd,24-130,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
168,Chiboso Chibueze,eng ENG,MF,Stoke City,19-106,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
169,Christian Chigozie,eng ENG,DF,Luton Town,18-064,2007,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
170,Tawanda Chirewa,zw ZIM,MF,Derby County,21-205,2003,5,151,30,3.6,1.7,1,65,0,4,22,2,0.60,1,5,-4,-2.38,-2.29,0.7,4.4,-3.7,-2.23,-2.24,Matches
171,Tahith Chong,nl NED,"MF,DF",Luton Town,25-151,1999,30,2026,68,48.9,22.5,24,78,13,6,25,2,1.13,24,35,-11,-0.49,+0.06,24.4,26.0,-1.6,-0.07,+0.12,Matches
172,Hamza Choudhury,bd BAN,"MF,DF",Sheffield Utd,27-215,1997,16,1105,69,26.7,12.3,13,81,8,3,19,0,1.94,16,11,+5,+0.41,-0.25,15.3,15.9,-0.6,-0.05,-0.54,Matches
173,Benjamin Chrisene,eng ENG,DF,Norwich City,21-112,2004,26,1150,44,27.8,12.8,12,76,1,14,17,6,1.46,16,18,-2,-0.16,-0.31,18.1,13.7,+4.4,+0.35,+0.18,Matches
174,Cyrus Christie,ie IRL,DF,Swansea City,32-216,1992,11,282,26,6.8,3.1,2,82,1,9,13,23,1.73,0,8,-8,-2.55,-2.62,0.7,6.5,-5.7,-1.83,-1.93,Matches
175,Dennis Cirkin,eng ENG,DF,Sunderland,23-028,2002,36,2740,76,66.2,30.4,30,86,24,6,24,1,1.78,45,28,+17,+0.56,+0.75,39.9,32.8,+7.1,+0.23,+0.11,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
176,Ibrahim Cissoko,nl NED,"FW,MF",Plymouth Argyle,22-039,2003,13,661,51,16.0,7.3,9,66,0,4,16,3,1.00,8,10,-2,-0.27,+0.63,6.1,13.4,-7.3,-0.99,-0.06,Matches
177,Ibrahim Cissoko,nl NED,"FW,MF",Sheffield Weds,22-039,2003,5,56,11,1.4,0.6,0,,0,5,11,2,0.60,0,3,-3,-4.82,-4.69,0.4,2.2,-1.8,-2.92,-2.96,Matches
178,Jordan Clark,eng ENG,MF,Luton Town,31-224,1993,40,3235,81,78.1,35.9,37,86,29,3,24,1,1.05,36,52,-16,-0.45,+0.35,37.9,42.2,-4.3,-0.12,+0.06,Matches
179,Harry Clarke,eng ENG,DF,Sheffield Utd,24-063,2001,6,472,79,11.4,5.2,6,79,4,0,,0,2.00,9,2,+7,+1.33,+0.84,8.0,7.3,+0.7,+0.13,-0.24,Matches
180,Jack Clarke,eng ENG,FW,Sunderland,24-162,2000,2,179,90,4.3,2.0,2,90,1,0,,0,3.00,6,0,+6,+3.02,+2.83,3.4,1.4,+2.0,+1.03,+0.87,Matches
181,Matthew Clarke,eng ENG,DF,Derby County,28-224,1996,16,1366,85,33.0,15.2,15,89,14,1,33,0,1.44,14,13,+1,+0.07,+0.36,14.9,10.7,+4.2,+0.27,+0.51,Matches
182,Matthew Clarke,eng ENG,DF,Middlesbrough,28-224,1996,14,1112,79,26.9,12.4,12,90,12,2,16,13,1.50,22,17,+5,+0.40,+0.32,20.0,12.3,+7.7,+0.62,+0.50,Matches
183,Jake Clarke-Salter,eng ENG,DF,QPR,27-224,1997,11,753,68,18.2,8.4,8,90,8,3,11,3,1.55,8,12,-4,-0.48,-0.32,7.0,11.1,-4.1,-0.49,-0.44,Matches
184,Harry Clout,,,Portsmouth,,,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
185,Josh Coburn,eng ENG,MF,Middlesbrough,22-149,2002,2,6,3,0.1,0.1,0,,0,2,3,1,1.50,0,0,0,0.00,-0.17,0.5,0.3,+0.3,+3.85,+3.60,Matches
186,Josh Coburn,eng ENG,FW,Millwall,22-149,2002,20,1218,61,29.4,13.5,14,77,6,6,23,0,1.70,16,16,0,0.00,+0.06,18.9,14.9,+4.0,+0.29,+0.31,Matches
187,Jack Colback,eng ENG,MF,QPR,35-192,1989,24,1449,60,35.0,16.1,16,81,8,8,20,2,1.33,20,27,-7,-0.43,-0.33,16.6,18.3,-1.7,-0.11,+0.04,Matches
188,Devante Cole,eng ENG,"FW,MF",West Brom,29-359,1995,14,163,12,3.9,1.8,0,,0,14,12,19,1.43,0,3,-3,-1.66,-1.95,2.4,3.0,-0.7,-0.38,-0.64,Matches
189,Sam Colechin,,DF,Sheffield Utd,,,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
190,Bradley Collins,eng ENG,GK,Coventry City,28-075,1997,15,1313,88,31.7,14.6,14,90,14,1,53,22,1.07,17,23,-6,-0.41,-0.79,22.0,17.3,+4.7,+0.32,-0.01,Matches
191,James Collins,ie IRL,"FW,MF",Derby County,34-154,1990,17,222,13,5.4,2.5,1,75,0,16,9,10,0.88,5,9,-4,-1.62,-1.53,4.1,6.9,-2.7,-1.10,-1.09,Matches
192,Jamilu Collins,ng NGA,DF,Cardiff City,30-272,1994,3,165,55,4.0,1.8,2,60,0,1,45,5,0.33,3,5,-2,-1.09,-0.57,1.4,4.4,-3.0,-1.60,-1.28,Matches
193,Rubin Colwill,wls WAL,"MF,FW",Cardiff City,23-007,2002,43,2522,59,60.9,28.0,24,84,15,19,26,3,0.93,28,43,-15,-0.54,+0.02,27.9,37.7,-9.8,-0.35,+0.07,Matches
194,Aaron Connolly,ie IRL,"FW,MF",Sunderland,25-096,2000,10,246,25,5.9,2.7,2,59,0,8,16,8,1.40,2,2,0,0.00,-0.32,3.2,3.6,-0.3,-0.13,-0.35,Matches
195,Aaron Connolly,ie IRL,"FW,MF",Millwall,25-096,2000,14,659,47,15.9,7.3,6,81,1,8,21,3,1.64,8,9,-1,-0.14,-0.11,7.4,8.6,-1.3,-0.18,-0.30,Matches
196,Shea Connor,eng ENG,GK,Middlesbrough,19-186,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
197,Tommy Conway,sct SCO,"FW,MF",Middlesbrough,22-271,2002,36,2357,65,56.9,26.2,27,81,12,9,20,0,1.31,31,30,+1,+0.04,-0.32,36.5,35.3,+1.2,+0.05,-0.49,Matches
198,Steve Cook,eng ENG,DF,QPR,34-015,1991,31,2617,84,63.2,29.1,31,84,25,0,,1,1.03,33,41,-8,-0.28,-0.16,28.7,36.2,-7.5,-0.26,-0.33,Matches
199,Jake Cooper,eng ENG,DF,Millwall,30-090,1995,36,3195,89,77.2,35.5,36,89,35,0,,0,1.64,41,39,+2,+0.06,+0.44,43.6,38.2,+5.4,+0.15,+0.32,Matches
200,Michael Cooper,eng ENG,GK,Sheffield Utd,25-208,1999,43,3870,90,93.5,43.0,43,90,43,0,,1,2.02,58,33,+25,+0.58,-0.09,56.9,44.1,+12.8,+0.30,-0.74,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
201,Michael Cooper,eng ENG,GK,Plymouth Argyle,25-208,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
202,Oliver Cooper,wls WAL,"MF,FW",Swansea City,25-141,1999,28,1042,37,25.2,11.6,10,78,3,18,14,1,1.32,11,10,+1,+0.09,+0.26,14.0,13.7,+0.3,+0.03,+0.07,Matches
203,José Cordoba,pa PAN,DF,Norwich City,24-059,2001,34,2103,62,50.8,23.4,24,82,17,10,13,4,1.12,40,38,+2,+0.09,+0.04,35.8,29.5,+6.2,+0.27,+0.10,Matches
204,David Cornell,wls WAL,GK,Preston,34-037,1991,10,811,81,19.6,9.0,9,90,9,1,1,36,0.50,10,16,-6,-0.67,-0.53,9.6,14.0,-4.4,-0.49,-0.44,Matches
205,Harry Cornick,eng ENG,"FW,MF",Bristol City,30-025,1995,3,38,13,0.9,0.4,0,,0,3,13,23,1.33,1,0,+1,+2.37,+2.30,0.8,0.5,+0.3,+0.79,+0.73,Matches
206,Daniel Cox,wls WAL,DF,Derby County,19-094,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
207,Lewie Coyle,eng ENG,DF,Hull City,29-201,1995,44,3717,84,89.8,41.3,42,87,35,2,34,0,1.05,37,51,-14,-0.34,-1.19,48.3,47.9,+0.4,+0.01,+0.32,Matches
208,Rocco Coyle,eng ENG,MF,Hull City,18-257,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
209,Tristan Crama,fr FRA,DF,Millwall,23-177,2001,20,1634,82,39.5,18.2,18,88,15,2,29,1,1.80,20,22,-2,-0.11,-0.11,20.1,22.4,-2.3,-0.13,-0.34,Matches
210,Charlie Crew,wls WAL,MF,Leeds United,18-323,2006,1,5,5,0.1,0.1,0,,0,1,5,15,3.00,0,0,0,0.00,-1.41,0.0,0.0,0.0,+0.49,-0.80,Matches
211,Ante Crnac,hr CRO,FW,Norwich City,21-138,2003,38,2495,66,60.3,27.7,29,75,6,9,37,1,1.34,44,42,+2,+0.07,+0.02,39.5,33.1,+6.5,+0.23,+0.04,Matches
212,Ben Crompton,eng ENG,DF,Sunderland,21-138,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
213,Matt Crooks,eng ENG,"MF,FW",Hull City,31-104,1994,18,789,44,19.1,8.8,9,71,2,9,17,0,1.11,6,9,-3,-0.34,-0.15,7.5,8.3,-0.7,-0.08,-0.07,Matches
214,Josh Cullen,ie IRL,MF,Burnley,29-027,1996,44,3801,86,91.8,42.2,43,88,33,1,18,0,2.25,62,14,+48,+1.14,-0.19,53.6,35.9,+17.7,+0.42,+0.22,Matches
215,Liam Cullen,wls WAL,"MF,FW",Swansea City,26-011,1999,42,2995,71,72.3,33.3,35,81,14,7,23,1,1.36,40,43,-3,-0.09,+0.07,40.7,39.3,+1.3,+0.04,+0.24,Matches
216,Jamie Cumming,eng ENG,GK,Oxford United,25-242,1999,45,4050,90,97.8,45.0,45,90,45,0,,1,1.16,46,62,-16,-0.36,-0.36,40.2,65.3,-25.1,-0.56,-1.41,Matches
217,Luke Cundle,eng ENG,"MF,FW",Millwall,23-008,2002,16,985,62,23.8,10.9,13,72,2,3,18,1,1.63,11,15,-4,-0.37,-0.42,8.8,11.0,-2.2,-0.20,-0.37,Matches
218,Jesper Daland,no NOR,DF,Cardiff City,25-118,2000,20,1427,71,34.5,15.9,16,82,11,4,31,13,1.15,20,23,-3,-0.19,+0.54,17.0,22.8,-5.8,-0.37,+0.01,Matches
219,Owen Dale,eng ENG,"MF,FW",Oxford United,26-184,1998,11,350,32,8.5,3.9,4,59,0,7,16,9,0.45,4,10,-6,-1.54,-1.31,5.1,7.4,-2.2,-0.57,-0.04,Matches
220,Harry Darling,eng ENG,DF,Swansea City,25-269,1999,39,3335,86,80.6,37.1,38,87,35,1,15,0,1.46,45,38,+7,+0.19,+1.53,48.4,42.4,+6.0,+0.16,+0.97,Matches
221,Karl Darlow,wls WAL,GK,Leeds United,34-208,1990,7,630,90,15.2,7.0,7,90,7,0,,39,2.71,17,3,+14,+2.00,+0.69,17.3,3.9,+13.4,+1.92,+0.73,Matches
222,Jay Dasilva,wls WAL,DF,Coventry City,27-012,1998,31,1807,58,43.6,20.1,20,81,13,11,17,14,1.29,27,27,0,0.00,-0.23,30.2,25.2,+5.0,+0.25,-0.15,Matches
223,Aidan Dausch,eng ENG,FW,Coventry City,18-357,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
224,Adam Davies,wls WAL,GK,Sheffield Utd,32-291,1992,3,270,90,6.5,3.0,3,90,3,0,,35,1.67,5,3,+2,+0.67,+0.09,5.1,2.0,+3.1,+1.03,+0.74,Matches
225,Isaak Davies,wls WAL,"FW,MF",Cardiff City,23-221,2001,9,287,32,6.9,3.2,3,60,0,6,18,1,1.11,4,4,0,0.00,+0.58,4.9,3.4,+1.4,+0.45,+0.89,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
226,Thomas Davies,wls WAL,DF,Cardiff City,21-174,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
227,Tom Davies,eng ENG,MF,Sheffield Utd,26-308,1998,13,673,52,16.3,7.5,6,89,4,7,20,3,2.00,11,7,+4,+0.53,-0.06,9.5,6.7,+2.8,+0.38,+0.04,Matches
228,James Debayo,eng ENG,DF,Leeds United,19-297,2005,1,1,1,0.0,0.0,0,,0,1,1,23,3.00,0,0,0,0.00,-1.41,0.0,0.1,-0.1,-7.23,-8.53,Matches
229,Josh Dede,sct SCO,DF,Middlesbrough,19-120,2006,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
230,Hannes Delcroix,be BEL,DF,Burnley,26-065,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
231,Hannes Delcroix,be BEL,DF,Swansea City,26-065,1999,12,888,74,21.4,9.9,10,86,8,2,17,3,1.17,7,17,-10,-1.01,-1.15,9.3,13.5,-4.3,-0.43,-0.52,Matches
232,Tom Dele-Bashiru,ng NGA,MF,Watford,25-229,1999,27,2064,76,49.9,22.9,25,82,15,2,10,3,1.26,26,29,-3,-0.13,+0.09,25.9,34.1,-8.2,-0.36,-0.23,Matches
233,Karamoko Dembélé,eng ENG,"FW,MF",QPR,22-071,2003,23,1186,52,28.6,13.2,15,68,1,8,20,0,0.87,12,21,-9,-0.68,-0.65,12.9,14.3,-1.4,-0.11,+0.04,Matches
234,Siriki Dembélé,ci CIV,"FW,MF",Oxford United,28-239,1996,25,1371,55,33.1,15.2,15,76,1,10,23,4,1.24,15,14,+1,+0.07,+0.62,14.6,16.2,-1.5,-0.10,+0.64,Matches
235,Rav van den Berg,nl NED,DF,Middlesbrough,20-301,2004,27,2128,79,51.4,23.6,23,88,21,4,24,0,1.26,28,33,-5,-0.21,-0.79,36.7,32.9,+3.8,+0.16,-0.20,Matches
236,Emmanuel Dennis,ng NGA,"FW,MF",Blackburn,27-170,1997,6,160,27,3.9,1.8,1,62,0,5,20,2,0.83,1,2,-1,-0.56,-0.70,1.6,1.2,+0.3,+0.19,+0.24,Matches
237,Terry Devlin,nir NIR,"DF,MF",Portsmouth,21-179,2003,34,1562,46,37.7,17.4,13,84,9,21,22,6,1.32,19,31,-12,-0.69,-0.66,19.3,30.1,-10.8,-0.62,-0.53,Matches
238,Bambo Diaby,sn SEN,DF,Sheffield Weds,27-138,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
239,Ousmane Diakité,ml MLI,"MF,DF",West Brom,24-283,2000,22,860,39,20.8,9.6,9,76,4,13,14,20,1.55,14,13,+1,+0.10,-0.14,10.6,10.9,-0.3,-0.03,-0.34,Matches
240,Grady Diangana,cd COD,"FW,MF",West Brom,27-015,1998,34,1494,44,36.1,16.6,14,76,2,20,21,3,1.38,18,20,-2,-0.12,-0.53,20.0,16.4,+3.7,+0.22,-0.02,Matches
241,Robert Dickie,eng ENG,DF,Bristol City,29-062,1996,36,3121,87,75.4,34.7,35,89,34,1,10,0,1.50,48,42,+6,+0.17,+0.35,45.5,44.6,+0.9,+0.03,-0.16,Matches
242,Seny Dieng,sn SEN,GK,Middlesbrough,30-162,1994,17,1530,90,37.0,17.0,17,90,17,0,,3,1.47,25,21,+4,+0.24,+0.10,28.7,16.0,+12.7,+0.75,+0.78,Matches
243,Anfernee Dijksteel,sr SUR,DF,Middlesbrough,28-189,1996,33,2525,77,61.0,28.1,27,87,22,6,29,8,1.55,41,33,+8,+0.29,+0.29,38.9,35.6,+3.3,+0.12,-0.35,Matches
244,Daryl Dike,us USA,"FW,MF",West Brom,24-335,2000,11,227,21,5.5,2.5,1,61,0,10,17,3,1.18,6,4,+2,+0.79,+0.61,4.5,2.5,+2.1,+0.83,+0.63,Matches
245,Muhamed Diomande,eng ENG,MF,West Brom,19-077,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
246,Jaden Dixon,eng ENG,"FW,DF",Stoke City,18-086,2007,2,11,6,0.3,0.1,0,,0,2,6,7,1.50,0,0,0,0.00,+0.37,0.5,0.1,+0.3,+2.79,+3.28,Matches
