Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 23_level_0,Unnamed: 24_level_0,Expected,Expected,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 32_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2442,Riccardo Sottil,it ITA,"FW,MF",Milan,it Serie A,25-335,1999,1.3,38,52,73.1,565,113,24,25,96.0,13,19,68.4,1,6,16.7,0,0.3,0.4,-0.3,2,2,1,1,2,Matches
2443,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,30-066,1995,25.0,623,844,73.8,10461,2887,310,392,79.1,236,307,76.9,60,86,69.8,1,1.0,1.2,0.0,14,58,8,1,68,Matches
2444,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,22-019,2003,15.9,646,786,82.2,9638,2303,379,412,92.0,192,242,79.3,47,80,58.8,2,4.6,2.7,-2.6,41,42,27,9,71,Matches
2445,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,26-066,1999,21.8,985,1136,86.7,14936,4024,537,584,92.0,382,436,87.6,38,55,69.1,0,0.4,0.9,-0.4,11,90,13,2,95,Matches
2446,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,24-206,2000,18.1,294,487,60.4,4274,1032,162,232,69.8,94,147,63.9,17,47,36.2,3,2.5,1.6,+0.5,24,14,12,1,40,Matches
2447,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-087,1997,20.7,802,903,88.8,12919,3223,404,442,91.4,332,360,92.2,49,65,75.4,1,1.6,0.9,-0.6,21,78,10,1,92,Matches
2448,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,22-304,2002,11.3,577,636,90.7,10281,3407,202,213,94.8,349,367,95.1,25,49,51.0,1,0.2,0.1,+0.8,2,12,2,0,16,Matches
2449,Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,22-304,2002,8.9,332,399,83.2,6320,2485,119,123,96.7,166,179,92.7,40,86,46.5,0,0.4,0.0,-0.4,2,21,0,0,15,Matches
2450,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,24-268,2000,16.8,875,1017,86.0,12585,3709,514,549,93.6,302,348,86.8,31,57,54.4,2,1.7,1.3,+0.3,10,73,17,7,98,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2451,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,32-040,1993,14.0,578,718,80.5,9922,2990,270,293,92.2,235,281,83.6,60,103,58.3,1,3.2,3.1,-2.2,23,51,28,7,72,Matches
2452,Marco Sportiello,it ITA,GK,Milan,it Serie A,32-359,1992,1.4,51,61,83.6,1238,656,9,9,100.0,31,32,96.9,11,19,57.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
2453,Anton Stach,de GER,"MF,DF",Hoffenheim,de Bundesliga,26-170,1998,26.8,1203,1455,82.7,21412,7725,497,569,87.3,566,642,88.2,106,174,60.9,2,2.0,3.1,0.0,23,114,32,10,142,Matches
2454,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-177,1996,22.7,704,921,76.4,11611,3567,345,407,84.8,259,325,79.7,64,117,54.7,5,2.7,3.5,+2.3,20,61,24,4,94,Matches
2455,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,25-032,2000,8.1,569,624,91.2,9649,2894,274,286,95.8,260,282,92.2,34,49,69.4,2,1.2,1.1,+0.8,12,52,10,2,58,Matches
2456,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,23-068,2002,15.2,372,513,72.5,9405,6649,66,66,100.0,210,217,96.8,96,229,41.9,0,0.0,0.0,0.0,0,2,0,0,0,Matches
2457,Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,22-161,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2458,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29-337,1995,25.2,1539,1643,93.7,27778,9742,555,579,95.9,895,937,95.5,80,105,76.2,0,0.2,0.2,-0.2,6,56,1,0,66,Matches
2459,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,30-020,1995,21.4,1022,1197,85.4,19833,7132,330,377,87.5,589,646,91.2,94,151,62.3,1,0.1,0.2,+0.9,1,62,3,0,58,Matches
2460,Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,20-157,2004,20.0,350,473,74.0,4654,669,223,269,82.9,90,114,78.9,15,23,65.2,4,3.4,3.1,+0.6,18,13,12,1,35,Matches
2461,Jason Steele,eng ENG,GK,Brighton,eng Premier League,34-259,1990,2.0,101,112,90.2,2321,1556,21,21,100.0,63,65,96.9,17,26,65.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2462,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,20-248,2004,10.5,104,197,52.8,1158,178,72,113,63.7,22,38,57.9,0,6,0.0,0,0.2,0.5,-0.2,5,4,3,1,9,Matches
2463,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,29-045,1996,2.4,135,161,83.9,2735,766,49,53,92.5,62,70,88.6,22,33,66.7,0,0.3,0.4,-0.3,3,8,3,2,8,Matches
2464,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,31-097,1994,13.4,786,854,92.0,13687,3815,313,337,92.9,414,438,94.5,44,53,83.0,0,0.2,0.3,-0.2,3,47,5,0,53,Matches
2465,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,23-062,2002,9.5,440,534,82.4,6941,2177,250,272,91.9,158,191,82.7,26,49,53.1,2,0.9,0.7,+1.1,4,30,1,0,39,Matches
2466,Raheem Sterling,eng ENG,"FW,MF",Arsenal,eng Premier League,30-147,1994,4.9,141,183,77.0,1785,352,93,107,86.9,38,51,74.5,2,3,66.7,2,0.5,0.5,+1.5,8,4,9,2,17,Matches
2467,Enzo Sternal,fr FRA,"FW,MF",Marseille,fr Ligue 1,17-341,2007,0.3,7,8,87.5,77,1,5,5,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
2468,Finley Stevens,wls WAL,DF,St. Pauli,de Bundesliga,22-024,2003,0.0,1,2,50.0,8,8,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2469,Ross Stewart,sct SCO,FW,Southampton,eng Premier League,28-297,1996,3.2,49,67,73.1,692,66,24,31,77.4,22,27,81.5,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,1,Matches
2470,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,24-030,2001,30.3,2201,2521,87.3,36934,12520,1025,1095,93.6,959,1064,90.1,170,277,61.4,8,7.2,8.6,+0.8,59,269,50,10,286,Matches
2471,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,31-250,1993,16.8,828,1093,75.8,14180,4455,426,470,90.6,271,353,76.8,106,198,53.5,3,5.3,4.1,-2.3,54,89,39,8,118,Matches
2472,Stoichkov,es ESP,"MF,FW",Alavés,es La Liga,31-180,1993,7.8,132,214,61.7,2161,697,61,82,74.4,50,73,68.5,14,33,42.4,1,1.2,0.7,-0.2,7,16,10,1,26,Matches
2473,Petar Stojanović,si SVN,MF,Empoli,it Serie A,29-209,1995,0.0,1,3,33.3,9,4,1,1,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2474,Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,24-136,2000,7.0,177,259,68.3,4770,3595,53,53,100.0,62,63,98.4,61,142,43.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
2475,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,30-341,1994,6.1,367,403,91.1,6382,1601,169,179,94.4,161,174,92.5,31,40,77.5,0,0.1,0.2,-0.1,2,42,0,0,21,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2476,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-087,2000,27.4,272,431,63.1,3547,657,167,237,70.5,67,106,63.2,14,20,70.0,2,2.4,1.0,-0.4,19,18,4,1,28,Matches
2477,Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,28-016,1997,26.1,796,1057,75.3,12174,3132,444,498,89.2,233,305,76.4,66,135,48.9,4,3.5,3.6,+0.5,52,62,26,8,97,Matches
2478,Cristhian Stuani,uy URU,FW,Girona,es La Liga,38-204,1986,8.3,72,103,69.9,904,91,48,60,80.0,18,29,62.1,2,6,33.3,2,0.4,0.6,+1.6,5,0,2,0,6,Matches
2479,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,32-047,1993,25.8,1119,1296,86.3,20879,7666,396,416,95.2,622,675,92.1,84,167,50.3,0,0.1,0.2,-0.1,3,49,3,0,51,Matches
2480,Denis Suárez,es ESP,MF,Villarreal,es La Liga,31-118,1994,5.9,179,235,76.2,2864,944,102,117,87.2,53,64,82.8,17,35,48.6,1,1.4,1.6,-0.4,13,14,6,2,27,Matches
2481,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,27-268,1997,23.8,983,1233,79.7,15655,6425,529,595,88.9,370,455,81.3,56,118,47.5,6,3.8,4.7,+2.2,39,74,35,11,107,Matches
2482,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,22-238,2002,17.5,636,771,82.5,10047,2027,340,376,90.4,226,259,87.3,48,75,64.0,1,1.8,2.0,-0.8,22,46,12,2,72,Matches
2483,Yukinari Sugawara,jp JPN,"DF,MF",Southampton,eng Premier League,24-310,2000,16.3,689,862,79.9,10831,3323,366,415,88.2,272,328,82.9,35,73,47.9,1,2.2,2.5,-1.2,17,43,21,9,68,Matches
2484,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,29-243,1995,9.8,738,798,92.5,12734,4811,325,343,94.8,361,381,94.8,46,60,76.7,0,0.0,0.2,0.0,1,57,0,0,38,Matches
2485,Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,21-347,2003,1.4,99,113,87.6,1714,370,40,45,88.9,51,56,91.1,6,6,100.0,0,0.0,0.1,0.0,0,12,0,0,6,Matches
2486,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,23-078,2002,13.1,253,317,79.8,3667,572,160,179,89.4,75,91,82.4,12,27,44.4,1,1.0,0.8,0.0,10,6,13,7,26,Matches
2487,Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,23-186,2001,8.7,194,254,76.4,2881,640,125,148,84.5,55,62,88.7,11,22,50.0,1,1.7,1.7,-0.7,17,13,12,5,18,Matches
2488,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,22-331,2002,22.0,374,509,73.5,7138,1933,163,190,85.8,142,174,81.6,60,107,56.1,0,1.8,1.6,-1.8,25,39,21,1,81,Matches
2489,Suso,es ESP,"FW,MF",Sevilla,es La Liga,31-166,1993,2.5,124,161,77.0,2056,682,62,69,89.9,44,49,89.8,12,27,44.4,0,0.4,0.5,-0.4,10,17,6,1,20,Matches
2490,Zion Suzuki,jp JPN,GK,Parma,it Serie A,22-256,2002,33.8,932,1365,68.3,26469,19613,164,166,98.8,476,483,98.6,287,709,40.5,0,0.0,0.1,0.0,0,38,1,0,0,Matches
2491,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26-119,1999,13.5,259,377,68.7,3931,1508,142,169,84.0,90,125,72.0,14,46,30.4,1,1.7,1.6,-0.7,13,36,4,1,36,Matches
2492,Daniel Svensson,se SWE,"DF,FW",Dortmund,de Bundesliga,23-081,2002,6.7,289,370,78.1,4604,1656,156,174,89.7,107,127,84.3,21,44,47.7,2,1.0,0.7,+1.0,8,21,9,3,29,Matches
2493,Marin Šverko,hr CRO,DF,Venezia,it Serie A,27-089,1998,11.6,479,581,82.4,8510,3788,200,221,90.5,234,272,86.0,37,65,56.9,0,0.3,0.3,-0.3,2,38,5,0,37,Matches
2494,Mile Svilar,rs SRB,GK,Roma,it Serie A,25-250,1999,34.0,1015,1280,79.3,25792,14742,181,181,100.0,587,589,99.7,246,508,48.4,0,0.0,0.0,0.0,0,12,0,0,2,Matches
2495,Michael Svoboda,at AUT,DF,Venezia,it Serie A,26-201,1998,14.6,703,829,84.8,12684,4404,259,286,90.6,396,443,89.4,41,79,51.9,0,0.6,1.2,-0.6,5,44,2,0,43,Matches
2496,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,21-092,2004,12.7,234,325,72.0,3250,668,143,177,80.8,64,89,71.9,12,19,63.2,3,2.0,1.8,+1.0,11,15,10,1,24,Matches
2497,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,22-130,2002,10.5,581,656,88.6,9961,3603,222,242,91.7,332,358,92.7,22,45,48.9,0,0.0,0.1,0.0,0,21,0,0,20,Matches
2498,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,31-123,1994,12.3,435,563,77.3,7255,3005,218,251,86.9,162,214,75.7,43,65,66.2,0,0.6,0.7,-0.6,7,45,16,10,53,Matches
2499,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,es La Liga,31-045,1994,16.5,162,259,62.5,2467,388,93,125,74.4,54,87,62.1,9,14,64.3,1,1.7,0.6,-0.7,14,11,5,0,20,Matches
2500,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35-016,1990,13.0,356,400,89.0,7863,4831,73,73,100.0,227,230,98.7,54,93,58.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2501,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,eng Premier League,29-222,1995,10.9,144,194,74.2,2402,702,67,77,87.0,54,64,84.4,15,29,51.7,0,0.2,0.5,-0.2,4,10,4,1,18,Matches
2502,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,24-191,2000,25.1,1015,1201,84.5,15678,3132,556,623,89.2,327,371,88.1,82,114,71.9,5,6.2,5.1,-1.2,51,78,31,5,114,Matches
2503,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-150,1995,14.8,198,313,63.3,2514,527,122,188,64.9,53,78,67.9,5,7,71.4,2,1.6,0.6,+0.4,12,17,8,1,26,Matches
2504,Musa Al-Taamari,jo JOR,"FW,MF",Montpellier,fr Ligue 1,27-328,1997,12.4,235,304,77.3,3364,662,140,166,84.3,63,82,76.8,16,19,84.2,1,1.5,1.1,-0.5,12,12,12,1,30,Matches
2505,Musa Al-Taamari,jo JOR,"FW,MF",Rennes,fr Ligue 1,27-328,1997,5.6,97,118,82.2,1291,211,52,57,91.2,33,41,80.5,2,3,66.7,0,1.3,1.3,-1.3,10,5,3,0,8,Matches
2506,Haris Tabakovic,ba BIH,FW,Hoffenheim,de Bundesliga,30-318,1994,8.9,129,206,62.6,1627,257,79,120,65.8,36,57,63.2,2,2,100.0,1,1.1,0.9,-0.1,8,7,2,1,6,Matches
2507,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,32-246,1992,18.1,1008,1157,87.1,15391,4875,545,595,91.6,398,447,89.0,45,71,63.4,1,0.8,0.9,+0.2,5,60,5,2,81,Matches
2508,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,29-082,1996,30.0,2011,2157,93.2,36005,14152,789,827,95.4,1063,1103,96.4,141,192,73.4,0,0.4,1.8,-0.4,4,189,6,3,161,Matches
2509,Adrien Tameze,cm CMR,"MF,DF",Torino,it Serie A,31-089,1994,7.2,259,301,86.0,4112,904,124,144,86.1,112,121,92.6,14,19,73.7,0,0.8,0.7,-0.8,6,10,6,1,23,Matches
2510,Axel Tapé,fr FRA,DF,Paris S-G,fr Ligue 1,17-267,2007,1.0,84,88,95.5,1613,409,17,17,100.0,64,66,97.0,2,3,66.7,0,0.0,0.0,0.0,1,5,0,0,2,Matches
2511,Renato Tapia,pe PER,"MF,DF",Leganés,es La Liga,29-280,1995,22.2,650,841,77.3,11450,3561,318,367,86.6,255,299,85.3,66,127,52.0,0,0.2,0.6,-0.2,5,56,7,0,57,Matches
2512,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,26-091,1999,25.2,1566,1810,86.5,26932,9579,733,779,94.1,691,769,89.9,125,224,55.8,0,0.2,1.2,-0.2,4,180,9,2,151,Matches
2513,Florian Tardieu,fr FRA,MF,Saint-Étienne,fr Ligue 1,33-012,1992,10.9,719,845,85.1,11520,4247,378,412,91.7,274,312,87.8,50,87,57.5,4,1.1,1.3,+2.9,16,97,20,0,115,Matches
2514,Mehdi Taremi,ir IRN,FW,Inter,it Serie A,32-290,1992,6.7,148,186,79.6,1999,369,82,91,90.1,54,64,84.4,1,2,50.0,1,1.1,0.9,-0.1,12,10,5,0,22,Matches
2515,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,29-228,1995,0.2,14,15,93.3,187,49,9,10,90.0,4,4,100.0,1,1,100.0,0,0.0,0.1,0.0,0,0,1,1,0,Matches
2516,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,22-349,2002,11.0,348,437,79.6,5782,1714,175,199,87.9,130,152,85.5,30,50,60.0,0,0.7,1.2,-0.7,6,50,13,2,66,Matches
2517,James Tarkowski,eng ENG,DF,Everton,eng Premier League,32-166,1992,32.5,1045,1290,81.0,22119,8229,337,399,84.5,525,571,91.9,173,276,62.7,1,2.9,2.4,-1.9,16,83,11,0,75,Matches
2518,César Tárrega,es ESP,DF,Valencia,es La Liga,23-067,2002,29.6,1187,1415,83.9,22708,7875,395,426,92.7,681,743,91.7,105,210,50.0,0,0.1,0.2,-0.1,3,74,1,0,71,Matches
2519,Nuno Tavares,pt POR,DF,Lazio,it Serie A,25-098,2000,17.2,746,939,79.4,11871,4586,414,461,89.8,262,328,79.9,52,104,50.0,8,4.4,4.4,+3.6,31,66,40,20,96,Matches
2520,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,eng Premier League,26-043,1999,18.6,553,763,72.5,9408,2828,267,311,85.9,227,290,78.3,48,107,44.9,5,2.8,2.8,+2.2,36,64,30,9,102,Matches
2521,Charlie Taylor,eng ENG,DF,Southampton,eng Premier League,31-228,1993,3.0,154,177,87.0,2691,691,63,67,94.0,77,86,89.5,12,17,70.6,0,0.1,0.1,-0.1,1,8,2,1,8,Matches
2522,Jack Taylor,ie IRL,MF,Ipswich Town,eng Premier League,26-315,1998,8.5,306,372,82.3,5426,1503,133,153,86.9,146,166,88.0,22,40,55.0,0,0.5,0.8,-0.5,5,29,8,1,41,Matches
2523,Loum Tchaouna,fr FRA,"FW,MF",Lazio,it Serie A,21-238,2003,7.3,172,247,69.6,2582,567,102,122,83.6,53,76,69.7,11,29,37.9,0,0.6,0.7,-0.6,10,9,8,1,20,Matches
2524,Jackson Tchatchoua,cm CMR,"DF,MF",Hellas Verona,it Serie A,23-232,2001,32.2,781,1035,75.5,11696,3678,458,526,87.1,270,347,77.8,37,102,36.3,2,2.3,2.5,-0.3,33,36,28,17,65,Matches
2525,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,22-162,2002,19.6,711,943,75.4,11932,4405,318,372,85.5,318,398,79.9,55,110,50.0,0,1.5,1.2,-1.5,14,44,13,12,59,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2526,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,es La Liga,25-097,2000,26.3,1705,1846,92.4,29850,9706,714,748,95.5,848,900,94.2,124,161,77.0,0,0.5,0.8,-0.5,4,159,9,1,149,Matches
2527,Álvaro Tejero,es ESP,"MF,DF",Espanyol,es La Liga,28-288,1996,12.9,396,557,71.1,7271,2727,169,190,88.9,169,208,81.3,47,118,39.8,4,2.7,3.1,+1.3,30,23,18,11,41,Matches
2528,Martín Tejón,es ESP,"MF,DF",Valencia,es La Liga,21-022,2004,0.5,20,26,76.9,328,95,10,12,83.3,8,10,80.0,1,2,50.0,0,0.0,0.0,0.0,1,2,0,0,4,Matches
2529,Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,20-007,2005,6.2,132,180,73.3,2396,474,61,72,84.7,53,73,72.6,17,24,70.8,0,0.9,0.9,-0.9,9,9,9,4,13,Matches
2530,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,20-007,2005,2.8,108,128,84.4,1721,329,58,66,87.9,39,43,90.7,8,14,57.1,1,0.3,0.6,+0.7,1,5,4,1,9,Matches
2531,Nathan Tella,ng NGA,"MF,FW",Leverkusen,de Bundesliga,25-303,1999,13.8,244,321,76.0,3282,573,155,177,87.6,69,87,79.3,8,16,50.0,3,1.0,1.2,+2.0,15,15,9,1,22,Matches
2532,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,29-072,1996,29.3,918,1257,73.0,16009,7351,413,482,85.7,428,558,76.7,66,155,42.6,1,1.5,1.3,-0.5,18,80,19,9,94,Matches
2533,Casper Tengstedt,dk DEN,"FW,MF",Hellas Verona,it Serie A,24-337,2000,15.5,188,274,68.6,2696,474,100,128,78.1,61,82,74.4,12,27,44.4,1,0.9,1.1,+0.1,11,10,8,1,27,Matches
2534,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,33-004,1992,6.5,211,228,92.5,5304,3657,22,22,100.0,140,142,98.6,49,64,76.6,0,0.0,0.0,0.0,0,1,1,0,2,Matches
2535,Filippo Terracciano,it ITA,"DF,MF",Milan,it Serie A,22-085,2003,6.0,226,257,87.9,3828,822,101,111,91.0,112,123,91.1,10,16,62.5,0,0.1,0.1,-0.1,2,21,1,1,14,Matches
2536,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,35-057,1990,3.0,70,89,78.7,1552,957,18,18,100.0,40,40,100.0,11,30,36.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2537,Ramón Terrats,es ESP,"MF,FW",Villarreal,es La Liga,24-198,2000,1.5,64,79,81.0,1157,305,28,29,96.6,27,35,77.1,7,12,58.3,0,0.3,0.4,-0.3,1,7,2,1,7,Matches
2538,Ramón Terrats,es ESP,"MF,FW",Getafe,es La Liga,24-198,2000,10.1,175,267,65.5,2842,865,94,113,83.2,60,84,71.4,15,52,28.8,0,1.7,0.6,-1.7,11,24,4,0,29,Matches
2539,Martin Terrier,fr FRA,"MF,FW",Leverkusen,de Bundesliga,28-061,1997,6.5,163,199,81.9,2144,377,109,120,90.8,40,49,81.6,6,9,66.7,1,0.9,1.7,+0.1,8,6,5,1,14,Matches
2540,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,23-222,2001,11.9,586,655,89.5,9933,2214,289,313,92.3,235,244,96.3,50,75,66.7,0,0.6,0.7,-0.6,5,53,3,0,45,Matches
2541,Kenny Tete,nl NED,DF,Fulham,eng Premier League,29-207,1995,16.7,669,823,81.3,10740,3542,354,386,91.7,241,300,80.3,55,89,61.8,2,0.9,0.6,+1.1,7,60,9,6,50,Matches
2542,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,31-216,1993,8.3,494,624,79.2,7958,2302,263,290,90.7,168,207,81.2,41,77,53.2,0,1.1,1.3,-1.1,13,41,9,4,47,Matches
2543,Jordan Teze,nl NED,DF,Monaco,fr Ligue 1,25-216,1999,5.0,220,274,80.3,3715,1452,105,118,89.0,103,121,85.1,12,22,54.5,0,1.3,1.6,-1.3,10,19,8,2,19,Matches
2544,Florian Thauvin,fr FRA,"FW,MF",Udinese,it Serie A,32-098,1993,21.7,544,819,66.4,9660,3359,240,289,83.0,183,276,66.3,84,169,49.7,3,3.8,4.7,-0.8,39,58,43,20,90,Matches
2545,Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,24-344,2000,27.0,1376,1641,83.9,24817,9626,575,614,93.6,648,737,87.9,131,239,54.8,0,0.7,1.3,-0.7,10,154,19,4,142,Matches
2546,Norman Theuerkauf,de GER,MF,Heidenheim,de Bundesliga,38-100,1987,0.2,17,20,85.0,298,71,8,9,88.9,8,10,80.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
2547,Thiago,br BRA,FW,Brentford,eng Premier League,23-312,2001,1.5,28,39,71.8,428,56,14,20,70.0,9,12,75.0,3,4,75.0,0,0.1,0.0,-0.1,2,1,1,0,2,Matches
2548,Malick Thiaw,de GER,DF,Milan,it Serie A,23-269,2001,19.2,1137,1224,92.9,22332,7525,330,347,95.1,679,707,96.0,116,145,80.0,0,0.1,0.2,-0.1,4,86,0,0,86,Matches
2549,Denis Thomalla,de GER,MF,Heidenheim,de Bundesliga,32-261,1992,0.0,1,1,100.0,22,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2550,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,23-328,2001,9.7,418,527,79.3,6775,2171,216,235,91.9,167,203,82.3,30,68,44.1,0,0.3,0.3,-0.3,7,27,3,1,30,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2551,Sorba Thomas,wls WAL,"FW,MF",Nantes,fr Ligue 1,25-255,1999,12.9,315,480,65.6,5437,1974,159,189,84.1,105,151,69.5,39,109,35.8,2,2.7,2.0,-0.7,30,27,23,16,34,Matches
2552,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,31-145,1993,26.2,1234,1510,81.7,19272,4813,653,737,88.6,448,535,83.7,87,130,66.9,4,5.3,4.9,-1.3,47,96,27,5,142,Matches
2553,Morten Thorsby,no NOR,MF,Genoa,it Serie A,28-364,1996,20.1,339,506,67.0,4470,1684,206,273,75.5,94,144,65.3,12,17,70.6,1,2.0,1.2,-1.0,25,45,10,1,58,Matches
2554,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,24-039,2001,22.8,1131,1272,88.9,17503,4256,608,657,92.5,443,485,91.3,53,79,67.1,5,3.6,1.6,+1.4,25,112,17,0,110,Matches
2555,Marcus Thuram,fr FRA,FW,Inter,it Serie A,27-271,1997,24.4,389,531,73.3,4980,1052,234,306,76.5,106,135,78.5,14,22,63.6,4,4.3,4.0,-0.3,38,24,25,3,52,Matches
