Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 23_level_0,Unnamed: 24_level_0,Expected,Expected,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 32_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
535,Youssef Chermiti,pt POR,"FW,MF",Everton,eng Premier League,20-345,2004,0.5,6,11,54.5,78,14,4,7,57.1,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
536,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,23-179,2001,31.0,784,992,79.0,19388,13575,191,191,100.0,393,401,98.0,196,394,49.7,0,0.9,0.2,-0.9,3,13,0,0,1,Matches
537,Fabio Chiarodia,it ITA,DF,Gladbach,de Bundesliga,19-333,2005,3.2,133,164,81.1,2208,712,58,62,93.5,67,78,85.9,8,19,42.1,0,0.0,0.0,0.0,0,7,0,0,9,Matches
538,Julián Chicco,ar ARG,MF,Leganés,es La Liga,27-111,1998,2.3,74,93,79.6,1235,386,35,42,83.3,31,35,88.6,6,9,66.7,0,0.1,0.1,-0.1,1,8,2,0,14,Matches
539,Leandro Chichizola,ar ARG,GK,Parma,it Serie A,35-038,1990,1.0,36,50,72.0,854,507,6,6,100.0,23,23,100.0,7,20,35.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
540,Federico Chiesa,it ITA,FW,Liverpool,eng Premier League,27-191,1997,0.4,21,25,84.0,247,63,15,16,93.8,4,6,66.7,1,1,100.0,0,0.0,0.1,0.0,0,3,0,0,2,Matches
541,Ben Chilwell,eng ENG,DF,Crystal Palace,eng Premier League,28-134,1996,1.5,45,69,65.2,618,155,26,31,83.9,16,25,64.0,1,9,11.1,0,0.2,0.3,-0.2,2,4,2,0,3,Matches
542,Chiquinho,pt POR,MF,Wolves,eng Premier League,25-088,2000,0.1,3,3,100.0,71,22,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,1,0,1,1,0,Matches
543,Chiquinho,pt POR,"MF,FW",Mallorca,es La Liga,25-088,2000,1.6,22,34,64.7,299,87,13,15,86.7,5,9,55.6,2,7,28.6,0,0.0,0.1,0.0,2,0,0,0,1,Matches
544,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,27-346,1997,23.3,1163,1381,84.2,21362,6984,494,539,91.7,509,564,90.2,137,223,61.4,2,1.5,1.9,+0.5,15,152,21,3,158,Matches
545,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,23-222,2001,17.7,581,711,81.7,10834,3274,250,286,87.4,244,284,85.9,74,107,69.2,0,0.3,0.9,-0.3,5,67,9,3,70,Matches
546,Hamza Choudhury,bd BAN,"MF,DF",Leicester City,eng Premier League,27-215,1997,1.5,72,84,85.7,991,249,47,50,94.0,23,29,79.3,2,4,50.0,0,0.4,0.2,-0.4,2,10,1,1,3,Matches
547,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,29-024,1996,1.3,102,110,92.7,1541,625,50,53,94.3,48,51,94.1,2,3,66.7,0,0.0,0.0,0.0,0,10,0,0,7,Matches
548,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,30-071,1995,23.5,837,1056,79.3,14882,4269,368,417,88.2,378,430,87.9,82,168,48.8,3,3.5,3.0,-0.5,41,118,33,5,137,Matches
549,Carney Chukwuemeka,eng ENG,MF,Dortmund,de Bundesliga,21-196,2003,2.6,85,110,77.3,958,308,60,72,83.3,15,20,75.0,1,1,100.0,0,0.9,1.8,-0.9,7,8,6,0,18,Matches
550,Samuel Chukwueze,ng NGA,"FW,MF",Milan,it Serie A,25-347,1999,9.5,296,394,75.1,5117,1022,144,164,87.8,125,161,77.6,25,52,48.1,0,2.3,2.1,-2.3,22,18,15,5,29,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
551,Aaron Ciammaglichella,it ITA,MF,Torino,it Serie A,20-098,2005,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
552,Jasper Cillessen,nl NED,GK,Las Palmas,es La Liga,36-012,1989,25.9,683,1002,68.2,18003,13417,147,149,98.7,340,347,98.0,194,501,38.7,0,0.0,0.0,0.0,0,15,0,0,0,Matches
553,Alessandro Circati,au AUS,DF,Parma,it Serie A,21-206,2003,4.0,149,170,87.6,2853,696,48,56,85.7,84,90,93.3,13,20,65.0,0,0.0,0.0,0.0,0,3,0,0,5,Matches
554,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,31-049,1994,21.0,905,1068,84.7,15761,5131,401,448,89.5,410,456,89.9,77,113,68.1,1,1.1,0.8,-0.1,16,93,7,0,113,Matches
555,Alphadjo Cissè,it ITA,"FW,MF",Hellas Verona,it Serie A,18-194,2006,0.1,6,8,75.0,90,18,4,6,66.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
556,Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,21-093,2004,10.5,469,533,88.0,8941,2458,201,223,90.1,198,214,92.5,64,75,85.3,0,0.2,0.7,-0.2,6,61,11,0,80,Matches
557,Seydouba Cissé,gn GUI,MF,Leganés,es La Liga,24-083,2001,23.2,822,976,84.2,13618,2807,385,428,90.0,338,384,88.0,69,107,64.5,0,0.3,0.6,-0.3,10,67,12,0,91,Matches
558,Yoann Cissé,fr FRA,MF,Auxerre,fr Ligue 1,20-142,2004,0.1,2,6,33.3,9,0,1,2,50.0,0,1,0.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
559,Patrick Ciurria,it ITA,"MF,DF",Monza,it Serie A,30-084,1995,11.1,272,387,70.3,4602,1244,131,152,86.2,105,143,73.4,28,63,44.4,1,1.9,1.3,-0.9,11,16,4,3,23,Matches
560,Harry Clarke,eng ENG,DF,Ipswich Town,eng Premier League,24-063,2001,4.2,190,236,80.5,3442,1226,87,95,91.6,77,88,87.5,23,40,57.5,0,0.0,0.1,0.0,1,21,1,0,14,Matches
561,Jack Clarke,eng ENG,"FW,MF",Ipswich Town,eng Premier League,24-162,2000,11.7,266,348,76.4,4343,1093,138,159,86.8,111,129,86.0,14,29,48.3,4,2.0,1.0,+2.0,23,25,6,0,35,Matches
562,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,de Bundesliga,26-332,1998,21.0,463,568,81.5,6995,1209,250,296,84.5,176,198,88.9,24,36,66.7,2,1.2,1.6,+0.8,17,32,18,4,51,Matches
563,Jonathan Clauss,fr FRA,"DF,MF",Nice,fr Ligue 1,32-221,1992,23.7,933,1288,72.4,15303,6131,486,566,85.9,351,460,76.3,78,197,39.6,8,7.5,6.6,+0.5,52,63,45,14,91,Matches
564,Silvi Clúa,es ESP,MF,Girona,es La Liga,20-095,2005,1.8,75,95,78.9,1302,271,31,37,83.8,36,42,85.7,5,8,62.5,0,0.0,0.0,0.0,1,3,0,0,3,Matches
565,Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,eng Premier League,34-029,1991,5.4,171,225,76.0,3113,1102,72,89,80.9,84,95,88.4,14,30,46.7,0,0.3,0.2,-0.3,3,16,2,1,7,Matches
566,Conor Coady,eng ENG,DF,Leicester City,eng Premier League,32-068,1993,16.0,829,912,90.9,14352,5362,353,364,97.0,424,439,96.6,48,91,52.7,0,0.1,0.5,-0.1,1,32,2,0,30,Matches
567,Marcus Coco,fr FRA,DF,Nantes,fr Ligue 1,28-314,1996,10.6,383,482,79.5,6455,2436,188,206,91.3,155,192,80.7,32,61,52.5,1,1.2,1.1,-0.2,10,31,10,6,34,Matches
568,Saúl Coco,gq EQG,DF,Torino,it Serie A,26-084,1999,31.6,1350,1529,88.3,24764,7402,493,533,92.5,742,798,93.0,101,165,61.2,0,0.0,0.2,0.0,1,74,2,1,70,Matches
569,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,36-205,1988,2.2,57,79,72.2,1046,504,27,29,93.1,24,31,77.4,6,16,37.5,0,0.0,0.0,0.0,0,6,0,0,8,Matches
570,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,24-004,2001,34.0,1535,1791,85.7,29301,9762,514,586,87.7,882,954,92.5,126,211,59.7,3,1.8,1.6,+1.2,10,98,7,2,113,Matches
571,Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,21-114,2004,15.4,721,831,86.8,11638,3416,335,357,93.8,334,373,89.5,35,69,50.7,1,1.0,1.2,0.0,2,47,11,1,59,Matches
572,Toby Collyer,eng ENG,MF,Manchester Utd,eng Premier League,21-121,2004,2.0,76,92,82.6,1127,121,37,43,86.0,32,37,86.5,3,4,75.0,0,0.3,0.4,-0.3,2,3,1,0,5,Matches
573,Lorenzo Colombo,it ITA,"FW,MF",Empoli,it Serie A,23-057,2002,23.6,324,482,67.2,4833,1018,175,227,77.1,95,139,68.3,27,49,55.1,2,2.8,0.9,-0.8,20,24,11,2,45,Matches
574,Andrea Colpani,it ITA,"FW,MF",Fiorentina,it Serie A,25-358,1999,15.7,360,447,80.5,5676,1174,203,218,93.1,123,154,79.9,25,52,48.1,1,1.3,1.3,-0.3,17,18,15,1,56,Matches
575,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,22-067,2003,31.0,2167,2418,89.6,39487,13936,750,809,92.7,1264,1327,95.3,131,227,57.7,1,1.1,1.2,-0.1,14,144,7,3,124,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
576,Florinel Coman,ro ROU,"FW,MF",Cagliari,it Serie A,27-024,1998,2.9,67,82,81.7,941,247,43,50,86.0,20,22,90.9,1,5,20.0,0,0.0,0.1,0.0,1,4,2,0,5,Matches
577,Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,28-325,1996,12.9,557,658,84.7,8709,1433,302,333,90.7,224,256,87.5,24,44,54.5,4,3.2,4.1,+0.8,31,26,27,5,43,Matches
578,Eray Cömert,ch SUI,"DF,MF",Valladolid,es La Liga,27-089,1998,16.9,680,780,87.2,13940,4535,191,218,87.6,409,432,94.7,73,114,64.0,0,0.0,0.1,0.0,0,44,1,0,42,Matches
579,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,28-211,1996,26.1,1091,1291,84.5,18471,5971,510,570,89.5,476,532,89.5,83,128,64.8,2,2.0,2.4,0.0,26,135,28,3,146,Matches
580,Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,20-073,2005,22.2,951,1112,85.5,19615,5565,244,278,87.8,573,625,91.7,126,180,70.0,0,0.5,0.2,-0.5,5,50,2,0,60,Matches
581,Francisco Conceição,pt POR,"FW,MF",Juventus,it Serie A,22-141,2002,12.4,359,460,78.0,6038,932,176,213,82.6,151,172,87.8,24,45,53.3,3,4.1,4.3,-1.1,22,13,17,9,28,Matches
582,Diego Conde,es ESP,GK,Villarreal,es La Liga,26-188,1998,20.8,486,606,80.2,11767,7703,114,115,99.1,266,272,97.8,103,215,47.9,1,0.2,0.0,+0.8,2,7,1,0,0,Matches
583,Tomás Conechny,ar ARG,"FW,MF",Alavés,es La Liga,27-035,1998,8.8,198,308,64.3,3102,985,108,150,72.0,75,108,69.4,10,28,35.7,0,0.3,0.8,-0.3,7,12,11,8,19,Matches
584,Alois Confais,fr FRA,MF,Le Havre,fr Ligue 1,28-239,1996,0.0,1,2,50.0,10,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
585,Sirlord Conteh,de GER,"FW,MF",Heidenheim,de Bundesliga,28-299,1996,9.9,158,224,70.5,2401,567,93,129,72.1,43,53,81.1,13,23,56.5,1,2.6,1.4,-1.6,14,17,6,2,19,Matches
586,Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,28-090,1997,31.3,1158,1508,76.8,20150,6955,507,598,84.8,521,612,85.1,106,233,45.5,3,4.1,3.7,-1.1,48,150,26,11,153,Matches
587,Copete,es ESP,DF,Mallorca,es La Liga,25-206,1999,15.3,564,684,82.5,10682,4137,213,236,90.3,285,319,89.3,60,108,55.6,0,0.0,0.1,0.0,0,34,4,0,44,Matches
588,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,21-127,2003,29.5,870,1068,81.5,17195,6214,233,282,82.6,559,604,92.5,73,148,49.3,0,0.1,0.2,-0.1,3,31,0,0,45,Matches
589,Francis Coquelin,fr FRA,"MF,FW",Nantes,fr Ligue 1,33-356,1991,0.7,21,22,95.5,324,116,15,16,93.8,4,4,100.0,2,2,100.0,1,0.9,0.1,+0.1,2,4,0,0,4,Matches
590,Iker Córdoba,es ESP,DF,Valencia,es La Liga,19-174,2005,0.2,9,11,81.8,169,91,3,5,60.0,5,5,100.0,1,1,100.0,0,0.1,0.0,-0.1,1,1,1,1,1,Matches
591,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,27-160,1997,14.8,1217,1304,93.3,19481,6287,551,575,95.8,616,641,96.1,30,56,53.6,0,0.1,0.4,-0.1,4,85,0,0,63,Matches
592,Maxwel Cornet,ci CIV,FW,Southampton,eng Premier League,28-219,1996,0.8,17,22,77.3,262,37,9,10,90.0,6,8,75.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
593,Maxwel Cornet,ci CIV,"FW,MF",Genoa,it Serie A,28-219,1996,2.6,49,71,69.0,752,162,33,40,82.5,13,18,72.2,3,5,60.0,1,0.6,0.7,+0.4,5,2,3,2,4,Matches
594,Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,28-143,1996,6.4,271,331,81.9,4488,1581,129,140,92.1,111,131,84.7,25,45,55.6,0,0.3,0.3,-0.3,3,14,5,2,19,Matches
595,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,30-056,1995,8.1,182,248,73.4,2420,666,114,140,81.4,46,61,75.4,8,18,44.4,1,1.3,1.8,-0.3,9,18,9,1,22,Matches
596,Joaquín Correa,ar ARG,"FW,MF",Inter,it Serie A,30-264,1994,5.7,224,259,86.5,3312,785,122,137,89.1,84,91,92.3,12,13,92.3,2,1.6,0.6,+0.4,9,16,9,1,29,Matches
597,Thierry Correia,pt POR,DF,Valencia,es La Liga,26-056,1999,8.5,330,441,74.8,5750,2179,160,183,87.4,137,172,79.7,31,67,46.3,0,0.3,0.8,-0.3,5,23,12,3,44,Matches
598,Alberto costa,pt POR,"DF,MF",Juventus,it Serie A,21-217,2003,1.3,86,99,86.9,1252,282,52,57,91.2,26,30,86.7,3,3,100.0,0,0.0,0.1,0.0,1,6,1,0,6,Matches
599,Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,22-282,2002,9.9,162,256,63.3,2354,575,90,126,71.4,50,75,66.7,11,26,42.3,1,1.4,1.4,-0.4,9,10,9,6,13,Matches
600,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,31-295,1993,20.0,879,1117,78.7,16035,6551,371,403,92.1,408,465,87.7,92,210,43.8,1,0.5,1.1,+0.5,9,115,15,6,100,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
601,David Costa,pt POR,"MF,FW",Lens,fr Ligue 1,24-119,2001,3.9,128,155,82.6,1902,615,66,73,90.4,49,60,81.7,6,10,60.0,0,0.4,1.0,-0.4,6,12,8,4,24,Matches
602,Logan Costa,cv CPV,DF,Villarreal,es La Liga,24-033,2001,24.7,1162,1334,87.1,22409,8318,422,447,94.4,588,633,92.9,137,230,59.6,0,0.4,0.5,-0.4,3,89,5,0,103,Matches
603,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,24-033,2001,1.0,47,56,83.9,845,482,20,20,100.0,23,26,88.5,4,9,44.4,0,0.5,0.0,-0.5,1,4,1,1,4,Matches
604,Samu Costa,pt POR,MF,Mallorca,es La Liga,24-158,2000,24.6,964,1193,80.8,17223,4989,432,496,87.1,412,480,85.8,105,152,69.1,2,1.2,1.7,+0.8,12,94,13,5,98,Matches
605,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,26-031,1999,2.0,54,68,79.4,1376,933,9,9,100.0,33,33,100.0,12,26,46.2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
606,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,32-255,1992,9.6,363,467,77.7,5924,2245,186,208,89.4,145,181,80.1,25,60,41.7,0,0.6,0.9,-0.6,6,35,12,7,32,Matches
607,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,29-024,1996,26.6,726,883,82.2,12747,3168,317,359,88.3,308,358,86.0,80,111,72.1,0,0.9,0.6,-0.9,11,63,6,0,86,Matches
608,Lasso Coulibaly,gh GHA,"FW,MF",Auxerre,fr Ligue 1,22-197,2002,0.4,9,10,90.0,111,0,6,6,100.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
609,Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,21-013,2004,0.1,3,5,60.0,19,7,2,2,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
610,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,21-202,2003,4.9,281,317,88.6,5923,1657,83,89,93.3,159,168,94.6,36,56,64.3,0,0.1,0.2,-0.1,1,12,1,0,16,Matches
611,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,24-075,2001,12.8,234,306,76.5,3184,574,144,171,84.2,71,91,78.0,6,15,40.0,0,1.1,0.9,-1.1,16,7,5,2,16,Matches
612,Woyo Coulibaly,fr FRA,DF,Leicester City,eng Premier League,25-349,1999,1.2,48,57,84.2,797,314,28,34,82.4,16,19,84.2,4,4,100.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches
613,Woyo Coulibaly,fr FRA,DF,Parma,it Serie A,25-349,1999,12.0,514,593,86.7,7911,3030,274,295,92.9,206,239,86.2,23,38,60.5,1,0.9,0.8,+0.1,8,44,4,0,41,Matches
614,Marius Courcoul,fr FRA,"DF,MF",Angers,fr Ligue 1,18-123,2007,0.8,43,58,74.1,757,231,17,21,81.0,21,26,80.8,3,8,37.5,0,0.0,0.0,0.0,0,2,1,0,5,Matches
615,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,32-358,1992,27.0,783,938,83.5,18194,11607,152,153,99.3,491,494,99.4,139,289,48.1,0,0.0,0.0,0.0,0,4,0,0,0,Matches
616,Yan Couto,br BRA,"DF,FW",Dortmund,de Bundesliga,22-335,2002,9.9,582,718,81.1,9325,2643,287,319,90.0,247,297,83.2,35,68,51.5,0,0.9,2.3,-0.9,12,51,26,10,67,Matches
617,Nicolas Cozza,fr FRA,"DF,MF",Nantes,fr Ligue 1,26-116,1999,22.5,591,763,77.5,9608,3841,289,337,85.8,266,316,84.2,26,71,36.6,0,1.4,1.1,-1.4,7,39,10,4,61,Matches
618,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,35-140,1989,6.5,355,440,80.7,6769,2697,157,173,90.8,152,177,85.9,45,82,54.9,0,1.1,1.2,-1.1,7,40,4,1,24,Matches
619,Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,22-260,2002,27.8,1242,1499,82.9,23141,7958,420,465,90.3,728,802,90.8,89,210,42.4,1,1.7,1.1,-0.7,5,60,4,1,67,Matches
620,Bryan Cristante,it ITA,MF,Roma,it Serie A,30-062,1995,19.0,940,1126,83.5,16472,4640,406,464,87.5,442,490,90.2,77,122,63.1,2,1.3,1.1,+0.7,14,120,14,0,123,Matches
621,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,29-167,1995,1.5,25,49,51.0,348,107,13,21,61.9,9,12,75.0,1,8,12.5,0,0.0,0.0,0.0,0,1,1,0,4,Matches
622,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,32-280,1992,13.0,392,511,76.7,6205,2802,197,223,88.3,166,217,76.5,19,49,38.8,0,0.0,0.2,0.0,2,43,1,0,40,Matches
623,Juan Cruz,es ESP,"FW,MF",Leganés,es La Liga,25-009,2000,22.4,443,651,68.0,6986,2736,241,295,81.7,153,216,70.8,36,92,39.1,3,3.3,3.2,-0.3,21,28,29,13,59,Matches
624,Juan Cuadrado,co COL,"DF,MF",Atalanta,it Serie A,36-343,1988,8.9,451,573,78.7,7701,2137,238,271,87.8,159,199,79.9,48,81,59.3,2,1.4,1.8,+0.6,17,31,24,2,62,Matches
625,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,18-102,2007,26.0,2283,2442,93.5,42926,14908,765,802,95.4,1314,1363,96.4,180,234,76.9,3,1.6,0.9,+1.4,9,199,4,1,186,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
626,Cucho,co COL,FW,Betis,es La Liga,26-014,1999,8.8,162,223,72.6,2533,704,83,107,77.6,39,54,72.2,20,24,83.3,1,1.2,0.5,-0.2,9,16,6,1,26,Matches
627,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26-286,1998,29.2,1529,1738,88.0,24117,6756,765,815,93.9,672,747,90.0,62,108,57.4,1,1.9,2.2,-0.9,18,108,12,3,104,Matches
628,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,25-168,1999,2.9,102,122,83.6,1768,637,34,38,89.5,60,68,88.2,6,14,42.9,0,0.0,0.0,0.0,0,7,0,0,9,Matches
629,Matheus Cunha,br BRA,"MF,FW",Wolves,eng Premier League,25-342,1999,26.9,743,1033,71.9,11781,4055,422,496,85.1,208,274,75.9,79,175,45.1,6,7.3,5.0,-1.3,51,89,54,10,131,Matches
630,Patrick Cutrone,it ITA,FW,Como,it Serie A,27-121,1998,21.7,324,461,70.3,4299,658,198,250,79.2,93,124,75.0,8,20,40.0,4,2.1,2.0,+1.9,19,16,10,2,30,Matches
631,Tomáš Čvančara,cz CZE,FW,Gladbach,de Bundesliga,24-264,2000,8.8,164,232,70.7,2415,517,90,114,78.9,60,77,77.9,6,12,50.0,0,0.9,0.5,-0.9,6,13,8,2,23,Matches
632,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,30-096,1995,0.3,14,21,66.7,248,161,9,9,100.0,2,5,40.0,3,5,60.0,0,0.0,0.2,0.0,0,2,0,0,2,Matches
633,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,36-237,1988,12.2,566,652,86.8,9736,3415,255,269,94.8,273,301,90.7,34,64,53.1,1,0.4,0.3,+0.6,5,26,6,2,34,Matches
634,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,23-329,2001,26.2,1275,1519,83.9,20747,5743,635,698,91.0,481,542,88.7,105,187,56.1,2,3.6,4.3,-1.6,50,120,28,8,127,Matches
635,Samuel Dahl,se SWE,"DF,MF",Roma,it Serie A,25-061,2000,0.5,24,28,85.7,268,95,22,23,95.7,2,4,50.0,0,1,0.0,0,0.0,0.0,0.0,0,2,1,0,2,Matches
636,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,27-038,1998,16.0,453,656,69.1,13797,9987,75,76,98.7,201,203,99.0,177,376,47.1,0,0.0,0.0,0.0,0,11,0,0,2,Matches
637,Thomas Dähne,de GER,GK,Holstein Kiel,de Bundesliga,31-120,1994,6.0,197,261,75.5,5241,3382,33,33,100.0,108,109,99.1,56,119,47.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
638,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,29-123,1996,4.0,191,225,84.9,2869,939,99,104,95.2,73,86,84.9,7,14,50.0,1,0.7,0.6,+0.3,8,10,5,0,17,Matches
639,Patson Daka,zm ZAM,"FW,MF",Leicester City,eng Premier League,26-207,1998,7.3,101,141,71.6,1400,254,61,76,80.3,31,43,72.1,3,3,100.0,0,0.1,0.1,-0.1,1,6,1,0,8,Matches
640,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,23-059,2002,4.8,311,339,91.7,5201,1623,142,147,96.6,150,158,94.9,16,27,59.3,0,0.2,0.1,-0.2,2,20,1,0,12,Matches
641,Thijs Dallinga,nl NED,FW,Bologna,it Serie A,24-274,2000,10.7,175,244,71.7,2476,399,101,131,77.1,51,73,69.9,10,13,76.9,0,0.4,0.4,-0.4,8,10,4,0,14,Matches
642,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,26-047,1999,31.0,1336,1659,80.5,21497,6609,691,769,89.9,519,634,81.9,93,168,55.4,3,2.0,2.5,+1.0,26,61,25,8,102,Matches
643,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,24-305,2000,28.6,984,1348,73.0,16907,6717,494,577,85.6,341,465,73.3,120,224,53.6,10,7.6,6.3,+2.4,57,149,66,17,209,Matches
644,Maat Daniel Caprini,it ITA,FW,Fiorentina,it Serie A,19-082,2006,0.1,5,6,83.3,66,21,4,4,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
645,Flavius Daniliuc,at AUT,DF,Hellas Verona,it Serie A,24-007,2001,11.0,371,443,83.7,5877,2768,189,206,91.7,157,180,87.2,20,40,50.0,0,0.1,0.1,-0.1,2,28,3,1,38,Matches
646,Danilo,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,24-005,2001,3.0,89,114,78.1,1435,534,43,51,84.3,36,43,83.7,6,10,60.0,0,0.0,0.0,0.0,0,13,0,0,11,Matches
647,Danilo,br BRA,DF,Juventus,it Serie A,33-293,1991,6.5,519,573,90.6,9844,3059,186,197,94.4,271,287,94.4,59,80,73.8,1,0.4,0.6,+0.6,3,51,2,0,45,Matches
648,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,28-093,1997,2.2,23,30,76.7,359,40,11,15,73.3,10,12,83.3,1,2,50.0,0,0.0,0.0,0.0,1,1,0,0,1,Matches
649,Arnaut Danjuma,nl NED,"FW,MF",Girona,es La Liga,28-093,1997,14.6,310,429,72.3,5308,1453,156,181,86.2,115,152,75.7,31,60,51.7,0,1.6,2.3,-1.6,21,17,24,8,41,Matches
650,Jayden Danns,eng ENG,MF,Liverpool,eng Premier League,19-108,2006,0.1,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
