Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1,Liel Abada,il ISR,"FW,MF",Charlotte,23-214,2001,7.3,16,2.19,11,0,1,4,0,0,2,0.27,1,0,0,1,0,0,Matches
2,Luis Abram,pe PER,DF,Atlanta Utd,29-067,1996,6.8,2,0.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
3,Lalas Abubakar,gh GHA,DF,FC Dallas,30-131,1994,2.0,2,0.99,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
4,Kellyn Acosta,us USA,MF,Chicago Fire,29-285,1995,4.3,5,1.16,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
5,Luciano Acosta,ar ARG,MF,FC Dallas,30-339,1994,10.2,51,5.02,35,13,0,0,2,1,2,0.20,2,0,0,0,0,0,Matches
6,Sam Adekugbe,ca CAN,DF,Vancouver W'caps,30-109,1995,1.9,5,2.63,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
7,Leonardo Afonso,br BRA,FW,Inter Miami,23-296,2001,0.8,2,2.47,1,0,0,1,0,0,2,2.47,1,0,0,1,0,0,Matches
8,Stephen Afrifa,ca CAN,"FW,MF",Sporting KC,24-075,2001,0.1,2,22.50,0,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
9,William Agada,ng NGA,FW,Sporting KC,25-230,1999,1.1,2,1.82,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
10,William Agada,ng NGA,FW,Real Salt Lake,25-230,1999,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
11,Patrick Agyemang,us USA,FW,Charlotte,24-179,2000,8.6,26,3.01,18,0,1,0,7,0,4,0.46,1,0,0,0,3,0,Matches
12,Ali Ahmed,ca CAN,FW,Vancouver W'caps,24-207,2000,5.9,35,5.94,31,0,3,0,0,1,7,1.19,7,0,0,0,0,0,Matches
13,Forster Ajago,gh GHA,FW,Real Salt Lake,23-262,2001,2.9,4,1.39,4,0,0,0,0,0,1,0.35,1,0,0,0,0,0,Matches
14,Jordi Alba,es ESP,DF,Inter Miami,36-045,1989,8.4,19,2.27,17,0,0,1,0,1,4,0.48,4,0,0,0,0,0,Matches
15,Noah Allen,us USA,DF,Inter Miami,21-007,2004,7.3,4,0.55,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
16,Tadeo Allende,ar ARG,"FW,MF",Inter Miami,26-074,1999,4.5,9,2.01,6,0,2,1,0,0,1,0.22,1,0,0,0,0,0,Matches
17,Miguel Almirón,py PAR,"FW,MF",Atlanta Utd,31-084,1994,9.9,43,4.36,30,2,3,3,3,2,2,0.20,2,0,0,0,0,0,Matches
18,Alejandro Alvarado Jr.,us USA,MF,San Diego FC,21-280,2003,2.1,4,1.95,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
19,Fernando Álvarez,co COL,DF,CF Montréal,21-254,2003,4.6,5,1.09,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
20,Pedro Amador,pt POR,DF,Atlanta Utd,26-138,1998,6.7,13,1.94,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
21,Frankie Amaya,us USA,MF,LAFC,24-221,2000,0.2,1,5.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
22,Malte Amundsen,dk DEN,DF,Columbus Crew,27-083,1998,7.2,8,1.10,6,0,1,0,0,1,2,0.28,1,0,0,0,0,1,Matches
23,Tomas Ángel,co COL,"FW,MF",San Diego FC,22-074,2003,3.3,13,3.90,9,1,0,2,1,0,2,0.60,2,0,0,0,0,0,Matches
24,Iván Angulo,co COL,"FW,MF",Orlando City,26-044,1999,9.4,23,2.45,21,0,1,0,0,1,1,0.11,1,0,0,0,0,0,Matches
25,Conner Antley,us USA,"DF,MF",D.C. United,30-044,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
26,Antony,br BRA,"FW,MF",Portland Timbers,23-239,2001,9.9,31,3.13,28,0,1,1,1,0,8,0.81,7,0,1,0,0,0,Matches
27,Brian Anunga,cm CMR,MF,FC Cincinnati,28-268,1996,7.0,6,0.86,5,1,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
28,Chris Applewhite,us USA,DF,Nashville SC,17-255,2007,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
29,Cristian Arango,co COL,"MF,FW",SJ Earthquakes,30-057,1995,10.8,38,3.53,28,1,2,3,3,1,5,0.46,5,0,0,0,0,0,Matches
30,César Araujo,uy URU,MF,Orlando City,24-033,2001,6.0,16,2.67,9,0,0,1,4,2,2,0.33,1,0,0,0,1,0,Matches
31,Maximilian Arfsten,us USA,"MF,DF",Columbus Crew,24-016,2001,10.0,26,2.60,20,1,4,0,1,0,4,0.40,4,0,0,0,0,0,Matches
32,Daniel Armando Ríos,mx MEX,FW,Vancouver W'caps,30-072,1995,4.6,10,2.17,5,0,1,4,0,0,1,0.22,1,0,0,0,0,0,Matches
33,Paul Arriola,us USA,"FW,DF",Seattle Sounders,30-089,1995,0.8,1,1.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
34,Artur,br BRA,MF,Houston Dynamo,29-055,1996,11.0,16,1.46,16,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
35,Joshua Atencio,us USA,MF,Colorado Rapids,23-094,2002,8.4,20,2.38,19,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
36,Eduard Atuesta,co COL,MF,Orlando City,27-321,1997,6.8,32,4.68,21,6,1,1,2,1,7,1.02,5,0,0,0,1,1,Matches
37,Julián Aude,ar ARG,DF,LA Galaxy,22-042,2003,5.6,11,1.95,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
38,Tomás Avilés,ar ARG,"DF,MF",Inter Miami,21-091,2004,4.6,4,0.88,3,1,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
39,Chidozie Awaziem,ng NGA,DF,Colorado Rapids,28-124,1997,10.7,6,0.56,5,0,0,1,0,0,1,0.09,0,0,0,1,0,0,Matches
40,Obafemi Awodesu,us USA,DF,Houston Dynamo,24-030,2001,11.0,3,0.27,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
41,David Ayala,ar ARG,MF,Portland Timbers,22-283,2002,9.5,14,1.47,10,0,0,3,0,1,1,0.11,0,0,0,1,0,0,Matches
42,Dominique Badji,sn SEN,"FW,MF",D.C. United,32-201,1992,3.6,4,1.12,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
43,Jeevan Badwal,ca CAN,"MF,FW",Vancouver W'caps,19-055,2006,1.4,1,0.70,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
44,Corey Baird,us USA,"FW,MF",FC Cincinnati,29-095,1996,3.3,14,4.29,10,2,0,2,0,0,2,0.61,0,0,0,2,0,0,Matches
45,Cody Baker,us USA,MF,Seattle Sounders,21-118,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
46,Reed Baker-Whiting,us USA,"FW,MF",Seattle Sounders,20-035,2005,0.3,2,6.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
47,Monsef Bakrar,dz ALG,"FW,MF",NYCFC,24-112,2001,3.2,9,2.83,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
48,Jonathan Bamba,ci CIV,FW,Chicago Fire,29-040,1996,9.6,35,3.66,27,0,2,3,2,1,7,0.73,5,0,1,0,0,1,Matches
49,Fidel Barajas,mx MEX,FW,D.C. United,19-030,2006,0.2,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
50,Jesús Barea,es ESP,FW,Real Salt Lake,23-007,2002,2.0,8,3.98,3,1,0,3,1,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
51,Tai Baribo,il ISR,FW,Philadelphia Union,27-110,1998,7.9,12,1.52,10,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
52,Tom Barlow,us USA,"FW,MF",Chicago Fire,29-301,1995,2.1,2,0.97,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
53,Luis Barraza,us USA,GK,D.C. United,28-178,1996,4.0,2,0.50,1,1,0,0,0,0,1,0.25,0,1,0,0,0,0,Matches
54,Leonardo Barroso,pt POR,DF,Chicago Fire,19-327,2005,3.0,4,1.35,4,0,0,0,0,0,2,0.67,2,0,0,0,0,0,Matches
55,Jacob Bartlett,us USA,MF,Sporting KC,19-210,2005,6.5,1,0.15,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
56,Lucas Bartlett,us USA,DF,D.C. United,27-283,1997,10.0,7,0.70,7,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
57,Ethan Bartlow,us USA,DF,Houston Dynamo,25-092,2000,4.3,5,1.16,2,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
58,Cole Bassett,us USA,"MF,FW",Colorado Rapids,23-281,2001,9.4,29,3.08,25,1,0,2,0,1,4,0.42,4,0,0,0,0,0,Matches
59,Sam Bassett,us USA,MF,Colorado Rapids,22-022,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
60,Amine Bassi,fr FRA,"MF,FW",Houston Dynamo,27-159,1997,10.0,25,2.49,20,1,0,1,2,1,2,0.20,1,0,0,1,0,0,Matches
61,Zorhan Bassong,ca CAN,MF,Sporting KC,25-363,1999,3.5,4,1.15,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
62,Andy Batioja,co COL,FW,Houston Dynamo,19-094,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
63,Josh Bauer,us USA,DF,Nashville SC,26-287,1998,2.4,6,2.54,6,0,0,0,0,0,1,0.42,1,0,0,0,0,0,Matches
64,Timo Baumgartl,de GER,DF,St. Louis,29-062,1996,4.2,2,0.48,2,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
65,Tanner Beason,us USA,DF,NE Revolution,28-043,1997,4.6,2,0.43,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
66,Adam Beaudry,us USA,GK,Colorado Rapids,19-017,2006,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
67,Simon Becher,us USA,"FW,MF",St. Louis,25-289,1999,5.0,19,3.77,12,0,1,3,2,1,1,0.20,1,0,0,0,0,0,Matches
68,Alejandro Bedoya,us USA,"MF,FW",Philadelphia Union,38-006,1987,0.8,3,3.97,3,0,0,0,0,0,1,1.32,1,0,0,0,0,0,Matches
69,Jon Bell,jm JAM,DF,Seattle Sounders,27-252,1997,4.1,5,1.21,5,0,0,0,0,0,2,0.48,2,0,0,0,0,0,Matches
70,Ramiro Benetti,br BRA,MF,FC Dallas,31-348,1993,10.0,11,1.10,9,0,0,0,2,0,1,0.10,1,0,0,0,0,0,Matches
71,Christian Benteke,be BEL,FW,D.C. United,34-153,1990,9.0,20,2.22,13,0,0,7,0,0,1,0.11,1,0,0,0,0,0,Matches
72,Sebastian Berhalter,us USA,MF,Vancouver W'caps,23-353,2001,8.4,36,4.31,19,14,0,2,0,1,2,0.24,2,0,0,0,0,0,Matches
73,Federico Bernardeschi,it ITA,"FW,MF",Toronto FC,31-078,1994,10.8,37,3.44,27,4,2,3,1,0,3,0.28,2,1,0,0,0,0,Matches
74,Miguel Berry,es ESP,FW,LA Galaxy,27-231,1997,3.8,7,1.84,7,0,0,0,0,0,2,0.53,2,0,0,0,0,0,Matches
75,Pep Biel,es ESP,"FW,MF",Charlotte,28-242,1996,8.5,32,3.75,26,4,1,1,0,0,7,0.82,5,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
76,Guilherme Biro,br BRA,DF,Austin,25-004,2000,10.1,21,2.07,18,2,1,0,0,0,1,0.10,1,0,0,0,0,0,Matches
77,Tristan Blackmon,us USA,DF,Vancouver W'caps,28-266,1996,9.1,11,1.21,9,2,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
78,Andre Blake,jm JAM,GK,Philadelphia Union,34-165,1990,9.0,1,0.11,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
79,Emmanuel Boateng,gh GHA,FW,San Diego FC,31-108,1994,0.8,3,3.60,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
80,Wiktor Bogacz,pl POL,"DF,FW",NY Red Bulls,20-295,2004,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
81,Luca Bombino,us USA,DF,San Diego FC,18-299,2006,3.5,5,1.41,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
82,Jonathan Bond,eng ENG,GK,Houston Dynamo,31-351,1993,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
83,Denis Bouanga,ga GAB,FW,LAFC,30-175,1994,9.4,48,5.13,20,6,7,8,6,1,7,0.75,4,0,0,2,1,0,Matches
84,Ousseni Bouda,bf BFA,"FW,MF",SJ Earthquakes,25-007,2000,4.7,19,4.06,13,0,1,2,2,1,1,0.21,1,0,0,0,0,0,Matches
85,Giuseppe Bovalina,au AUS,DF,Vancouver W'caps,20-175,2004,1.3,2,1.57,1,0,0,1,0,0,1,0.78,1,0,0,0,0,0,Matches
86,Michael Boxall,nz NZL,DF,Minnesota Utd,36-260,1988,9.0,10,1.11,9,1,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
87,Christopher Brady,us USA,GK,Chicago Fire,21-063,2004,10.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
88,Claudio Bravo,ar ARG,DF,Portland Timbers,28-053,1997,1.4,3,2.16,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
89,David Brekalo,si SVN,DF,Orlando City,26-153,1998,6.4,12,1.88,9,0,1,1,0,1,1,0.16,1,0,0,0,0,0,Matches
90,Luke Brennan,us USA,FW,Atlanta Utd,20-070,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
91,Sebastian Breza,ca CAN,GK,CF Montréal,27-051,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
92,Yannick Bright,it ITA,MF,Inter Miami,23-244,2001,5.7,2,0.35,2,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
93,Andrew Brody,us USA,DF,Sporting KC,30-002,1995,0.9,1,1.06,1,0,0,0,0,0,1,1.06,1,0,0,0,0,0,Matches
94,Brandt Bronico,us USA,MF,Charlotte,29-319,1995,9.2,10,1.09,7,0,1,1,1,0,2,0.22,0,0,1,0,1,0,Matches
95,Lachlan Brook,au AUS,FW,Real Salt Lake,24-086,2001,1.1,3,2.73,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
96,Javain Brown,jm JAM,DF,Real Salt Lake,26-057,1999,2.2,2,0.93,0,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
97,Tristan Brown,us USA,DF,Columbus Crew,17-200,2007,0.2,1,5.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
98,Gastón Brugman,uy URU,MF,Nashville SC,32-240,1992,4.0,16,4.01,14,0,1,0,1,0,2,0.50,2,0,0,0,0,0,Matches
99,Ola Brynhildsen,no NOR,"FW,MF",Toronto FC,26-008,1999,2.7,4,1.47,1,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
100,Pavel Bucha,cz CZE,MF,FC Cincinnati,27-055,1998,9.4,34,3.63,28,2,2,0,1,1,3,0.32,2,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
101,Noel Buck,eng ENG,"MF,DF",NE Revolution,20-030,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
102,Noel Buck,eng ENG,MF,SJ Earthquakes,20-030,2005,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
103,Dawid Bugaj,pl POL,DF,CF Montréal,20-300,2004,2.5,1,0.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
104,Osman Bukari,gh GHA,"MF,FW",Austin,26-143,1998,8.2,32,3.89,24,0,3,4,1,0,2,0.24,1,0,1,0,0,0,Matches
105,Teal Bunbury,us USA,"FW,MF",Nashville SC,35-067,1990,0.6,1,1.58,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
106,Roman Bürki,ch SUI,GK,St. Louis,34-172,1990,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
107,Evan Bush,us USA,GK,Columbus Crew,39-060,1986,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
108,Sergio Busquets,es ESP,MF,Inter Miami,36-293,1988,8.9,19,2.13,15,2,0,0,2,0,1,0.11,0,1,0,0,0,0,Matches
109,Brandon Bye,us USA,DF,NE Revolution,29-157,1995,3.1,5,1.63,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
110,Nathan Byrne,eng ENG,DF,Charlotte,32-334,1992,8.0,9,1.13,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
111,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,25-299,1999,6.3,7,1.11,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
112,Rafael Cabral,br BRA,GK,Real Salt Lake,34-350,1990,11.0,3,0.27,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
113,Noel Caliskan,de GER,"DF,MF",Real Salt Lake,24-249,2000,0.2,1,4.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
114,Drake Callender,us USA,GK,Inter Miami,27-210,1997,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
115,Leonardo Campana,ec ECU,FW,NE Revolution,24-285,2000,4.9,13,2.66,9,1,1,2,0,0,2,0.41,2,0,0,0,0,0,Matches
116,George Campbell,us USA,DF,CF Montréal,23-317,2001,8.9,16,1.79,11,0,0,4,1,0,1,0.11,0,0,0,1,0,0,Matches
117,Reggie Cannon,us USA,DF,Colorado Rapids,26-328,1998,7.3,6,0.82,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
118,Gustavo Caraballo,us USA,"MF,FW",Orlando City,16-249,2008,0.2,3,19.29,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
119,Felipe Carballo,uy URU,MF,NY Red Bulls,28-213,1996,5.9,20,3.42,14,3,1,0,2,0,3,0.51,3,0,0,0,0,0,Matches
120,Wikelman Carmona,ve VEN,"FW,MF",NY Red Bulls,22-070,2003,4.9,7,1.42,4,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
121,Maximo Carrizo,us USA,FW,NYCFC,17-066,2008,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
122,Julio Cascante,cr CRC,DF,Austin,31-214,1993,3.5,3,0.87,3,0,0,0,0,0,1,0.29,1,0,0,0,0,0,Matches
123,Nico Cavallo,us USA,"DF,MF",NYCFC,23-129,2001,1.4,1,0.69,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
124,Brayan Ceballos,co COL,DF,NE Revolution,23-346,2001,9.0,5,0.56,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
125,Roman Celentano,us USA,GK,FC Cincinnati,24-233,2000,11.0,2,0.18,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
126,Edwin Cerrillo,us USA,MF,LA Galaxy,24-214,2000,9.6,16,1.66,15,1,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
127,Dylan Chambost,fr FRA,"MF,FW",Columbus Crew,27-259,1997,10.8,34,3.14,25,3,0,1,3,2,3,0.28,3,0,0,0,0,0,Matches
128,Tomás Chancalay,ar ARG,FW,NE Revolution,26-124,1999,0.8,1,1.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
129,Maxime Chanot,lu LUX,DF,LAFC,35-165,1989,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
130,Diego Chará,co COL,MF,Portland Timbers,39-030,1986,6.9,7,1.01,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
131,Gabriel Chaves,br BRA,"FW,MF",LA Galaxy,24-083,2001,9.8,29,2.96,14,5,4,5,1,0,2,0.20,2,0,0,0,0,0,Matches
132,Yevhen Cheberko,ua UKR,DF,Columbus Crew,27-102,1998,8.5,9,1.06,6,1,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
133,Ștefan Chirilă,ro ROU,MF,FC Cincinnati,18-110,2007,0.1,1,11.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
134,Dominik Chong Qui,us USA,DF,Atlanta Utd,17-127,2007,0.7,1,1.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
135,Léo Chú,br BRA,"FW,MF",FC Dallas,25-029,2000,2.3,3,1.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
136,Markus Cimermancic,ca CAN,"DF,MF",Toronto FC,20-216,2004,2.4,3,1.23,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
137,Caden Clark,us USA,"FW,MF",CF Montréal,21-343,2003,7.6,15,1.98,8,1,0,4,1,1,2,0.26,1,0,0,1,0,0,Matches
138,Noah Cobb,us USA,"DF,FW",Atlanta Utd,19-289,2005,2.8,1,0.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
139,Alonso Coello,es ESP,MF,Toronto FC,25-205,1999,6.0,13,2.17,10,3,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
140,Michael Collodi,us USA,GK,FC Dallas,23-345,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
141,Theo Corbeanu,ca CAN,"FW,MF",Toronto FC,22-353,2002,6.6,17,2.59,15,0,1,1,0,0,1,0.15,0,0,1,0,0,0,Matches
142,Matthew Corcoran,us USA,MF,Nashville SC,19-077,2006,1.6,2,1.22,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
143,Carlos Coronel,py PAR,GK,NY Red Bulls,28-127,1996,10.0,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
144,David Costa,pt POR,"MF,FW",Portland Timbers,24-120,2001,10.3,46,4.48,34,11,1,0,0,0,7,0.68,7,0,0,0,0,0,Matches
145,Vitor Costa,br BRA,DF,SJ Earthquakes,30-308,1994,4.8,13,2.68,9,0,0,2,2,0,1,0.21,1,0,0,0,0,0,Matches
146,Brandan Craig,us USA,DF,CF Montréal,21-028,2004,1.2,1,0.84,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
147,Ben Cremaschi,us USA,"MF,FW",Inter Miami,20-064,2005,6.5,11,1.69,7,4,0,0,0,0,2,0.31,1,1,0,0,0,0,Matches
148,Maxime Crépeau,ca CAN,GK,Portland Timbers,30-359,1994,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
149,Andrés Cubas,py PAR,MF,Vancouver W'caps,28-348,1996,7.9,12,1.52,11,0,0,0,0,1,1,0.13,1,0,0,0,0,0,Matches
150,Mauricio Cuevas,us USA,"MF,DF",LA Galaxy,22-084,2003,0.3,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
151,Christopher Cupps,us USA,DF,Chicago Fire,16-344,2008,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
152,Hugo Cuypers,be BEL,FW,Chicago Fire,28-087,1997,9.9,24,2.42,14,0,3,5,2,0,4,0.40,2,0,1,0,1,0,Matches
153,Bruno Damiani,uy URU,FW,Philadelphia Union,23-017,2002,5.3,20,3.78,15,0,0,4,1,0,2,0.38,1,0,0,1,0,0,Matches
154,Dagur Dan Þórhallsson,is ISL,"MF,DF",Orlando City,25-003,2000,4.4,9,2.04,8,0,0,0,1,0,1,0.23,0,0,0,0,1,0,Matches
155,Daniel,br BRA,GK,SJ Earthquakes,30-364,1994,9.2,3,0.33,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
156,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,26-020,1999,0.9,2,2.20,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
157,Héctor David Martínez,py PAR,"DF,FW",Inter Miami,27-104,1998,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
158,Juan David Mosquera,co COL,DF,Portland Timbers,22-242,2002,5.8,8,1.37,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
159,Bode Davis,us USA,DF,Real Salt Lake,23-072,2002,5.8,14,2.42,14,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
160,Jake Davis,us USA,"DF,MF",Sporting KC,23-122,2002,8.0,12,1.50,9,2,1,0,0,0,2,0.25,2,0,0,0,0,0,Matches
161,Pedro De la Vega,ar ARG,"MF,FW",Seattle Sounders,24-087,2001,3.9,16,4.13,10,0,3,3,0,0,2,0.52,1,0,0,1,0,0,Matches
162,Osaze De Rosario,gy GUY,FW,Seattle Sounders,23-290,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
163,Jonathan Dean,us USA,DF,Chicago Fire,27-355,1997,4.3,10,2.33,8,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
164,Marky Delgado,us USA,MF,LAFC,29-354,1995,8.2,27,3.28,23,1,0,2,0,1,3,0.36,3,0,0,0,0,0,Matches
165,Patrickson Delgado,ec ECU,"FW,MF",FC Dallas,21-200,2003,3.3,5,1.50,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
166,Kévin Denkey,tg TOG,FW,FC Cincinnati,24-156,2000,9.2,22,2.38,16,0,1,2,2,1,0,0.00,0,0,0,0,0,0,Matches
