Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
562,Nathan-Dylan Saliba,ca CAN,MF,CF Montréal,20-249,2004,9.3,13,1.40,12,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
563,Dániel Sallói,hu HUN,"FW,MF",Sporting KC,28-290,1996,7.6,15,1.97,13,0,1,1,0,0,2,0.26,2,0,0,0,0,0,Matches
564,Lucas Sanabria,uy URU,"MF,FW",LA Galaxy,21-130,2003,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
565,Ilie Sánchez,es ESP,MF,Austin,34-165,1990,6.5,6,0.93,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
566,William Sands,us USA,DF,NE Revolution,24-303,2000,3.2,4,1.25,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
567,Edvard Sandvik Tagseth,no NOR,MF,Nashville SC,24-102,2001,10.1,27,2.66,17,7,0,2,0,1,3,0.30,2,1,0,0,0,0,Matches
568,Jeong Sangbin,kr KOR,"FW,MF",Minnesota Utd,23-034,2002,2.0,6,2.95,3,1,1,1,0,0,1,0.49,0,0,0,1,0,0,Matches
569,Sergio Santos Gomes,br BRA,"FW,MF",FC Cincinnati,30-243,1994,3.8,21,5.48,18,1,0,0,2,0,3,0.78,3,0,0,0,0,0,Matches
570,Rafael Santos,br BRA,DF,Orlando City,27-089,1998,5.4,13,2.40,10,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
571,Nick Scardina,us USA,DF,Charlotte,23-317,2001,2.3,7,3.03,7,0,0,0,0,0,1,0.43,1,0,0,0,0,0,Matches
572,Rodrigo Schlegel,ar ARG,DF,Orlando City,28-032,1997,9.5,6,0.63,6,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
573,David Schnegg,at AUT,"DF,MF",D.C. United,26-218,1998,10.8,32,2.97,25,5,1,0,1,0,4,0.37,4,0,0,0,0,0,Matches
574,Patrick Schulte,us USA,GK,Columbus Crew,24-053,2001,10.0,3,0.30,3,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
575,Tarik Scott,us USA,"DF,FW",FC Dallas,20-012,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
576,Dante Sealy,us USA,"FW,DF",CF Montréal,22-018,2003,7.8,23,2.95,16,4,2,0,1,0,1,0.13,0,1,0,0,0,0,Matches
577,Gabe Segal,us USA,"FW,MF",Houston Dynamo,23-353,2001,0.3,1,3.33,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
578,Telasco Segovia,ve VEN,"MF,FW",Inter Miami,22-033,2003,5.2,23,4.46,19,2,1,0,1,0,5,0.97,4,0,1,0,0,0,Matches
579,Eddie Segura,co COL,DF,LAFC,28-092,1997,6.4,2,0.31,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
580,Amar Sejdic,us USA,"MF,FW",Columbus Crew,28-157,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
581,Brandon Servania,us USA,MF,D.C. United,26-054,1999,5.9,13,2.20,10,0,0,2,1,0,2,0.34,2,0,0,0,0,0,Matches
582,Jacob Shaffelburg,ca CAN,"FW,MF",Nashville SC,25-160,1999,2.9,12,4.09,8,0,0,1,2,1,2,0.68,1,0,0,0,1,0,Matches
583,Charles Sharp,us USA,FW,Toronto FC,23-316,2001,1.1,2,1.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
584,Samuel Shashoua,eng ENG,"MF,FW",Minnesota Utd,25-357,1999,1.2,4,3.43,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
585,Khiry Shelton,us USA,DF,Sporting KC,31-313,1993,4.4,6,1.35,4,1,0,0,0,1,1,0.23,1,0,0,0,0,0,Matches
586,Jonathan Shore,us USA,MF,NYCFC,18-022,2007,7.7,15,1.96,11,0,0,2,0,2,0,0.00,0,0,0,0,0,0,Matches
587,Show,ao ANG,MF,FC Dallas,26-060,1999,2.2,1,0.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
588,Xande Silva,pt POR,FW,Atlanta Utd,28-050,1997,2.5,11,4.36,7,0,3,1,0,0,1,0.40,1,0,0,0,0,0,Matches
589,Xande Silva,pt POR,DF,St. Louis,28-050,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
590,Jonathan Sirois,ca CAN,GK,CF Montréal,23-312,2001,10.0,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
591,Jack Skahan,us USA,MF,SJ Earthquakes,27-087,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
592,Bartosz Slisz,pl POL,MF,Atlanta Utd,26-037,1999,8.2,15,1.82,11,0,1,2,0,1,1,0.12,1,0,0,0,0,0,Matches
593,Tyger Smalls,,"FW,MF",Charlotte,,,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
594,Alec Smir,us USA,GK,Minnesota Utd,26-022,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
595,Brad Smith,au AUS,"DF,MF",FC Cincinnati,31-026,1994,1.4,2,1.46,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
596,Ian Smith,us USA,DF,Portland Timbers,22-293,2002,3.3,5,1.53,4,0,0,0,1,0,1,0.31,0,0,0,0,1,0,Matches
597,Kyle Smith,us USA,"DF,MF",Orlando City,33-116,1992,4.5,7,1.56,5,1,0,0,1,0,2,0.45,1,1,0,0,0,0,Matches
598,Artem Smoliakov,ua UKR,"DF,MF",LAFC,21-341,2003,2.9,4,1.37,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
599,Mohammed Sofo,gh GHA,FW,NY Red Bulls,20-186,2004,2.6,2,0.77,1,0,0,1,0,0,1,0.38,0,0,0,1,0,0,Matches
600,Tyrese Spicer,tt TRI,"FW,MF",Toronto FC,24-152,2000,3.5,10,2.86,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
601,Dayne St. Clair,ca CAN,GK,Minnesota Utd,27-361,1997,10.0,3,0.30,1,2,0,0,0,0,1,0.10,0,1,0,0,0,0,Matches
602,Lazar Stefanovic,ca CAN,"DF,MF",Toronto FC,18-268,2006,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
603,Zack Steffen,us USA,GK,Colorado Rapids,30-033,1995,9.0,1,0.11,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
604,Daniel Steres,us USA,DF,Houston Dynamo,34-175,1990,3.4,3,0.88,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
605,Kimani Stewart-Baynes,ca CAN,"MF,FW",Colorado Rapids,20-108,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
606,Jared Stroud,us USA,"FW,MF",D.C. United,28-299,1996,7.2,19,2.64,15,0,0,3,1,0,0,0.00,0,0,0,0,0,0,Matches
607,Peter Stroud,us USA,MF,NY Red Bulls,23-012,2002,7.9,17,2.14,13,0,0,3,1,0,2,0.25,2,0,0,0,0,0,Matches
608,Brad Stuver,us USA,GK,Austin,34-019,1991,11.0,4,0.36,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
609,Luis Suárez,uy URU,FW,Inter Miami,38-101,1987,7.3,23,3.14,21,0,0,2,0,0,8,1.09,6,0,0,2,0,0,Matches
610,Magomed-Shapi Suleymanov,ru RUS,"FW,MF",Sporting KC,25-140,1999,8.4,22,2.62,16,2,0,0,4,0,5,0.60,3,0,0,0,2,0,Matches
611,Cavan Sullivan,us USA,"MF,FW",Philadelphia Union,15-219,2009,0.5,5,9.37,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
612,Quinn Sullivan,us USA,MF,Philadelphia Union,21-039,2004,10.3,48,4.66,37,5,2,3,0,1,7,0.68,6,0,0,1,0,0,Matches
613,Finn Surman,nz NZL,DF,Portland Timbers,21-224,2003,10.7,5,0.47,4,1,0,0,0,0,1,0.09,0,1,0,0,0,0,Matches
614,Sam Surridge,eng ENG,FW,Nashville SC,26-281,1998,10.7,39,3.63,24,1,3,3,6,2,7,0.65,4,0,1,1,1,0,Matches
615,Oleksandr Svatok,ua UKR,DF,Austin,30-220,1994,7.7,7,0.91,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
616,Erik Sviatchenko,dk DEN,DF,Houston Dynamo,33-213,1991,5.5,2,0.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
617,Hennadii Synchuk,ua UKR,FW,CF Montréal,18-299,2006,1.3,6,4.74,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
618,Nkosi Tafari,us USA,DF,LAFC,28-043,1997,4.9,5,1.02,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
619,Zakaria Taifi,us USA,DF,Orlando City,19-216,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
620,Yohei Takaoka,jp JPN,GK,Vancouver W'caps,29-050,1996,11.0,2,0.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
621,Strahinja Tanasijević,rs SRB,DF,NYCFC,27-327,1997,2.2,2,0.92,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
622,Andrew Tarbell,us USA,GK,Houston Dynamo,31-210,1993,3.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
623,Iuri Tavares,cv CPV,"FW,MF",Charlotte,24-058,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
624,D.J. Taylor,us USA,DF,Minnesota Utd,27-252,1997,0.7,1,1.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
625,Robert Taylor,fi FIN,FW,Austin,30-196,1994,0.3,1,3.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
626,Robert Taylor,fi FIN,"MF,FW",Inter Miami,30-196,1994,2.2,3,1.36,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
627,Carlos Terán,co COL,DF,Chicago Fire,24-223,2000,3.3,2,0.61,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
628,Cedric Teuchert,de GER,"FW,MF",St. Louis,28-111,1997,5.9,8,1.36,7,0,0,0,1,0,2,0.34,1,0,0,0,1,0,Matches
629,Odin Thiago Holm,no NOR,"MF,FW",LAFC,22-107,2003,1.1,3,2.73,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
630,Jamal Thiaré,sn SEN,"FW,DF",Atlanta Utd,32-035,1993,1.6,1,0.61,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
631,Andrew Thomas,ru RUS,GK,Seattle Sounders,26-246,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
632,Erik Thommy,de GER,"FW,MF",Sporting KC,30-258,1994,5.6,13,2.34,12,0,0,0,1,0,2,0.36,2,0,0,0,0,0,Matches
633,Kosi Thompson,ca CAN,DF,Toronto FC,22-098,2003,7.8,7,0.90,5,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
634,Timmy Tillman,de GER,MF,LAFC,26-121,1999,8.3,30,3.60,24,0,1,1,3,1,3,0.36,3,0,0,0,0,0,Matches
635,Cayman Togashi,jp JPN,"MF,FW",Atlanta Utd,31-268,1993,0.7,1,1.38,0,1,0,0,0,0,1,1.38,0,1,0,0,0,0,Matches
636,Nouhou Tolo,cm CMR,DF,Seattle Sounders,27-316,1997,8.7,13,1.49,11,0,0,1,1,0,1,0.11,1,0,0,0,0,0,Matches
637,Tomas Totland,no NOR,DF,St. Louis,26-219,1998,3.7,8,2.14,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
638,Mason Toye,us USA,FW,Sporting KC,26-201,1998,0.2,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
639,Wil Trapp,us USA,MF,Minnesota Utd,32-110,1993,9.7,11,1.14,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
640,Jackson Travis,us USA,DF,Colorado Rapids,21-071,2004,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
641,Niko Tsakiris,us USA,MF,SJ Earthquakes,19-320,2005,2.7,17,6.37,12,2,1,1,0,1,2,0.75,2,0,0,0,0,0,Matches
642,Garrison Tubbs,us USA,DF,D.C. United,23-077,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
643,Jeppe Tverskov,dk DEN,MF,San Diego FC,32-054,1993,10.8,21,1.95,21,0,0,0,0,0,3,0.28,3,0,0,0,0,0,Matches
644,Mikael Uhre,dk DEN,FW,Philadelphia Union,30-217,1994,6.8,20,2.95,12,0,1,5,2,0,2,0.30,2,0,0,0,0,0,Matches
645,Cengiz Ünder,tr TUR,FW,LAFC,27-295,1997,3.4,9,2.66,5,3,1,0,0,0,2,0.59,2,0,0,0,0,0,Matches
646,Osaze Urhoghide,nl NED,DF,FC Dallas,24-305,2000,11.0,6,0.55,5,0,0,1,0,0,2,0.18,1,0,0,1,0,0,Matches
647,Maximiliano Urruti,ar ARG,FW,NE Revolution,34-072,1991,4.0,10,2.52,6,0,2,1,0,1,1,0.25,1,0,0,0,0,0,Matches
648,Júnior Urso,br BRA,MF,Houston Dynamo,36-056,1989,2.2,1,0.45,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
649,Óscar Ustari,ar ARG,GK,Inter Miami,38-306,1986,6.4,2,0.31,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
650,Myrto Uzuni,al ALB,FW,Austin,29-339,1995,7.8,19,2.45,14,1,2,1,0,1,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
651,Onni Valakari,fi FIN,"FW,MF",San Diego FC,25-260,1999,7.3,19,2.61,15,0,0,2,2,0,6,0.83,4,0,0,1,1,0,Matches
652,Omar Valencia,pa PAN,DF,NY Red Bulls,20-331,2004,7.1,18,2.52,9,7,1,0,1,0,3,0.42,2,1,0,0,0,0,Matches
653,Gerardo Valenzuela,us USA,MF,FC Cincinnati,20-219,2004,1.5,6,4.00,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
654,Kerwin Vargas,co COL,"FW,MF",Charlotte,23-123,2002,4.5,18,3.96,10,2,2,2,2,0,1,0.22,0,0,0,1,0,0,Matches
655,Obed Vargas,mx MEX,MF,Seattle Sounders,19-273,2005,8.8,45,5.09,35,0,2,4,2,2,5,0.57,4,0,1,0,0,0,Matches
656,Indiana Vassilev,us USA,MF,Philadelphia Union,24-078,2001,6.1,19,3.13,16,1,0,0,1,1,2,0.33,2,0,0,0,0,0,Matches
657,Brandon Vazquez,us USA,FW,Austin,26-203,1998,9.7,22,2.28,12,0,3,4,2,1,3,0.31,1,0,1,0,1,0,Matches
658,Brayan Vera,co COL,DF,Real Salt Lake,26-110,1999,6.7,4,0.60,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
659,Oscar Verhoeven,us USA,DF,San Diego FC,18-339,2006,0.3,1,3.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
660,Oscar Verhoeven,us USA,MF,SJ Earthquakes,18-339,2006,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
661,Ranko Veselinović,rs SRB,DF,Vancouver W'caps,26-042,1999,10.0,11,1.10,9,0,0,2,0,0,1,0.10,0,0,0,1,0,0,Matches
662,Jules-Anthony Vilsaint,ca CAN,"FW,MF",CF Montréal,22-119,2003,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
663,Sam Vines,us USA,DF,Colorado Rapids,25-339,1999,2.4,1,0.42,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
664,Pedro Vite,ec ECU,"MF,FW",Vancouver W'caps,23-057,2002,8.1,40,4.95,33,4,0,2,1,0,6,0.74,5,1,0,0,0,0,Matches
665,Robert Voloder,ba BIH,DF,Sporting KC,23-361,2001,6.5,1,0.15,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
666,Giacomo Vrioni,al ALB,"FW,MF",CF Montréal,26-202,1998,0.9,2,2.28,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
667,Kai Wagner,de GER,DF,Philadelphia Union,28-079,1997,8.9,33,3.71,19,13,1,0,0,0,8,0.90,5,2,1,0,0,0,Matches
668,Conrad Wallem,no NOR,"DF,MF",St. Louis,24-330,2000,9.2,20,2.18,14,1,0,4,1,0,2,0.22,2,0,0,0,0,0,Matches
669,Joel Waterman,ca CAN,DF,CF Montréal,29-101,1996,8.4,8,0.95,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
670,Akil Watts,us USA,"MF,DF",St. Louis,25-090,2000,8.8,12,1.37,10,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
671,Marcelo Weigandt,ar ARG,DF,Inter Miami,25-114,2000,2.5,5,2.02,4,0,0,1,0,0,2,0.81,1,0,0,1,0,0,Matches
672,Francis Westfield,us USA,DF,Philadelphia Union,19-147,2005,8.7,18,2.06,14,1,1,0,1,1,4,0.46,4,0,0,0,0,0,Matches
673,Ashley Westwood,eng ENG,MF,Charlotte,35-034,1990,11.0,21,1.91,19,2,0,0,0,0,2,0.18,1,1,0,0,0,0,Matches
674,Brian White,us USA,FW,Vancouver W'caps,29-091,1996,7.9,16,2.02,11,0,0,2,3,0,0,0.00,0,0,0,0,0,0,Matches
675,Adrian Wibowo,us USA,FW,LAFC,19-108,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
676,Derrick Williams,ie IRL,DF,Atlanta Utd,32-108,1993,6.1,3,0.50,2,1,0,0,0,0,1,0.17,0,1,0,0,0,0,Matches
677,Samuel Williams,us USA,MF,Chicago Fire,20-048,2005,2.6,1,0.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
678,Thomas Williams,us USA,DF,Orlando City,20-263,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
679,Eryk Williamson,us USA,"MF,FW",Charlotte,27-328,1997,2.1,6,2.89,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
680,Joe Willis,us USA,GK,Nashville SC,36-268,1988,11.0,2,0.18,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
681,Bruno Wilson,pt POR,DF,SJ Earthquakes,28-129,1996,8.0,6,0.75,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
682,Henry Wingo,us USA,DF,Toronto FC,29-213,1995,2.5,3,1.22,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
683,Hannes Wolf,at AUT,FW,NYCFC,26-019,1999,10.4,25,2.39,18,2,1,4,0,0,3,0.29,3,0,0,0,0,0,Matches
684,Owen Wolff,us USA,"MF,FW",Austin,20-126,2004,10.0,33,3.30,18,13,1,0,1,0,3,0.30,0,3,0,0,0,0,Matches
685,Tyler Wolff,us USA,"FW,MF",Real Salt Lake,22-081,2003,2.3,6,2.61,3,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
686,Elijah Wynder,us USA,MF,LA Galaxy,22-056,2003,2.5,5,1.98,5,0,0,0,0,0,1,0.40,1,0,0,0,0,0,Matches
687,Miki Yamane,jp JPN,DF,LA Galaxy,31-134,1993,7.3,18,2.47,17,0,0,0,0,1,3,0.41,3,0,0,0,0,0,Matches
688,Dominik Yankov,bg BUL,MF,CF Montréal,24-281,2000,0.3,2,5.81,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
689,Darren Yapi,us USA,FW,Colorado Rapids,20-167,2004,3.6,5,1.41,3,0,0,0,1,1,1,0.28,0,0,0,0,1,0,Matches
690,Joshua Yaro,gh GHA,DF,St. Louis,30-168,1994,7.1,2,0.28,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
691,Patrick Yazbek,au AUS,MF,Nashville SC,23-030,2002,6.3,8,1.26,8,0,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
692,Kelvin Yeboah,it ITA,FW,Minnesota Utd,24-364,2000,8.6,21,2.45,17,0,1,2,1,0,1,0.12,1,0,0,0,0,0,Matches
693,Yaw Yeboah,gh GHA,"MF,FW",LAFC,28-038,1997,3.2,5,1.54,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
694,DeAndre Yedlin,us USA,DF,FC Cincinnati,31-300,1993,9.8,21,2.15,19,0,0,0,1,1,1,0.10,1,0,0,0,0,0,Matches
695,Maya Yoshida,jp JPN,DF,LA Galaxy,36-254,1988,7.0,9,1.28,9,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
696,Jackson Yueill,us USA,MF,NE Revolution,28-047,1997,4.2,7,1.66,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
697,Alhassan Yusuf,ng NGA,MF,NE Revolution,24-291,2000,9.9,27,2.72,25,1,0,1,0,0,2,0.20,2,0,0,0,0,0,Matches
698,Wilfried Zaha,ci CIV,"FW,MF",Charlotte,32-176,1992,9.0,33,3.67,25,0,4,0,4,0,3,0.33,2,0,0,0,1,0,Matches
699,Eriq Zavaleta,sv SLV,DF,LA Galaxy,32-276,1992,1.4,1,0.71,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
700,Sean Zawadzki,us USA,"DF,MF",Columbus Crew,25-014,2000,11.0,14,1.27,11,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
701,Walker Zimmerman,us USA,DF,Nashville SC,31-351,1993,6.9,11,1.60,7,0,0,3,1,0,2,0.29,1,0,0,1,0,0,Matches
702,Philip Zinckernagel,dk DEN,FW,Chicago Fire,30-140,1994,8.5,42,4.95,20,11,7,2,1,1,5,0.59,2,2,0,0,0,1,Matches
703,Rida Zouhir,ca CAN,"MF,FW",D.C. United,21-163,2003,1.0,4,3.96,2,2,0,0,0,0,1,0.99,1,0,0,0,0,0,Matches
