Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
178,Gilberto,br BRA,FW,Juventude,35-334,1989,1.6,20,27,74.1,310,39,12,13,92.3,6,8,75.0,1,3,33.3,1,0.1,0.1,+0.9,1,1,0,0,1,Matches
179,Giovanny,br BRA,"FW,MF",Juventude,27-228,1997,2.3,48,65,73.8,791,198,22,28,78.6,21,26,80.8,4,8,50.0,1,1.0,0.0,0.0,1,4,0,0,4,Matches
180,Daniel Giraldo,co COL,MF,Juventude,32-308,1992,4.6,183,211,86.7,3357,768,77,84,91.7,83,91,91.2,20,26,76.9,0,0.0,0.1,0.0,0,11,1,0,13,Matches
181,Leonardo Godoy,ar ARG,DF,Santos,30-007,1995,2.3,42,61,68.9,640,211,23,27,85.2,16,23,69.6,3,9,33.3,0,0.0,0.0,0.0,0,1,0,0,2,Matches
182,Davi Goes,br BRA,MF,Juventude,19-317,2005,0.7,29,32,90.6,561,122,11,11,100.0,14,14,100.0,3,5,60.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
183,Fredi Gomes,br BRA,DF,Bahia,18-347,2006,1.0,51,57,89.5,847,294,19,21,90.5,27,29,93.1,3,5,60.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
184,Igor Gomes,br BRA,"MF,FW",Atlético Mineiro,26-049,1999,1.1,50,63,79.4,1019,356,21,25,84.0,20,21,95.2,9,16,56.3,1,0.1,0.1,+0.9,2,10,2,0,12,Matches
185,Gustavo Gómez,py PAR,DF,Palmeiras,31-364,1993,5.0,129,153,84.3,2704,765,25,29,86.2,89,95,93.7,14,25,56.0,0,0.0,0.1,0.0,1,6,0,0,3,Matches
186,Nuno Gonçalo Moreira,pt POR,FW,Vasco da Gama,25-323,1999,4.7,148,186,79.6,2239,573,83,94,88.3,52,60,86.7,9,18,50.0,1,0.7,0.8,+0.3,8,16,6,2,26,Matches
187,Matheus Gonçalves,br BRA,FW,Flamengo,19-260,2005,0.1,14,18,77.8,233,26,8,11,72.7,4,4,100.0,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
188,Gregore,br BRA,MF,Botafogo (RJ),31-064,1994,5.6,338,379,89.2,6382,2107,132,144,91.7,162,174,93.1,37,49,75.5,0,0.2,0.3,-0.2,2,35,2,1,28,Matches
189,Guga,br BRA,DF,Fluminense,26-249,1998,1.6,127,148,85.8,1997,665,63,65,96.9,57,66,86.4,4,11,36.4,0,0.2,0.2,-0.2,1,11,2,1,11,Matches
190,Guilherme,br BRA,FW,Santos,30-022,1995,5.8,175,236,74.2,2716,782,99,111,89.2,55,81,67.9,13,23,56.5,0,0.3,0.6,-0.3,5,15,9,2,21,Matches
191,Guilherme,br BRA,DF,RB Bragantino,23-080,2002,0.3,10,16,62.5,124,67,7,8,87.5,3,5,60.0,0,2,0.0,0,0.1,0.0,-0.1,1,2,0,0,1,Matches
192,Gustavinho,br BRA,MF,RB Bragantino,21-012,2004,0.4,16,25,64.0,254,111,9,11,81.8,5,7,71.4,2,6,33.3,0,0.0,0.0,0.0,0,1,1,0,3,Matches
193,Gustavo,br BRA,GK,Juventude,32-056,1993,4.0,96,117,82.1,2348,1517,21,21,100.0,54,55,98.2,20,40,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
194,Luiz Gustavo,br BRA,MF,São Paulo,37-286,1987,1.0,40,47,85.1,684,154,20,21,95.2,20,23,87.0,0,2,0.0,0,0.0,0.0,0.0,1,3,0,0,4,Matches
195,Luiz Gustavo,br BRA,DF,Vasco da Gama,19-023,2006,0.5,,,,,,,,,,,,,,,0,,,,,,,,,Matches
196,Ryan Gustavo,br BRA,MF,Corinthians,21-294,2003,0.1,5,5,100.0,45,27,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,Matches
197,Lucas Halter,br BRA,DF,Vitória,25-003,2000,7.0,344,381,90.3,6920,2542,81,86,94.2,235,244,96.3,27,47,57.4,0,0.0,0.0,0.0,0,14,0,0,9,Matches
198,Héctor,es ESP,"FW,MF",Corinthians,29-233,1995,0.7,8,12,66.7,79,10,6,8,75.0,1,3,33.3,0,0,,0,0.1,0.0,-0.1,1,1,0,0,0,Matches
199,Bruno Henrique,br BRA,"FW,MF",Flamengo,34-126,1990,3.4,54,73,74.0,750,240,27,36,75.0,20,22,90.9,1,2,50.0,0,0.2,0.2,-0.2,3,4,4,2,9,Matches
200,Bruno Henrique,br BRA,MF,Internacional,35-196,1989,4.4,173,196,88.3,3055,784,77,82,93.9,76,81,93.8,17,27,63.0,0,0.3,0.4,-0.3,3,23,4,1,23,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
201,Dalbert Henrique,br BRA,DF,Sport Recife,31-239,1993,0.0,4,8,50.0,53,31,3,3,100.0,1,2,50.0,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
202,Gustavo Henrique,br BRA,DF,Corinthians,32-042,1993,3.0,200,219,91.3,4324,1264,38,42,90.5,127,131,96.9,33,42,78.6,0,0.0,0.1,0.0,0,5,0,0,6,Matches
203,Matheus Henrique,br BRA,MF,Cruzeiro,27-137,1997,2.0,76,85,89.4,1272,331,43,47,91.5,23,24,95.8,9,9,100.0,0,0.1,0.0,-0.1,2,3,1,0,4,Matches
204,Paulo Henrique,br BRA,DF,Vasco da Gama,28-284,1996,5.9,253,316,80.1,3775,1294,145,159,91.2,85,102,83.3,13,26,50.0,0,0.3,0.3,-0.3,3,12,6,4,18,Matches
205,Pedro Henrique,br BRA,FW,Ceará,34-323,1990,1.7,20,28,71.4,329,74,12,15,80.0,6,7,85.7,2,3,66.7,0,0.1,0.0,-0.1,2,2,0,0,2,Matches
206,Pedro Henrique,br BRA,DF,RB Bragantino,29-215,1995,6.0,205,240,85.4,4439,1721,65,70,92.9,105,113,92.9,32,47,68.1,0,0.0,0.0,0.0,0,10,0,0,12,Matches
207,Hércules,br BRA,MF,Fluminense,24-197,2000,3.7,175,201,87.1,2876,647,81,87,93.1,78,91,85.7,10,14,71.4,0,0.0,0.1,0.0,0,17,2,0,20,Matches
208,Diogo Hereda,br BRA,DF,Sport Recife,26-227,1998,6.2,260,325,80.0,4090,1441,118,132,89.4,121,144,84.0,9,22,40.9,1,0.3,0.3,+0.7,5,25,7,2,38,Matches
209,Hugo,br BRA,DF,Corinthians,27-249,1997,1.7,103,117,88.0,1736,720,48,52,92.3,49,52,94.2,6,8,75.0,0,0.0,0.0,0.0,1,5,1,0,13,Matches
210,Vitor Hugo,br BRA,DF,Atlético Mineiro,33-350,1991,1.0,44,51,86.3,795,214,14,17,82.4,27,29,93.1,3,4,75.0,0,0.0,0.0,0.0,1,2,0,0,3,Matches
211,Hulk,br BRA,"FW,MF",Atlético Mineiro,38-284,1986,5.6,97,144,67.4,1616,421,43,58,74.1,42,53,79.2,7,20,35.0,1,0.8,0.5,+0.2,12,4,5,1,12,Matches
