Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
51,Enmerson Batalla,co COL,"MF,FW",Juventude,23-309,2001,4.6,73,102,71.6,1214,355,32,37,86.5,34,45,75.6,6,15,40.0,1,0.3,0.2,+0.7,4,6,2,2,9,Matches
52,Paulo Baya,br BRA,MF,Fluminense,25-283,1999,0.1,5,7,71.4,71,34,3,3,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
53,José Luis Rodríguez Bebanz,uy URU,DF,Vasco da Gama,28-052,1997,1.1,54,69,78.3,904,337,28,30,93.3,23,27,85.2,3,12,25.0,0,0.0,0.1,0.0,1,8,1,1,5,Matches
54,Luis Benedetti,br BRA,DF,Palmeiras,18-332,2006,1.0,47,51,92.2,860,255,16,16,100.0,24,26,92.3,6,7,85.7,0,0.0,0.2,0.0,1,2,2,0,4,Matches
55,Alexandro Bernabei,ar ARG,DF,Internacional,24-223,2000,5.9,284,385,73.8,4720,1820,137,159,86.2,125,155,80.6,17,40,42.5,2,1.3,0.8,+0.7,13,16,11,6,22,Matches
56,Facundo Bernal,uy URU,MF,Fluminense,21-257,2003,2.4,110,135,81.5,1695,362,63,69,91.3,39,44,88.6,6,16,37.5,0,0.0,0.1,0.0,2,11,0,0,7,Matches
57,Bernard,br BRA,"MF,FW",Atlético Mineiro,32-239,1992,1.4,82,100,82.0,1253,355,43,50,86.0,35,37,94.6,3,6,50.0,0,0.3,0.2,-0.3,5,7,3,1,16,Matches
58,Matheus Bidu,br BRA,"DF,MF",Corinthians,26-001,1999,2.0,101,116,87.1,1629,624,56,60,93.3,41,45,91.1,4,6,66.7,1,1.1,0.9,-0.1,4,9,0,0,9,Matches
59,Damián Bobadilla,py PAR,MF,São Paulo,23-298,2001,2.7,122,131,93.1,2315,643,48,49,98.0,56,59,94.9,18,19,94.7,0,0.2,0.5,-0.2,2,18,4,0,19,Matches
60,Yannick Bolasie,cd COD,FW,Cruzeiro,35-346,1989,0.0,3,6,50.0,96,79,1,3,33.3,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
61,Gabriel Bontempo,br BRA,MF,Santos,20-109,2005,3.9,127,148,85.8,1914,558,72,75,96.0,48,58,82.8,6,8,75.0,1,1.0,0.4,0.0,4,13,1,0,14,Matches
62,Thiago Borbas,uy URU,"MF,FW",RB Bragantino,23-028,2002,0.4,6,9,66.7,55,23,5,7,71.4,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
63,Daniel Borges,br BRA,DF,Mirassol,32-043,1993,2.4,98,117,83.8,1631,592,48,51,94.1,39,45,86.7,9,17,52.9,0,0.2,0.4,-0.2,5,3,3,2,4,Matches
64,Marllon Borges,br BRA,DF,Ceará,33-019,1992,7.0,174,211,82.5,3774,1536,49,52,94.2,89,99,89.9,35,51,68.6,0,0.0,0.0,0.0,0,11,0,0,10,Matches
65,Rafael Borré,co COL,"FW,MF",Internacional,29-232,1995,2.4,34,46,73.9,506,34,20,26,76.9,11,13,84.6,2,3,66.7,0,0.1,0.2,-0.1,2,1,0,0,0,Matches
66,Lucas Braga,br BRA,FW,Vitória,28-176,1996,0.9,23,27,85.2,373,85,11,14,78.6,8,8,100.0,3,4,75.0,0,0.0,0.0,0.0,0,3,1,0,6,Matches
67,Martin Braithwaite,dk DEN,FW,Grêmio,33-334,1991,4.8,51,72,70.8,853,177,29,35,82.9,15,21,71.4,6,7,85.7,0,0.1,0.1,-0.1,5,3,2,0,9,Matches
68,Gabriel Brazão,br BRA,GK,Santos,24-212,2000,7.0,122,172,70.9,3245,2289,29,29,100.0,60,61,98.4,33,81,40.7,0,0.0,0.0,0.0,0,3,0,0,0,Matches
69,Breno,br BRA,FW,Fortaleza,29-101,1996,1.3,29,35,82.9,435,95,16,18,88.9,9,10,90.0,3,6,50.0,0,0.3,0.3,-0.3,4,6,1,0,4,Matches
70,Breno,br BRA,MF,Corinthians,20-074,2005,5.6,292,329,88.8,5038,1214,134,148,90.5,120,130,92.3,30,37,81.1,1,0.3,0.4,+0.7,6,30,3,2,36,Matches
71,Bruninho,br BRA,MF,Fortaleza,19-328,2005,0.8,24,30,80.0,360,60,16,17,94.1,6,8,75.0,1,3,33.3,0,0.1,0.0,-0.1,1,2,0,0,1,Matches
72,Fabrício Bruno,br BRA,DF,Cruzeiro,29-082,1996,6.0,206,241,85.5,4265,1640,63,70,90.0,115,122,94.3,27,44,61.4,0,0.4,0.0,-0.4,1,18,1,0,19,Matches
73,Cacá,br BRA,DF,Corinthians,26-010,1999,2.7,180,183,98.4,3741,1165,45,45,100.0,107,108,99.1,27,28,96.4,0,0.1,0.0,-0.1,1,5,0,0,5,Matches
74,Raúl Cáceres,py PAR,DF,Vitória,33-229,1991,1.0,16,26,61.5,256,125,7,11,63.6,9,11,81.8,0,4,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
75,Calebe,br BRA,MF,Fortaleza,25-005,2000,1.8,49,58,84.5,656,191,31,33,93.9,13,19,68.4,3,4,75.0,0,0.2,0.2,-0.2,3,6,1,0,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
76,Jonathan Calleri,ar ARG,FW,São Paulo,31-224,1993,1.3,12,14,85.7,181,41,9,10,90.0,2,2,100.0,1,1,100.0,0,0.1,0.1,-0.1,1,1,1,0,2,Matches
77,Camilo,br BRA,MF,Grêmio,26-071,1999,3.2,64,81,79.0,1071,254,33,40,82.5,25,28,89.3,5,10,50.0,0,0.0,0.0,0.0,0,10,1,0,6,Matches
78,Germán Cano,ar ARG,FW,Fluminense,37-092,1988,5.3,88,111,79.3,1516,294,48,59,81.4,28,31,90.3,11,17,64.7,0,0.1,0.3,-0.1,1,8,2,2,9,Matches
79,Agustín Canobbio,uy URU,FW,Fluminense,26-216,1998,4.8,103,129,79.8,1357,253,72,85,84.7,23,27,85.2,4,7,57.1,1,1.0,0.1,0.0,5,3,1,0,10,Matches
80,Juninho Capixaba,br BRA,DF,RB Bragantino,27-303,1997,6.0,283,365,77.5,5184,2314,123,143,86.0,119,148,80.4,32,49,65.3,0,0.6,0.7,-0.6,10,31,7,3,35,Matches
81,Johan Carbonero,co COL,FW,Internacional,25-289,1999,1.7,49,61,80.3,722,156,33,42,78.6,13,16,81.3,3,3,100.0,0,0.0,0.1,0.0,1,4,1,0,11,Matches
82,Edson Carioca,br BRA,FW,Mirassol,27-305,1997,2.5,29,41,70.7,407,113,16,21,76.2,11,17,64.7,1,1,100.0,2,0.7,0.5,+1.3,8,1,5,1,8,Matches
83,Igor Cariús,br BRA,DF,Sport Recife,32-004,1993,3.9,113,171,66.1,1722,914,61,73,83.6,43,61,70.5,6,20,30.0,0,0.1,0.1,-0.1,2,9,5,0,17,Matches
84,Carlinhos,br BRA,FW,Vitória,28-082,1997,1.1,12,14,85.7,131,20,9,10,90.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,3,0,0,1,Matches
85,Jean Carlos Vicente,br BRA,"MF,FW",Juventude,33-079,1992,1.2,17,31,54.8,263,91,10,12,83.3,6,7,85.7,1,9,11.1,0,0.4,0.3,-0.4,3,3,0,0,3,Matches
86,André Carrillo,pe PER,MF,Corinthians,33-325,1991,4.8,274,309,88.7,5063,1318,110,120,91.7,122,136,89.7,37,42,88.1,0,1.4,1.3,-1.4,10,35,6,3,31,Matches
87,Gabriel Carvalho,br BRA,FW,Internacional,17-261,2007,0.7,27,32,84.4,435,147,11,13,84.6,8,9,88.9,4,4,100.0,0,0.0,0.0,0.0,0,3,1,0,5,Matches
88,Cássio,br BRA,GK,Cruzeiro,37-333,1987,7.0,105,147,71.4,2952,1942,19,19,100.0,49,50,98.0,36,77,46.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches
89,Iury de Castilho,br BRA,FW,Mirassol,29-241,1995,3.5,44,55,80.0,635,152,26,28,92.9,14,16,87.5,2,3,66.7,0,0.1,0.2,-0.1,2,2,3,0,8,Matches
90,Murilo Cerqueira,br BRA,DF,Palmeiras,28-039,1997,1.7,86,96,89.6,1829,677,19,21,90.5,56,57,98.2,10,15,66.7,0,0.0,0.0,0.0,0,1,0,0,3,Matches
91,Kayky Chagas,br BRA,"FW,DF",Bahia,21-328,2003,0.7,21,26,80.8,295,104,16,18,88.9,1,3,33.3,4,5,80.0,0,0.1,0.1,-0.1,2,2,3,0,4,Matches
92,Chico,br BRA,MF,Mirassol,33-353,1991,0.8,16,20,80.0,233,39,12,13,92.3,1,2,50.0,2,3,66.7,0,0.0,0.0,0.0,1,3,0,0,2,Matches
93,Chico,br BRA,DF,Sport Recife,26-233,1998,7.0,270,338,79.9,5309,2008,94,106,88.7,141,164,86.0,32,57,56.1,0,0.2,0.2,-0.2,2,28,1,0,25,Matches
94,Christian,br BRA,FW,Cruzeiro,24-137,2000,4.1,89,118,75.4,1144,302,58,67,86.6,24,32,75.0,3,8,37.5,1,0.8,0.3,+0.2,4,6,0,0,8,Matches
95,Claudinho,br BRA,DF,Vitória,24-223,2000,6.0,286,357,80.1,5231,1804,118,134,88.1,133,161,82.6,32,53,60.4,0,0.6,0.9,-0.6,4,31,7,5,27,Matches
96,Clayson,br BRA,FW,Mirassol,30-047,1995,2.6,61,87,70.1,1019,356,36,41,87.8,14,18,77.8,8,18,44.4,1,0.4,0.9,+0.6,5,6,1,1,6,Matches
97,Mateus Cocão,br BRA,MF,Vasco da Gama,23-048,2002,1.9,86,94,91.5,1326,485,43,47,91.5,30,31,96.8,7,7,100.0,0,0.0,0.0,0.0,0,6,0,0,8,Matches
98,Igor Coronado,br BRA,MF,Corinthians,32-260,1992,1.9,118,150,78.7,2054,474,69,77,89.6,34,46,73.9,15,23,65.2,0,0.0,0.3,0.0,1,13,2,0,19,Matches
99,Philippe Coutinho,br BRA,MF,Vasco da Gama,32-327,1992,3.3,116,144,80.6,1927,579,62,68,91.2,40,52,76.9,10,18,55.6,1,0.7,0.8,+0.3,7,16,4,0,20,Matches
100,Franco Cristaldo,ar ARG,"MF,FW",Grêmio,28-263,1996,3.3,84,117,71.8,1438,542,40,47,85.1,34,41,82.9,7,20,35.0,0,0.4,0.6,-0.4,6,15,4,0,18,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
101,Gustavo Cuellar,co COL,MF,Grêmio,32-203,1992,0.9,43,50,86.0,724,227,16,19,84.2,21,22,95.5,4,6,66.7,0,0.0,0.0,0.0,0,4,0,0,2,Matches
102,Tomás Cuello,ar ARG,"FW,MF",Atlético Mineiro,25-061,2000,5.5,172,213,80.8,2949,722,79,90,87.8,78,86,90.7,12,21,57.1,0,0.5,1.0,-0.5,12,15,10,0,30,Matches
103,Cuiabano,br BRA,DF,Botafogo (RJ),22-078,2003,4.5,127,180,70.6,2051,698,72,89,80.9,43,52,82.7,11,29,37.9,1,1.1,0.7,-0.1,8,10,6,4,14,Matches
104,Lucas Cunha,br BRA,DF,Sport Recife,28-102,1997,1.9,74,82,90.2,1587,479,15,16,93.8,48,51,94.1,10,13,76.9,0,0.0,0.0,0.0,0,4,0,0,6,Matches
105,Danielzinho,br BRA,"MF,FW",Mirassol,30-182,1994,6.0,337,395,85.3,5278,1804,184,199,92.5,127,146,87.0,19,32,59.4,1,0.8,0.9,+0.2,16,44,8,1,49,Matches
106,Danilo,br BRA,DF,Flamengo,33-294,1991,1.0,100,105,95.2,2082,854,35,36,97.2,50,52,96.2,15,17,88.2,0,0.0,0.1,0.0,0,22,1,0,18,Matches
107,Matheus Davó,br BRA,"FW,MF",Mirassol,25-262,1999,0.4,3,8,37.5,42,5,2,4,50.0,1,2,50.0,0,0,,1,0.2,0.1,+0.8,2,0,0,0,0,Matches
108,Giorgian De Arrascaeta,uy URU,MF,Flamengo,30-338,1994,5.1,217,282,77.0,3390,718,127,140,90.7,67,87,77.0,18,42,42.9,3,1.5,1.9,+1.5,10,23,7,1,27,Matches
109,Nicolás De La Cruz,uy URU,MF,Flamengo,27-338,1997,5.5,370,431,85.8,6199,1735,183,196,93.4,149,159,93.7,31,56,55.4,0,0.5,1.0,-0.5,8,38,7,2,41,Matches
110,Deyverson,br BRA,FW,Fortaleza,33-362,1991,3.5,50,91,54.9,884,310,21,40,52.5,22,33,66.7,6,10,60.0,0,0.0,0.1,0.0,1,11,2,0,13,Matches
111,Enzo Díaz,ar ARG,DF,São Paulo,29-149,1995,3.9,147,188,78.2,2488,935,68,74,91.9,62,81,76.5,12,24,50.0,0,0.7,0.4,-0.7,5,17,2,1,18,Matches
112,Lautaro Díaz,ar ARG,FW,Cruzeiro,26-349,1998,0.7,10,15,66.7,141,9,6,9,66.7,4,6,66.7,0,0,,0,0.1,0.0,-0.1,1,1,0,0,0,Matches
113,Dieguinho,br BRA,MF,Ceará,29-186,1995,6.9,193,221,87.3,3679,940,69,73,94.5,106,115,92.2,17,25,68.0,1,0.4,0.6,+0.6,1,16,2,0,21,Matches
114,Dieguinho,br BRA,FW,Corinthians,17-293,2007,0.1,2,2,100.0,34,0,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
115,Dodi,br BRA,MF,Grêmio,29-018,1996,3.7,127,141,90.1,2119,664,61,66,92.4,56,61,91.8,9,13,69.2,0,0.0,0.1,0.0,2,12,0,0,14,Matches
116,Fabricio Domínguez,uy URU,MF,Sport Recife,26-315,1998,1.1,24,39,61.5,367,114,15,22,68.2,8,8,100.0,1,3,33.3,0,0.1,0.1,-0.1,1,3,1,0,5,Matches
117,Matheus Donelli,br BRA,GK,Corinthians,22-353,2002,5.0,110,133,82.7,2644,1671,22,22,100.0,62,63,98.4,24,45,53.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches
118,Thiago dos Santos,br BRA,MF,Fluminense,35-242,1989,0.1,10,15,66.7,209,99,5,8,62.5,2,3,66.7,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
119,David Duarte,br BRA,DF,Bahia,30-101,1995,4.9,206,238,86.6,3329,1311,102,104,98.1,95,103,92.2,8,24,33.3,0,0.0,0.0,0.0,0,13,1,0,13,Matches
120,Dudu,br BRA,"FW,MF",Cruzeiro,33-118,1992,2.4,38,54,70.4,473,128,27,36,75.0,7,11,63.6,1,2,50.0,0,0.0,0.1,0.0,1,3,4,0,6,Matches
121,Edenílson,br BRA,"MF,FW",Grêmio,35-138,1989,5.0,124,171,72.5,2007,661,68,82,82.9,41,48,85.4,10,25,40.0,0,0.4,0.4,-0.4,8,19,2,0,18,Matches
122,Eder,br BRA,DF,Ceará,30-030,1995,1.0,27,34,79.4,589,210,6,7,85.7,18,18,100.0,3,9,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
123,EDU,br BRA,DF,Vitória,24-323,2000,0.1,1,1,100.0,18,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
124,Carlos Eduardo,br BRA,"MF,FW",Cruzeiro,35-200,1989,0.8,23,28,82.1,336,89,13,15,86.7,9,12,75.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,Matches
125,Carlos Eduardo,br BRA,FW,Vitória,28-207,1996,0.4,0,4,0.0,0,0,0,0,,0,0,,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
126,Alysson Edward,br BRA,FW,Grêmio,19-000,2006,1.1,26,42,61.9,420,67,14,19,73.7,7,9,77.8,3,7,42.9,0,0.0,0.0,0.0,0,2,1,1,2,Matches
127,Rodrigo Ely,br BRA,DF,Grêmio,31-183,1993,0.4,9,14,64.3,221,81,1,2,50.0,6,7,85.7,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
128,Leandro Emmanuel Martínez,ar ARG,MF,Fortaleza,30-335,1994,4.0,182,207,87.9,2909,731,89,99,89.9,81,89,91.0,8,13,61.5,0,0.1,0.2,-0.1,1,14,1,0,17,Matches
129,Ênio,br BRA,"MF,FW",Juventude,24-063,2001,3.4,59,76,77.6,936,215,33,37,89.2,21,24,87.5,5,9,55.6,0,0.3,0.1,-0.3,4,5,3,0,8,Matches
130,Erick,br BRA,"MF,DF",Bahia,27-172,1997,4.2,127,149,85.2,1835,565,73,80,91.3,42,48,87.5,6,9,66.7,0,0.0,0.1,0.0,0,11,2,0,15,Matches
131,Erick,br BRA,"FW,MF",Vitória,27-146,1997,4.4,97,130,74.6,1842,548,48,54,88.9,33,42,78.6,14,27,51.9,2,0.5,0.9,+1.5,8,14,6,2,17,Matches
132,Gonzalo Escobar,ar ARG,DF,Santos,28-050,1997,6.8,336,419,80.2,5396,2254,176,187,94.1,131,159,82.4,23,44,52.3,0,0.5,0.7,-0.5,6,28,10,8,40,Matches
133,Lucas Esteves,br BRA,DF,Grêmio,24-315,2000,3.7,154,191,80.6,2643,873,74,80,92.5,63,78,80.8,12,23,52.2,0,0.1,0.3,-0.1,3,14,4,3,13,Matches
134,Lucas Evangelista,br BRA,MF,Palmeiras,29-364,1995,2.0,61,72,84.7,1077,269,27,32,84.4,23,25,92.0,8,11,72.7,0,0.2,0.1,-0.2,2,6,1,1,12,Matches
135,Éverson,br BRA,GK,Atlético Mineiro,34-287,1990,6.0,171,205,83.4,4387,3187,22,22,100.0,98,98,100.0,50,84,59.5,0,0.0,0.0,0.0,0,1,0,0,0,Matches
136,Evertton,br BRA,MF,Flamengo,22-066,2003,0.0,4,4,100.0,41,25,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
137,Ewerton,br BRA,DF,Juventude,24-176,2000,5.6,203,264,76.9,3965,1401,77,86,89.5,101,125,80.8,25,46,54.3,0,0.3,0.3,-0.3,4,18,4,2,19,Matches
138,Fabinho,br BRA,"MF,FW",RB Bragantino,23-026,2002,1.2,42,50,84.0,736,305,21,23,91.3,15,18,83.3,4,6,66.7,1,0.2,0.0,+0.8,5,6,0,0,12,Matches
139,Fábio,br BRA,GK,Fluminense,44-217,1980,7.0,126,155,81.3,2739,1680,37,37,100.0,63,63,100.0,22,50,44.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
140,Fabrício,br BRA,"FW,MF",Mirassol,28-043,1997,1.9,51,70,72.9,723,255,30,35,85.7,13,19,68.4,4,7,57.1,0,0.1,0.4,-0.1,2,6,4,0,10,Matches
141,Fabrício,br BRA,"FW,MF",Vitória,24-209,2000,1.6,19,39,48.7,337,99,8,13,61.5,6,11,54.5,3,6,50.0,1,0.7,0.8,+0.3,2,1,2,2,3,Matches
142,Fagner,br BRA,DF,Cruzeiro,35-328,1989,3.5,113,169,66.9,1912,977,60,70,85.7,41,57,71.9,12,33,36.4,0,0.1,0.5,-0.1,3,6,4,3,11,Matches
143,Marcos Felipe,br BRA,GK,Bahia,29-022,1996,3.8,122,150,81.3,2727,1886,36,36,100.0,51,52,98.1,26,53,49.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
144,Matheus Fernandes,br BRA,MF,RB Bragantino,26-309,1998,2.5,78,99,78.8,1237,379,45,55,81.8,23,27,85.2,7,11,63.6,0,0.1,0.0,-0.1,2,9,0,0,11,Matches
145,Nathan Fernandes,br BRA,MF,Botafogo (RJ),20-078,2005,0.2,10,15,66.7,206,47,3,6,50.0,4,6,66.7,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
146,Fernandinho,br BRA,FW,Ceará,27-290,1997,1.3,23,33,69.7,283,101,14,16,87.5,6,9,66.7,1,2,50.0,0,0.1,0.1,-0.1,1,0,5,0,8,Matches
147,Fernando,br BRA,"MF,DF",Internacional,37-284,1987,4.4,247,274,90.1,4419,1306,108,119,90.8,112,121,92.6,21,25,84.0,0,0.0,0.1,0.0,1,21,1,0,19,Matches
148,Nahuel Ferraresi,ve VEN,DF,São Paulo,26-167,1998,4.1,184,219,84.0,3034,1375,95,99,96.0,68,84,81.0,17,29,58.6,0,0.1,0.3,-0.1,3,26,0,0,25,Matches
149,Ferreira,br BRA,"FW,MF",São Paulo,27-125,1997,5.3,145,187,77.5,2271,827,81,90,90.0,41,51,80.4,15,28,53.6,2,1.0,0.9,+1.0,12,12,11,4,26,Matches
150,Bruno Ferreira,br BRA,GK,Ceará,31-050,1994,3.7,57,117,48.7,2142,1625,3,3,100.0,20,20,100.0,34,93,36.6,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
151,Lucas Ferreira,br BRA,FW,São Paulo,19-007,2006,4.3,76,109,69.7,965,276,51,60,85.0,19,23,82.6,2,12,16.7,0,0.3,0.3,-0.3,4,4,4,2,11,Matches
152,Luiz Filipe,br BRA,FW,Mirassol,23-342,2001,0.2,7,10,70.0,66,11,5,6,83.3,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
153,André Filipinho,br BRA,DF,Juventude,28-112,1997,3.4,121,163,74.2,2345,1114,53,59,89.8,44,52,84.6,22,45,48.9,0,0.1,0.1,-0.1,3,20,4,1,19,Matches
154,Caíque França,br BRA,GK,Sport Recife,29-336,1995,7.0,147,201,73.1,4080,2831,9,10,90.0,96,98,98.0,42,91,46.2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
155,Ryan Francisco,br BRA,"FW,MF",São Paulo,18-165,2006,0.9,5,11,45.5,69,14,3,4,75.0,1,1,100.0,0,2,0.0,0,0.1,0.0,-0.1,2,0,1,0,1,Matches
156,Alan Franco,ec ECU,MF,Atlético Mineiro,26-257,1998,2.5,121,135,89.6,2009,612,51,53,96.2,62,69,89.9,6,7,85.7,0,0.0,0.1,0.0,1,16,1,0,9,Matches
157,Alan Franco,ar ARG,DF,São Paulo,28-206,1996,5.0,247,270,91.5,4667,1940,94,96,97.9,124,130,95.4,26,37,70.3,0,0.0,0.1,0.0,1,6,0,0,10,Matches
158,Lucas Freitas,br BRA,DF,Vasco da Gama,24-105,2001,5.4,226,249,90.8,4728,1661,56,57,98.2,134,139,96.4,33,46,71.7,0,0.0,0.0,0.0,0,9,0,0,9,Matches
159,Marlon Freitas,br BRA,MF,Botafogo (RJ),30-039,1995,6.8,376,425,88.5,7756,2006,135,146,92.5,179,192,93.2,60,80,75.0,0,0.2,0.5,-0.2,7,49,11,1,50,Matches
160,Juan Freytes,ar ARG,DF,Fluminense,25-114,2000,7.0,454,516,88.0,9546,4062,132,140,94.3,253,266,95.1,67,103,65.0,0,0.0,0.1,0.0,1,33,2,0,24,Matches
161,Bruno Fuchs,br BRA,DF,Palmeiras,26-034,1999,2.6,98,111,88.3,2021,712,27,30,90.0,59,61,96.7,11,17,64.7,0,0.6,0.1,-0.6,2,12,3,0,14,Matches
162,Gabriel Fuentes,co COL,DF,Fluminense,28-085,1997,1.0,45,57,78.9,807,301,20,22,90.9,19,23,82.6,6,11,54.5,0,0.1,0.2,-0.1,3,3,3,1,7,Matches
163,Gabriel,br BRA,"FW,DF",Bahia,23-364,2001,0.5,5,8,62.5,100,53,2,3,66.7,2,2,100.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches
164,Gabriel,br BRA,MF,Mirassol,35-119,1990,1.6,59,70,84.3,915,246,31,34,91.2,21,26,80.8,5,8,62.5,0,0.1,0.1,-0.1,4,7,1,0,8,Matches
165,Gabriel,br BRA,GK,Vitória,32-220,1992,1.0,25,34,73.5,567,248,4,4,100.0,17,17,100.0,4,13,30.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches
166,Gabriel,br BRA,MF,RB Bragantino,32-299,1992,4.4,206,228,90.4,3465,1007,88,94,93.6,99,103,96.1,15,20,75.0,0,0.2,0.2,-0.2,4,20,3,0,25,Matches
167,Victor Gabriel,br BRA,DF,Internacional,21-007,2004,2.0,70,84,83.3,1302,572,31,32,96.9,35,41,85.4,4,9,44.4,0,0.0,0.0,0.0,0,4,0,0,4,Matches
168,Antonio Galeano,py PAR,FW,Ceará,25-044,2000,6.2,104,139,74.8,1419,311,63,71,88.7,28,36,77.8,4,11,36.4,0,0.4,0.3,-0.4,4,7,5,5,7,Matches
169,Emerson Galego,br BRA,"FW,MF",Juventude,25-268,1999,0.3,2,3,66.7,10,1,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
170,Mateo Gamarra,py PAR,DF,Cruzeiro,24-197,2000,1.7,58,83,69.9,1085,473,22,24,91.7,29,33,87.9,6,22,27.3,0,0.0,0.0,0.0,0,4,0,0,1,Matches
171,Ganso,br BRA,MF,Fluminense,35-205,1989,2.7,173,192,90.1,2421,879,109,119,91.6,59,61,96.7,2,5,40.0,0,0.2,0.4,-0.2,2,27,3,0,17,Matches
172,Maurício Garcez,br BRA,"MF,FW",Juventude,28-050,1997,0.6,3,6,50.0,36,6,3,4,75.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
173,Benjamín Garré,ar ARG,"FW,MF",Vasco da Gama,24-298,2000,2.9,106,132,80.3,1514,362,67,75,89.3,32,40,80.0,5,10,50.0,0,0.3,0.4,-0.3,5,9,3,2,13,Matches
174,Gerson,br BRA,FW,Flamengo,27-350,1997,5.3,236,263,89.7,3900,1036,121,130,93.1,99,106,93.4,15,19,78.9,2,0.8,0.9,+1.2,8,16,16,1,41,Matches
175,Agustín Giay,ar ARG,DF,Palmeiras,21-109,2004,5.8,266,321,82.9,4753,1749,129,139,92.8,104,123,84.6,32,48,66.7,0,0.6,0.1,-0.6,4,25,1,0,31,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
176,Gil,br BRA,DF,Santos,37-327,1987,6.0,204,224,91.1,3723,1381,79,84,94.0,110,114,96.5,13,21,61.9,0,0.0,0.0,0.0,0,11,0,0,6,Matches
177,Gilberto,br BRA,DF,Bahia,32-059,1993,5.1,254,294,86.4,3990,1076,133,145,91.7,100,109,91.7,13,25,52.0,0,0.2,0.4,-0.2,6,28,1,0,18,Matches
