Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
2331,Dane Scarlett,eng ENG,"FW,MF",Tottenham,eng Premier League,21-041,2004,0.4,9,1,3,5,1,1,9,0,0,,0,,5,66,33,1,0,0,0,1,4,1,Matches
2332,Kevin Schade,de GER,FW,Brentford,eng Premier League,23-158,2001,22.2,780,37,128,217,450,124,780,79,29,36.7,44,55.7,395,2784,1260,56,26,34,52,34,484,144,Matches
2333,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26-021,1999,16.2,756,36,177,388,197,19,756,27,13,48.1,12,44.4,340,1599,654,21,15,3,24,9,377,38,Matches
2334,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33-135,1991,28.6,2034,237,1061,857,127,31,2034,12,8,66.7,2,16.7,1284,5803,3313,14,23,2,11,6,1417,17,Matches
2335,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29-100,1996,16.4,519,13,42,214,267,102,519,23,9,39.1,13,56.5,288,954,244,6,2,6,37,26,406,96,Matches
2336,Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,31-006,1994,2.7,84,5,7,33,44,15,84,1,0,0.0,1,100.0,38,133,23,0,0,0,5,0,48,15,Matches
2337,Joël Schingtienne,be BEL,DF,Venezia,it Serie A,22-265,2002,9.7,471,40,210,217,48,3,471,9,5,55.6,4,44.4,226,1117,496,5,3,0,14,4,237,3,Matches
2338,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,27-218,1997,2.0,123,5,30,80,14,1,123,1,1,100.0,0,0.0,56,310,225,5,0,0,3,2,89,2,Matches
2339,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28-006,1997,14.4,845,101,395,394,59,19,845,3,3,100.0,0,0.0,424,1437,731,3,5,0,8,0,510,2,Matches
2340,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25-154,1999,22.0,2297,193,831,1338,150,21,2297,22,14,63.6,5,22.7,1467,6646,4107,37,30,1,12,10,1674,14,Matches
2341,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,32-132,1992,1.1,79,2,9,31,41,6,79,1,1,100.0,0,0.0,30,150,67,4,1,1,7,0,41,9,Matches
2342,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,25-097,2000,29.5,1851,25,232,873,770,96,1851,88,40,45.5,44,50.0,1220,6426,3567,99,72,26,70,52,1391,186,Matches
2343,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,27-064,1998,2.3,194,7,37,110,50,2,194,1,0,0.0,1,100.0,109,489,228,2,3,0,0,2,123,1,Matches
2344,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25-326,1999,28.3,1369,100,385,681,313,60,1369,32,14,43.8,18,56.3,671,3624,1928,34,26,5,38,23,752,43,Matches
2345,Marvin Schulz,de GER,"MF,DF",Holstein Kiel,de Bundesliga,30-109,1995,3.2,213,20,86,98,31,1,213,4,1,25.0,2,50.0,93,508,272,4,4,1,8,2,113,2,Matches
2346,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,32-336,1992,5.0,168,135,168,0,0,0,168,0,0,,0,,113,511,269,0,0,0,0,0,98,0,Matches
2347,Léo Scienza,br BRA,"FW,MF",Heidenheim,de Bundesliga,26-233,1998,12.3,549,8,68,234,265,42,549,79,35,44.3,34,43.0,341,3144,1986,64,36,17,39,13,342,81,Matches
2348,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,21-256,2003,7.9,456,22,84,245,133,18,456,26,6,23.1,13,50.0,237,1350,640,15,9,3,22,8,274,33,Matches
2349,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28-338,1996,13.0,442,382,438,4,0,0,442,0,0,,0,,201,1040,641,0,0,0,0,0,178,0,Matches
2350,Simone Scuffet,it ITA,GK,Napoli,it Serie A,28-338,1996,1.0,46,45,46,0,0,0,46,0,0,,0,,27,156,51,0,0,0,0,0,18,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
2351,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,22-020,2003,2.1,70,2,11,25,35,9,70,8,6,75.0,2,25.0,41,245,156,6,2,2,6,4,46,10,Matches
2352,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,33-142,1991,5.7,259,23,116,141,3,2,259,1,0,0.0,1,100.0,120,700,434,2,2,0,0,0,136,1,Matches
2353,Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,20-076,2005,1.0,24,17,24,0,0,0,24,0,0,,0,,12,53,44,0,0,0,0,0,9,0,Matches
2354,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24-334,2000,8.9,616,41,205,329,90,5,616,18,9,50.0,3,16.7,338,2129,1091,23,18,4,5,10,337,17,Matches
2355,Nicolas Seiwald,at AUT,"MF,DF",RB Leipzig,de Bundesliga,24-000,2001,21.2,1479,93,395,880,213,8,1479,9,4,44.4,5,55.6,693,2558,1259,16,18,2,8,7,945,28,Matches
2356,Hiroki Sekine,jp JPN,DF,Reims,fr Ligue 1,22-266,2002,7.9,527,58,212,211,111,10,527,9,5,55.6,2,22.2,291,1465,732,14,12,2,12,10,334,33,Matches
2357,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,33-067,1992,34.0,990,757,975,15,0,0,990,0,0,,0,,483,2818,1481,0,0,0,0,0,383,0,Matches
2358,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,31-169,1993,29.6,1551,116,446,707,416,24,1551,64,29,45.3,27,42.2,790,4544,2320,61,36,9,40,19,882,109,Matches
2359,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,25-117,2000,32.6,1503,44,187,526,824,176,1503,125,64,51.2,52,41.6,904,6869,3409,133,65,65,79,72,1041,259,Matches
2360,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,24-096,2001,2.5,173,12,88,73,15,0,173,2,0,0.0,1,50.0,72,231,109,1,1,0,0,1,86,2,Matches
2361,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27-359,1997,11.3,783,67,349,376,67,12,783,9,5,55.6,4,44.4,483,2498,1465,12,14,0,6,5,493,5,Matches
2362,Stefano Sensi,it ITA,MF,Monza,it Serie A,29-272,1995,2.5,262,5,64,159,41,1,261,6,4,66.7,1,16.7,192,964,425,2,2,0,1,2,203,4,Matches
2363,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28-023,1997,12.9,579,29,105,344,137,25,579,31,15,48.4,13,41.9,324,1564,681,17,18,2,19,13,357,29,Matches
2364,Sergi,es ESP,DF,Leganés,es La Liga,33-014,1992,30.5,1754,232,993,734,31,20,1754,4,4,100.0,0,0.0,923,3795,2030,3,3,0,6,2,1114,2,Matches
2365,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22-060,2003,1.2,68,1,7,19,42,4,68,9,3,33.3,6,66.7,27,163,65,2,1,1,1,3,44,18,Matches
2366,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21-338,2003,25.6,873,25,89,456,347,89,871,73,38,52.1,31,42.5,431,2594,1203,46,29,14,59,54,666,134,Matches
2367,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,eng Premier League,24-351,2000,5.2,260,10,58,83,124,38,260,17,5,29.4,10,58.8,129,833,434,14,11,9,14,6,149,51,Matches
2368,Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,32-189,1992,11.7,609,13,88,249,287,43,609,35,17,48.6,13,37.1,363,2474,1182,41,36,12,20,10,406,75,Matches
2369,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29-296,1995,1.9,204,8,73,94,37,4,204,1,0,0.0,1,100.0,151,744,386,6,6,0,1,0,161,7,Matches
2370,Alen Sherri,al ALB,GK,Cagliari,it Serie A,27-140,1997,6.0,212,182,210,3,0,0,212,0,0,,0,,124,566,283,0,0,0,0,0,103,0,Matches
2371,Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,29-309,1995,8.8,359,1,19,150,195,41,359,22,5,22.7,16,72.7,194,946,432,17,15,8,39,16,273,51,Matches
2372,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32-279,1992,21.6,1350,71,457,680,228,15,1350,17,10,58.8,7,41.2,745,2732,1518,15,15,0,21,9,824,46,Matches
2373,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,22-076,2003,8.5,333,4,33,147,156,46,333,36,11,30.6,24,66.7,184,1187,551,28,7,8,33,25,238,64,Matches
2374,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,29-208,1995,24.7,1533,64,361,848,336,29,1531,25,9,36.0,16,64.0,840,3355,1570,13,19,3,44,18,993,24,Matches
2375,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-056,2000,11.1,710,97,423,247,44,7,710,3,2,66.7,1,33.3,404,1793,829,7,7,1,3,3,456,7,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
2376,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,eng Premier League,19-299,2005,0.0,3,0,1,0,2,0,3,0,0,,0,,1,6,6,0,0,0,0,0,2,0,Matches
2377,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,22-353,2002,8.9,570,37,189,275,108,11,570,9,6,66.7,2,22.2,251,1202,549,11,10,2,7,5,312,33,Matches
2378,André Silva,pt POR,FW,Werder Bremen,de Bundesliga,29-179,1995,4.2,176,4,11,78,89,26,174,16,1,6.3,12,75.0,103,529,199,6,6,4,13,9,124,28,Matches
2379,André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,29-179,1995,1.5,65,3,11,22,34,10,64,0,0,,0,,35,291,152,6,1,3,6,1,39,11,Matches
2380,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,30-267,1994,26.7,1816,48,318,739,777,131,1816,59,27,45.8,25,42.4,1137,7253,3650,94,60,31,21,32,1346,184,Matches
2381,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27-277,1997,19.4,1439,46,323,663,478,32,1439,15,12,80.0,3,20.0,733,3684,2154,51,53,4,22,7,838,135,Matches
2382,Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22-289,2002,20.7,706,32,69,311,335,101,703,53,21,39.6,29,54.7,330,1969,810,30,11,21,58,30,491,119,Matches
2383,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,eng Premier League,25-276,1999,9.4,347,19,82,98,178,45,347,33,10,30.3,14,42.4,172,1129,610,20,12,8,24,12,198,58,Matches
2384,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,eng Premier League,19-001,2006,0.3,13,3,7,4,2,0,13,1,0,0.0,1,100.0,4,26,11,1,0,0,1,0,3,1,Matches
2385,Rui Silva,pt POR,GK,Betis,es La Liga,31-086,1994,15.0,553,412,552,1,0,0,553,0,0,,0,,334,1482,710,0,0,0,1,0,277,0,Matches
2386,Marco Silvestri,it ITA,GK,Empoli,it Serie A,34-063,1991,5.0,162,130,162,0,0,0,162,0,0,,0,,103,565,359,0,0,0,0,0,93,0,Matches
2387,Abdallah Sima,sn SEN,"FW,MF",Brest,fr Ligue 1,23-321,2001,13.0,477,9,60,177,246,65,477,23,6,26.1,13,56.5,280,1904,692,36,15,20,51,21,352,89,Matches
2388,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,25-001,2000,0.6,52,0,9,35,9,2,52,1,0,0.0,0,0.0,27,130,70,3,1,0,0,0,39,4,Matches
2389,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29-303,1995,4.4,188,8,20,79,94,22,188,12,6,50.0,6,50.0,106,604,285,11,9,2,20,13,136,28,Matches
2390,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,22-137,2002,19.0,929,13,151,382,412,74,929,65,28,43.1,32,49.2,579,3191,1626,64,40,21,51,19,670,166,Matches
2391,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,29-296,1995,26.0,1018,10,100,334,609,116,1015,131,59,45.0,67,51.1,658,5771,3028,136,73,55,58,51,698,203,Matches
2392,Unai Simón,es ESP,GK,Athletic Club,es La Liga,27-327,1997,16.0,523,385,519,5,0,0,523,0,0,,0,,295,1387,843,0,0,0,1,1,237,0,Matches
2393,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22-013,2003,21.9,1412,11,136,705,599,68,1412,90,29,32.2,51,56.7,784,4537,2371,72,61,15,70,52,1001,160,Matches
2394,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,eng Premier League,19-181,2005,1.1,123,9,61,59,3,1,123,1,0,0.0,0,0.0,79,376,190,1,0,0,1,0,101,0,Matches
2395,Danel Sinani,lu LUX,"FW,MF",St. Pauli,de Bundesliga,28-029,1997,12.2,606,9,56,287,267,27,606,19,8,42.1,8,42.1,260,1265,525,13,12,5,29,14,383,58,Matches
2396,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,25-147,1999,22.7,881,33,134,340,417,116,880,69,24,34.8,41,59.4,501,2663,1243,49,28,27,42,38,603,173,Matches
2397,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,24-130,2000,21.3,1544,126,583,864,117,27,1544,11,6,54.5,4,36.4,864,4882,2902,33,18,4,11,7,974,27,Matches
2398,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,25-321,1999,2.6,155,7,18,41,96,23,155,20,8,40.0,10,50.0,95,744,393,19,6,10,6,3,102,38,Matches
2399,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,29-304,1995,1.0,77,4,22,35,20,1,77,1,1,100.0,0,0.0,46,262,95,2,2,1,1,1,50,7,Matches
2400,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,37-043,1988,0.7,34,27,34,0,0,0,34,0,0,,0,,16,111,64,0,0,0,0,0,14,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
2401,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,29-239,1995,6.8,551,56,214,306,34,8,551,4,3,75.0,1,25.0,369,1861,1091,10,10,2,1,5,414,3,Matches
2402,Ayanda Sishuba,be BEL,FW,Rennes,fr Ligue 1,20-091,2005,0.0,1,1,1,0,0,0,1,0,0,,0,,1,1,0,0,0,0,0,1,1,0,Matches
2403,Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,29-158,1995,9.0,292,15,40,137,116,36,291,11,3,27.3,8,72.7,148,714,302,14,12,6,33,12,202,36,Matches
2404,Ibrahima Sissoko,ml MLI,MF,Bochum,de Bundesliga,27-189,1997,27.6,1339,73,346,738,279,49,1339,57,29,50.9,25,43.9,653,3421,1485,33,23,3,37,28,739,67,Matches
2405,Niama Sissoko,ml MLI,"FW,MF",Reims,fr Ligue 1,19-139,2005,0.5,24,0,1,9,14,6,24,2,0,0.0,2,100.0,14,59,17,1,0,0,4,2,15,2,Matches
2406,Antonio Sivera,es ESP,GK,Alavés,es La Liga,28-266,1996,27.2,914,661,890,25,0,0,914,0,0,,0,,426,2706,1933,0,0,0,0,0,302,0,Matches
2407,Tim Skarke,de GER,"FW,MF",Union Berlin,de Bundesliga,28-239,1996,11.7,452,10,66,187,203,31,452,24,10,41.7,13,54.2,273,1339,542,25,13,10,34,21,315,89,Matches
2408,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,29-359,1995,22.1,1411,76,403,827,186,18,1411,14,11,78.6,2,14.3,758,3381,1598,17,14,2,24,6,966,25,Matches
2409,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,24-230,2000,11.1,557,24,121,350,90,7,557,11,6,54.5,5,45.5,321,1311,629,16,7,3,11,5,390,19,Matches
2410,Leo Skiri Østigård,no NOR,DF,Rennes,fr Ligue 1,25-157,1999,13.6,948,112,443,490,19,11,948,2,1,50.0,1,50.0,490,2421,1125,3,2,0,7,1,589,1,Matches
2411,Leo Skiri Østigård,no NOR,DF,Hoffenheim,de Bundesliga,25-157,1999,8.3,644,91,308,322,16,10,644,2,2,100.0,0,0.0,294,1370,579,0,0,0,1,1,330,0,Matches
2412,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33-364,1991,23.3,1013,776,1005,8,0,0,1013,1,1,100.0,0,0.0,683,3083,1590,0,0,0,0,0,655,0,Matches
2413,Andreas Skov Olsen,dk DEN,"FW,DF",Wolfsburg,de Bundesliga,25-126,1999,5.1,289,7,58,101,131,18,289,11,4,36.4,6,54.5,165,954,499,18,9,3,7,5,198,40,Matches
2414,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,28-349,1996,9.5,564,19,111,261,200,23,563,17,5,29.4,11,64.7,263,1450,760,25,11,8,21,3,291,45,Matches
2415,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,30-082,1995,4.2,417,51,200,213,5,3,417,3,0,0.0,3,100.0,244,1111,603,3,0,0,2,0,309,0,Matches
2416,Steven Skrzybski,de GER,"FW,MF",Holstein Kiel,de Bundesliga,32-167,1992,12.4,528,8,71,268,198,43,527,22,13,59.1,9,40.9,265,1134,502,16,14,6,33,18,339,63,Matches
2417,Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,22-362,2002,0.1,5,0,0,2,3,0,5,0,0,,0,,4,3,1,0,0,0,0,0,3,0,Matches
2418,William Smallbone,ie IRL,MF,Southampton,eng Premier League,25-072,2000,7.2,401,15,76,198,131,14,401,6,4,66.7,2,33.3,182,774,391,5,9,1,11,5,243,23,Matches
2419,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34-005,1991,15.7,707,39,217,332,162,6,707,15,6,40.0,6,40.0,305,1295,585,12,15,0,10,6,333,31,Matches
2420,Eric Smith,se SWE,"DF,MF",St. Pauli,de Bundesliga,28-116,1997,29.4,1840,157,646,912,299,8,1840,5,3,60.0,2,40.0,785,3544,1641,16,17,0,11,6,1040,11,Matches
2421,Justin Smith,ca CAN,MF,Espanyol,es La Liga,22-089,2003,2.3,95,3,33,53,12,0,95,3,1,33.3,2,66.7,41,340,132,4,3,0,4,1,49,7,Matches
2422,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24-280,2000,21.0,1128,20,155,534,449,55,1128,33,16,48.5,15,45.5,734,3552,1838,50,38,11,35,13,867,115,Matches
2423,Ivan Smolčić,hr CRO,DF,Como,it Serie A,24-260,2000,6.0,427,22,160,204,66,7,427,2,0,0.0,2,100.0,207,742,243,3,5,0,8,3,221,9,Matches
2424,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,30-014,1995,1.1,53,12,37,14,2,0,53,0,0,,0,,19,56,10,0,1,0,1,0,18,2,Matches
2425,Simon Sohm,ch SUI,MF,Parma,it Serie A,24-023,2001,30.6,1364,39,241,839,302,40,1364,29,12,41.4,11,37.9,826,4749,2743,63,52,10,32,20,981,58,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
2426,Alex Sola,es ESP,"MF,FW",Getafe,es La Liga,25-329,1999,11.4,446,8,63,166,225,35,446,61,21,34.4,35,57.4,265,1570,631,24,12,10,54,21,302,61,Matches
2427,Arnau Solà,es ESP,MF,Villarreal,es La Liga,22-030,2003,0.1,3,0,2,0,1,0,3,0,0,,0,,1,0,0,0,0,0,0,0,2,0,Matches
2428,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,27-232,1997,23.5,636,31,68,290,284,111,636,50,16,32.0,31,62.0,374,2024,803,29,21,14,67,47,448,88,Matches
2429,Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,26-239,1998,7.5,221,7,29,116,81,14,221,13,6,46.2,7,53.8,124,918,354,16,6,6,13,7,164,28,Matches
2430,Carlos Soler,es ESP,"MF,FW",West Ham,eng Premier League,28-122,1997,15.0,738,26,172,384,187,22,738,18,8,44.4,9,50.0,338,1678,714,16,16,4,11,14,502,33,Matches
2431,Julio Soler,ar ARG,FW,Bournemouth,eng Premier League,20-077,2005,0.0,4,0,2,1,1,0,4,0,0,,0,,2,2,2,0,0,0,1,0,3,0,Matches
2432,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-086,2000,15.6,1148,148,541,535,88,14,1148,29,23,79.3,5,17.2,699,3438,1800,15,12,1,14,8,750,4,Matches
2433,Jhon Solis,co COL,MF,Girona,es La Liga,20-213,2004,5.2,329,10,62,207,63,5,329,12,5,41.7,6,50.0,210,1185,513,8,9,1,9,10,251,13,Matches
2434,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-138,1988,31.0,1282,1010,1277,5,0,0,1282,0,0,,0,,857,3781,2075,0,0,0,0,0,880,0,Matches
2435,David Soria,es ESP,GK,Getafe,es La Liga,32-030,1993,34.0,999,785,980,19,0,0,999,0,0,,0,,400,2539,1728,0,0,0,3,0,254,0,Matches
2436,Juan Soriano,es ESP,GK,Leganés,es La Liga,27-254,1997,6.0,199,173,199,0,0,0,199,0,0,,0,,90,447,281,0,0,0,0,0,59,0,Matches
2437,Borna Sosa,hr CRO,DF,Torino,it Serie A,27-103,1998,13.1,781,29,222,372,193,14,781,7,3,42.9,2,28.6,417,2251,866,13,15,1,9,1,454,49,Matches
2438,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,eng Premier League,25-246,1999,3.0,142,5,33,43,72,15,142,11,8,72.7,3,27.3,70,584,329,12,7,5,6,5,76,15,Matches
2439,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-136,2003,13.1,1047,15,167,678,214,9,1047,19,8,42.1,8,42.1,623,3024,1276,20,18,2,11,12,822,37,Matches
2440,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,34-191,1990,19.7,1170,24,101,536,542,89,1170,39,16,41.0,19,48.7,672,2921,1477,44,43,7,20,22,919,170,Matches
2441,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25-335,1999,9.3,356,2,35,118,217,41,356,27,11,40.7,9,33.3,272,2907,1868,71,31,27,21,8,285,100,Matches
2442,Riccardo Sottil,it ITA,"FW,MF",Milan,it Serie A,25-335,1999,1.3,60,1,10,19,31,6,60,4,1,25.0,2,50.0,45,331,201,11,5,3,3,1,42,13,Matches
2443,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,30-066,1995,25.0,1115,110,309,544,266,96,1115,11,6,54.5,5,45.5,433,1303,456,6,10,3,17,10,666,62,Matches
2444,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,22-019,2003,15.9,1050,16,113,396,551,63,1050,85,27,31.8,43,50.6,652,3898,2055,70,49,26,48,24,756,147,Matches
2445,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,26-066,1999,21.8,1324,64,352,835,150,17,1324,44,27,61.4,13,29.5,788,3636,1881,31,16,3,20,21,929,21,Matches
2446,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,24-206,2000,18.1,730,26,115,303,335,75,730,49,16,32.7,28,57.1,428,2758,1330,55,34,11,56,26,513,129,Matches
2447,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-087,1997,20.7,1083,32,249,653,189,27,1083,22,8,36.4,10,45.5,543,2737,1236,21,15,2,32,8,747,45,Matches
2448,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,22-304,2002,11.3,735,112,476,245,16,8,735,2,1,50.0,1,50.0,465,1531,687,0,1,0,4,3,548,2,Matches
2449,Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,22-304,2002,8.9,511,111,306,196,10,6,511,6,4,66.7,2,33.3,288,1336,703,2,1,0,2,2,314,0,Matches
2450,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,24-268,2000,16.8,1234,67,415,562,277,24,1234,69,34,49.3,28,40.6,709,4278,2295,53,40,7,25,27,776,68,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
2451,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,32-040,1993,14.0,855,33,195,377,290,30,855,55,21,38.2,27,49.1,499,3783,2106,70,56,20,15,14,558,71,Matches
2452,Marco Sportiello,it ITA,GK,Milan,it Serie A,32-359,1992,1.4,63,42,62,1,0,0,63,0,0,,0,,37,180,117,0,0,0,0,0,31,0,Matches
2453,Anton Stach,de GER,"MF,DF",Hoffenheim,de Bundesliga,26-170,1998,26.8,1813,137,552,1002,276,28,1813,30,13,43.3,16,53.3,941,4883,2795,32,28,5,19,10,1077,33,Matches
2454,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-177,1996,22.7,1175,40,285,602,297,74,1175,16,7,43.8,8,50.0,617,2465,1141,27,23,6,26,9,771,85,Matches
2455,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,25-032,2000,8.1,704,48,180,388,144,10,704,7,5,71.4,2,28.6,413,2131,1308,20,20,2,10,3,487,29,Matches
2456,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,23-068,2002,15.2,566,486,561,5,0,0,566,0,0,,0,,341,1802,1156,0,0,0,0,0,304,0,Matches
2457,Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,22-161,2002,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
2458,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29-337,1995,25.2,1901,265,963,915,29,11,1901,1,1,100.0,0,0.0,1104,4606,2548,11,5,1,9,0,1337,1,Matches
2459,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,30-020,1995,21.4,1456,150,753,657,47,13,1456,1,1,100.0,0,0.0,825,3302,1447,7,3,0,5,0,937,3,Matches
2460,Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,20-157,2004,20.0,655,9,39,273,347,85,655,36,15,41.7,19,52.8,326,1346,558,26,13,13,57,20,455,149,Matches
